Dataset,Set,Approach,Metric,Value,Method,File,Specs
AMI,,Exact,Coverage,0.79407,,EN2002b,xvec_ahc
AMI,,Exact,DER,0.43844,,IS1009d,xvec_ahc
AMI,,Exact,JER,0.68602,,IS1009d,xvec_ahc
AMI,,Exact,Purity,0.64283,,IS1009d,xvec_ahc
AMI,,Exact,Coverage,0.8572,,IS1009d,xvec_ahc
AMI,,Exact,DER,0.39898,,TS3003a,xvec_ahc
AMI,,Exact,JER,0.80003,,TS3003a,xvec_ahc
AMI,,Exact,Purity,0.7731,,TS3003a,xvec_ahc
AMI,,Exact,Coverage,0.94737,,TS3003a,xvec_ahc
AMI,,Exact,DER,0.55933,,ES2004b,xvec_ahc
AMI,,Exact,JER,0.72111,,ES2004b,xvec_ahc
AMI,,Exact,Purity,0.50954,,ES2004b,xvec_ahc
AMI,,Exact,Coverage,0.91791,,ES2004b,xvec_ahc
AMI,,Exact,DER,0.21806,,IS1009b,xvec_sc
AMI,,Exact,JER,0.22837,,IS1009b,xvec_sc
AMI,,Exact,Purity,0.83942,,IS1009b,xvec_sc
AMI,,Exact,Coverage,0.83942,,IS1009b,xvec_sc
AMI,,Exact,DER,0.5302,,EN2002d,xvec_sc
AMI,,Exact,JER,0.57603,,EN2002d,xvec_sc
AMI,,Exact,Purity,0.53178,,EN2002d,xvec_sc
AMI,,Exact,Coverage,0.50527,,EN2002d,xvec_sc
AMI,,Exact,DER,0.24805,,TS3003c,xvec_sc
AMI,,Exact,JER,0.28143,,TS3003c,xvec_sc
AMI,,Exact,Purity,0.86651,,TS3003c,xvec_sc
AMI,,Exact,Coverage,0.86651,,TS3003c,xvec_sc
AMI,,Exact,DER,0.33835,,ES2004d,xvec_sc
AMI,,Exact,JER,0.40676,,ES2004d,xvec_sc
AMI,,Exact,Purity,0.73837,,ES2004d,xvec_sc
AMI,,Exact,Coverage,0.73837,,ES2004d,xvec_sc
AMI,,Exact,DER,0.2286,,TS3003b,xvec_sc
AMI,,Exact,JER,0.24885,,TS3003b,xvec_sc
AMI,,Exact,Purity,0.8809,,TS3003b,xvec_sc
AMI,,Exact,Coverage,0.8809,,TS3003b,xvec_sc
AMI,,Exact,DER,0.34842,,ES2004a,xvec_sc
AMI,,Exact,JER,0.42292,,ES2004a,xvec_sc
AMI,,Exact,Purity,0.7436,,ES2004a,xvec_sc
AMI,,Exact,Coverage,0.7436,,ES2004a,xvec_sc
AMI,,Exact,DER,0.18065,,IS1009c,xvec_sc
AMI,,Exact,JER,0.20998,,IS1009c,xvec_sc
AMI,,Exact,Purity,0.88487,,IS1009c,xvec_sc
AMI,,Exact,Coverage,0.88487,,IS1009c,xvec_sc
AMI,,Exact,DER,0.46112,,EN2002a,xvec_sc
AMI,,Exact,JER,0.50117,,EN2002a,xvec_sc
AMI,,Exact,Purity,0.58547,,EN2002a,xvec_sc
AMI,,Exact,Coverage,0.59598,,EN2002a,xvec_sc
AMI,,Exact,DER,0.24074,,ES2004c,xvec_sc
AMI,,Exact,JER,0.25548,,ES2004c,xvec_sc
AMI,,Exact,Purity,0.81852,,ES2004c,xvec_sc
AMI,,Exact,Coverage,0.81852,,ES2004c,xvec_sc
AMI,,Exact,DER,0.36907,,TS3003d,xvec_sc
AMI,,Exact,JER,0.46664,,TS3003d,xvec_sc
AMI,,Exact,Purity,0.74253,,TS3003d,xvec_sc
AMI,,Exact,Coverage,0.74253,,TS3003d,xvec_sc
AMI,,Exact,DER,0.57613,,IS1009a,xvec_sc
AMI,,Exact,JER,0.64861,,IS1009a,xvec_sc
AMI,,Exact,Purity,0.71382,,IS1009a,xvec_sc
AMI,,Exact,Coverage,0.48463,,IS1009a,xvec_sc
AMI,,Exact,DER,0.32694,,EN2002c,xvec_sc
AMI,,Exact,JER,0.34153,,EN2002c,xvec_sc
AMI,,Exact,Purity,0.71818,,EN2002c,xvec_sc
AMI,,Exact,Coverage,0.71818,,EN2002c,xvec_sc
AMI,,Exact,DER,0.43529,,EN2002b,xvec_sc
AMI,,Exact,JER,0.47969,,EN2002b,xvec_sc
AMI,,Exact,Purity,0.60936,,EN2002b,xvec_sc
AMI,,Exact,Coverage,0.60936,,EN2002b,xvec_sc
AMI,,Exact,DER,0.28317,,IS1009d,xvec_sc
AMI,,Exact,JER,0.37056,,IS1009d,xvec_sc
AMI,,Exact,Purity,0.80183,,IS1009d,xvec_sc
AMI,,Exact,Coverage,0.80183,,IS1009d,xvec_sc
AMI,,Exact,DER,0.64215,,TS3003a,xvec_sc
AMI,,Exact,JER,0.78161,,TS3003a,xvec_sc
AMI,,Exact,Purity,0.82048,,TS3003a,xvec_sc
AMI,,Exact,Coverage,0.49101,,TS3003a,xvec_sc
AMI,,Exact,DER,0.27236,,ES2004b,xvec_sc
AMI,,Exact,JER,0.29079,,ES2004b,xvec_sc
AMI,,Exact,Purity,0.82872,,ES2004b,xvec_sc
AMI,,Exact,Coverage,0.82872,,ES2004b,xvec_sc
VoxConverse,,Baseline,DER,0.48368,,wemos,ecapa_ahc
VoxConverse,,Baseline,JER,0.83967,,wemos,ecapa_ahc
VoxConverse,,Baseline,Purity,0.64277,,wemos,ecapa_ahc
VoxConverse,,Baseline,Coverage,0.98572,,wemos,ecapa_ahc
VoxConverse,,Baseline,DER,0.23576,,duvox,ecapa_ahc
VoxConverse,,Baseline,JER,0.74074,,duvox,ecapa_ahc
VoxConverse,,Baseline,Purity,0.82286,,duvox,ecapa_ahc
VoxConverse,,Baseline,Coverage,0.98065,,duvox,ecapa_ahc
VoxConverse,,Baseline,DER,0.09492,,cqfmj,ecapa_ahc
VoxConverse,,Baseline,JER,0.51839,,cqfmj,ecapa_ahc
VoxConverse,,Baseline,Purity,0.95006,,cqfmj,ecapa_ahc
VoxConverse,,Baseline,Coverage,1.0,,cqfmj,ecapa_ahc
VoxConverse,,Baseline,DER,0.32442,,cawnd,ecapa_ahc
VoxConverse,,Baseline,JER,0.84252,,cawnd,ecapa_ahc
VoxConverse,,Baseline,Purity,0.73025,,cawnd,ecapa_ahc
VoxConverse,,Baseline,Coverage,0.98848,,cawnd,ecapa_ahc
VoxConverse,,Baseline,DER,0.34075,,jsymf,ecapa_ahc
VoxConverse,,Baseline,JER,0.85282,,jsymf,ecapa_ahc
VoxConverse,,Baseline,Purity,0.72285,,jsymf,ecapa_ahc
VoxConverse,,Baseline,Coverage,0.95742,,jsymf,ecapa_ahc
VoxConverse,,Baseline,DER,0.39353,,gzhwb,ecapa_ahc
VoxConverse,,Baseline,JER,0.8228,,gzhwb,ecapa_ahc
VoxConverse,,Baseline,Purity,0.70899,,gzhwb,ecapa_ahc
VoxConverse,,Baseline,Coverage,0.8332,,gzhwb,ecapa_ahc
VoxConverse,,Baseline,DER,0.22998,,eucfa,ecapa_ahc
VoxConverse,,Baseline,JER,0.63025,,eucfa,ecapa_ahc
VoxConverse,,Baseline,Purity,0.81112,,eucfa,ecapa_ahc
VoxConverse,,Baseline,Coverage,0.99204,,eucfa,ecapa_ahc
VoxConverse,,Baseline,DER,0.64384,,usqam,ecapa_ahc
VoxConverse,,Baseline,JER,0.91528,,usqam,ecapa_ahc
VoxConverse,,Baseline,Purity,0.42362,,usqam,ecapa_ahc
VoxConverse,,Baseline,Coverage,0.97783,,usqam,ecapa_ahc
VoxConverse,,Baseline,DER,0.44595,,dgvwu,ecapa_ahc
VoxConverse,,Baseline,JER,0.8827,,dgvwu,ecapa_ahc
VoxConverse,,Baseline,Purity,0.59882,,dgvwu,ecapa_ahc
VoxConverse,,Baseline,Coverage,0.96548,,dgvwu,ecapa_ahc
VoxConverse,,Baseline,DER,0.3018,,iiprr,ecapa_ahc
VoxConverse,,Baseline,JER,0.77617,,iiprr,ecapa_ahc
VoxConverse,,Baseline,Purity,0.79719,,iiprr,ecapa_ahc
VoxConverse,,Baseline,Coverage,0.9969,,iiprr,ecapa_ahc
VoxConverse,,Baseline,DER,0.27535,,uedkc,ecapa_ahc
VoxConverse,,Baseline,JER,0.79,,uedkc,ecapa_ahc
VoxConverse,,Baseline,Purity,0.78272,,uedkc,ecapa_ahc
VoxConverse,,Baseline,Coverage,0.99529,,uedkc,ecapa_ahc
VoxConverse,,Baseline,DER,0.13659,,ygrip,ecapa_ahc
VoxConverse,,Baseline,JER,0.74782,,ygrip,ecapa_ahc
VoxConverse,,Baseline,Purity,0.90796,,ygrip,ecapa_ahc
VoxConverse,,Baseline,Coverage,0.98408,,ygrip,ecapa_ahc
VoxConverse,,Baseline,DER,0.71805,,qeejz,ecapa_ahc
VoxConverse,,Baseline,JER,0.93226,,qeejz,ecapa_ahc
VoxConverse,,Baseline,Purity,0.35982,,qeejz,ecapa_ahc
VoxConverse,,Baseline,Coverage,0.98733,,qeejz,ecapa_ahc
VoxConverse,,Baseline,DER,0.16046,,laoyl,ecapa_ahc
VoxConverse,,Baseline,JER,0.19649,,laoyl,ecapa_ahc
VoxConverse,,Baseline,Purity,0.90914,,laoyl,ecapa_ahc
VoxConverse,,Baseline,Coverage,0.90914,,laoyl,ecapa_ahc
VoxConverse,,Baseline,DER,0.37165,,cwbvu,ecapa_ahc
VoxConverse,,Baseline,JER,0.87768,,cwbvu,ecapa_ahc
VoxConverse,,Baseline,Purity,0.65114,,cwbvu,ecapa_ahc
VoxConverse,,Baseline,Coverage,0.95902,,cwbvu,ecapa_ahc
VoxConverse,,Baseline,DER,0.446,,iacod,ecapa_ahc
VoxConverse,,Baseline,JER,0.80005,,iacod,ecapa_ahc
VoxConverse,,Baseline,Purity,0.63456,,iacod,ecapa_ahc
VoxConverse,,Baseline,Coverage,0.98078,,iacod,ecapa_ahc
VoxConverse,,Baseline,DER,0.14362,,jgiyq,ecapa_ahc
VoxConverse,,Baseline,JER,0.80106,,jgiyq,ecapa_ahc
VoxConverse,,Baseline,Purity,0.93101,,jgiyq,ecapa_ahc
VoxConverse,,Baseline,Coverage,0.99585,,jgiyq,ecapa_ahc
VoxConverse,,Baseline,DER,0.59677,,qlrry,ecapa_ahc
VoxConverse,,Baseline,JER,0.89352,,qlrry,ecapa_ahc
VoxConverse,,Baseline,Purity,0.88109,,qlrry,ecapa_ahc
VoxConverse,,Baseline,Coverage,0.72865,,qlrry,ecapa_ahc
VoxConverse,,Baseline,DER,0.33001,,eqsta,ecapa_ahc
VoxConverse,,Baseline,JER,0.91039,,eqsta,ecapa_ahc
VoxConverse,,Baseline,Purity,0.72352,,eqsta,ecapa_ahc
VoxConverse,,Baseline,Coverage,0.84429,,eqsta,ecapa_ahc
VoxConverse,,Baseline,DER,0.33932,,gukoa,ecapa_ahc
VoxConverse,,Baseline,JER,0.88205,,gukoa,ecapa_ahc
VoxConverse,,Baseline,Purity,0.69959,,gukoa,ecapa_ahc
VoxConverse,,Baseline,Coverage,0.94017,,gukoa,ecapa_ahc
VoxConverse,,Baseline,DER,0.24754,,tiido,ecapa_ahc
VoxConverse,,Baseline,JER,0.27134,,tiido,ecapa_ahc
VoxConverse,,Baseline,Purity,0.86535,,tiido,ecapa_ahc
VoxConverse,,Baseline,Coverage,0.86535,,tiido,ecapa_ahc
VoxConverse,,Baseline,DER,0.15256,,ifwki,ecapa_ahc
VoxConverse,,Baseline,JER,0.16296,,ifwki,ecapa_ahc
VoxConverse,,Baseline,Purity,0.94628,,ifwki,ecapa_ahc
VoxConverse,,Baseline,Coverage,0.94628,,ifwki,ecapa_ahc
VoxConverse,,Baseline,DER,0.45892,,erslt,ecapa_ahc
VoxConverse,,Baseline,JER,0.81611,,erslt,ecapa_ahc
VoxConverse,,Baseline,Purity,0.6382,,erslt,ecapa_ahc
VoxConverse,,Baseline,Coverage,0.92903,,erslt,ecapa_ahc
VoxConverse,,Baseline,DER,0.19462,,ppexo,ecapa_ahc
VoxConverse,,Baseline,JER,0.14235,,ppexo,ecapa_ahc
VoxConverse,,Baseline,Purity,1.0,,ppexo,ecapa_ahc
VoxConverse,,Baseline,Coverage,0.9968,,ppexo,ecapa_ahc
VoxConverse,,Baseline,DER,0.21341,,fowhl,ecapa_ahc
VoxConverse,,Baseline,JER,0.76243,,fowhl,ecapa_ahc
VoxConverse,,Baseline,Purity,0.84521,,fowhl,ecapa_ahc
VoxConverse,,Baseline,Coverage,0.9404,,fowhl,ecapa_ahc
VoxConverse,,Baseline,DER,0.11798,,ledhe,ecapa_ahc
VoxConverse,,Baseline,JER,0.41584,,ledhe,ecapa_ahc
VoxConverse,,Baseline,Purity,0.9377,,ledhe,ecapa_ahc
VoxConverse,,Baseline,Coverage,0.97913,,ledhe,ecapa_ahc
VoxConverse,,Baseline,DER,0.54035,,zehzu,ecapa_ahc
VoxConverse,,Baseline,JER,0.78278,,zehzu,ecapa_ahc
VoxConverse,,Baseline,Purity,0.48379,,zehzu,ecapa_ahc
VoxConverse,,Baseline,Coverage,0.99506,,zehzu,ecapa_ahc
VoxConverse,,Baseline,DER,0.38659,,poucc,ecapa_ahc
VoxConverse,,Baseline,JER,0.8226,,poucc,ecapa_ahc
VoxConverse,,Baseline,Purity,0.6887,,poucc,ecapa_ahc
VoxConverse,,Baseline,Coverage,0.85076,,poucc,ecapa_ahc
VoxConverse,,Baseline,DER,0.28982,,ltgmz,ecapa_ahc
VoxConverse,,Baseline,JER,0.30872,,ltgmz,ecapa_ahc
VoxConverse,,Baseline,Purity,0.96843,,ltgmz,ecapa_ahc
VoxConverse,,Baseline,Coverage,0.96843,,ltgmz,ecapa_ahc
VoxConverse,,Baseline,DER,0.23358,,ikhje,ecapa_ahc
VoxConverse,,Baseline,JER,0.83428,,ikhje,ecapa_ahc
VoxConverse,,Baseline,Purity,0.80544,,ikhje,ecapa_ahc
VoxConverse,,Baseline,Coverage,0.95473,,ikhje,ecapa_ahc
VoxConverse,,Baseline,DER,0.16766,,mjmgr,ecapa_ahc
VoxConverse,,Baseline,JER,0.86459,,mjmgr,ecapa_ahc
VoxConverse,,Baseline,Purity,0.88106,,mjmgr,ecapa_ahc
VoxConverse,,Baseline,Coverage,0.98348,,mjmgr,ecapa_ahc
VoxConverse,,Baseline,DER,0.44038,,fpfvy,ecapa_ahc
VoxConverse,,Baseline,JER,0.90442,,fpfvy,ecapa_ahc
VoxConverse,,Baseline,Purity,0.62483,,fpfvy,ecapa_ahc
VoxConverse,,Baseline,Coverage,0.96288,,fpfvy,ecapa_ahc
VoxConverse,,Baseline,DER,0.26631,,ljpes,ecapa_ahc
VoxConverse,,Baseline,JER,0.59886,,ljpes,ecapa_ahc
VoxConverse,,Baseline,Purity,0.77777,,ljpes,ecapa_ahc
VoxConverse,,Baseline,Coverage,1.0,,ljpes,ecapa_ahc
VoxConverse,,Baseline,DER,0.10654,,ooxlj,ecapa_ahc
VoxConverse,,Baseline,JER,0.10494,,ooxlj,ecapa_ahc
VoxConverse,,Baseline,Purity,1.0,,ooxlj,ecapa_ahc
VoxConverse,,Baseline,Coverage,0.99352,,ooxlj,ecapa_ahc
VoxConverse,,Baseline,DER,0.34636,,gcfwp,ecapa_ahc
VoxConverse,,Baseline,JER,0.82499,,gcfwp,ecapa_ahc
VoxConverse,,Baseline,Purity,0.85224,,gcfwp,ecapa_ahc
VoxConverse,,Baseline,Coverage,0.96549,,gcfwp,ecapa_ahc
VoxConverse,,Baseline,DER,0.48343,,dkabn,ecapa_ahc
VoxConverse,,Baseline,JER,0.85245,,dkabn,ecapa_ahc
VoxConverse,,Baseline,Purity,0.58753,,dkabn,ecapa_ahc
VoxConverse,,Baseline,Coverage,0.96343,,dkabn,ecapa_ahc
VoxConverse,,Baseline,DER,0.31985,,qoarn,ecapa_ahc
VoxConverse,,Baseline,JER,0.82238,,qoarn,ecapa_ahc
VoxConverse,,Baseline,Purity,0.77046,,qoarn,ecapa_ahc
VoxConverse,,Baseline,Coverage,0.97989,,qoarn,ecapa_ahc
VoxConverse,,Baseline,DER,0.61298,,lbfnx,ecapa_ahc
VoxConverse,,Baseline,JER,0.92786,,lbfnx,ecapa_ahc
VoxConverse,,Baseline,Purity,0.41998,,lbfnx,ecapa_ahc
VoxConverse,,Baseline,Coverage,0.97221,,lbfnx,ecapa_ahc
VoxConverse,,Baseline,DER,0.36348,,byapz,ecapa_ahc
VoxConverse,,Baseline,JER,0.93028,,byapz,ecapa_ahc
VoxConverse,,Baseline,Purity,0.70433,,byapz,ecapa_ahc
VoxConverse,,Baseline,Coverage,0.94125,,byapz,ecapa_ahc
VoxConverse,,Baseline,DER,0.43105,,vgaez,ecapa_ahc
VoxConverse,,Baseline,JER,0.67648,,vgaez,ecapa_ahc
VoxConverse,,Baseline,Purity,0.68805,,vgaez,ecapa_ahc
VoxConverse,,Baseline,Coverage,0.96193,,vgaez,ecapa_ahc
VoxConverse,,Baseline,DER,0.28552,,oqwpd,ecapa_ahc
VoxConverse,,Baseline,JER,0.64363,,oqwpd,ecapa_ahc
VoxConverse,,Baseline,Purity,0.74412,,oqwpd,ecapa_ahc
VoxConverse,,Baseline,Coverage,0.97567,,oqwpd,ecapa_ahc
VoxConverse,,Baseline,DER,0.54141,,jdrwl,ecapa_ahc
VoxConverse,,Baseline,JER,0.82354,,jdrwl,ecapa_ahc
VoxConverse,,Baseline,Purity,0.46965,,jdrwl,ecapa_ahc
VoxConverse,,Baseline,Coverage,0.98409,,jdrwl,ecapa_ahc
VoxConverse,,Baseline,DER,0.47134,,upshw,ecapa_ahc
VoxConverse,,Baseline,JER,0.84701,,upshw,ecapa_ahc
VoxConverse,,Baseline,Purity,0.56017,,upshw,ecapa_ahc
VoxConverse,,Baseline,Coverage,0.99493,,upshw,ecapa_ahc
VoxConverse,,Baseline,DER,0.08336,,pccww,ecapa_ahc
VoxConverse,,Baseline,JER,0.38869,,pccww,ecapa_ahc
VoxConverse,,Baseline,Purity,0.94008,,pccww,ecapa_ahc
VoxConverse,,Baseline,Coverage,0.98675,,pccww,ecapa_ahc
VoxConverse,,Baseline,DER,0.46652,,nkqzr,ecapa_ahc
VoxConverse,,Baseline,JER,0.89821,,nkqzr,ecapa_ahc
VoxConverse,,Baseline,Purity,0.59051,,nkqzr,ecapa_ahc
VoxConverse,,Baseline,Coverage,0.84829,,nkqzr,ecapa_ahc
VoxConverse,,Baseline,DER,0.66986,,wlfsf,ecapa_ahc
VoxConverse,,Baseline,JER,0.9349,,wlfsf,ecapa_ahc
VoxConverse,,Baseline,Purity,0.36143,,wlfsf,ecapa_ahc
VoxConverse,,Baseline,Coverage,0.9793,,wlfsf,ecapa_ahc
VoxConverse,,Baseline,DER,0.50509,,gtjow,ecapa_ahc
VoxConverse,,Baseline,JER,0.73739,,gtjow,ecapa_ahc
VoxConverse,,Baseline,Purity,0.57484,,gtjow,ecapa_ahc
VoxConverse,,Baseline,Coverage,0.99747,,gtjow,ecapa_ahc
VoxConverse,,Baseline,DER,0.26303,,fqrnu,ecapa_ahc
VoxConverse,,Baseline,JER,0.60211,,fqrnu,ecapa_ahc
VoxConverse,,Baseline,Purity,0.8359,,fqrnu,ecapa_ahc
VoxConverse,,Baseline,Coverage,0.98621,,fqrnu,ecapa_ahc
VoxConverse,,Baseline,DER,0.07376,,lubpm,ecapa_ahc
VoxConverse,,Baseline,JER,0.09026,,lubpm,ecapa_ahc
VoxConverse,,Baseline,Purity,1.0,,lubpm,ecapa_ahc
VoxConverse,,Baseline,Coverage,1.0,,lubpm,ecapa_ahc
VoxConverse,,Baseline,DER,0.11761,,zztbo,ecapa_ahc
VoxConverse,,Baseline,JER,0.11489,,zztbo,ecapa_ahc
VoxConverse,,Baseline,Purity,1.0,,zztbo,ecapa_ahc
VoxConverse,,Baseline,Coverage,0.95583,,zztbo,ecapa_ahc
VoxConverse,,Baseline,DER,0.50966,,hhepf,ecapa_ahc
VoxConverse,,Baseline,JER,0.86057,,hhepf,ecapa_ahc
VoxConverse,,Baseline,Purity,0.54764,,hhepf,ecapa_ahc
VoxConverse,,Baseline,Coverage,0.9769,,hhepf,ecapa_ahc
VoxConverse,,Baseline,DER,0.0712,,neiye,ecapa_ahc
VoxConverse,,Baseline,JER,0.07119,,neiye,ecapa_ahc
VoxConverse,,Baseline,Purity,1.0,,neiye,ecapa_ahc
VoxConverse,,Baseline,Coverage,0.9864,,neiye,ecapa_ahc
VoxConverse,,Baseline,DER,0.09739,,lkikz,ecapa_ahc
VoxConverse,,Baseline,JER,0.15126,,lkikz,ecapa_ahc
VoxConverse,,Baseline,Purity,0.96567,,lkikz,ecapa_ahc
VoxConverse,,Baseline,Coverage,0.96567,,lkikz,ecapa_ahc
VoxConverse,,Baseline,DER,0.27268,,eauve,ecapa_ahc
VoxConverse,,Baseline,JER,0.81289,,eauve,ecapa_ahc
VoxConverse,,Baseline,Purity,0.75274,,eauve,ecapa_ahc
VoxConverse,,Baseline,Coverage,0.87884,,eauve,ecapa_ahc
VoxConverse,,Baseline,DER,0.12425,,jxydp,ecapa_ahc
VoxConverse,,Baseline,JER,0.12425,,jxydp,ecapa_ahc
VoxConverse,,Baseline,Purity,1.0,,jxydp,ecapa_ahc
VoxConverse,,Baseline,Coverage,0.92746,,jxydp,ecapa_ahc
VoxConverse,,Baseline,DER,0.3124,,rpkso,ecapa_ahc
VoxConverse,,Baseline,JER,0.76697,,rpkso,ecapa_ahc
VoxConverse,,Baseline,Purity,0.71649,,rpkso,ecapa_ahc
VoxConverse,,Baseline,Coverage,0.89503,,rpkso,ecapa_ahc
VoxConverse,,Baseline,DER,0.29222,,mclsr,ecapa_ahc
VoxConverse,,Baseline,JER,0.87111,,mclsr,ecapa_ahc
VoxConverse,,Baseline,Purity,0.72607,,mclsr,ecapa_ahc
VoxConverse,,Baseline,Coverage,0.99063,,mclsr,ecapa_ahc
VoxConverse,,Baseline,DER,0.1825,,mqtep,ecapa_ahc
VoxConverse,,Baseline,JER,0.65123,,mqtep,ecapa_ahc
VoxConverse,,Baseline,Purity,0.84916,,mqtep,ecapa_ahc
VoxConverse,,Baseline,Coverage,0.9994,,mqtep,ecapa_ahc
VoxConverse,,Baseline,DER,0.53655,,aorju,ecapa_ahc
VoxConverse,,Baseline,JER,0.92937,,aorju,ecapa_ahc
VoxConverse,,Baseline,Purity,0.53619,,aorju,ecapa_ahc
VoxConverse,,Baseline,Coverage,0.97745,,aorju,ecapa_ahc
VoxConverse,,Baseline,DER,0.04068,,otmpf,ecapa_ahc
VoxConverse,,Baseline,JER,0.52815,,otmpf,ecapa_ahc
VoxConverse,,Baseline,Purity,0.99144,,otmpf,ecapa_ahc
VoxConverse,,Baseline,Coverage,1.0,,otmpf,ecapa_ahc
VoxConverse,,Baseline,DER,0.26945,,tpnyf,ecapa_ahc
VoxConverse,,Baseline,JER,0.78134,,tpnyf,ecapa_ahc
VoxConverse,,Baseline,Purity,0.81062,,tpnyf,ecapa_ahc
VoxConverse,,Baseline,Coverage,0.99171,,tpnyf,ecapa_ahc
VoxConverse,,Baseline,DER,0.43673,,sebyw,ecapa_ahc
VoxConverse,,Baseline,JER,0.81353,,sebyw,ecapa_ahc
VoxConverse,,Baseline,Purity,0.58344,,sebyw,ecapa_ahc
VoxConverse,,Baseline,Coverage,0.99874,,sebyw,ecapa_ahc
VoxConverse,,Baseline,DER,0.16305,,fuzfh,ecapa_ahc
VoxConverse,,Baseline,JER,0.44175,,fuzfh,ecapa_ahc
VoxConverse,,Baseline,Purity,0.89421,,fuzfh,ecapa_ahc
VoxConverse,,Baseline,Coverage,0.97629,,fuzfh,ecapa_ahc
VoxConverse,,Baseline,DER,0.22744,,myjoe,ecapa_ahc
VoxConverse,,Baseline,JER,0.24071,,myjoe,ecapa_ahc
VoxConverse,,Baseline,Purity,0.88313,,myjoe,ecapa_ahc
VoxConverse,,Baseline,Coverage,0.88313,,myjoe,ecapa_ahc
VoxConverse,,Baseline,DER,0.50502,,eddje,ecapa_ahc
VoxConverse,,Baseline,JER,0.71702,,eddje,ecapa_ahc
VoxConverse,,Baseline,Purity,0.53899,,eddje,ecapa_ahc
VoxConverse,,Baseline,Coverage,0.90012,,eddje,ecapa_ahc
VoxConverse,,Baseline,DER,0.35993,,nqyqm,ecapa_ahc
VoxConverse,,Baseline,JER,0.82922,,nqyqm,ecapa_ahc
VoxConverse,,Baseline,Purity,0.68928,,nqyqm,ecapa_ahc
VoxConverse,,Baseline,Coverage,0.99144,,nqyqm,ecapa_ahc
VoxConverse,,Baseline,DER,0.1819,,eazeq,ecapa_ahc
VoxConverse,,Baseline,JER,0.21364,,eazeq,ecapa_ahc
VoxConverse,,Baseline,Purity,0.91686,,eazeq,ecapa_ahc
VoxConverse,,Baseline,Coverage,0.91686,,eazeq,ecapa_ahc
VoxConverse,,Baseline,DER,0.08345,,ylzez,ecapa_ahc
VoxConverse,,Baseline,JER,0.10723,,ylzez,ecapa_ahc
VoxConverse,,Baseline,Purity,0.99675,,ylzez,ecapa_ahc
VoxConverse,,Baseline,Coverage,0.99675,,ylzez,ecapa_ahc
VoxConverse,,Baseline,DER,0.25271,,jsbdo,ecapa_ahc
VoxConverse,,Baseline,JER,0.79253,,jsbdo,ecapa_ahc
VoxConverse,,Baseline,Purity,0.79923,,jsbdo,ecapa_ahc
VoxConverse,,Baseline,Coverage,0.92204,,jsbdo,ecapa_ahc
VoxConverse,,Baseline,DER,0.56015,,aggyz,ecapa_ahc
VoxConverse,,Baseline,JER,0.91125,,aggyz,ecapa_ahc
VoxConverse,,Baseline,Purity,0.47402,,aggyz,ecapa_ahc
VoxConverse,,Baseline,Coverage,0.9978,,aggyz,ecapa_ahc
VoxConverse,,Baseline,DER,0.49606,,wwzsk,ecapa_ahc
VoxConverse,,Baseline,JER,0.74262,,wwzsk,ecapa_ahc
VoxConverse,,Baseline,Purity,0.52849,,wwzsk,ecapa_ahc
VoxConverse,,Baseline,Coverage,0.97715,,wwzsk,ecapa_ahc
VoxConverse,,Baseline,DER,0.27696,,msbyq,ecapa_ahc
VoxConverse,,Baseline,JER,0.61822,,msbyq,ecapa_ahc
VoxConverse,,Baseline,Purity,0.79052,,msbyq,ecapa_ahc
VoxConverse,,Baseline,Coverage,0.98677,,msbyq,ecapa_ahc
VoxConverse,,Baseline,DER,0.37373,,ibrnm,ecapa_ahc
VoxConverse,,Baseline,JER,0.88246,,ibrnm,ecapa_ahc
VoxConverse,,Baseline,Purity,0.6879,,ibrnm,ecapa_ahc
VoxConverse,,Baseline,Coverage,0.98799,,ibrnm,ecapa_ahc
VoxConverse,,Baseline,DER,0.11946,,tkhgs,ecapa_ahc
VoxConverse,,Baseline,JER,0.13065,,tkhgs,ecapa_ahc
VoxConverse,,Baseline,Purity,0.96077,,tkhgs,ecapa_ahc
VoxConverse,,Baseline,Coverage,0.96077,,tkhgs,ecapa_ahc
VoxConverse,,Baseline,DER,0.59752,,auzru,ecapa_ahc
VoxConverse,,Baseline,JER,0.84655,,auzru,ecapa_ahc
VoxConverse,,Baseline,Purity,0.41772,,auzru,ecapa_ahc
VoxConverse,,Baseline,Coverage,0.99552,,auzru,ecapa_ahc
VoxConverse,,Baseline,DER,0.4272,,vdlvr,ecapa_ahc
VoxConverse,,Baseline,JER,0.66806,,vdlvr,ecapa_ahc
VoxConverse,,Baseline,Purity,0.61051,,vdlvr,ecapa_ahc
VoxConverse,,Baseline,Coverage,0.99465,,vdlvr,ecapa_ahc
VoxConverse,,Baseline,DER,0.44614,,guvqf,ecapa_ahc
VoxConverse,,Baseline,JER,0.88711,,guvqf,ecapa_ahc
VoxConverse,,Baseline,Purity,0.67775,,guvqf,ecapa_ahc
VoxConverse,,Baseline,Coverage,0.89869,,guvqf,ecapa_ahc
VoxConverse,,Baseline,DER,0.28348,,nprxc,ecapa_ahc
VoxConverse,,Baseline,JER,0.63767,,nprxc,ecapa_ahc
VoxConverse,,Baseline,Purity,0.84674,,nprxc,ecapa_ahc
VoxConverse,,Baseline,Coverage,0.85663,,nprxc,ecapa_ahc
