Dataset,Set,Approach,Metric,Value,Method,File,Specs
MSDWILD,Many,Exact,Purity,0.3809,,02497,xvec_sc
MSDWILD,Many,Exact,Coverage,0.39176,,02497,xvec_sc
MSDWILD,Many,Exact,DER,0.6588,,02130,xvec_sc
MSDWILD,Many,Exact,JER,0.71073,,02130,xvec_sc
MSDWILD,Many,Exact,Purity,0.61215,,02130,xvec_sc
MSDWILD,Many,Exact,Coverage,0.48346,,02130,xvec_sc
MSDWILD,Many,Exact,DER,0.81215,,00254,xvec_sc
MSDWILD,Many,Exact,JER,0.75255,,00254,xvec_sc
MSDWILD,Many,Exact,Purity,0.4319,,00254,xvec_sc
MSDWILD,Many,Exact,Coverage,0.47871,,00254,xvec_sc
MSDWILD,Many,Exact,DER,0.68134,,02071,xvec_sc
MSDWILD,Many,Exact,JER,0.82064,,02071,xvec_sc
MSDWILD,Many,Exact,Purity,0.57172,,02071,xvec_sc
MSDWILD,Many,Exact,Coverage,0.48339,,02071,xvec_sc
MSDWILD,Many,Exact,DER,0.75383,,01242,xvec_sc
MSDWILD,Many,Exact,JER,0.82508,,01242,xvec_sc
MSDWILD,Many,Exact,Purity,0.59983,,01242,xvec_sc
MSDWILD,Many,Exact,Coverage,0.33811,,01242,xvec_sc
MSDWILD,Many,Exact,DER,0.63696,,00554,xvec_sc
MSDWILD,Many,Exact,JER,0.62566,,00554,xvec_sc
MSDWILD,Many,Exact,Purity,0.43393,,00554,xvec_sc
MSDWILD,Many,Exact,Coverage,0.44052,,00554,xvec_sc
MSDWILD,Many,Exact,DER,0.67091,,00077,xvec_sc
MSDWILD,Many,Exact,JER,0.75627,,00077,xvec_sc
MSDWILD,Many,Exact,Purity,0.57698,,00077,xvec_sc
MSDWILD,Many,Exact,Coverage,0.49603,,00077,xvec_sc
MSDWILD,Many,Exact,DER,0.64238,,02436,xvec_sc
MSDWILD,Many,Exact,JER,0.70188,,02436,xvec_sc
MSDWILD,Many,Exact,Purity,0.50317,,02436,xvec_sc
MSDWILD,Many,Exact,Coverage,0.41974,,02436,xvec_sc
MSDWILD,Many,Exact,DER,1.29124,,01865,xvec_sc
MSDWILD,Many,Exact,JER,0.76063,,01865,xvec_sc
MSDWILD,Many,Exact,Purity,0.55871,,01865,xvec_sc
MSDWILD,Many,Exact,Coverage,0.56489,,01865,xvec_sc
MSDWILD,Many,Exact,DER,0.64912,,02541,xvec_sc
MSDWILD,Many,Exact,JER,0.63633,,02541,xvec_sc
MSDWILD,Many,Exact,Purity,0.5706,,02541,xvec_sc
MSDWILD,Many,Exact,Coverage,0.55886,,02541,xvec_sc
MSDWILD,Many,Exact,DER,0.65292,,03010,xvec_sc
MSDWILD,Many,Exact,JER,0.64475,,03010,xvec_sc
MSDWILD,Many,Exact,Purity,0.41628,,03010,xvec_sc
MSDWILD,Many,Exact,Coverage,0.53748,,03010,xvec_sc
MSDWILD,Many,Exact,DER,0.68004,,02250,xvec_sc
MSDWILD,Many,Exact,JER,0.78431,,02250,xvec_sc
MSDWILD,Many,Exact,Purity,0.59543,,02250,xvec_sc
MSDWILD,Many,Exact,Coverage,0.41755,,02250,xvec_sc
MSDWILD,Many,Exact,DER,0.69494,,01261,xvec_sc
MSDWILD,Many,Exact,JER,0.7388,,01261,xvec_sc
MSDWILD,Many,Exact,Purity,0.56193,,01261,xvec_sc
MSDWILD,Many,Exact,Coverage,0.47999,,01261,xvec_sc
MSDWILD,Many,Exact,DER,0.66504,,01118,xvec_sc
MSDWILD,Many,Exact,JER,0.76534,,01118,xvec_sc
MSDWILD,Many,Exact,Purity,0.61922,,01118,xvec_sc
MSDWILD,Many,Exact,Coverage,0.41686,,01118,xvec_sc
MSDWILD,Many,Exact,DER,0.75299,,02409,xvec_sc
MSDWILD,Many,Exact,JER,0.74239,,02409,xvec_sc
MSDWILD,Many,Exact,Purity,0.59175,,02409,xvec_sc
MSDWILD,Many,Exact,Coverage,0.49257,,02409,xvec_sc
MSDWILD,Many,Exact,DER,0.78374,,02339,xvec_sc
MSDWILD,Many,Exact,JER,0.72926,,02339,xvec_sc
MSDWILD,Many,Exact,Purity,0.47514,,02339,xvec_sc
MSDWILD,Many,Exact,Coverage,0.46678,,02339,xvec_sc
MSDWILD,Many,Exact,DER,0.72238,,01497,xvec_sc
MSDWILD,Many,Exact,JER,0.803,,01497,xvec_sc
MSDWILD,Many,Exact,Purity,0.58908,,01497,xvec_sc
MSDWILD,Many,Exact,Coverage,0.35773,,01497,xvec_sc
MSDWILD,Many,Exact,DER,0.62438,,00777,xvec_sc
MSDWILD,Many,Exact,JER,0.72049,,00777,xvec_sc
MSDWILD,Many,Exact,Purity,0.57831,,00777,xvec_sc
MSDWILD,Many,Exact,Coverage,0.44229,,00777,xvec_sc
MSDWILD,Many,Exact,DER,0.85262,,02707,xvec_sc
MSDWILD,Many,Exact,JER,0.80042,,02707,xvec_sc
MSDWILD,Many,Exact,Purity,0.50608,,02707,xvec_sc
MSDWILD,Many,Exact,Coverage,0.45647,,02707,xvec_sc
MSDWILD,Many,Exact,DER,0.67461,,02180,xvec_sc
MSDWILD,Many,Exact,JER,0.77225,,02180,xvec_sc
MSDWILD,Many,Exact,Purity,0.5079,,02180,xvec_sc
MSDWILD,Many,Exact,Coverage,0.42874,,02180,xvec_sc
MSDWILD,Many,Exact,DER,0.61948,,02712,xvec_sc
MSDWILD,Many,Exact,JER,0.67534,,02712,xvec_sc
MSDWILD,Many,Exact,Purity,0.7357,,02712,xvec_sc
MSDWILD,Many,Exact,Coverage,0.62989,,02712,xvec_sc
MSDWILD,Many,Exact,DER,0.60437,,01663,xvec_sc
MSDWILD,Many,Exact,JER,0.7668,,01663,xvec_sc
MSDWILD,Many,Exact,Purity,0.67255,,01663,xvec_sc
MSDWILD,Many,Exact,Coverage,0.48805,,01663,xvec_sc
MSDWILD,Many,Exact,DER,0.72273,,00760,xvec_sc
MSDWILD,Many,Exact,JER,0.69128,,00760,xvec_sc
MSDWILD,Many,Exact,Purity,0.5901,,00760,xvec_sc
MSDWILD,Many,Exact,Coverage,0.52546,,00760,xvec_sc
MSDWILD,Many,Exact,DER,0.47055,,00721,xvec_sc
MSDWILD,Many,Exact,JER,0.67202,,00721,xvec_sc
MSDWILD,Many,Exact,Purity,0.82168,,00721,xvec_sc
MSDWILD,Many,Exact,Coverage,0.7091,,00721,xvec_sc
MSDWILD,Many,Exact,DER,0.64034,,01068,xvec_sc
MSDWILD,Many,Exact,JER,0.74951,,01068,xvec_sc
MSDWILD,Many,Exact,Purity,0.50809,,01068,xvec_sc
MSDWILD,Many,Exact,Coverage,0.39719,,01068,xvec_sc
MSDWILD,Many,Exact,DER,0.7541,,00656,xvec_sc
MSDWILD,Many,Exact,JER,0.74383,,00656,xvec_sc
MSDWILD,Many,Exact,Purity,0.52869,,00656,xvec_sc
MSDWILD,Many,Exact,Coverage,0.39741,,00656,xvec_sc
MSDWILD,Many,Exact,DER,0.74754,,01036,xvec_sc
MSDWILD,Many,Exact,JER,0.79713,,01036,xvec_sc
MSDWILD,Many,Exact,Purity,0.4167,,01036,xvec_sc
MSDWILD,Many,Exact,Coverage,0.32772,,01036,xvec_sc
MSDWILD,Many,Exact,DER,0.72859,,00776,xvec_sc
MSDWILD,Many,Exact,JER,0.74947,,00776,xvec_sc
MSDWILD,Many,Exact,Purity,0.58461,,00776,xvec_sc
MSDWILD,Many,Exact,Coverage,0.4875,,00776,xvec_sc
MSDWILD,Many,Exact,DER,0.66911,,01491,xvec_sc
MSDWILD,Many,Exact,JER,0.87066,,01491,xvec_sc
MSDWILD,Many,Exact,Purity,0.79703,,01491,xvec_sc
MSDWILD,Many,Exact,Coverage,0.40438,,01491,xvec_sc
MSDWILD,Many,Exact,DER,0.53256,,01803,xvec_sc
MSDWILD,Many,Exact,JER,0.69636,,01803,xvec_sc
MSDWILD,Many,Exact,Purity,0.68834,,01803,xvec_sc
MSDWILD,Many,Exact,Coverage,0.57319,,01803,xvec_sc
MSDWILD,Many,Exact,DER,0.65212,,02870,xvec_sc
MSDWILD,Many,Exact,JER,0.69398,,02870,xvec_sc
MSDWILD,Many,Exact,Purity,0.48278,,02870,xvec_sc
MSDWILD,Many,Exact,Coverage,0.45408,,02870,xvec_sc
MSDWILD,Many,Exact,DER,0.72263,,02242,xvec_sc
MSDWILD,Many,Exact,JER,0.7804,,02242,xvec_sc
MSDWILD,Many,Exact,Purity,0.40624,,02242,xvec_sc
MSDWILD,Many,Exact,Coverage,0.41435,,02242,xvec_sc
MSDWILD,Many,Exact,DER,0.55928,,01265,xvec_sc
MSDWILD,Many,Exact,JER,0.59505,,01265,xvec_sc
MSDWILD,Many,Exact,Purity,0.64508,,01265,xvec_sc
MSDWILD,Many,Exact,Coverage,0.57323,,01265,xvec_sc
MSDWILD,Many,Exact,DER,0.77152,,00727,xvec_sc
MSDWILD,Many,Exact,JER,0.84132,,00727,xvec_sc
MSDWILD,Many,Exact,Purity,0.64225,,00727,xvec_sc
MSDWILD,Many,Exact,Coverage,0.42091,,00727,xvec_sc
MSDWILD,Many,Exact,DER,0.45666,,01166,xvec_sc
MSDWILD,Many,Exact,JER,0.58559,,01166,xvec_sc
MSDWILD,Many,Exact,Purity,0.75908,,01166,xvec_sc
MSDWILD,Many,Exact,Coverage,0.66453,,01166,xvec_sc
MSDWILD,Many,Exact,DER,0.73519,,03031,xvec_sc
MSDWILD,Many,Exact,JER,0.70593,,03031,xvec_sc
MSDWILD,Many,Exact,Purity,0.47403,,03031,xvec_sc
MSDWILD,Many,Exact,Coverage,0.44769,,03031,xvec_sc
MSDWILD,Many,Exact,DER,0.80404,,01662,xvec_sc
MSDWILD,Many,Exact,JER,0.79005,,01662,xvec_sc
MSDWILD,Many,Exact,Purity,0.52264,,01662,xvec_sc
MSDWILD,Many,Exact,Coverage,0.45578,,01662,xvec_sc
MSDWILD,Many,Exact,DER,0.52177,,02243,xvec_sc
MSDWILD,Many,Exact,JER,0.62242,,02243,xvec_sc
MSDWILD,Many,Exact,Purity,0.87892,,02243,xvec_sc
MSDWILD,Many,Exact,Coverage,0.5836,,02243,xvec_sc
MSDWILD,Many,Exact,DER,0.72867,,03141,xvec_sc
MSDWILD,Many,Exact,JER,0.80762,,03141,xvec_sc
MSDWILD,Many,Exact,Purity,0.53625,,03141,xvec_sc
MSDWILD,Many,Exact,Coverage,0.50477,,03141,xvec_sc
MSDWILD,Many,Exact,DER,0.69305,,00938,xvec_sc
MSDWILD,Many,Exact,JER,0.77369,,00938,xvec_sc
MSDWILD,Many,Exact,Purity,0.45832,,00938,xvec_sc
MSDWILD,Many,Exact,Coverage,0.41008,,00938,xvec_sc
MSDWILD,Many,Exact,DER,0.67722,,01008,xvec_sc
MSDWILD,Many,Exact,JER,0.78669,,01008,xvec_sc
MSDWILD,Many,Exact,Purity,0.52395,,01008,xvec_sc
MSDWILD,Many,Exact,Coverage,0.46924,,01008,xvec_sc
MSDWILD,Many,Exact,DER,0.59328,,00401,xvec_sc
MSDWILD,Many,Exact,JER,0.75005,,00401,xvec_sc
MSDWILD,Many,Exact,Purity,0.77387,,00401,xvec_sc
MSDWILD,Many,Exact,Coverage,0.48151,,00401,xvec_sc
MSDWILD,Many,Exact,DER,0.15745,,00392,xvec_sc
MSDWILD,Many,Exact,JER,0.19031,,00392,xvec_sc
MSDWILD,Many,Exact,Purity,0.90105,,00392,xvec_sc
MSDWILD,Many,Exact,Coverage,0.90105,,00392,xvec_sc
MSDWILD,Many,Exact,DER,0.61775,,00340,xvec_sc
MSDWILD,Many,Exact,JER,0.76188,,00340,xvec_sc
MSDWILD,Many,Exact,Purity,0.74296,,00340,xvec_sc
MSDWILD,Many,Exact,Coverage,0.5513,,00340,xvec_sc
MSDWILD,Many,Exact,DER,0.64151,,02116,xvec_sc
MSDWILD,Many,Exact,JER,0.72231,,02116,xvec_sc
MSDWILD,Many,Exact,Purity,0.47374,,02116,xvec_sc
MSDWILD,Many,Exact,Coverage,0.41974,,02116,xvec_sc
MSDWILD,Many,Exact,DER,0.65209,,01596,xvec_sc
MSDWILD,Many,Exact,JER,0.73943,,01596,xvec_sc
MSDWILD,Many,Exact,Purity,0.66646,,01596,xvec_sc
MSDWILD,Many,Exact,Coverage,0.5057,,01596,xvec_sc
MSDWILD,Many,Exact,DER,0.66217,,00055,xvec_sc
MSDWILD,Many,Exact,JER,0.70594,,00055,xvec_sc
MSDWILD,Many,Exact,Purity,0.51819,,00055,xvec_sc
MSDWILD,Many,Exact,Coverage,0.38858,,00055,xvec_sc
MSDWILD,Many,Exact,DER,0.94181,,02846,xvec_sc
MSDWILD,Many,Exact,JER,0.84571,,02846,xvec_sc
MSDWILD,Many,Exact,Purity,0.39281,,02846,xvec_sc
MSDWILD,Many,Exact,Coverage,0.40887,,02846,xvec_sc
MSDWILD,Many,Exact,DER,0.70883,,00780,xvec_sc
MSDWILD,Many,Exact,JER,0.75582,,00780,xvec_sc
MSDWILD,Many,Exact,Purity,0.61647,,00780,xvec_sc
MSDWILD,Many,Exact,Coverage,0.50426,,00780,xvec_sc
MSDWILD,Many,Exact,DER,0.45395,,01703,xvec_sc
MSDWILD,Many,Exact,JER,0.60352,,01703,xvec_sc
MSDWILD,Many,Exact,Purity,0.65873,,01703,xvec_sc
MSDWILD,Many,Exact,Coverage,0.60489,,01703,xvec_sc
MSDWILD,Many,Exact,DER,0.64713,,02239,xvec_sc
MSDWILD,Many,Exact,JER,0.72219,,02239,xvec_sc
MSDWILD,Many,Exact,Purity,0.5295,,02239,xvec_sc
MSDWILD,Many,Exact,Coverage,0.42397,,02239,xvec_sc
MSDWILD,Many,Exact,DER,0.71164,,01003,xvec_sc
MSDWILD,Many,Exact,JER,0.71271,,01003,xvec_sc
MSDWILD,Many,Exact,Purity,0.64661,,01003,xvec_sc
MSDWILD,Many,Exact,Coverage,0.52825,,01003,xvec_sc
MSDWILD,Many,Exact,DER,0.58283,,01111,xvec_sc
MSDWILD,Many,Exact,JER,0.77219,,01111,xvec_sc
MSDWILD,Many,Exact,Purity,0.70917,,01111,xvec_sc
MSDWILD,Many,Exact,Coverage,0.47124,,01111,xvec_sc
MSDWILD,Many,Exact,DER,0.73641,,00162,xvec_sc
MSDWILD,Many,Exact,JER,0.73437,,00162,xvec_sc
MSDWILD,Many,Exact,Purity,0.48175,,00162,xvec_sc
MSDWILD,Many,Exact,Coverage,0.41928,,00162,xvec_sc
MSDWILD,Many,Exact,DER,0.76891,,01247,xvec_sc
MSDWILD,Many,Exact,JER,0.78825,,01247,xvec_sc
MSDWILD,Many,Exact,Purity,0.36823,,01247,xvec_sc
MSDWILD,Many,Exact,Coverage,0.30971,,01247,xvec_sc
MSDWILD,Many,Exact,DER,0.55025,,00179,xvec_sc
MSDWILD,Many,Exact,JER,0.60654,,00179,xvec_sc
MSDWILD,Many,Exact,Purity,0.51633,,00179,xvec_sc
MSDWILD,Many,Exact,Coverage,0.47399,,00179,xvec_sc
MSDWILD,Many,Exact,DER,0.7997,,01097,xvec_sc
MSDWILD,Many,Exact,JER,0.79523,,01097,xvec_sc
MSDWILD,Many,Exact,Purity,0.38037,,01097,xvec_sc
MSDWILD,Many,Exact,Coverage,0.53443,,01097,xvec_sc
MSDWILD,Many,Exact,DER,0.70613,,01253,xvec_sc
MSDWILD,Many,Exact,JER,0.75062,,01253,xvec_sc
MSDWILD,Many,Exact,Purity,0.52395,,01253,xvec_sc
MSDWILD,Many,Exact,Coverage,0.51983,,01253,xvec_sc
MSDWILD,Many,Exact,DER,0.68977,,01984,xvec_sc
MSDWILD,Many,Exact,JER,0.82985,,01984,xvec_sc
MSDWILD,Many,Exact,Purity,0.60425,,01984,xvec_sc
MSDWILD,Many,Exact,Coverage,0.40218,,01984,xvec_sc
MSDWILD,Many,Exact,DER,0.71592,,02552,xvec_sc
MSDWILD,Many,Exact,JER,0.70879,,02552,xvec_sc
MSDWILD,Many,Exact,Purity,0.39047,,02552,xvec_sc
MSDWILD,Many,Exact,Coverage,0.41611,,02552,xvec_sc
MSDWILD,Many,Exact,DER,0.65225,,01104,xvec_sc
MSDWILD,Many,Exact,JER,0.72159,,01104,xvec_sc
MSDWILD,Many,Exact,Purity,0.56601,,01104,xvec_sc
MSDWILD,Many,Exact,Coverage,0.53716,,01104,xvec_sc
MSDWILD,Many,Exact,DER,0.64057,,00692,xvec_sc
MSDWILD,Many,Exact,JER,0.6859,,00692,xvec_sc
MSDWILD,Many,Exact,Purity,0.51978,,00692,xvec_sc
MSDWILD,Many,Exact,Coverage,0.55101,,00692,xvec_sc
MSDWILD,Many,Exact,DER,0.77331,,01368,xvec_sc
MSDWILD,Many,Exact,JER,0.7536,,01368,xvec_sc
MSDWILD,Many,Exact,Purity,0.45454,,01368,xvec_sc
MSDWILD,Many,Exact,Coverage,0.34186,,01368,xvec_sc
MSDWILD,Many,Exact,DER,0.70195,,01340,xvec_sc
MSDWILD,Many,Exact,JER,0.75649,,01340,xvec_sc
MSDWILD,Many,Exact,Purity,0.5646,,01340,xvec_sc
MSDWILD,Many,Exact,Coverage,0.45847,,01340,xvec_sc
MSDWILD,Many,Exact,DER,0.58338,,01345,xvec_sc
MSDWILD,Many,Exact,JER,0.72679,,01345,xvec_sc
MSDWILD,Many,Exact,Purity,0.66218,,01345,xvec_sc
MSDWILD,Many,Exact,Coverage,0.56193,,01345,xvec_sc
MSDWILD,Many,Exact,DER,0.7158,,00128,xvec_sc
MSDWILD,Many,Exact,JER,0.73159,,00128,xvec_sc
MSDWILD,Many,Exact,Purity,0.48448,,00128,xvec_sc
MSDWILD,Many,Exact,Coverage,0.47166,,00128,xvec_sc
MSDWILD,Many,Exact,DER,0.68373,,01434,xvec_sc
MSDWILD,Many,Exact,JER,0.73717,,01434,xvec_sc
MSDWILD,Many,Exact,Purity,0.60878,,01434,xvec_sc
MSDWILD,Many,Exact,Coverage,0.48078,,01434,xvec_sc
MSDWILD,Many,Exact,DER,0.11784,,01065,xvec_sc
MSDWILD,Many,Exact,JER,0.13912,,01065,xvec_sc
MSDWILD,Many,Exact,Purity,0.97664,,01065,xvec_sc
MSDWILD,Many,Exact,Coverage,0.97664,,01065,xvec_sc
MSDWILD,Many,Exact,DER,0.64329,,01521,xvec_sc
MSDWILD,Many,Exact,JER,0.85008,,01521,xvec_sc
MSDWILD,Many,Exact,Purity,0.68759,,01521,xvec_sc
MSDWILD,Many,Exact,Coverage,0.54865,,01521,xvec_sc
MSDWILD,Many,Exact,DER,0.59143,,01011,xvec_sc
MSDWILD,Many,Exact,JER,0.62749,,01011,xvec_sc
MSDWILD,Many,Exact,Purity,0.87272,,01011,xvec_sc
MSDWILD,Many,Exact,Coverage,0.59144,,01011,xvec_sc
MSDWILD,Many,Exact,DER,0.70427,,00070,xvec_sc
MSDWILD,Many,Exact,JER,0.7911,,00070,xvec_sc
MSDWILD,Many,Exact,Purity,0.58274,,00070,xvec_sc
MSDWILD,Many,Exact,Coverage,0.54571,,00070,xvec_sc
MSDWILD,Many,Exact,DER,0.66441,,00523,xvec_sc
MSDWILD,Many,Exact,JER,0.77639,,00523,xvec_sc
MSDWILD,Many,Exact,Purity,0.64514,,00523,xvec_sc
MSDWILD,Many,Exact,Coverage,0.63222,,00523,xvec_sc
MSDWILD,Many,Exact,DER,0.79449,,02878,xvec_sc
MSDWILD,Many,Exact,JER,0.84193,,02878,xvec_sc
MSDWILD,Many,Exact,Purity,0.4994,,02878,xvec_sc
MSDWILD,Many,Exact,Coverage,0.40373,,02878,xvec_sc
MSDWILD,Many,Exact,DER,0.6663,,00131,xvec_sc
MSDWILD,Many,Exact,JER,0.66212,,00131,xvec_sc
MSDWILD,Many,Exact,Purity,0.49178,,00131,xvec_sc
MSDWILD,Many,Exact,Coverage,0.54661,,00131,xvec_sc
MSDWILD,Many,Exact,DER,0.63168,,00823,xvec_sc
MSDWILD,Many,Exact,JER,0.75809,,00823,xvec_sc
MSDWILD,Many,Exact,Purity,0.578,,00823,xvec_sc
MSDWILD,Many,Exact,Coverage,0.42745,,00823,xvec_sc
MSDWILD,Many,Exact,DER,0.59193,,01771,xvec_sc
MSDWILD,Many,Exact,JER,0.70235,,01771,xvec_sc
MSDWILD,Many,Exact,Purity,0.57447,,01771,xvec_sc
MSDWILD,Many,Exact,Coverage,0.42796,,01771,xvec_sc
MSDWILD,Many,Exact,DER,0.66459,,03114,xvec_sc
MSDWILD,Many,Exact,JER,0.72053,,03114,xvec_sc
MSDWILD,Many,Exact,Purity,0.58161,,03114,xvec_sc
MSDWILD,Many,Exact,Coverage,0.52647,,03114,xvec_sc
MSDWILD,Many,Exact,DER,0.77591,,00934,xvec_sc
MSDWILD,Many,Exact,JER,0.79379,,00934,xvec_sc
MSDWILD,Many,Exact,Purity,0.26403,,00934,xvec_sc
MSDWILD,Many,Exact,Coverage,0.27924,,00934,xvec_sc
MSDWILD,Many,Exact,DER,0.77452,,01372,xvec_sc
MSDWILD,Many,Exact,JER,0.818,,01372,xvec_sc
MSDWILD,Many,Exact,Purity,0.38943,,01372,xvec_sc
MSDWILD,Many,Exact,Coverage,0.55063,,01372,xvec_sc
MSDWILD,Many,Exact,DER,0.77135,,02329,xvec_sc
MSDWILD,Many,Exact,JER,0.66203,,02329,xvec_sc
MSDWILD,Many,Exact,Purity,0.71406,,02329,xvec_sc
MSDWILD,Many,Exact,Coverage,0.68678,,02329,xvec_sc
MSDWILD,Many,Exact,DER,0.69553,,00059,xvec_sc
MSDWILD,Many,Exact,JER,0.74789,,00059,xvec_sc
MSDWILD,Many,Exact,Purity,0.558,,00059,xvec_sc
MSDWILD,Many,Exact,Coverage,0.56299,,00059,xvec_sc
MSDWILD,Many,Exact,DER,0.75004,,00884,xvec_sc
MSDWILD,Many,Exact,JER,0.71722,,00884,xvec_sc
MSDWILD,Many,Exact,Purity,0.62308,,00884,xvec_sc
MSDWILD,Many,Exact,Coverage,0.48797,,00884,xvec_sc
MSDWILD,Many,Exact,DER,0.76969,,01337,xvec_sc
MSDWILD,Many,Exact,JER,0.78369,,01337,xvec_sc
MSDWILD,Many,Exact,Purity,0.57523,,01337,xvec_sc
MSDWILD,Many,Exact,Coverage,0.43912,,01337,xvec_sc
MSDWILD,Many,Exact,DER,0.59275,,00004,xvec_sc
MSDWILD,Many,Exact,JER,0.67621,,00004,xvec_sc
MSDWILD,Many,Exact,Purity,0.63513,,00004,xvec_sc
MSDWILD,Many,Exact,Coverage,0.51871,,00004,xvec_sc
Earnings-21,,Baseline,DER,0.38213,,4367318,ecapa_ahc
Earnings-21,,Baseline,JER,0.82428,,4367318,ecapa_ahc
Earnings-21,,Baseline,Purity,0.6561,,4367318,ecapa_ahc
Earnings-21,,Baseline,Coverage,0.98978,,4367318,ecapa_ahc
Earnings-21,,Baseline,DER,0.64112,,4346923,ecapa_ahc
Earnings-21,,Baseline,JER,0.96604,,4346923,ecapa_ahc
Earnings-21,,Baseline,Purity,0.41701,,4346923,ecapa_ahc
Earnings-21,,Baseline,Coverage,0.89851,,4346923,ecapa_ahc
Earnings-21,,Baseline,DER,0.29798,,4320211,ecapa_ahc
Earnings-21,,Baseline,JER,0.86838,,4320211,ecapa_ahc
Earnings-21,,Baseline,Purity,0.73458,,4320211,ecapa_ahc
Earnings-21,,Baseline,Coverage,0.92763,,4320211,ecapa_ahc
Earnings-21,,Baseline,DER,0.29533,,4359971,ecapa_ahc
Earnings-21,,Baseline,JER,0.86107,,4359971,ecapa_ahc
Earnings-21,,Baseline,Purity,0.76795,,4359971,ecapa_ahc
Earnings-21,,Baseline,Coverage,0.97285,,4359971,ecapa_ahc
Earnings-21,,Baseline,DER,0.60374,,4387383,ecapa_ahc
Earnings-21,,Baseline,JER,0.86998,,4387383,ecapa_ahc
Earnings-21,,Baseline,Purity,0.57326,,4387383,ecapa_ahc
Earnings-21,,Baseline,Coverage,0.99503,,4387383,ecapa_ahc
Earnings-21,,Baseline,DER,0.64215,,4384683,ecapa_ahc
Earnings-21,,Baseline,JER,0.91336,,4384683,ecapa_ahc
Earnings-21,,Baseline,Purity,0.39046,,4384683,ecapa_ahc
Earnings-21,,Baseline,Coverage,0.97594,,4384683,ecapa_ahc
Earnings-21,,Baseline,DER,0.48027,,4365024,ecapa_ahc
Earnings-21,,Baseline,JER,0.95862,,4365024,ecapa_ahc
Earnings-21,,Baseline,Purity,0.55343,,4365024,ecapa_ahc
Earnings-21,,Baseline,Coverage,0.99933,,4365024,ecapa_ahc
Earnings-21,,Baseline,DER,0.21578,,4383161,ecapa_ahc
Earnings-21,,Baseline,JER,0.89574,,4383161,ecapa_ahc
Earnings-21,,Baseline,Purity,0.83198,,4383161,ecapa_ahc
Earnings-21,,Baseline,Coverage,0.98197,,4383161,ecapa_ahc
Earnings-21,,Baseline,DER,0.5198,,4384198,ecapa_ahc
Earnings-21,,Baseline,JER,0.87601,,4384198,ecapa_ahc
Earnings-21,,Baseline,Purity,0.50463,,4384198,ecapa_ahc
Earnings-21,,Baseline,Coverage,0.9347,,4384198,ecapa_ahc
Earnings-21,,Baseline,DER,0.36035,,4375653,ecapa_ahc
Earnings-21,,Baseline,JER,0.89252,,4375653,ecapa_ahc
Earnings-21,,Baseline,Purity,0.7059,,4375653,ecapa_ahc
Earnings-21,,Baseline,Coverage,0.93646,,4375653,ecapa_ahc
Earnings-21,,Baseline,DER,0.26164,,4359732,ecapa_ahc
Earnings-21,,Baseline,JER,0.89404,,4359732,ecapa_ahc
Earnings-21,,Baseline,Purity,0.78531,,4359732,ecapa_ahc
Earnings-21,,Baseline,Coverage,0.94024,,4359732,ecapa_ahc
Earnings-21,,Baseline,DER,0.27957,,4360717,ecapa_ahc
Earnings-21,,Baseline,JER,0.90298,,4360717,ecapa_ahc
Earnings-21,,Baseline,Purity,0.76214,,4360717,ecapa_ahc
Earnings-21,,Baseline,Coverage,0.97216,,4360717,ecapa_ahc
Earnings-21,,Baseline,DER,0.30813,,4346818,ecapa_ahc
Earnings-21,,Baseline,JER,0.9236,,4346818,ecapa_ahc
Earnings-21,,Baseline,Purity,0.74067,,4346818,ecapa_ahc
Earnings-21,,Baseline,Coverage,0.98127,,4346818,ecapa_ahc
Earnings-21,,Baseline,DER,0.30112,,4368670,ecapa_ahc
Earnings-21,,Baseline,JER,0.93253,,4368670,ecapa_ahc
Earnings-21,,Baseline,Purity,0.75538,,4368670,ecapa_ahc
Earnings-21,,Baseline,Coverage,0.97191,,4368670,ecapa_ahc
Earnings-21,,Baseline,DER,0.53161,,4365948,ecapa_ahc
Earnings-21,,Baseline,JER,0.86761,,4365948,ecapa_ahc
Earnings-21,,Baseline,Purity,0.49411,,4365948,ecapa_ahc
Earnings-21,,Baseline,Coverage,0.99032,,4365948,ecapa_ahc
Earnings-21,,Baseline,DER,0.3515,,4366522,ecapa_ahc
Earnings-21,,Baseline,JER,0.86331,,4366522,ecapa_ahc
Earnings-21,,Baseline,Purity,0.72191,,4366522,ecapa_ahc
Earnings-21,,Baseline,Coverage,0.99915,,4366522,ecapa_ahc
Earnings-21,,Baseline,DER,0.2359,,4341191,ecapa_ahc
Earnings-21,,Baseline,JER,0.90237,,4341191,ecapa_ahc
Earnings-21,,Baseline,Purity,0.80904,,4341191,ecapa_ahc
Earnings-21,,Baseline,Coverage,0.97191,,4341191,ecapa_ahc
Earnings-21,,Baseline,DER,0.2473,,4366429,ecapa_ahc
Earnings-21,,Baseline,JER,0.88559,,4366429,ecapa_ahc
Earnings-21,,Baseline,Purity,0.79297,,4366429,ecapa_ahc
Earnings-21,,Baseline,Coverage,0.98814,,4366429,ecapa_ahc
Earnings-21,,Baseline,DER,0.26434,,4387332,ecapa_ahc
Earnings-21,,Baseline,JER,0.73885,,4387332,ecapa_ahc
Earnings-21,,Baseline,Purity,0.77661,,4387332,ecapa_ahc
