Dataset,Set,Version,Approach,Metric,Value,Method,File
VoxConverse,,3.1,Exact,Purity,0.98028,WhisperX,ryken
VoxConverse,,3.1,Exact,Coverage,0.98028,WhisperX,ryken
VoxConverse,,3.1,Exact,DER,0.28693,WhisperX,kmjvh
VoxConverse,,3.1,Exact,JER,0.45493,WhisperX,kmjvh
VoxConverse,,3.1,Exact,Purity,0.96401,WhisperX,kmjvh
VoxConverse,,3.1,Exact,Coverage,0.88928,WhisperX,kmjvh
VoxConverse,,3.1,Exact,DER,0.28647,WhisperX,qajyo
VoxConverse,,3.1,Exact,JER,0.64781,WhisperX,qajyo
VoxConverse,,3.1,Exact,Purity,0.85286,WhisperX,qajyo
VoxConverse,,3.1,Exact,Coverage,0.83963,WhisperX,qajyo
VoxConverse,,3.1,Exact,DER,0.24163,WhisperX,xvxwv
VoxConverse,,3.1,Exact,JER,0.47341,WhisperX,xvxwv
VoxConverse,,3.1,Exact,Purity,0.95357,WhisperX,xvxwv
VoxConverse,,3.1,Exact,Coverage,0.83914,WhisperX,xvxwv
VoxConverse,,3.1,Exact,DER,0.08179,WhisperX,lilfy
VoxConverse,,3.1,Exact,JER,0.10617,WhisperX,lilfy
VoxConverse,,3.1,Exact,Purity,0.9878,WhisperX,lilfy
VoxConverse,,3.1,Exact,Coverage,0.9878,WhisperX,lilfy
VoxConverse,,3.1,Exact,DER,0.2054,WhisperX,zzyyo
VoxConverse,,3.1,Exact,JER,0.41808,WhisperX,zzyyo
VoxConverse,,3.1,Exact,Purity,0.92362,WhisperX,zzyyo
VoxConverse,,3.1,Exact,Coverage,0.91472,WhisperX,zzyyo
VoxConverse,,3.1,Exact,DER,0.09283,WhisperX,dxbbt
VoxConverse,,3.1,Exact,JER,0.10138,WhisperX,dxbbt
VoxConverse,,3.1,Exact,Purity,0.97809,WhisperX,dxbbt
VoxConverse,,3.1,Exact,Coverage,0.97809,WhisperX,dxbbt
VoxConverse,,3.1,Exact,DER,0.16323,WhisperX,swbnm
VoxConverse,,3.1,Exact,JER,0.31147,WhisperX,swbnm
VoxConverse,,3.1,Exact,Purity,0.99597,WhisperX,swbnm
VoxConverse,,3.1,Exact,Coverage,0.96016,WhisperX,swbnm
VoxConverse,,3.1,Exact,DER,0.0801,WhisperX,jjvkx
VoxConverse,,3.1,Exact,JER,0.09817,WhisperX,jjvkx
VoxConverse,,3.1,Exact,Purity,0.98931,WhisperX,jjvkx
VoxConverse,,3.1,Exact,Coverage,0.98931,WhisperX,jjvkx
VoxConverse,,3.1,Exact,DER,0.63062,WhisperX,ptses
VoxConverse,,3.1,Exact,JER,0.79302,WhisperX,ptses
VoxConverse,,3.1,Exact,Purity,0.66437,WhisperX,ptses
VoxConverse,,3.1,Exact,Coverage,0.61261,WhisperX,ptses
VoxConverse,,3.1,Exact,DER,0.19928,WhisperX,ylgug
VoxConverse,,3.1,Exact,JER,0.69631,WhisperX,ylgug
VoxConverse,,3.1,Exact,Purity,0.99095,WhisperX,ylgug
VoxConverse,,3.1,Exact,Coverage,0.92509,WhisperX,ylgug
VoxConverse,,3.1,Exact,DER,0.1617,WhisperX,euqef
VoxConverse,,3.1,Exact,JER,0.15448,WhisperX,euqef
VoxConverse,,3.1,Exact,Purity,1.0,WhisperX,euqef
VoxConverse,,3.1,Exact,Coverage,1.0,WhisperX,euqef
VoxConverse,,3.1,Exact,DER,0.1572,WhisperX,mxdpo
VoxConverse,,3.1,Exact,JER,0.56843,WhisperX,mxdpo
VoxConverse,,3.1,Exact,Purity,0.9972,WhisperX,mxdpo
VoxConverse,,3.1,Exact,Coverage,1.0,WhisperX,mxdpo
VoxConverse,,3.1,Exact,DER,0.10781,WhisperX,gwloo
VoxConverse,,3.1,Exact,JER,0.10279,WhisperX,gwloo
VoxConverse,,3.1,Exact,Purity,1.0,WhisperX,gwloo
VoxConverse,,3.1,Exact,Coverage,1.0,WhisperX,gwloo
VoxConverse,,3.1,Exact,DER,0.12607,WhisperX,nqcpi
VoxConverse,,3.1,Exact,JER,0.42521,WhisperX,nqcpi
VoxConverse,,3.1,Exact,Purity,0.9201,WhisperX,nqcpi
VoxConverse,,3.1,Exact,Coverage,0.97089,WhisperX,nqcpi
VoxConverse,,3.1,Exact,DER,0.28511,WhisperX,eguui
VoxConverse,,3.1,Exact,JER,0.28294,WhisperX,eguui
VoxConverse,,3.1,Exact,Purity,0.7636,WhisperX,eguui
VoxConverse,,3.1,Exact,Coverage,0.7636,WhisperX,eguui
VoxConverse,,3.1,Exact,DER,0.33706,WhisperX,xmyyy
VoxConverse,,3.1,Exact,JER,0.47351,WhisperX,xmyyy
VoxConverse,,3.1,Exact,Purity,0.91379,WhisperX,xmyyy
VoxConverse,,3.1,Exact,Coverage,0.93682,WhisperX,xmyyy
VoxConverse,,3.1,Exact,DER,0.18646,WhisperX,thnuq
VoxConverse,,3.1,Exact,JER,0.35517,WhisperX,thnuq
VoxConverse,,3.1,Exact,Purity,0.98858,WhisperX,thnuq
VoxConverse,,3.1,Exact,Coverage,0.99184,WhisperX,thnuq
VoxConverse,,3.1,Exact,DER,0.29395,WhisperX,crylr
VoxConverse,,3.1,Exact,JER,0.43605,WhisperX,crylr
VoxConverse,,3.1,Exact,Purity,0.97318,WhisperX,crylr
VoxConverse,,3.1,Exact,Coverage,0.85628,WhisperX,crylr
VoxConverse,,3.1,Exact,DER,0.22741,WhisperX,sexgc
VoxConverse,,3.1,Exact,JER,0.4944,WhisperX,sexgc
VoxConverse,,3.1,Exact,Purity,0.88631,WhisperX,sexgc
VoxConverse,,3.1,Exact,Coverage,0.88354,WhisperX,sexgc
VoxConverse,,3.1,Exact,DER,0.16871,WhisperX,kmunk
VoxConverse,,3.1,Exact,JER,0.22284,WhisperX,kmunk
VoxConverse,,3.1,Exact,Purity,0.89892,WhisperX,kmunk
VoxConverse,,3.1,Exact,Coverage,0.89892,WhisperX,kmunk
VoxConverse,,3.1,Exact,DER,0.30317,WhisperX,wprog
VoxConverse,,3.1,Exact,JER,0.24559,WhisperX,wprog
VoxConverse,,3.1,Exact,Purity,0.99614,WhisperX,wprog
VoxConverse,,3.1,Exact,Coverage,0.99614,WhisperX,wprog
VoxConverse,,3.1,Exact,DER,0.15905,WhisperX,yzvon
VoxConverse,,3.1,Exact,JER,0.69347,WhisperX,yzvon
VoxConverse,,3.1,Exact,Purity,0.97564,WhisperX,yzvon
VoxConverse,,3.1,Exact,Coverage,0.93476,WhisperX,yzvon
VoxConverse,,3.1,Exact,DER,0.17816,WhisperX,jrfaz
VoxConverse,,3.1,Exact,JER,0.16734,WhisperX,jrfaz
VoxConverse,,3.1,Exact,Purity,0.9098,WhisperX,jrfaz
VoxConverse,,3.1,Exact,Coverage,0.9098,WhisperX,jrfaz
VoxConverse,,3.1,Exact,DER,0.08543,WhisperX,tkybe
VoxConverse,,3.1,Exact,JER,0.10375,WhisperX,tkybe
VoxConverse,,3.1,Exact,Purity,0.99126,WhisperX,tkybe
VoxConverse,,3.1,Exact,Coverage,0.99126,WhisperX,tkybe
VoxConverse,,3.1,Exact,DER,0.25025,WhisperX,wdvva
VoxConverse,,3.1,Exact,JER,0.26509,WhisperX,wdvva
VoxConverse,,3.1,Exact,Purity,0.80831,WhisperX,wdvva
VoxConverse,,3.1,Exact,Coverage,0.80831,WhisperX,wdvva
VoxConverse,,3.1,Exact,DER,0.13919,WhisperX,kvkje
VoxConverse,,3.1,Exact,JER,0.13705,WhisperX,kvkje
VoxConverse,,3.1,Exact,Purity,0.99598,WhisperX,kvkje
VoxConverse,,3.1,Exact,Coverage,0.99598,WhisperX,kvkje
VoxConverse,,3.1,Exact,DER,0.36395,WhisperX,fxnwf
VoxConverse,,3.1,Exact,JER,0.58095,WhisperX,fxnwf
VoxConverse,,3.1,Exact,Purity,0.84387,WhisperX,fxnwf
VoxConverse,,3.1,Exact,Coverage,0.85642,WhisperX,fxnwf
VoxConverse,,3.1,Exact,DER,0.35599,WhisperX,dzxut
VoxConverse,,3.1,Exact,JER,0.7421,WhisperX,dzxut
VoxConverse,,3.1,Exact,Purity,0.88616,WhisperX,dzxut
VoxConverse,,3.1,Exact,Coverage,0.97329,WhisperX,dzxut
VoxConverse,,3.1,Exact,DER,0.08483,WhisperX,wibky
VoxConverse,,3.1,Exact,JER,0.08386,WhisperX,wibky
VoxConverse,,3.1,Exact,Purity,1.0,WhisperX,wibky
VoxConverse,,3.1,Exact,Coverage,1.0,WhisperX,wibky
VoxConverse,,3.1,Exact,DER,0.28118,WhisperX,qadia
VoxConverse,,3.1,Exact,JER,0.40723,WhisperX,qadia
VoxConverse,,3.1,Exact,Purity,0.95061,WhisperX,qadia
VoxConverse,,3.1,Exact,Coverage,0.8481,WhisperX,qadia
VoxConverse,,3.1,Exact,DER,0.13919,WhisperX,aepyx
VoxConverse,,3.1,Exact,JER,0.16406,WhisperX,aepyx
VoxConverse,,3.1,Exact,Purity,0.95326,WhisperX,aepyx
VoxConverse,,3.1,Exact,Coverage,0.95326,WhisperX,aepyx
VoxConverse,,3.1,Exact,DER,0.4051,WhisperX,xtzoq
VoxConverse,,3.1,Exact,JER,0.66025,WhisperX,xtzoq
VoxConverse,,3.1,Exact,Purity,0.71435,WhisperX,xtzoq
VoxConverse,,3.1,Exact,Coverage,0.81404,WhisperX,xtzoq
VoxConverse,,3.1,Exact,DER,0.27692,WhisperX,mhwyr
VoxConverse,,3.1,Exact,JER,0.48407,WhisperX,mhwyr
VoxConverse,,3.1,Exact,Purity,0.87969,WhisperX,mhwyr
VoxConverse,,3.1,Exact,Coverage,0.86043,WhisperX,mhwyr
VoxConverse,,3.1,Exact,DER,0.42064,WhisperX,ralnu
VoxConverse,,3.1,Exact,JER,0.64422,WhisperX,ralnu
VoxConverse,,3.1,Exact,Purity,0.72537,WhisperX,ralnu
VoxConverse,,3.1,Exact,Coverage,0.85799,WhisperX,ralnu
VoxConverse,,3.1,Exact,DER,0.03751,WhisperX,cpebh
VoxConverse,,3.1,Exact,JER,0.03748,WhisperX,cpebh
VoxConverse,,3.1,Exact,Purity,1.0,WhisperX,cpebh
VoxConverse,,3.1,Exact,Coverage,1.0,WhisperX,cpebh
VoxConverse,,3.1,Exact,DER,0.12018,WhisperX,ofbxh
VoxConverse,,3.1,Exact,JER,0.13589,WhisperX,ofbxh
VoxConverse,,3.1,Exact,Purity,0.99665,WhisperX,ofbxh
VoxConverse,,3.1,Exact,Coverage,0.99665,WhisperX,ofbxh
VoxConverse,,3.1,Exact,DER,0.08699,WhisperX,vzuru
VoxConverse,,3.1,Exact,JER,0.13415,WhisperX,vzuru
VoxConverse,,3.1,Exact,Purity,0.98659,WhisperX,vzuru
VoxConverse,,3.1,Exact,Coverage,0.98656,WhisperX,vzuru
VoxConverse,,3.1,Exact,DER,0.21604,WhisperX,leneg
VoxConverse,,3.1,Exact,JER,0.19634,WhisperX,leneg
VoxConverse,,3.1,Exact,Purity,0.98298,WhisperX,leneg
VoxConverse,,3.1,Exact,Coverage,0.98298,WhisperX,leneg
VoxConverse,,3.1,Exact,DER,0.20813,WhisperX,xffsa
VoxConverse,,3.1,Exact,JER,0.75512,WhisperX,xffsa
VoxConverse,,3.1,Exact,Purity,0.95245,WhisperX,xffsa
VoxConverse,,3.1,Exact,Coverage,0.90414,WhisperX,xffsa
VoxConverse,,3.1,Exact,DER,0.40463,WhisperX,ktvto
VoxConverse,,3.1,Exact,JER,0.80787,WhisperX,ktvto
VoxConverse,,3.1,Exact,Purity,0.85123,WhisperX,ktvto
VoxConverse,,3.1,Exact,Coverage,0.7176,WhisperX,ktvto
VoxConverse,,3.1,Exact,DER,0.29949,WhisperX,ybhwz
VoxConverse,,3.1,Exact,JER,0.62982,WhisperX,ybhwz
VoxConverse,,3.1,Exact,Purity,0.93096,WhisperX,ybhwz
VoxConverse,,3.1,Exact,Coverage,0.81238,WhisperX,ybhwz
VoxConverse,,3.1,Exact,DER,0.32165,WhisperX,diysk
VoxConverse,,3.1,Exact,JER,0.5683,WhisperX,diysk
VoxConverse,,3.1,Exact,Purity,0.82928,WhisperX,diysk
VoxConverse,,3.1,Exact,Coverage,0.83032,WhisperX,diysk
VoxConverse,,3.1,Exact,DER,0.19192,WhisperX,jwggf
VoxConverse,,3.1,Exact,JER,0.46788,WhisperX,jwggf
VoxConverse,,3.1,Exact,Purity,0.98653,WhisperX,jwggf
VoxConverse,,3.1,Exact,Coverage,0.97528,WhisperX,jwggf
VoxConverse,,3.1,Exact,DER,0.36912,WhisperX,bmsyn
VoxConverse,,3.1,Exact,JER,0.45022,WhisperX,bmsyn
VoxConverse,,3.1,Exact,Purity,0.83316,WhisperX,bmsyn
VoxConverse,,3.1,Exact,Coverage,0.83316,WhisperX,bmsyn
VoxConverse,,3.1,Exact,DER,0.25892,WhisperX,cadba
VoxConverse,,3.1,Exact,JER,0.3637,WhisperX,cadba
VoxConverse,,3.1,Exact,Purity,0.86383,WhisperX,cadba
VoxConverse,,3.1,Exact,Coverage,0.87444,WhisperX,cadba
VoxConverse,,3.1,Exact,DER,0.16351,WhisperX,rmvsh
VoxConverse,,3.1,Exact,JER,0.11676,WhisperX,rmvsh
VoxConverse,,3.1,Exact,Purity,1.0,WhisperX,rmvsh
VoxConverse,,3.1,Exact,Coverage,1.0,WhisperX,rmvsh
VoxConverse,,3.1,Exact,DER,0.24219,WhisperX,qwepo
VoxConverse,,3.1,Exact,JER,0.25853,WhisperX,qwepo
VoxConverse,,3.1,Exact,Purity,0.84657,WhisperX,qwepo
VoxConverse,,3.1,Exact,Coverage,0.84657,WhisperX,qwepo
VoxConverse,,3.1,Exact,DER,0.2109,WhisperX,zqidv
VoxConverse,,3.1,Exact,JER,0.23349,WhisperX,zqidv
VoxConverse,,3.1,Exact,Purity,0.94425,WhisperX,zqidv
VoxConverse,,3.1,Exact,Coverage,0.94425,WhisperX,zqidv
VoxConverse,,3.1,Exact,DER,0.16823,WhisperX,nitgx
VoxConverse,,3.1,Exact,JER,0.22765,WhisperX,nitgx
VoxConverse,,3.1,Exact,Purity,0.91732,WhisperX,nitgx
VoxConverse,,3.1,Exact,Coverage,0.92293,WhisperX,nitgx
VoxConverse,,3.1,Exact,DER,0.13507,WhisperX,cvofp
VoxConverse,,3.1,Exact,JER,0.1181,WhisperX,cvofp
VoxConverse,,3.1,Exact,Purity,0.99127,WhisperX,cvofp
VoxConverse,,3.1,Exact,Coverage,0.99127,WhisperX,cvofp
VoxConverse,,3.1,Exact,DER,0.55284,WhisperX,jzkzt
VoxConverse,,3.1,Exact,JER,0.82417,WhisperX,jzkzt
VoxConverse,,3.1,Exact,Purity,0.79397,WhisperX,jzkzt
VoxConverse,,3.1,Exact,Coverage,0.62026,WhisperX,jzkzt
VoxConverse,,3.1,Exact,DER,0.14035,WhisperX,pgtkk
VoxConverse,,3.1,Exact,JER,0.42537,WhisperX,pgtkk
VoxConverse,,3.1,Exact,Purity,0.94806,WhisperX,pgtkk
VoxConverse,,3.1,Exact,Coverage,0.94384,WhisperX,pgtkk
VoxConverse,,3.1,Exact,DER,0.11922,WhisperX,xkgos
VoxConverse,,3.1,Exact,JER,0.31341,WhisperX,xkgos
VoxConverse,,3.1,Exact,Purity,0.96865,WhisperX,xkgos
VoxConverse,,3.1,Exact,Coverage,0.96708,WhisperX,xkgos
VoxConverse,,3.1,Exact,DER,0.17144,WhisperX,bgvvt
VoxConverse,,3.1,Exact,JER,0.12249,WhisperX,bgvvt
VoxConverse,,3.1,Exact,Purity,0.99356,WhisperX,bgvvt
VoxConverse,,3.1,Exact,Coverage,0.99356,WhisperX,bgvvt
VoxConverse,,3.1,Exact,DER,0.25513,WhisperX,oubab
VoxConverse,,3.1,Exact,JER,0.38176,WhisperX,oubab
VoxConverse,,3.1,Exact,Purity,0.91723,WhisperX,oubab
VoxConverse,,3.1,Exact,Coverage,0.91723,WhisperX,oubab
VoxConverse,,3.1,Exact,DER,0.33146,WhisperX,lpola
VoxConverse,,3.1,Exact,JER,0.61011,WhisperX,lpola
VoxConverse,,3.1,Exact,Purity,0.76701,WhisperX,lpola
VoxConverse,,3.1,Exact,Coverage,0.76701,WhisperX,lpola
VoxConverse,,3.1,Exact,DER,0.14468,WhisperX,jttar
VoxConverse,,3.1,Exact,JER,0.29193,WhisperX,jttar
VoxConverse,,3.1,Exact,Purity,0.99798,WhisperX,jttar
VoxConverse,,3.1,Exact,Coverage,0.99949,WhisperX,jttar
VoxConverse,,3.1,Exact,DER,0.15569,WhisperX,wwvcs
VoxConverse,,3.1,Exact,JER,0.15159,WhisperX,wwvcs
VoxConverse,,3.1,Exact,Purity,0.98472,WhisperX,wwvcs
VoxConverse,,3.1,Exact,Coverage,0.98472,WhisperX,wwvcs
VoxConverse,,3.1,Exact,DER,0.33526,WhisperX,vtzqw
VoxConverse,,3.1,Exact,JER,0.69032,WhisperX,vtzqw
VoxConverse,,3.1,Exact,Purity,0.93489,WhisperX,vtzqw
VoxConverse,,3.1,Exact,Coverage,0.873,WhisperX,vtzqw
VoxConverse,,3.1,Exact,DER,0.15664,WhisperX,pzxit
VoxConverse,,3.1,Exact,JER,0.15221,WhisperX,pzxit
VoxConverse,,3.1,Exact,Purity,0.96305,WhisperX,pzxit
VoxConverse,,3.1,Exact,Coverage,0.96305,WhisperX,pzxit
VoxConverse,,3.1,Exact,DER,0.16611,WhisperX,vuewy
VoxConverse,,3.1,Exact,JER,0.15798,WhisperX,vuewy
VoxConverse,,3.1,Exact,Purity,0.93172,WhisperX,vuewy
VoxConverse,,3.1,Exact,Coverage,0.93172,WhisperX,vuewy
VoxConverse,,3.1,Exact,DER,0.42385,WhisperX,utial
VoxConverse,,3.1,Exact,JER,0.75424,WhisperX,utial
VoxConverse,,3.1,Exact,Purity,0.86985,WhisperX,utial
VoxConverse,,3.1,Exact,Coverage,0.7278,WhisperX,utial
VoxConverse,,3.1,Exact,DER,0.20549,WhisperX,pwnsw
VoxConverse,,3.1,Exact,JER,0.71735,WhisperX,pwnsw
VoxConverse,,3.1,Exact,Purity,0.90594,WhisperX,pwnsw
VoxConverse,,3.1,Exact,Coverage,0.91215,WhisperX,pwnsw
VoxConverse,,3.1,Exact,DER,0.30372,WhisperX,tbjqx
VoxConverse,,3.1,Exact,JER,0.60029,WhisperX,tbjqx
VoxConverse,,3.1,Exact,Purity,0.85674,WhisperX,tbjqx
VoxConverse,,3.1,Exact,Coverage,0.86598,WhisperX,tbjqx
VoxConverse,,3.1,Exact,DER,0.17064,WhisperX,mbzht
VoxConverse,,3.1,Exact,JER,0.25383,WhisperX,mbzht
VoxConverse,,3.1,Exact,Purity,0.9446,WhisperX,mbzht
VoxConverse,,3.1,Exact,Coverage,0.9446,WhisperX,mbzht
VoxConverse,,3.1,Exact,DER,0.27759,WhisperX,bjruf
VoxConverse,,3.1,Exact,JER,0.29183,WhisperX,bjruf
VoxConverse,,3.1,Exact,Purity,0.85774,WhisperX,bjruf
VoxConverse,,3.1,Exact,Coverage,0.85774,WhisperX,bjruf
VoxConverse,,3.1,Exact,DER,0.4649,WhisperX,bidnq
VoxConverse,,3.1,Exact,JER,0.68671,WhisperX,bidnq
VoxConverse,,3.1,Exact,Purity,0.82128,WhisperX,bidnq
VoxConverse,,3.1,Exact,Coverage,0.69211,WhisperX,bidnq
VoxConverse,,3.1,Exact,DER,0.14213,WhisperX,tpslg
VoxConverse,,3.1,Exact,JER,0.14112,WhisperX,tpslg
VoxConverse,,3.1,Exact,Purity,0.96489,WhisperX,tpslg
VoxConverse,,3.1,Exact,Coverage,0.96489,WhisperX,tpslg
VoxConverse,,3.1,Exact,DER,0.0943,WhisperX,isxwc
VoxConverse,,3.1,Exact,JER,0.13288,WhisperX,isxwc
VoxConverse,,3.1,Exact,Purity,0.94716,WhisperX,isxwc
VoxConverse,,3.1,Exact,Coverage,0.94716,WhisperX,isxwc
VoxConverse,,3.1,Exact,DER,0.20308,WhisperX,hqhrb
VoxConverse,,3.1,Exact,JER,0.18798,WhisperX,hqhrb
VoxConverse,,3.1,Exact,Purity,0.94723,WhisperX,hqhrb
VoxConverse,,3.1,Exact,Coverage,0.94723,WhisperX,hqhrb
VoxConverse,,3.1,Exact,DER,0.3761,WhisperX,wcxfk
VoxConverse,,3.1,Exact,JER,0.41339,WhisperX,wcxfk
VoxConverse,,3.1,Exact,Purity,0.66732,WhisperX,wcxfk
VoxConverse,,3.1,Exact,Coverage,0.66732,WhisperX,wcxfk
VoxConverse,,3.1,Exact,DER,0.1329,WhisperX,gmmwm
VoxConverse,,3.1,Exact,JER,0.11573,WhisperX,gmmwm
VoxConverse,,3.1,Exact,Purity,0.9844,WhisperX,gmmwm
VoxConverse,,3.1,Exact,Coverage,0.9844,WhisperX,gmmwm
VoxConverse,,3.1,Exact,DER,0.15775,WhisperX,bvqnu
VoxConverse,,3.1,Exact,JER,0.42796,WhisperX,bvqnu
VoxConverse,,3.1,Exact,Purity,0.92487,WhisperX,bvqnu
VoxConverse,,3.1,Exact,Coverage,0.92179,WhisperX,bvqnu
VoxConverse,,3.1,Exact,DER,0.13224,WhisperX,nlvdr
VoxConverse,,3.1,Exact,JER,0.13015,WhisperX,nlvdr
VoxConverse,,3.1,Exact,Purity,0.9805,WhisperX,nlvdr
VoxConverse,,3.1,Exact,Coverage,0.9805,WhisperX,nlvdr
VoxConverse,,3.1,Exact,DER,0.12277,WhisperX,qxana
VoxConverse,,3.1,Exact,JER,0.20571,WhisperX,qxana
VoxConverse,,3.1,Exact,Purity,0.9797,WhisperX,qxana
VoxConverse,,3.1,Exact,Coverage,0.98298,WhisperX,qxana
VoxConverse,,3.1,Exact,DER,0.29735,WhisperX,ocfop
VoxConverse,,3.1,Exact,JER,0.37397,WhisperX,ocfop
VoxConverse,,3.1,Exact,Purity,0.73387,WhisperX,ocfop
VoxConverse,,3.1,Exact,Coverage,0.73387,WhisperX,ocfop
VoxConverse,,3.1,Exact,DER,0.27846,WhisperX,sxqvt
VoxConverse,,3.1,Exact,JER,0.50936,WhisperX,sxqvt
VoxConverse,,3.1,Exact,Purity,0.97684,WhisperX,sxqvt
VoxConverse,,3.1,Exact,Coverage,0.96076,WhisperX,sxqvt
VoxConverse,,3.1,Exact,DER,0.18929,WhisperX,gyomp
VoxConverse,,3.1,Exact,JER,0.27132,WhisperX,gyomp
VoxConverse,,3.1,Exact,Purity,1.0,WhisperX,gyomp
VoxConverse,,3.1,Exact,Coverage,1.0,WhisperX,gyomp
VoxConverse,,3.1,Exact,DER,0.29041,WhisperX,bpzsc
VoxConverse,,3.1,Exact,JER,0.84007,WhisperX,bpzsc
VoxConverse,,3.1,Exact,Purity,0.93657,WhisperX,bpzsc
VoxConverse,,3.1,Exact,Coverage,0.79648,WhisperX,bpzsc
VoxConverse,,3.1,Exact,DER,0.36024,WhisperX,fyqoe
VoxConverse,,3.1,Exact,JER,0.47781,WhisperX,fyqoe
VoxConverse,,3.1,Exact,Purity,0.71263,WhisperX,fyqoe
VoxConverse,,3.1,Exact,Coverage,0.71263,WhisperX,fyqoe
VoxConverse,,3.1,Exact,DER,0.29876,WhisperX,clfcg
VoxConverse,,3.1,Exact,JER,0.38307,WhisperX,clfcg
VoxConverse,,3.1,Exact,Purity,0.87411,WhisperX,clfcg
VoxConverse,,3.1,Exact,Coverage,0.89083,WhisperX,clfcg
VoxConverse,,3.1,Exact,DER,0.07071,WhisperX,xlyov
VoxConverse,,3.1,Exact,JER,0.0704,WhisperX,xlyov
VoxConverse,,3.1,Exact,Purity,1.0,WhisperX,xlyov
VoxConverse,,3.1,Exact,Coverage,1.0,WhisperX,xlyov
VoxConverse,,3.1,Exact,DER,0.22133,WhisperX,uevxo
VoxConverse,,3.1,Exact,JER,0.32601,WhisperX,uevxo
VoxConverse,,3.1,Exact,Purity,0.91064,WhisperX,uevxo
VoxConverse,,3.1,Exact,Coverage,0.86631,WhisperX,uevxo
VoxConverse,,3.1,Exact,DER,0.13327,WhisperX,gkiki
VoxConverse,,3.1,Exact,JER,0.11999,WhisperX,gkiki
VoxConverse,,3.1,Exact,Purity,0.97011,WhisperX,gkiki
VoxConverse,,3.1,Exact,Coverage,0.97011,WhisperX,gkiki
VoxConverse,,3.1,Exact,DER,0.12935,WhisperX,ytula
VoxConverse,,3.1,Exact,JER,0.14281,WhisperX,ytula
VoxConverse,,3.1,Exact,Purity,0.99844,WhisperX,ytula
VoxConverse,,3.1,Exact,Coverage,0.99844,WhisperX,ytula
VoxConverse,,3.1,Exact,DER,0.26814,WhisperX,kpjud
VoxConverse,,3.1,Exact,JER,0.54701,WhisperX,kpjud
VoxConverse,,3.1,Exact,Purity,0.86454,WhisperX,kpjud
VoxConverse,,3.1,Exact,Coverage,0.94029,WhisperX,kpjud
VoxConverse,,3.1,Exact,DER,0.40453,WhisperX,jxpom
VoxConverse,,3.1,Exact,JER,0.6651,WhisperX,jxpom
VoxConverse,,3.1,Exact,Purity,0.81171,WhisperX,jxpom
VoxConverse,,3.1,Exact,Coverage,0.78693,WhisperX,jxpom
VoxConverse,,3.1,Exact,DER,0.25527,WhisperX,optsn
VoxConverse,,3.1,Exact,JER,0.62175,WhisperX,optsn
VoxConverse,,3.1,Exact,Purity,0.91724,WhisperX,optsn
VoxConverse,,3.1,Exact,Coverage,0.91992,WhisperX,optsn
ThisAmericanLife,,2.1,Global,DER,0.3087,WhisperX,416
ThisAmericanLife,,2.1,Global,JER,0.52916,WhisperX,416
ThisAmericanLife,,2.1,Global,Purity,0.98673,WhisperX,416
ThisAmericanLife,,2.1,Global,Coverage,0.90655,WhisperX,416
ThisAmericanLife,,2.1,Global,DER,0.28019,WhisperX,279
ThisAmericanLife,,2.1,Global,JER,0.41733,WhisperX,279
ThisAmericanLife,,2.1,Global,Purity,0.98009,WhisperX,279
ThisAmericanLife,,2.1,Global,Coverage,0.94216,WhisperX,279
ThisAmericanLife,,2.1,Global,DER,0.29253,WhisperX,219
ThisAmericanLife,,2.1,Global,JER,0.37439,WhisperX,219
ThisAmericanLife,,2.1,Global,Purity,0.96864,WhisperX,219
ThisAmericanLife,,2.1,Global,Coverage,0.94789,WhisperX,219
ThisAmericanLife,,2.1,Global,DER,0.23793,WhisperX,437
ThisAmericanLife,,2.1,Global,JER,0.46974,WhisperX,437
ThisAmericanLife,,2.1,Global,Purity,0.97136,WhisperX,437
ThisAmericanLife,,2.1,Global,Coverage,0.96605,WhisperX,437
ThisAmericanLife,,2.1,Global,DER,0.27498,WhisperX,171
ThisAmericanLife,,2.1,Global,JER,0.50474,WhisperX,171
ThisAmericanLife,,2.1,Global,Purity,0.95713,WhisperX,171
ThisAmericanLife,,2.1,Global,Coverage,0.97189,WhisperX,171
ThisAmericanLife,,2.1,Global,DER,0.26948,WhisperX,113
ThisAmericanLife,,2.1,Global,JER,0.52595,WhisperX,113
ThisAmericanLife,,2.1,Global,Purity,0.97879,WhisperX,113
ThisAmericanLife,,2.1,Global,Coverage,0.98334,WhisperX,113
ThisAmericanLife,,2.1,Global,DER,0.2515,WhisperX,683
ThisAmericanLife,,2.1,Global,JER,0.37972,WhisperX,683
ThisAmericanLife,,2.1,Global,Purity,0.95715,WhisperX,683
ThisAmericanLife,,2.1,Global,Coverage,0.95741,WhisperX,683
ThisAmericanLife,,2.1,Global,DER,0.34717,WhisperX,78
ThisAmericanLife,,2.1,Global,JER,0.43058,WhisperX,78
ThisAmericanLife,,2.1,Global,Purity,0.94918,WhisperX,78
ThisAmericanLife,,2.1,Global,Coverage,0.91971,WhisperX,78
ThisAmericanLife,,2.1,Global,DER,0.36991,WhisperX,432
ThisAmericanLife,,2.1,Global,JER,0.56144,WhisperX,432
ThisAmericanLife,,2.1,Global,Purity,0.86304,WhisperX,432
ThisAmericanLife,,2.1,Global,Coverage,0.84744,WhisperX,432
