Dataset,Set,Version,Approach,Metric,Value,Method,File
MSDWILD,Few,3.1,Global,DER,0.24198,WhisperX,02093
MSDWILD,Few,3.1,Global,JER,0.29206,WhisperX,02093
MSDWILD,Few,3.1,Global,Purity,0.97977,WhisperX,02093
MSDWILD,Few,3.1,Global,Coverage,0.96961,WhisperX,02093
MSDWILD,Few,3.1,Global,DER,0.35177,WhisperX,01329
MSDWILD,Few,3.1,Global,JER,0.60137,WhisperX,01329
MSDWILD,Few,3.1,Global,Purity,0.81899,WhisperX,01329
MSDWILD,Few,3.1,Global,Coverage,1.0,WhisperX,01329
MSDWILD,Many,2.1,Global,DER,0.96313,WhisperX,00008
MSDWILD,Many,2.1,Global,JER,0.79796,WhisperX,00008
MSDWILD,Many,2.1,Global,Purity,0.38993,WhisperX,00008
MSDWILD,Many,2.1,Global,Coverage,0.86612,WhisperX,00008
MSDWILD,Many,2.1,Global,DER,0.31594,WhisperX,02825
MSDWILD,Many,2.1,Global,JER,0.44996,WhisperX,02825
MSDWILD,Many,2.1,Global,Purity,0.84932,WhisperX,02825
MSDWILD,Many,2.1,Global,Coverage,0.91836,WhisperX,02825
MSDWILD,Many,2.1,Global,DER,0.79515,WhisperX,02808
MSDWILD,Many,2.1,Global,JER,0.85901,WhisperX,02808
MSDWILD,Many,2.1,Global,Purity,0.40016,WhisperX,02808
MSDWILD,Many,2.1,Global,Coverage,0.56139,WhisperX,02808
MSDWILD,Many,2.1,Global,DER,0.73992,WhisperX,01641
MSDWILD,Many,2.1,Global,JER,0.89048,WhisperX,01641
MSDWILD,Many,2.1,Global,Purity,0.57202,WhisperX,01641
MSDWILD,Many,2.1,Global,Coverage,0.94896,WhisperX,01641
MSDWILD,Many,2.1,Global,DER,0.99154,WhisperX,02418
MSDWILD,Many,2.1,Global,JER,0.96573,WhisperX,02418
MSDWILD,Many,2.1,Global,Purity,0.67069,WhisperX,02418
MSDWILD,Many,2.1,Global,Coverage,1.0,WhisperX,02418
MSDWILD,Many,2.1,Global,DER,0.83028,WhisperX,02895
MSDWILD,Many,2.1,Global,JER,0.91121,WhisperX,02895
MSDWILD,Many,2.1,Global,Purity,0.33953,WhisperX,02895
MSDWILD,Many,2.1,Global,Coverage,0.74458,WhisperX,02895
MSDWILD,Many,2.1,Global,DER,0.12077,WhisperX,00206
MSDWILD,Many,2.1,Global,JER,0.11331,WhisperX,00206
MSDWILD,Many,2.1,Global,Purity,0.99165,WhisperX,00206
MSDWILD,Many,2.1,Global,Coverage,0.99165,WhisperX,00206
MSDWILD,Many,2.1,Global,DER,0.59966,WhisperX,02443
MSDWILD,Many,2.1,Global,JER,0.85726,WhisperX,02443
MSDWILD,Many,2.1,Global,Purity,0.56416,WhisperX,02443
MSDWILD,Many,2.1,Global,Coverage,0.86335,WhisperX,02443
MSDWILD,Many,2.1,Global,DER,0.64013,WhisperX,01559
MSDWILD,Many,2.1,Global,JER,0.7902,WhisperX,01559
MSDWILD,Many,2.1,Global,Purity,0.65725,WhisperX,01559
MSDWILD,Many,2.1,Global,Coverage,0.78197,WhisperX,01559
MSDWILD,Many,2.1,Global,DER,0.78064,WhisperX,00816
MSDWILD,Many,2.1,Global,JER,0.8902,WhisperX,00816
MSDWILD,Many,2.1,Global,Purity,0.50772,WhisperX,00816
MSDWILD,Many,2.1,Global,Coverage,0.84283,WhisperX,00816
MSDWILD,Many,2.1,Global,DER,0.79636,WhisperX,00269
MSDWILD,Many,2.1,Global,JER,0.9288,WhisperX,00269
MSDWILD,Many,2.1,Global,Purity,0.34511,WhisperX,00269
MSDWILD,Many,2.1,Global,Coverage,1.0,WhisperX,00269
MSDWILD,Many,2.1,Global,DER,0.55951,WhisperX,00746
MSDWILD,Many,2.1,Global,JER,0.78974,WhisperX,00746
MSDWILD,Many,2.1,Global,Purity,0.57554,WhisperX,00746
MSDWILD,Many,2.1,Global,Coverage,0.79952,WhisperX,00746
MSDWILD,Many,2.1,Global,DER,0.34183,WhisperX,00783
MSDWILD,Many,2.1,Global,JER,0.78312,WhisperX,00783
MSDWILD,Many,2.1,Global,Purity,0.74762,WhisperX,00783
MSDWILD,Many,2.1,Global,Coverage,0.85489,WhisperX,00783
MSDWILD,Many,2.1,Global,DER,0.83093,WhisperX,01267
MSDWILD,Many,2.1,Global,JER,0.8771,WhisperX,01267
MSDWILD,Many,2.1,Global,Purity,0.23288,WhisperX,01267
MSDWILD,Many,2.1,Global,Coverage,0.59855,WhisperX,01267
MSDWILD,Many,2.1,Global,DER,0.82539,WhisperX,00548
MSDWILD,Many,2.1,Global,JER,0.90292,WhisperX,00548
MSDWILD,Many,2.1,Global,Purity,0.48758,WhisperX,00548
MSDWILD,Many,2.1,Global,Coverage,0.7629,WhisperX,00548
MSDWILD,Many,2.1,Global,DER,0.85114,WhisperX,00398
MSDWILD,Many,2.1,Global,JER,0.85812,WhisperX,00398
MSDWILD,Many,2.1,Global,Purity,0.23464,WhisperX,00398
MSDWILD,Many,2.1,Global,Coverage,0.60338,WhisperX,00398
MSDWILD,Many,2.1,Global,DER,0.35733,WhisperX,00646
MSDWILD,Many,2.1,Global,JER,0.38501,WhisperX,00646
MSDWILD,Many,2.1,Global,Purity,0.76687,WhisperX,00646
MSDWILD,Many,2.1,Global,Coverage,0.76687,WhisperX,00646
MSDWILD,Many,2.1,Global,DER,0.97938,WhisperX,02497
MSDWILD,Many,2.1,Global,JER,0.96499,WhisperX,02497
MSDWILD,Many,2.1,Global,Purity,0.29284,WhisperX,02497
MSDWILD,Many,2.1,Global,Coverage,1.0,WhisperX,02497
MSDWILD,Many,2.1,Global,DER,0.59105,WhisperX,02130
MSDWILD,Many,2.1,Global,JER,0.79962,WhisperX,02130
MSDWILD,Many,2.1,Global,Purity,0.498,WhisperX,02130
MSDWILD,Many,2.1,Global,Coverage,0.80823,WhisperX,02130
MSDWILD,Many,2.1,Global,DER,0.70671,WhisperX,00254
MSDWILD,Many,2.1,Global,JER,0.81572,WhisperX,00254
MSDWILD,Many,2.1,Global,Purity,0.35073,WhisperX,00254
MSDWILD,Many,2.1,Global,Coverage,0.73509,WhisperX,00254
MSDWILD,Many,2.1,Global,DER,0.56065,WhisperX,02071
MSDWILD,Many,2.1,Global,JER,0.84469,WhisperX,02071
MSDWILD,Many,2.1,Global,Purity,0.52564,WhisperX,02071
MSDWILD,Many,2.1,Global,Coverage,0.7385,WhisperX,02071
MSDWILD,Many,2.1,Global,DER,0.48968,WhisperX,01242
MSDWILD,Many,2.1,Global,JER,0.79973,WhisperX,01242
MSDWILD,Many,2.1,Global,Purity,0.68612,WhisperX,01242
MSDWILD,Many,2.1,Global,Coverage,0.78068,WhisperX,01242
MSDWILD,Many,2.1,Global,DER,0.75634,WhisperX,00554
MSDWILD,Many,2.1,Global,JER,0.89116,WhisperX,00554
MSDWILD,Many,2.1,Global,Purity,0.34153,WhisperX,00554
MSDWILD,Many,2.1,Global,Coverage,1.0,WhisperX,00554
MSDWILD,Many,2.1,Global,DER,0.43937,WhisperX,00077
MSDWILD,Many,2.1,Global,JER,0.70477,WhisperX,00077
MSDWILD,Many,2.1,Global,Purity,0.6483,WhisperX,00077
MSDWILD,Many,2.1,Global,Coverage,0.83146,WhisperX,00077
MSDWILD,Many,2.1,Global,DER,1.31898,WhisperX,01865
MSDWILD,Many,2.1,Global,JER,0.95824,WhisperX,01865
MSDWILD,Many,2.1,Global,Purity,0.44582,WhisperX,01865
MSDWILD,Many,2.1,Global,Coverage,0.7495,WhisperX,01865
MSDWILD,Many,2.1,Global,DER,0.56083,WhisperX,02541
MSDWILD,Many,2.1,Global,JER,0.6396,WhisperX,02541
MSDWILD,Many,2.1,Global,Purity,0.59062,WhisperX,02541
MSDWILD,Many,2.1,Global,Coverage,0.67981,WhisperX,02541
MSDWILD,Many,2.1,Global,DER,0.8343,WhisperX,03010
MSDWILD,Many,2.1,Global,JER,0.92945,WhisperX,03010
MSDWILD,Many,2.1,Global,Purity,0.22201,WhisperX,03010
MSDWILD,Many,2.1,Global,Coverage,0.81698,WhisperX,03010
MSDWILD,Many,2.1,Global,DER,0.76471,WhisperX,01261
MSDWILD,Many,2.1,Global,JER,0.87718,WhisperX,01261
MSDWILD,Many,2.1,Global,Purity,0.47619,WhisperX,01261
MSDWILD,Many,2.1,Global,Coverage,0.94812,WhisperX,01261
MSDWILD,Many,2.1,Global,DER,0.5161,WhisperX,01118
MSDWILD,Many,2.1,Global,JER,0.81532,WhisperX,01118
MSDWILD,Many,2.1,Global,Purity,0.58828,WhisperX,01118
MSDWILD,Many,2.1,Global,Coverage,0.75826,WhisperX,01118
MSDWILD,Many,2.1,Global,DER,0.84674,WhisperX,02409
MSDWILD,Many,2.1,Global,JER,0.92256,WhisperX,02409
MSDWILD,Many,2.1,Global,Purity,0.6895,WhisperX,02409
MSDWILD,Many,2.1,Global,Coverage,1.0,WhisperX,02409
MSDWILD,Many,2.1,Global,DER,0.65155,WhisperX,02339
MSDWILD,Many,2.1,Global,JER,0.67724,WhisperX,02339
MSDWILD,Many,2.1,Global,Purity,0.55417,WhisperX,02339
MSDWILD,Many,2.1,Global,Coverage,0.56094,WhisperX,02339
MSDWILD,Many,2.1,Global,DER,0.59147,WhisperX,01497
MSDWILD,Many,2.1,Global,JER,0.84205,WhisperX,01497
MSDWILD,Many,2.1,Global,Purity,0.70348,WhisperX,01497
MSDWILD,Many,2.1,Global,Coverage,0.80646,WhisperX,01497
MSDWILD,Many,2.1,Global,DER,0.71011,WhisperX,00777
MSDWILD,Many,2.1,Global,JER,0.92066,WhisperX,00777
MSDWILD,Many,2.1,Global,Purity,0.39818,WhisperX,00777
MSDWILD,Many,2.1,Global,Coverage,1.0,WhisperX,00777
MSDWILD,Many,2.1,Global,DER,0.96625,WhisperX,02707
MSDWILD,Many,2.1,Global,JER,0.93988,WhisperX,02707
MSDWILD,Many,2.1,Global,Purity,0.32339,WhisperX,02707
MSDWILD,Many,2.1,Global,Coverage,0.87596,WhisperX,02707
MSDWILD,Many,2.1,Global,DER,0.68149,WhisperX,02180
MSDWILD,Many,2.1,Global,JER,0.86103,WhisperX,02180
MSDWILD,Many,2.1,Global,Purity,0.41326,WhisperX,02180
MSDWILD,Many,2.1,Global,Coverage,0.82245,WhisperX,02180
MSDWILD,Many,2.1,Global,DER,0.78978,WhisperX,02712
MSDWILD,Many,2.1,Global,JER,0.85702,WhisperX,02712
MSDWILD,Many,2.1,Global,Purity,0.637,WhisperX,02712
MSDWILD,Many,2.1,Global,Coverage,1.0,WhisperX,02712
MSDWILD,Many,2.1,Global,DER,0.69764,WhisperX,01663
MSDWILD,Many,2.1,Global,JER,0.80136,WhisperX,01663
MSDWILD,Many,2.1,Global,Purity,0.60127,WhisperX,01663
MSDWILD,Many,2.1,Global,Coverage,0.64564,WhisperX,01663
MSDWILD,Many,2.1,Global,DER,0.75875,WhisperX,00760
MSDWILD,Many,2.1,Global,JER,0.84016,WhisperX,00760
MSDWILD,Many,2.1,Global,Purity,0.53234,WhisperX,00760
MSDWILD,Many,2.1,Global,Coverage,0.77842,WhisperX,00760
MSDWILD,Many,2.1,Global,DER,0.36519,WhisperX,00721
MSDWILD,Many,2.1,Global,JER,0.67996,WhisperX,00721
MSDWILD,Many,2.1,Global,Purity,0.77616,WhisperX,00721
MSDWILD,Many,2.1,Global,Coverage,0.82555,WhisperX,00721
MSDWILD,Many,2.1,Global,DER,0.67165,WhisperX,00656
MSDWILD,Many,2.1,Global,JER,0.90651,WhisperX,00656
MSDWILD,Many,2.1,Global,Purity,0.45609,WhisperX,00656
MSDWILD,Many,2.1,Global,Coverage,1.0,WhisperX,00656
MSDWILD,Many,2.1,Global,DER,0.82785,WhisperX,01036
MSDWILD,Many,2.1,Global,JER,0.90556,WhisperX,01036
MSDWILD,Many,2.1,Global,Purity,0.39677,WhisperX,01036
MSDWILD,Many,2.1,Global,Coverage,1.0,WhisperX,01036
MSDWILD,Many,2.1,Global,DER,0.63143,WhisperX,00776
MSDWILD,Many,2.1,Global,JER,0.72308,WhisperX,00776
MSDWILD,Many,2.1,Global,Purity,0.7143,WhisperX,00776
MSDWILD,Many,2.1,Global,Coverage,0.88526,WhisperX,00776
MSDWILD,Many,2.1,Global,DER,0.30113,WhisperX,01491
MSDWILD,Many,2.1,Global,JER,0.7339,WhisperX,01491
MSDWILD,Many,2.1,Global,Purity,0.87703,WhisperX,01491
MSDWILD,Many,2.1,Global,Coverage,0.91623,WhisperX,01491
MSDWILD,Many,2.1,Global,DER,0.85754,WhisperX,01803
MSDWILD,Many,2.1,Global,JER,0.92384,WhisperX,01803
MSDWILD,Many,2.1,Global,Purity,0.52049,WhisperX,01803
MSDWILD,Many,2.1,Global,Coverage,1.0,WhisperX,01803
MSDWILD,Many,2.1,Global,DER,0.79857,WhisperX,02870
MSDWILD,Many,2.1,Global,JER,0.91374,WhisperX,02870
MSDWILD,Many,2.1,Global,Purity,0.36632,WhisperX,02870
MSDWILD,Many,2.1,Global,Coverage,1.0,WhisperX,02870
MSDWILD,Many,2.1,Global,DER,0.83892,WhisperX,02242
MSDWILD,Many,2.1,Global,JER,0.9267,WhisperX,02242
MSDWILD,Many,2.1,Global,Purity,0.25219,WhisperX,02242
MSDWILD,Many,2.1,Global,Coverage,1.0,WhisperX,02242
MSDWILD,Many,2.1,Global,DER,0.46268,WhisperX,01265
MSDWILD,Many,2.1,Global,JER,0.65159,WhisperX,01265
MSDWILD,Many,2.1,Global,Purity,0.66355,WhisperX,01265
MSDWILD,Many,2.1,Global,Coverage,0.77116,WhisperX,01265
MSDWILD,Many,2.1,Global,DER,0.7648,WhisperX,00727
MSDWILD,Many,2.1,Global,JER,0.89037,WhisperX,00727
MSDWILD,Many,2.1,Global,Purity,0.62209,WhisperX,00727
MSDWILD,Many,2.1,Global,Coverage,0.6624,WhisperX,00727
MSDWILD,Many,2.1,Global,DER,0.37456,WhisperX,01166
MSDWILD,Many,2.1,Global,JER,0.5921,WhisperX,01166
MSDWILD,Many,2.1,Global,Purity,0.78837,WhisperX,01166
MSDWILD,Many,2.1,Global,Coverage,0.96073,WhisperX,01166
MSDWILD,Many,2.1,Global,DER,0.78034,WhisperX,03031
MSDWILD,Many,2.1,Global,JER,0.8889,WhisperX,03031
MSDWILD,Many,2.1,Global,Purity,0.3857,WhisperX,03031
MSDWILD,Many,2.1,Global,Coverage,0.76854,WhisperX,03031
MSDWILD,Many,2.1,Global,DER,0.63458,WhisperX,01662
MSDWILD,Many,2.1,Global,JER,0.82232,WhisperX,01662
MSDWILD,Many,2.1,Global,Purity,0.52464,WhisperX,01662
MSDWILD,Many,2.1,Global,Coverage,0.78935,WhisperX,01662
MSDWILD,Many,2.1,Global,DER,0.54652,WhisperX,02243
MSDWILD,Many,2.1,Global,JER,0.72482,WhisperX,02243
MSDWILD,Many,2.1,Global,Purity,0.80098,WhisperX,02243
MSDWILD,Many,2.1,Global,Coverage,0.83706,WhisperX,02243
MSDWILD,Many,2.1,Global,DER,0.58789,WhisperX,03141
MSDWILD,Many,2.1,Global,JER,0.87502,WhisperX,03141
MSDWILD,Many,2.1,Global,Purity,0.58199,WhisperX,03141
MSDWILD,Many,2.1,Global,Coverage,1.0,WhisperX,03141
MSDWILD,Many,2.1,Global,DER,0.65759,WhisperX,00938
MSDWILD,Many,2.1,Global,JER,0.82387,WhisperX,00938
MSDWILD,Many,2.1,Global,Purity,0.444,WhisperX,00938
MSDWILD,Many,2.1,Global,Coverage,0.74479,WhisperX,00938
MSDWILD,Many,2.1,Global,DER,0.74668,WhisperX,01008
MSDWILD,Many,2.1,Global,JER,0.85147,WhisperX,01008
MSDWILD,Many,2.1,Global,Purity,0.54266,WhisperX,01008
MSDWILD,Many,2.1,Global,Coverage,0.68804,WhisperX,01008
MSDWILD,Many,2.1,Global,DER,1.0,WhisperX,00401
MSDWILD,Many,2.1,Global,JER,1.0,WhisperX,00401
MSDWILD,Many,2.1,Global,Purity,1.0,WhisperX,00401
MSDWILD,Many,2.1,Global,Coverage,1.0,WhisperX,00401
MSDWILD,Many,2.1,Global,DER,0.54042,WhisperX,01596
MSDWILD,Many,2.1,Global,JER,0.76968,WhisperX,01596
MSDWILD,Many,2.1,Global,Purity,0.76844,WhisperX,01596
MSDWILD,Many,2.1,Global,Coverage,0.90796,WhisperX,01596
MSDWILD,Many,2.1,Global,DER,0.79533,WhisperX,00055
MSDWILD,Many,2.1,Global,JER,0.90077,WhisperX,00055
MSDWILD,Many,2.1,Global,Purity,0.41316,WhisperX,00055
MSDWILD,Many,2.1,Global,Coverage,1.0,WhisperX,00055
MSDWILD,Many,2.1,Global,DER,0.87957,WhisperX,02846
MSDWILD,Many,2.1,Global,JER,0.8857,WhisperX,02846
MSDWILD,Many,2.1,Global,Purity,0.35072,WhisperX,02846
MSDWILD,Many,2.1,Global,Coverage,0.66058,WhisperX,02846
MSDWILD,Many,2.1,Global,DER,0.65653,WhisperX,00780
MSDWILD,Many,2.1,Global,JER,0.87805,WhisperX,00780
MSDWILD,Many,2.1,Global,Purity,0.44933,WhisperX,00780
MSDWILD,Many,2.1,Global,Coverage,1.0,WhisperX,00780
MSDWILD,Many,2.1,Global,DER,0.71658,WhisperX,01703
MSDWILD,Many,2.1,Global,JER,0.8407,WhisperX,01703
MSDWILD,Many,2.1,Global,Purity,0.54394,WhisperX,01703
MSDWILD,Many,2.1,Global,Coverage,0.86148,WhisperX,01703
MSDWILD,Many,2.1,Global,DER,0.67618,WhisperX,02239
MSDWILD,Many,2.1,Global,JER,0.86078,WhisperX,02239
MSDWILD,Many,2.1,Global,Purity,0.41485,WhisperX,02239
MSDWILD,Many,2.1,Global,Coverage,0.69094,WhisperX,02239
MSDWILD,Many,2.1,Global,DER,0.40439,WhisperX,01111
MSDWILD,Many,2.1,Global,JER,0.85004,WhisperX,01111
MSDWILD,Many,2.1,Global,Purity,0.72192,WhisperX,01111
MSDWILD,Many,2.1,Global,Coverage,1.0,WhisperX,01111
MSDWILD,Many,2.1,Global,DER,0.86107,WhisperX,00162
MSDWILD,Many,2.1,Global,JER,0.89706,WhisperX,00162
MSDWILD,Many,2.1,Global,Purity,0.50672,WhisperX,00162
MSDWILD,Many,2.1,Global,Coverage,1.0,WhisperX,00162
MSDWILD,Many,2.1,Global,DER,0.91308,WhisperX,01247
MSDWILD,Many,2.1,Global,JER,0.95257,WhisperX,01247
MSDWILD,Many,2.1,Global,Purity,0.38839,WhisperX,01247
MSDWILD,Many,2.1,Global,Coverage,0.9823,WhisperX,01247
MSDWILD,Many,2.1,Global,DER,0.73994,WhisperX,01097
MSDWILD,Many,2.1,Global,JER,0.80436,WhisperX,01097
MSDWILD,Many,2.1,Global,Purity,0.39675,WhisperX,01097
MSDWILD,Many,2.1,Global,Coverage,0.61813,WhisperX,01097
MSDWILD,Many,2.1,Global,DER,0.77469,WhisperX,01253
MSDWILD,Many,2.1,Global,JER,0.87082,WhisperX,01253
MSDWILD,Many,2.1,Global,Purity,0.47759,WhisperX,01253
MSDWILD,Many,2.1,Global,Coverage,0.85907,WhisperX,01253
MSDWILD,Many,2.1,Global,DER,0.46818,WhisperX,01984
MSDWILD,Many,2.1,Global,JER,0.86659,WhisperX,01984
MSDWILD,Many,2.1,Global,Purity,0.5992,WhisperX,01984
MSDWILD,Many,2.1,Global,Coverage,1.0,WhisperX,01984
MSDWILD,Many,2.1,Global,DER,0.89837,WhisperX,02552
MSDWILD,Many,2.1,Global,JER,0.95096,WhisperX,02552
MSDWILD,Many,2.1,Global,Purity,0.17408,WhisperX,02552
MSDWILD,Many,2.1,Global,Coverage,0.84495,WhisperX,02552
MSDWILD,Many,2.1,Global,DER,0.77489,WhisperX,01104
MSDWILD,Many,2.1,Global,JER,0.86184,WhisperX,01104
MSDWILD,Many,2.1,Global,Purity,0.45021,WhisperX,01104
MSDWILD,Many,2.1,Global,Coverage,0.64601,WhisperX,01104
MSDWILD,Many,2.1,Global,DER,0.7123,WhisperX,00692
MSDWILD,Many,2.1,Global,JER,0.85998,WhisperX,00692
MSDWILD,Many,2.1,Global,Purity,0.39236,WhisperX,00692
MSDWILD,Many,2.1,Global,Coverage,0.78716,WhisperX,00692
MSDWILD,Many,2.1,Global,DER,0.81912,WhisperX,01368
MSDWILD,Many,2.1,Global,JER,0.91909,WhisperX,01368
MSDWILD,Many,2.1,Global,Purity,0.38644,WhisperX,01368
MSDWILD,Many,2.1,Global,Coverage,0.78484,WhisperX,01368
MSDWILD,Many,2.1,Global,DER,0.59925,WhisperX,01340
MSDWILD,Many,2.1,Global,JER,0.88279,WhisperX,01340
MSDWILD,Many,2.1,Global,Purity,0.5818,WhisperX,01340
MSDWILD,Many,2.1,Global,Coverage,1.0,WhisperX,01340
MSDWILD,Many,2.1,Global,DER,0.63103,WhisperX,01345
MSDWILD,Many,2.1,Global,JER,0.76226,WhisperX,01345
MSDWILD,Many,2.1,Global,Purity,0.86143,WhisperX,01345
MSDWILD,Many,2.1,Global,Coverage,0.99966,WhisperX,01345
MSDWILD,Many,2.1,Global,DER,0.62916,WhisperX,00128
MSDWILD,Many,2.1,Global,JER,0.80051,WhisperX,00128
MSDWILD,Many,2.1,Global,Purity,0.54431,WhisperX,00128
MSDWILD,Many,2.1,Global,Coverage,0.80549,WhisperX,00128
MSDWILD,Many,2.1,Global,DER,0.72374,WhisperX,01434
MSDWILD,Many,2.1,Global,JER,0.88625,WhisperX,01434
MSDWILD,Many,2.1,Global,Purity,0.65353,WhisperX,01434
MSDWILD,Many,2.1,Global,Coverage,1.0,WhisperX,01434
MSDWILD,Many,2.1,Global,DER,0.72045,WhisperX,01521
MSDWILD,Many,2.1,Global,JER,0.87908,WhisperX,01521
MSDWILD,Many,2.1,Global,Purity,1.0,WhisperX,01521
MSDWILD,Many,2.1,Global,Coverage,1.0,WhisperX,01521
MSDWILD,Many,2.1,Global,DER,0.76207,WhisperX,01011
MSDWILD,Many,2.1,Global,JER,0.87897,WhisperX,01011
MSDWILD,Many,2.1,Global,Purity,0.58025,WhisperX,01011
MSDWILD,Many,2.1,Global,Coverage,0.82359,WhisperX,01011
MSDWILD,Many,2.1,Global,DER,0.72152,WhisperX,00070
MSDWILD,Many,2.1,Global,JER,0.91677,WhisperX,00070
MSDWILD,Many,2.1,Global,Purity,0.44818,WhisperX,00070
MSDWILD,Many,2.1,Global,Coverage,1.0,WhisperX,00070
MSDWILD,Many,2.1,Global,DER,0.87243,WhisperX,00523
MSDWILD,Many,2.1,Global,JER,0.89856,WhisperX,00523
MSDWILD,Many,2.1,Global,Purity,0.49626,WhisperX,00523
MSDWILD,Many,2.1,Global,Coverage,0.81202,WhisperX,00523
MSDWILD,Many,2.1,Global,DER,0.80226,WhisperX,02878
MSDWILD,Many,2.1,Global,JER,0.92023,WhisperX,02878
MSDWILD,Many,2.1,Global,Purity,0.64725,WhisperX,02878
MSDWILD,Many,2.1,Global,Coverage,1.0,WhisperX,02878
MSDWILD,Many,2.1,Global,DER,0.78402,WhisperX,00131
MSDWILD,Many,2.1,Global,JER,0.8619,WhisperX,00131
MSDWILD,Many,2.1,Global,Purity,0.69092,WhisperX,00131
MSDWILD,Many,2.1,Global,Coverage,1.0,WhisperX,00131
MSDWILD,Many,2.1,Global,DER,0.63665,WhisperX,01771
MSDWILD,Many,2.1,Global,JER,0.88237,WhisperX,01771
MSDWILD,Many,2.1,Global,Purity,0.37777,WhisperX,01771
MSDWILD,Many,2.1,Global,Coverage,1.0,WhisperX,01771
MSDWILD,Many,2.1,Global,DER,0.89869,WhisperX,00934
MSDWILD,Many,2.1,Global,JER,0.91557,WhisperX,00934
MSDWILD,Many,2.1,Global,Purity,0.14381,WhisperX,00934
MSDWILD,Many,2.1,Global,Coverage,0.62335,WhisperX,00934
MSDWILD,Many,2.1,Global,DER,0.86499,WhisperX,01372
MSDWILD,Many,2.1,Global,JER,0.93906,WhisperX,01372
MSDWILD,Many,2.1,Global,Purity,0.32281,WhisperX,01372
MSDWILD,Many,2.1,Global,Coverage,1.0,WhisperX,01372
MSDWILD,Many,2.1,Global,DER,0.87029,WhisperX,00059
MSDWILD,Many,2.1,Global,JER,0.91733,WhisperX,00059
MSDWILD,Many,2.1,Global,Purity,0.40065,WhisperX,00059
MSDWILD,Many,2.1,Global,Coverage,1.0,WhisperX,00059
MSDWILD,Many,2.1,Global,DER,0.73808,WhisperX,00884
MSDWILD,Many,2.1,Global,JER,0.84368,WhisperX,00884
MSDWILD,Many,2.1,Global,Purity,0.5392,WhisperX,00884
MSDWILD,Many,2.1,Global,Coverage,0.89363,WhisperX,00884
MSDWILD,Many,2.1,Global,DER,0.72736,WhisperX,01337
MSDWILD,Many,2.1,Global,JER,0.86402,WhisperX,01337
MSDWILD,Many,2.1,Global,Purity,0.44399,WhisperX,01337
MSDWILD,Many,2.1,Global,Coverage,0.73235,WhisperX,01337
MSDWILD,Many,2.1,Global,DER,0.57867,WhisperX,00004
MSDWILD,Many,2.1,Global,JER,0.90061,WhisperX,00004
MSDWILD,Many,2.1,Global,Purity,0.50528,WhisperX,00004
MSDWILD,Many,2.1,Global,Coverage,1.0,WhisperX,00004
MSDWILD,Many,3.1,Global,DER,1.05728,WhisperX,00008
MSDWILD,Many,3.1,Global,JER,0.88153,WhisperX,00008
MSDWILD,Many,3.1,Global,Purity,0.28249,WhisperX,00008
MSDWILD,Many,3.1,Global,Coverage,0.86647,WhisperX,00008
MSDWILD,Many,3.1,Global,DER,0.39469,WhisperX,02825
MSDWILD,Many,3.1,Global,JER,0.50828,WhisperX,02825
MSDWILD,Many,3.1,Global,Purity,0.75823,WhisperX,02825
MSDWILD,Many,3.1,Global,Coverage,0.82727,WhisperX,02825
MSDWILD,Many,3.1,Global,DER,0.81277,WhisperX,02808
MSDWILD,Many,3.1,Global,JER,0.87746,WhisperX,02808
MSDWILD,Many,3.1,Global,Purity,0.36652,WhisperX,02808
MSDWILD,Many,3.1,Global,Coverage,0.56896,WhisperX,02808
MSDWILD,Many,3.1,Global,DER,0.73992,WhisperX,01641
MSDWILD,Many,3.1,Global,JER,0.89048,WhisperX,01641
MSDWILD,Many,3.1,Global,Purity,0.57202,WhisperX,01641
MSDWILD,Many,3.1,Global,Coverage,0.94896,WhisperX,01641
MSDWILD,Many,3.1,Global,DER,0.99154,WhisperX,02418
MSDWILD,Many,3.1,Global,JER,0.96573,WhisperX,02418
MSDWILD,Many,3.1,Global,Purity,0.67069,WhisperX,02418
MSDWILD,Many,3.1,Global,Coverage,1.0,WhisperX,02418
MSDWILD,Many,3.1,Global,DER,0.79689,WhisperX,02895
MSDWILD,Many,3.1,Global,JER,0.8322,WhisperX,02895
MSDWILD,Many,3.1,Global,Purity,0.39507,WhisperX,02895
MSDWILD,Many,3.1,Global,Coverage,0.55205,WhisperX,02895
MSDWILD,Many,3.1,Global,DER,0.12338,WhisperX,00206
MSDWILD,Many,3.1,Global,JER,0.1168,WhisperX,00206
MSDWILD,Many,3.1,Global,Purity,0.98881,WhisperX,00206
MSDWILD,Many,3.1,Global,Coverage,0.98881,WhisperX,00206
MSDWILD,Many,3.1,Global,DER,0.57368,WhisperX,02443
MSDWILD,Many,3.1,Global,JER,0.80935,WhisperX,02443
MSDWILD,Many,3.1,Global,Purity,0.59721,WhisperX,02443
MSDWILD,Many,3.1,Global,Coverage,0.76337,WhisperX,02443
MSDWILD,Many,3.1,Global,DER,0.64013,WhisperX,01559
MSDWILD,Many,3.1,Global,JER,0.7902,WhisperX,01559
MSDWILD,Many,3.1,Global,Purity,0.65725,WhisperX,01559
MSDWILD,Many,3.1,Global,Coverage,0.78197,WhisperX,01559
MSDWILD,Many,3.1,Global,DER,0.72218,WhisperX,00816
MSDWILD,Many,3.1,Global,JER,0.85086,WhisperX,00816
MSDWILD,Many,3.1,Global,Purity,0.62618,WhisperX,00816
