Dataset,Set,Approach,Metric,Value,Method,File
VoxConverse,,Baseline,Purity,0.72743,,rpkso
VoxConverse,,Baseline,Coverage,0.38646,,rpkso
VoxConverse,,Baseline,DER,0.65711,,mclsr
VoxConverse,,Baseline,JER,0.81534,,mclsr
VoxConverse,,Baseline,Purity,0.7107,,mclsr
VoxConverse,,Baseline,Coverage,0.45279,,mclsr
VoxConverse,,Baseline,DER,0.74754,,mqtep
VoxConverse,,Baseline,JER,0.7203,,mqtep
VoxConverse,,Baseline,Purity,0.86199,,mqtep
VoxConverse,,Baseline,Coverage,0.33003,,mqtep
VoxConverse,,Baseline,DER,0.83947,,aorju
VoxConverse,,Baseline,JER,0.90651,,aorju
VoxConverse,,Baseline,Purity,0.55274,,aorju
VoxConverse,,Baseline,Coverage,0.30884,,aorju
VoxConverse,,Baseline,DER,0.79908,,otmpf
VoxConverse,,Baseline,JER,0.85163,,otmpf
VoxConverse,,Baseline,Purity,0.97807,,otmpf
VoxConverse,,Baseline,Coverage,0.25251,,otmpf
VoxConverse,,Baseline,DER,0.82636,,tpnyf
VoxConverse,,Baseline,JER,0.85181,,tpnyf
VoxConverse,,Baseline,Purity,0.67102,,tpnyf
VoxConverse,,Baseline,Coverage,0.29972,,tpnyf
VoxConverse,,Baseline,DER,0.7067,,sebyw
VoxConverse,,Baseline,JER,0.81529,,sebyw
VoxConverse,,Baseline,Purity,0.58458,,sebyw
VoxConverse,,Baseline,Coverage,0.32584,,sebyw
VoxConverse,,Baseline,DER,0.63162,,fuzfh
VoxConverse,,Baseline,JER,0.57461,,fuzfh
VoxConverse,,Baseline,Purity,0.91512,,fuzfh
VoxConverse,,Baseline,Coverage,0.41453,,fuzfh
VoxConverse,,Baseline,DER,0.89164,,myjoe
VoxConverse,,Baseline,JER,0.74765,,myjoe
VoxConverse,,Baseline,Purity,0.75431,,myjoe
VoxConverse,,Baseline,Coverage,0.26385,,myjoe
VoxConverse,,Baseline,DER,0.74034,,eddje
VoxConverse,,Baseline,JER,0.72239,,eddje
VoxConverse,,Baseline,Purity,0.5467,,eddje
VoxConverse,,Baseline,Coverage,0.33433,,eddje
VoxConverse,,Baseline,DER,0.57129,,nqyqm
VoxConverse,,Baseline,JER,0.77136,,nqyqm
VoxConverse,,Baseline,Purity,0.81628,,nqyqm
VoxConverse,,Baseline,Coverage,0.51903,,nqyqm
VoxConverse,,Baseline,DER,0.78427,,ylzez
VoxConverse,,Baseline,JER,0.56465,,ylzez
VoxConverse,,Baseline,Purity,0.98073,,ylzez
VoxConverse,,Baseline,Coverage,0.31358,,ylzez
VoxConverse,,Baseline,DER,0.73628,,jsbdo
VoxConverse,,Baseline,JER,0.82558,,jsbdo
VoxConverse,,Baseline,Purity,0.72147,,jsbdo
VoxConverse,,Baseline,Coverage,0.32485,,jsbdo
VoxConverse,,Baseline,DER,0.79143,,aggyz
VoxConverse,,Baseline,JER,0.91623,,aggyz
VoxConverse,,Baseline,Purity,0.4304,,aggyz
VoxConverse,,Baseline,Coverage,0.39025,,aggyz
VoxConverse,,Baseline,DER,0.63001,,wwzsk
VoxConverse,,Baseline,JER,0.71909,,wwzsk
VoxConverse,,Baseline,Purity,0.61863,,wwzsk
VoxConverse,,Baseline,Coverage,0.3913,,wwzsk
VoxConverse,,Baseline,DER,0.77759,,ibrnm
VoxConverse,,Baseline,JER,0.90161,,ibrnm
VoxConverse,,Baseline,Purity,0.54433,,ibrnm
VoxConverse,,Baseline,Coverage,0.3211,,ibrnm
VoxConverse,,Baseline,DER,0.69621,,tkhgs
VoxConverse,,Baseline,JER,0.65563,,tkhgs
VoxConverse,,Baseline,Purity,0.95917,,tkhgs
VoxConverse,,Baseline,Coverage,0.36636,,tkhgs
VoxConverse,,Baseline,DER,0.51601,,auzru
VoxConverse,,Baseline,JER,0.63457,,auzru
VoxConverse,,Baseline,Purity,0.62801,,auzru
VoxConverse,,Baseline,Coverage,0.5138,,auzru
VoxConverse,,Baseline,DER,0.62175,,vdlvr
VoxConverse,,Baseline,JER,0.65772,,vdlvr
VoxConverse,,Baseline,Purity,0.72144,,vdlvr
VoxConverse,,Baseline,Coverage,0.41398,,vdlvr
VoxConverse,,Baseline,DER,0.97481,,guvqf
VoxConverse,,Baseline,JER,0.9222,,guvqf
VoxConverse,,Baseline,Purity,0.554,,guvqf
VoxConverse,,Baseline,Coverage,0.31366,,guvqf
VoxConverse,,Baseline,DER,0.96085,,nprxc
VoxConverse,,Baseline,JER,0.88777,,nprxc
VoxConverse,,Baseline,Purity,0.58602,,nprxc
VoxConverse,,Baseline,Coverage,0.25219,,nprxc
VoxConverse,,Baseline,DER,0.74553,,zfzlc
VoxConverse,,Baseline,JER,0.55554,,zfzlc
VoxConverse,,Baseline,Purity,0.94376,,zfzlc
VoxConverse,,Baseline,Coverage,0.29693,,zfzlc
VoxConverse,,Baseline,DER,0.80868,,jbowg
VoxConverse,,Baseline,JER,0.92503,,jbowg
VoxConverse,,Baseline,Purity,0.54619,,jbowg
VoxConverse,,Baseline,Coverage,0.28633,,jbowg
VoxConverse,,Baseline,DER,0.92312,,ouvtt
VoxConverse,,Baseline,JER,0.7943,,ouvtt
VoxConverse,,Baseline,Purity,0.71958,,ouvtt
VoxConverse,,Baseline,Coverage,0.20385,,ouvtt
VoxConverse,,Baseline,DER,0.76873,,bvyvm
VoxConverse,,Baseline,JER,0.60498,,bvyvm
VoxConverse,,Baseline,Purity,0.80363,,bvyvm
VoxConverse,,Baseline,Coverage,0.34481,,bvyvm
VoxConverse,,Baseline,DER,0.66916,,eoyaz
VoxConverse,,Baseline,JER,0.77886,,eoyaz
VoxConverse,,Baseline,Purity,0.56559,,eoyaz
VoxConverse,,Baseline,Coverage,0.38892,,eoyaz
VoxConverse,,Baseline,DER,0.73946,,luobn
VoxConverse,,Baseline,JER,0.67482,,luobn
VoxConverse,,Baseline,Purity,0.80997,,luobn
VoxConverse,,Baseline,Coverage,0.31165,,luobn
VoxConverse,,Baseline,DER,0.8366,,sfdvy
VoxConverse,,Baseline,JER,0.79007,,sfdvy
VoxConverse,,Baseline,Purity,1.0,,sfdvy
VoxConverse,,Baseline,Coverage,0.20993,,sfdvy
VoxConverse,,Baseline,DER,0.855,,rsypp
VoxConverse,,Baseline,JER,0.8918,,rsypp
VoxConverse,,Baseline,Purity,0.54764,,rsypp
VoxConverse,,Baseline,Coverage,0.27225,,rsypp
VoxConverse,,Baseline,DER,0.58332,,gtnjb
VoxConverse,,Baseline,JER,0.83386,,gtnjb
VoxConverse,,Baseline,Purity,0.6252,,gtnjb
VoxConverse,,Baseline,Coverage,0.4672,,gtnjb
VoxConverse,,Baseline,DER,0.87392,,svxzm
VoxConverse,,Baseline,JER,0.80571,,svxzm
VoxConverse,,Baseline,Purity,1.0,,svxzm
VoxConverse,,Baseline,Coverage,0.1949,,svxzm
VoxConverse,,Baseline,DER,0.56104,,ytmef
VoxConverse,,Baseline,JER,0.60101,,ytmef
VoxConverse,,Baseline,Purity,0.80021,,ytmef
VoxConverse,,Baseline,Coverage,0.50146,,ytmef
VoxConverse,,Baseline,DER,0.98291,,fzwtp
VoxConverse,,Baseline,JER,0.85507,,fzwtp
VoxConverse,,Baseline,Purity,0.45086,,fzwtp
VoxConverse,,Baseline,Coverage,0.42785,,fzwtp
VoxConverse,,Baseline,DER,0.84612,,iowob
VoxConverse,,Baseline,JER,0.88689,,iowob
VoxConverse,,Baseline,Purity,0.49724,,iowob
VoxConverse,,Baseline,Coverage,0.23125,,iowob
VoxConverse,,Baseline,DER,0.7796,,jjkrt
VoxConverse,,Baseline,JER,0.84919,,jjkrt
VoxConverse,,Baseline,Purity,0.76257,,jjkrt
VoxConverse,,Baseline,Coverage,0.31879,,jjkrt
VoxConverse,,Baseline,DER,0.77262,,uhfrw
VoxConverse,,Baseline,JER,0.88817,,uhfrw
VoxConverse,,Baseline,Purity,0.79943,,uhfrw
VoxConverse,,Baseline,Coverage,0.33207,,uhfrw
VoxConverse,,Baseline,DER,0.84901,,heolf
VoxConverse,,Baseline,JER,0.92126,,heolf
VoxConverse,,Baseline,Purity,0.55733,,heolf
VoxConverse,,Baseline,Coverage,0.27379,,heolf
VoxConverse,,Baseline,DER,0.87443,,lscfc
VoxConverse,,Baseline,JER,0.86901,,lscfc
VoxConverse,,Baseline,Purity,0.68866,,lscfc
VoxConverse,,Baseline,Coverage,0.2862,,lscfc
VoxConverse,,Baseline,DER,0.86626,,zzsba
VoxConverse,,Baseline,JER,0.90329,,zzsba
VoxConverse,,Baseline,Purity,0.52427,,zzsba
VoxConverse,,Baseline,Coverage,0.27829,,zzsba
VoxConverse,,Baseline,DER,0.75542,,sbrmv
VoxConverse,,Baseline,JER,0.73186,,sbrmv
VoxConverse,,Baseline,Purity,0.5477,,sbrmv
VoxConverse,,Baseline,Coverage,0.30061,,sbrmv
VoxConverse,,Baseline,DER,0.85443,,fijfi
VoxConverse,,Baseline,JER,0.8734,,fijfi
VoxConverse,,Baseline,Purity,0.59736,,fijfi
VoxConverse,,Baseline,Coverage,0.32372,,fijfi
VoxConverse,,Baseline,DER,1.16425,,uicid
VoxConverse,,Baseline,JER,0.83665,,uicid
VoxConverse,,Baseline,Purity,1.0,,uicid
VoxConverse,,Baseline,Coverage,0.16508,,uicid
VoxConverse,,Baseline,DER,1.72085,,xtdcl
VoxConverse,,Baseline,JER,0.76087,,xtdcl
VoxConverse,,Baseline,Purity,0.90824,,xtdcl
VoxConverse,,Baseline,Coverage,0.22552,,xtdcl
VoxConverse,,Baseline,DER,0.83429,,olzkb
VoxConverse,,Baseline,JER,0.78501,,olzkb
VoxConverse,,Baseline,Purity,0.77465,,olzkb
VoxConverse,,Baseline,Coverage,0.23268,,olzkb
VoxConverse,,Baseline,DER,0.72943,,dxokr
VoxConverse,,Baseline,JER,0.5427,,dxokr
VoxConverse,,Baseline,Purity,0.97133,,dxokr
VoxConverse,,Baseline,Coverage,0.32678,,dxokr
VoxConverse,,Baseline,DER,0.83988,,aiqwk
VoxConverse,,Baseline,JER,0.84876,,aiqwk
VoxConverse,,Baseline,Purity,0.76958,,aiqwk
VoxConverse,,Baseline,Coverage,0.29968,,aiqwk
VoxConverse,,Baseline,DER,0.75871,,ezxso
VoxConverse,,Baseline,JER,0.85299,,ezxso
VoxConverse,,Baseline,Purity,0.4528,,ezxso
VoxConverse,,Baseline,Coverage,0.37469,,ezxso
VoxConverse,,Baseline,DER,0.75643,,dzsef
VoxConverse,,Baseline,JER,0.60679,,dzsef
VoxConverse,,Baseline,Purity,0.89931,,dzsef
VoxConverse,,Baseline,Coverage,0.26163,,dzsef
VoxConverse,,Baseline,DER,0.85115,,gcvrb
VoxConverse,,Baseline,JER,0.68166,,gcvrb
VoxConverse,,Baseline,Purity,0.89338,,gcvrb
VoxConverse,,Baseline,Coverage,0.25213,,gcvrb
VoxConverse,,Baseline,DER,0.50856,,jeymh
VoxConverse,,Baseline,JER,0.82991,,jeymh
VoxConverse,,Baseline,Purity,0.61377,,jeymh
VoxConverse,,Baseline,Coverage,0.63933,,jeymh
VoxConverse,,Baseline,DER,0.76797,,yukhy
VoxConverse,,Baseline,JER,0.73583,,yukhy
VoxConverse,,Baseline,Purity,0.61253,,yukhy
VoxConverse,,Baseline,Coverage,0.24921,,yukhy
VoxConverse,,Baseline,DER,0.72368,,gylzn
VoxConverse,,Baseline,JER,0.51155,,gylzn
VoxConverse,,Baseline,Purity,0.95635,,gylzn
VoxConverse,,Baseline,Coverage,0.31527,,gylzn
VoxConverse,,Baseline,DER,0.82002,,xqxkt
VoxConverse,,Baseline,JER,0.88065,,xqxkt
VoxConverse,,Baseline,Purity,0.63202,,xqxkt
VoxConverse,,Baseline,Coverage,0.25639,,xqxkt
VoxConverse,,Baseline,DER,1.51335,,kzmyi
VoxConverse,,Baseline,JER,0.79216,,kzmyi
VoxConverse,,Baseline,Purity,0.45087,,kzmyi
VoxConverse,,Baseline,Coverage,0.45698,,kzmyi
VoxConverse,,Baseline,DER,0.84656,,lhuly
VoxConverse,,Baseline,JER,0.89555,,lhuly
VoxConverse,,Baseline,Purity,0.57561,,lhuly
VoxConverse,,Baseline,Coverage,0.23414,,lhuly
VoxConverse,,Baseline,DER,0.82604,,pxqme
VoxConverse,,Baseline,JER,0.78339,,pxqme
VoxConverse,,Baseline,Purity,1.0,,pxqme
VoxConverse,,Baseline,Coverage,0.21661,,pxqme
VoxConverse,,Baseline,DER,0.66127,,vncid
VoxConverse,,Baseline,JER,0.8585,,vncid
VoxConverse,,Baseline,Purity,0.64796,,vncid
VoxConverse,,Baseline,Coverage,0.44756,,vncid
VoxConverse,,Baseline,DER,0.853,,vgevv
VoxConverse,,Baseline,JER,0.89759,,vgevv
VoxConverse,,Baseline,Purity,0.63335,,vgevv
VoxConverse,,Baseline,Coverage,0.36228,,vgevv
VoxConverse,,Baseline,DER,0.74354,,tvtoe
VoxConverse,,Baseline,JER,0.70981,,tvtoe
VoxConverse,,Baseline,Purity,0.95615,,tvtoe
VoxConverse,,Baseline,Coverage,0.26811,,tvtoe
VoxConverse,,Baseline,DER,0.72278,,isrps
VoxConverse,,Baseline,JER,0.76137,,isrps
VoxConverse,,Baseline,Purity,0.46074,,isrps
VoxConverse,,Baseline,Coverage,0.37484,,isrps
VoxConverse,,Baseline,DER,0.71039,,hcyak
VoxConverse,,Baseline,JER,0.86927,,hcyak
VoxConverse,,Baseline,Purity,0.60689,,hcyak
VoxConverse,,Baseline,Coverage,0.33874,,hcyak
VoxConverse,,Baseline,DER,0.64236,,tnjoh
VoxConverse,,Baseline,JER,0.47198,,tnjoh
VoxConverse,,Baseline,Purity,0.91023,,tnjoh
VoxConverse,,Baseline,Coverage,0.51723,,tnjoh
VoxConverse,,Baseline,DER,0.87319,,crorm
VoxConverse,,Baseline,JER,0.89168,,crorm
VoxConverse,,Baseline,Purity,0.98836,,crorm
VoxConverse,,Baseline,Coverage,0.17466,,crorm
VoxConverse,,Baseline,DER,0.8131,,dlast
VoxConverse,,Baseline,JER,0.87159,,dlast
VoxConverse,,Baseline,Purity,0.28608,,dlast
VoxConverse,,Baseline,Coverage,0.37297,,dlast
VoxConverse,,Baseline,DER,1.00899,,mupzb
VoxConverse,,Baseline,JER,0.70866,,mupzb
VoxConverse,,Baseline,Purity,0.85722,,mupzb
VoxConverse,,Baseline,Coverage,0.31001,,mupzb
VoxConverse,,Baseline,DER,0.82534,,rarij
VoxConverse,,Baseline,JER,0.90305,,rarij
VoxConverse,,Baseline,Purity,0.47721,,rarij
VoxConverse,,Baseline,Coverage,0.26337,,rarij
VoxConverse,,Baseline,DER,0.73789,,ryken
VoxConverse,,Baseline,JER,0.83559,,ryken
VoxConverse,,Baseline,Purity,0.60133,,ryken
VoxConverse,,Baseline,Coverage,0.3259,,ryken
VoxConverse,,Baseline,DER,0.98995,,xlsme
VoxConverse,,Baseline,JER,0.90254,,xlsme
VoxConverse,,Baseline,Purity,0.56184,,xlsme
VoxConverse,,Baseline,Coverage,0.22582,,xlsme
VoxConverse,,Baseline,DER,0.87101,,kmjvh
VoxConverse,,Baseline,JER,0.83996,,kmjvh
VoxConverse,,Baseline,Purity,0.73538,,kmjvh
VoxConverse,,Baseline,Coverage,0.40449,,kmjvh
VoxConverse,,Baseline,DER,0.74741,,qajyo
VoxConverse,,Baseline,JER,0.91732,,qajyo
VoxConverse,,Baseline,Purity,0.48387,,qajyo
VoxConverse,,Baseline,Coverage,0.30896,,qajyo
VoxConverse,,Baseline,DER,0.60114,,xvxwv
VoxConverse,,Baseline,JER,0.74154,,xvxwv
VoxConverse,,Baseline,Purity,0.70023,,xvxwv
VoxConverse,,Baseline,Coverage,0.45905,,xvxwv
VoxConverse,,Baseline,DER,0.71707,,lilfy
VoxConverse,,Baseline,JER,0.71813,,lilfy
VoxConverse,,Baseline,Purity,0.73577,,lilfy
VoxConverse,,Baseline,Coverage,0.40887,,lilfy
VoxConverse,,Baseline,DER,0.67831,,zzyyo
VoxConverse,,Baseline,JER,0.86726,,zzyyo
VoxConverse,,Baseline,Purity,0.47487,,zzyyo
VoxConverse,,Baseline,Coverage,0.40915,,zzyyo
VoxConverse,,Baseline,DER,0.7191,,dxbbt
VoxConverse,,Baseline,JER,0.68057,,dxbbt
VoxConverse,,Baseline,Purity,0.6934,,dxbbt
VoxConverse,,Baseline,Coverage,0.32203,,dxbbt
VoxConverse,,Baseline,DER,0.72238,,swbnm
VoxConverse,,Baseline,JER,0.77079,,swbnm
VoxConverse,,Baseline,Purity,0.63024,,swbnm
VoxConverse,,Baseline,Coverage,0.43043,,swbnm
VoxConverse,,Baseline,DER,0.99759,,ptses
VoxConverse,,Baseline,JER,0.876,,ptses
VoxConverse,,Baseline,Purity,0.44891,,ptses
VoxConverse,,Baseline,Coverage,0.307,,ptses
VoxConverse,,Baseline,DER,0.93869,,ylgug
VoxConverse,,Baseline,JER,0.93492,,ylgug
VoxConverse,,Baseline,Purity,0.99192,,ylgug
VoxConverse,,Baseline,Coverage,0.17026,,ylgug
VoxConverse,,Baseline,DER,0.95195,,zowse
VoxConverse,,Baseline,JER,0.92147,,zowse
VoxConverse,,Baseline,Purity,0.4973,,zowse
VoxConverse,,Baseline,Coverage,0.2138,,zowse
VoxConverse,,Baseline,DER,0.92749,,gwloo
VoxConverse,,Baseline,JER,0.79349,,gwloo
VoxConverse,,Baseline,Purity,1.0,,gwloo
VoxConverse,,Baseline,Coverage,0.20832,,gwloo
VoxConverse,,Baseline,DER,0.80429,,eguui
VoxConverse,,Baseline,JER,0.76872,,eguui
VoxConverse,,Baseline,Purity,0.70476,,eguui
VoxConverse,,Baseline,Coverage,0.28313,,eguui
VoxConverse,,Baseline,DER,1.53183,,vylyk
VoxConverse,,Baseline,JER,0.894,,vylyk
VoxConverse,,Baseline,Purity,0.9741,,vylyk
VoxConverse,,Baseline,Coverage,0.24083,,vylyk
VoxConverse,,Baseline,DER,1.38537,,xmyyy
VoxConverse,,Baseline,JER,0.81789,,xmyyy
VoxConverse,,Baseline,Purity,0.53566,,xmyyy
VoxConverse,,Baseline,Coverage,0.34029,,xmyyy
VoxConverse,,Baseline,DER,0.90831,,thnuq
VoxConverse,,Baseline,JER,0.87319,,thnuq
VoxConverse,,Baseline,Purity,0.46222,,thnuq
VoxConverse,,Baseline,Coverage,0.48659,,thnuq
VoxConverse,,Baseline,DER,0.9096,,crylr
VoxConverse,,Baseline,JER,0.76758,,crylr
VoxConverse,,Baseline,Purity,0.72212,,crylr
VoxConverse,,Baseline,Coverage,0.31009,,crylr
VoxConverse,,Baseline,DER,0.7892,,sexgc
VoxConverse,,Baseline,JER,0.80189,,sexgc
VoxConverse,,Baseline,Purity,0.75474,,sexgc
VoxConverse,,Baseline,Coverage,0.28374,,sexgc
VoxConverse,,Baseline,DER,0.68511,,kmunk
VoxConverse,,Baseline,JER,0.62444,,kmunk
VoxConverse,,Baseline,Purity,0.90847,,kmunk
VoxConverse,,Baseline,Coverage,0.38231,,kmunk
VoxConverse,,Baseline,DER,1.11028,,wprog
VoxConverse,,Baseline,JER,0.65563,,wprog
VoxConverse,,Baseline,Purity,0.96265,,wprog
VoxConverse,,Baseline,Coverage,0.3263,,wprog
VoxConverse,,Baseline,DER,0.77775,,fvhrk
VoxConverse,,Baseline,JER,0.80781,,fvhrk
VoxConverse,,Baseline,Purity,0.80454,,fvhrk
VoxConverse,,Baseline,Coverage,0.29087,,fvhrk
VoxConverse,,Baseline,DER,0.84017,,yzvon
VoxConverse,,Baseline,JER,0.87217,,yzvon
VoxConverse,,Baseline,Purity,0.86543,,yzvon
VoxConverse,,Baseline,Coverage,0.31739,,yzvon
VoxConverse,,Baseline,DER,0.77455,,jrfaz
VoxConverse,,Baseline,JER,0.86611,,jrfaz
VoxConverse,,Baseline,Purity,0.35427,,jrfaz
VoxConverse,,Baseline,Coverage,0.29128,,jrfaz
VoxConverse,,Baseline,DER,0.89807,,mxduo
VoxConverse,,Baseline,JER,0.8955,,mxduo
VoxConverse,,Baseline,Purity,0.55565,,mxduo
VoxConverse,,Baseline,Coverage,0.29199,,mxduo
VoxConverse,,Baseline,DER,0.70742,,tkybe
VoxConverse,,Baseline,JER,0.77134,,tkybe
VoxConverse,,Baseline,Purity,0.64231,,tkybe
VoxConverse,,Baseline,Coverage,0.36229,,tkybe
VoxConverse,,Baseline,DER,0.76187,,wdvva
VoxConverse,,Baseline,JER,0.72024,,wdvva
VoxConverse,,Baseline,Purity,0.73668,,wdvva
VoxConverse,,Baseline,Coverage,0.29063,,wdvva
VoxConverse,,Baseline,DER,1.04379,,kvkje
VoxConverse,,Baseline,JER,0.85119,,kvkje
VoxConverse,,Baseline,Purity,0.36292,,kvkje
VoxConverse,,Baseline,Coverage,0.44257,,kvkje
VoxConverse,,Baseline,DER,1.12073,,fxnwf
VoxConverse,,Baseline,JER,0.80512,,fxnwf
VoxConverse,,Baseline,Purity,0.72396,,fxnwf
VoxConverse,,Baseline,Coverage,0.28355,,fxnwf
VoxConverse,,Baseline,DER,0.89022,,dzxut
VoxConverse,,Baseline,JER,0.88302,,dzxut
VoxConverse,,Baseline,Purity,0.72508,,dzxut
VoxConverse,,Baseline,Coverage,0.29071,,dzxut
VoxConverse,,Baseline,DER,1.00672,,wibky
VoxConverse,,Baseline,JER,0.74263,,wibky
VoxConverse,,Baseline,Purity,1.0,,wibky
VoxConverse,,Baseline,Coverage,0.25768,,wibky
VoxConverse,,Baseline,DER,0.7859,,qadia
VoxConverse,,Baseline,JER,0.76746,,qadia
VoxConverse,,Baseline,Purity,0.64949,,qadia
VoxConverse,,Baseline,Coverage,0.44234,,qadia
VoxConverse,,Baseline,DER,0.76546,,aepyx
VoxConverse,,Baseline,JER,0.68974,,aepyx
VoxConverse,,Baseline,Purity,0.61204,,aepyx
VoxConverse,,Baseline,Coverage,0.39773,,aepyx
VoxConverse,,Baseline,DER,0.84747,,zsgto
VoxConverse,,Baseline,JER,0.85352,,zsgto
VoxConverse,,Baseline,Purity,0.67327,,zsgto
VoxConverse,,Baseline,Coverage,0.26035,,zsgto
VoxConverse,,Baseline,DER,0.86502,,mhwyr
VoxConverse,,Baseline,JER,0.90346,,mhwyr
VoxConverse,,Baseline,Purity,0.63059,,mhwyr
VoxConverse,,Baseline,Coverage,0.26387,,mhwyr
VoxConverse,,Baseline,DER,0.87052,,cpebh
VoxConverse,,Baseline,JER,0.83464,,cpebh
VoxConverse,,Baseline,Purity,1.0,,cpebh
VoxConverse,,Baseline,Coverage,0.16536,,cpebh
VoxConverse,,Baseline,DER,0.81182,,ofbxh
VoxConverse,,Baseline,JER,0.80981,,ofbxh
VoxConverse,,Baseline,Purity,0.45123,,ofbxh
VoxConverse,,Baseline,Coverage,0.35483,,ofbxh
VoxConverse,,Baseline,DER,0.72166,,vzuru
VoxConverse,,Baseline,JER,0.88838,,vzuru
VoxConverse,,Baseline,Purity,0.35515,,vzuru
VoxConverse,,Baseline,Coverage,0.42056,,vzuru
VoxConverse,,Baseline,DER,0.87677,,leneg
VoxConverse,,Baseline,JER,0.75308,,leneg
VoxConverse,,Baseline,Purity,0.76167,,leneg
VoxConverse,,Baseline,Coverage,0.27392,,leneg
VoxConverse,,Baseline,DER,0.79385,,xffsa
VoxConverse,,Baseline,JER,0.90435,,xffsa
VoxConverse,,Baseline,Purity,0.77301,,xffsa
VoxConverse,,Baseline,Coverage,0.2579,,xffsa
VoxConverse,,Baseline,DER,0.73974,,ktvto
VoxConverse,,Baseline,JER,0.89431,,ktvto
VoxConverse,,Baseline,Purity,0.79166,,ktvto
VoxConverse,,Baseline,Coverage,0.35359,,ktvto
VoxConverse,,Baseline,DER,0.70711,,ybhwz
VoxConverse,,Baseline,JER,0.8323,,ybhwz
VoxConverse,,Baseline,Purity,0.49817,,ybhwz
VoxConverse,,Baseline,Coverage,0.33126,,ybhwz
VoxConverse,,Baseline,DER,0.84473,,diysk
VoxConverse,,Baseline,JER,0.91383,,diysk
VoxConverse,,Baseline,Purity,0.45994,,diysk
VoxConverse,,Baseline,Coverage,0.32438,,diysk
VoxConverse,,Baseline,DER,0.72739,,jwggf
VoxConverse,,Baseline,JER,0.76241,,jwggf
VoxConverse,,Baseline,Purity,0.68086,,jwggf
VoxConverse,,Baseline,Coverage,0.37974,,jwggf
VoxConverse,,Baseline,DER,0.95354,,bmsyn
VoxConverse,,Baseline,JER,0.80065,,bmsyn
VoxConverse,,Baseline,Purity,0.50846,,bmsyn
VoxConverse,,Baseline,Coverage,0.31561,,bmsyn
VoxConverse,,Baseline,DER,0.78739,,qwepo
VoxConverse,,Baseline,JER,0.82115,,qwepo
VoxConverse,,Baseline,Purity,0.61893,,qwepo
VoxConverse,,Baseline,Coverage,0.22918,,qwepo
VoxConverse,,Baseline,DER,0.809,,mkhie
VoxConverse,,Baseline,JER,0.88693,,mkhie
VoxConverse,,Baseline,Purity,0.57376,,mkhie
VoxConverse,,Baseline,Coverage,0.32071,,mkhie
VoxConverse,,Baseline,DER,1.10401,,zqidv
VoxConverse,,Baseline,JER,0.88066,,zqidv
VoxConverse,,Baseline,Purity,0.46706,,zqidv
VoxConverse,,Baseline,Coverage,0.36952,,zqidv
VoxConverse,,Baseline,DER,0.79995,,nitgx
VoxConverse,,Baseline,JER,0.94818,,nitgx
VoxConverse,,Baseline,Purity,0.51107,,nitgx
VoxConverse,,Baseline,Coverage,0.3628,,nitgx
VoxConverse,,Baseline,DER,0.67881,,cvofp
VoxConverse,,Baseline,JER,0.65812,,cvofp
VoxConverse,,Baseline,Purity,0.59756,,cvofp
VoxConverse,,Baseline,Coverage,0.42075,,cvofp
VoxConverse,,Baseline,DER,0.83476,,jzkzt
VoxConverse,,Baseline,JER,0.9177,,jzkzt
VoxConverse,,Baseline,Purity,0.57778,,jzkzt
VoxConverse,,Baseline,Coverage,0.29571,,jzkzt
VoxConverse,,Baseline,DER,0.76168,,pgtkk
VoxConverse,,Baseline,JER,0.86019,,pgtkk
VoxConverse,,Baseline,Purity,0.41112,,pgtkk
VoxConverse,,Baseline,Coverage,0.38495,,pgtkk
VoxConverse,,Baseline,DER,0.80219,,xkgos
VoxConverse,,Baseline,JER,0.74569,,xkgos
VoxConverse,,Baseline,Purity,0.86724,,xkgos
VoxConverse,,Baseline,Coverage,0.28772,,xkgos
VoxConverse,,Baseline,DER,0.9308,,bgvvt
VoxConverse,,Baseline,JER,0.66345,,bgvvt
VoxConverse,,Baseline,Purity,0.95874,,bgvvt
VoxConverse,,Baseline,Coverage,0.26715,,bgvvt
VoxConverse,,Baseline,DER,0.84801,,xggbk
VoxConverse,,Baseline,JER,0.90105,,xggbk
VoxConverse,,Baseline,Purity,0.44671,,xggbk
VoxConverse,,Baseline,Coverage,0.25262,,xggbk
VoxConverse,,Baseline,DER,0.93335,,epygx
VoxConverse,,Baseline,JER,0.8936,,epygx
VoxConverse,,Baseline,Purity,0.49261,,epygx
VoxConverse,,Baseline,Coverage,0.24962,,epygx
VoxConverse,,Baseline,DER,0.82558,,oubab
VoxConverse,,Baseline,JER,0.71726,,oubab
VoxConverse,,Baseline,Purity,0.60128,,oubab
VoxConverse,,Baseline,Coverage,0.34525,,oubab
VoxConverse,,Baseline,DER,0.76083,,lpola
VoxConverse,,Baseline,JER,0.79386,,lpola
VoxConverse,,Baseline,Purity,0.72605,,lpola
VoxConverse,,Baseline,Coverage,0.31759,,lpola
VoxConverse,,Baseline,DER,0.83677,,jttar
VoxConverse,,Baseline,JER,0.9232,,jttar
VoxConverse,,Baseline,Purity,0.96201,,jttar
VoxConverse,,Baseline,Coverage,0.23337,,jttar
VoxConverse,,Baseline,DER,0.9116,,wwvcs
VoxConverse,,Baseline,JER,0.81555,,wwvcs
VoxConverse,,Baseline,Purity,0.66989,,wwvcs
