Data Set,Set,Version,Approach,Metric,Value,Method,File
VoxConverse,,3.1,Exact,DER,0.09486,PyAnnote,zzsba
VoxConverse,,3.1,Exact,JER,0.25868,PyAnnote,zzsba
VoxConverse,,3.1,Exact,Purity,0.96541,PyAnnote,zzsba
VoxConverse,,3.1,Exact,Coverage,0.96708,PyAnnote,zzsba
VoxConverse,,3.1,Exact,DER,0.27543,PyAnnote,sbrmv
VoxConverse,,3.1,Exact,JER,0.31928,PyAnnote,sbrmv
VoxConverse,,3.1,Exact,Purity,0.63235,PyAnnote,sbrmv
VoxConverse,,3.1,Exact,Coverage,0.63235,PyAnnote,sbrmv
VoxConverse,,3.1,Exact,DER,0.11585,PyAnnote,fijfi
VoxConverse,,3.1,Exact,JER,0.24941,PyAnnote,fijfi
VoxConverse,,3.1,Exact,Purity,0.9175,PyAnnote,fijfi
VoxConverse,,3.1,Exact,Coverage,0.9128,PyAnnote,fijfi
VoxConverse,,3.1,Exact,DER,0.10664,PyAnnote,uicid
VoxConverse,,3.1,Exact,JER,0.10468,PyAnnote,uicid
VoxConverse,,3.1,Exact,Purity,1.0,PyAnnote,uicid
VoxConverse,,3.1,Exact,Coverage,1.0,PyAnnote,uicid
VoxConverse,,3.1,Exact,DER,0.11012,PyAnnote,xtdcl
VoxConverse,,3.1,Exact,JER,0.12117,PyAnnote,xtdcl
VoxConverse,,3.1,Exact,Purity,1.0,PyAnnote,xtdcl
VoxConverse,,3.1,Exact,Coverage,1.0,PyAnnote,xtdcl
VoxConverse,,3.1,Exact,DER,0.12904,PyAnnote,olzkb
VoxConverse,,3.1,Exact,JER,0.21161,PyAnnote,olzkb
VoxConverse,,3.1,Exact,Purity,0.8766,PyAnnote,olzkb
VoxConverse,,3.1,Exact,Coverage,0.8766,PyAnnote,olzkb
VoxConverse,,3.1,Exact,DER,0.62032,PyAnnote,dxokr
VoxConverse,,3.1,Exact,JER,0.86754,PyAnnote,dxokr
VoxConverse,,3.1,Exact,Purity,0.88964,PyAnnote,dxokr
VoxConverse,,3.1,Exact,Coverage,0.43899,PyAnnote,dxokr
VoxConverse,,3.1,Exact,DER,0.46996,PyAnnote,aiqwk
VoxConverse,,3.1,Exact,JER,0.75698,PyAnnote,aiqwk
VoxConverse,,3.1,Exact,Purity,0.87811,PyAnnote,aiqwk
VoxConverse,,3.1,Exact,Coverage,0.66536,PyAnnote,aiqwk
VoxConverse,,3.1,Exact,DER,0.11724,PyAnnote,ezxso
VoxConverse,,3.1,Exact,JER,0.30141,PyAnnote,ezxso
VoxConverse,,3.1,Exact,Purity,0.91728,PyAnnote,ezxso
VoxConverse,,3.1,Exact,Coverage,0.96885,PyAnnote,ezxso
VoxConverse,,3.1,Exact,DER,0.00559,PyAnnote,dzsef
VoxConverse,,3.1,Exact,JER,0.01617,PyAnnote,dzsef
VoxConverse,,3.1,Exact,Purity,0.99706,PyAnnote,dzsef
VoxConverse,,3.1,Exact,Coverage,0.99706,PyAnnote,dzsef
VoxConverse,,3.1,Exact,DER,0.09682,PyAnnote,gcvrb
VoxConverse,,3.1,Exact,JER,0.12255,PyAnnote,gcvrb
VoxConverse,,3.1,Exact,Purity,0.94455,PyAnnote,gcvrb
VoxConverse,,3.1,Exact,Coverage,0.94455,PyAnnote,gcvrb
VoxConverse,,3.1,Exact,DER,0.35456,PyAnnote,jeymh
VoxConverse,,3.1,Exact,JER,0.58797,PyAnnote,jeymh
VoxConverse,,3.1,Exact,Purity,0.92852,PyAnnote,jeymh
VoxConverse,,3.1,Exact,Coverage,0.68801,PyAnnote,jeymh
VoxConverse,,3.1,Exact,DER,0.19025,PyAnnote,yukhy
VoxConverse,,3.1,Exact,JER,0.52721,PyAnnote,yukhy
VoxConverse,,3.1,Exact,Purity,0.84255,PyAnnote,yukhy
VoxConverse,,3.1,Exact,Coverage,0.76243,PyAnnote,yukhy
VoxConverse,,3.1,Exact,DER,0.02495,PyAnnote,gylzn
VoxConverse,,3.1,Exact,JER,0.02536,PyAnnote,gylzn
VoxConverse,,3.1,Exact,Purity,0.99574,PyAnnote,gylzn
VoxConverse,,3.1,Exact,Coverage,0.99574,PyAnnote,gylzn
VoxConverse,,3.1,Exact,DER,0.11639,PyAnnote,xkmqx
VoxConverse,,3.1,Exact,JER,0.42683,PyAnnote,xkmqx
VoxConverse,,3.1,Exact,Purity,0.83523,PyAnnote,xkmqx
VoxConverse,,3.1,Exact,Coverage,0.86796,PyAnnote,xkmqx
VoxConverse,,3.1,Exact,DER,0.05966,PyAnnote,xqxkt
VoxConverse,,3.1,Exact,JER,0.21584,PyAnnote,xqxkt
VoxConverse,,3.1,Exact,Purity,0.9686,PyAnnote,xqxkt
VoxConverse,,3.1,Exact,Coverage,0.98615,PyAnnote,xqxkt
VoxConverse,,3.1,Exact,DER,0.05206,PyAnnote,kzmyi
VoxConverse,,3.1,Exact,JER,0.06493,PyAnnote,kzmyi
VoxConverse,,3.1,Exact,Purity,0.98244,PyAnnote,kzmyi
VoxConverse,,3.1,Exact,Coverage,0.98244,PyAnnote,kzmyi
VoxConverse,,3.1,Exact,DER,0.06905,PyAnnote,lhuly
VoxConverse,,3.1,Exact,JER,0.23601,PyAnnote,lhuly
VoxConverse,,3.1,Exact,Purity,0.96311,PyAnnote,lhuly
VoxConverse,,3.1,Exact,Coverage,0.97433,PyAnnote,lhuly
VoxConverse,,3.1,Exact,DER,0.02063,PyAnnote,pxqme
VoxConverse,,3.1,Exact,JER,0.02049,PyAnnote,pxqme
VoxConverse,,3.1,Exact,Purity,1.0,PyAnnote,pxqme
VoxConverse,,3.1,Exact,Coverage,1.0,PyAnnote,pxqme
VoxConverse,,3.1,Exact,DER,0.0756,PyAnnote,vncid
VoxConverse,,3.1,Exact,JER,0.36875,PyAnnote,vncid
VoxConverse,,3.1,Exact,Purity,0.9879,PyAnnote,vncid
VoxConverse,,3.1,Exact,Coverage,0.98044,PyAnnote,vncid
VoxConverse,,3.1,Exact,DER,0.4003,PyAnnote,vgevv
VoxConverse,,3.1,Exact,JER,0.70049,PyAnnote,vgevv
VoxConverse,,3.1,Exact,Purity,0.80822,PyAnnote,vgevv
VoxConverse,,3.1,Exact,Coverage,0.64236,PyAnnote,vgevv
VoxConverse,,3.1,Exact,DER,0.02239,PyAnnote,tvtoe
VoxConverse,,3.1,Exact,JER,0.34587,PyAnnote,tvtoe
VoxConverse,,3.1,Exact,Purity,0.99039,PyAnnote,tvtoe
VoxConverse,,3.1,Exact,Coverage,0.97923,PyAnnote,tvtoe
VoxConverse,,3.1,Exact,DER,0.10541,PyAnnote,isrps
VoxConverse,,3.1,Exact,JER,0.20488,PyAnnote,isrps
VoxConverse,,3.1,Exact,Purity,0.80476,PyAnnote,isrps
VoxConverse,,3.1,Exact,Coverage,0.85189,PyAnnote,isrps
VoxConverse,,3.1,Exact,DER,0.07149,PyAnnote,hcyak
VoxConverse,,3.1,Exact,JER,0.4125,PyAnnote,hcyak
VoxConverse,,3.1,Exact,Purity,0.91548,PyAnnote,hcyak
VoxConverse,,3.1,Exact,Coverage,0.96045,PyAnnote,hcyak
VoxConverse,,3.1,Exact,DER,0.4262,PyAnnote,gfneh
VoxConverse,,3.1,Exact,JER,0.5876,PyAnnote,gfneh
VoxConverse,,3.1,Exact,Purity,0.68302,PyAnnote,gfneh
VoxConverse,,3.1,Exact,Coverage,0.73578,PyAnnote,gfneh
VoxConverse,,3.1,Exact,DER,0.06831,PyAnnote,tnjoh
VoxConverse,,3.1,Exact,JER,0.26379,PyAnnote,tnjoh
VoxConverse,,3.1,Exact,Purity,0.98909,PyAnnote,tnjoh
VoxConverse,,3.1,Exact,Coverage,1.0,PyAnnote,tnjoh
VoxConverse,,3.1,Exact,DER,0.08405,PyAnnote,crorm
VoxConverse,,3.1,Exact,JER,0.06648,PyAnnote,crorm
VoxConverse,,3.1,Exact,Purity,0.99705,PyAnnote,crorm
VoxConverse,,3.1,Exact,Coverage,0.99705,PyAnnote,crorm
VoxConverse,,3.1,Exact,DER,0.04687,PyAnnote,dlast
VoxConverse,,3.1,Exact,JER,0.06089,PyAnnote,dlast
VoxConverse,,3.1,Exact,Purity,0.95068,PyAnnote,dlast
VoxConverse,,3.1,Exact,Coverage,0.95068,PyAnnote,dlast
VoxConverse,,3.1,Exact,DER,0.16564,PyAnnote,mupzb
VoxConverse,,3.1,Exact,JER,0.143,PyAnnote,mupzb
VoxConverse,,3.1,Exact,Purity,0.94536,PyAnnote,mupzb
VoxConverse,,3.1,Exact,Coverage,0.94536,PyAnnote,mupzb
VoxConverse,,3.1,Exact,DER,0.16076,PyAnnote,rarij
VoxConverse,,3.1,Exact,JER,0.2956,PyAnnote,rarij
VoxConverse,,3.1,Exact,Purity,0.87881,PyAnnote,rarij
VoxConverse,,3.1,Exact,Coverage,0.97189,PyAnnote,rarij
VoxConverse,,3.1,Exact,DER,0.02448,PyAnnote,ryken
VoxConverse,,3.1,Exact,JER,0.04428,PyAnnote,ryken
VoxConverse,,3.1,Exact,Purity,0.95634,PyAnnote,ryken
VoxConverse,,3.1,Exact,Coverage,0.95634,PyAnnote,ryken
VoxConverse,,3.1,Exact,DER,0.10877,PyAnnote,xlsme
VoxConverse,,3.1,Exact,JER,0.17124,PyAnnote,xlsme
VoxConverse,,3.1,Exact,Purity,0.97382,PyAnnote,xlsme
VoxConverse,,3.1,Exact,Coverage,0.97382,PyAnnote,xlsme
VoxConverse,,3.1,Exact,DER,0.25629,PyAnnote,kmjvh
VoxConverse,,3.1,Exact,JER,0.43373,PyAnnote,kmjvh
VoxConverse,,3.1,Exact,Purity,0.96331,PyAnnote,kmjvh
VoxConverse,,3.1,Exact,Coverage,0.88755,PyAnnote,kmjvh
VoxConverse,,3.1,Exact,DER,0.18254,PyAnnote,qajyo
VoxConverse,,3.1,Exact,JER,0.50752,PyAnnote,qajyo
VoxConverse,,3.1,Exact,Purity,0.81876,PyAnnote,qajyo
VoxConverse,,3.1,Exact,Coverage,0.78308,PyAnnote,qajyo
VoxConverse,,3.1,Exact,DER,0.20741,PyAnnote,xvxwv
VoxConverse,,3.1,Exact,JER,0.44949,PyAnnote,xvxwv
VoxConverse,,3.1,Exact,Purity,0.95216,PyAnnote,xvxwv
VoxConverse,,3.1,Exact,Coverage,0.83109,PyAnnote,xvxwv
VoxConverse,,3.1,Exact,DER,0.04901,PyAnnote,lilfy
VoxConverse,,3.1,Exact,JER,0.05627,PyAnnote,lilfy
VoxConverse,,3.1,Exact,Purity,0.99009,PyAnnote,lilfy
VoxConverse,,3.1,Exact,Coverage,0.99009,PyAnnote,lilfy
VoxConverse,,3.1,Exact,DER,0.14596,PyAnnote,zzyyo
VoxConverse,,3.1,Exact,JER,0.40076,PyAnnote,zzyyo
VoxConverse,,3.1,Exact,Purity,0.8625,PyAnnote,zzyyo
VoxConverse,,3.1,Exact,Coverage,0.84599,PyAnnote,zzyyo
VoxConverse,,3.1,Exact,DER,0.0553,PyAnnote,dxbbt
VoxConverse,,3.1,Exact,JER,0.07161,PyAnnote,dxbbt
VoxConverse,,3.1,Exact,Purity,0.95902,PyAnnote,dxbbt
VoxConverse,,3.1,Exact,Coverage,0.95902,PyAnnote,dxbbt
VoxConverse,,3.1,Exact,DER,0.08833,PyAnnote,swbnm
VoxConverse,,3.1,Exact,JER,0.25614,PyAnnote,swbnm
VoxConverse,,3.1,Exact,Purity,0.99616,PyAnnote,swbnm
VoxConverse,,3.1,Exact,Coverage,0.9613,PyAnnote,swbnm
VoxConverse,,3.1,Exact,DER,0.04247,PyAnnote,jjvkx
VoxConverse,,3.1,Exact,JER,0.0643,PyAnnote,jjvkx
VoxConverse,,3.1,Exact,Purity,0.98225,PyAnnote,jjvkx
VoxConverse,,3.1,Exact,Coverage,0.98225,PyAnnote,jjvkx
VoxConverse,,3.1,Exact,DER,0.57069,PyAnnote,ptses
VoxConverse,,3.1,Exact,JER,0.74808,PyAnnote,ptses
VoxConverse,,3.1,Exact,Purity,0.61627,PyAnnote,ptses
VoxConverse,,3.1,Exact,Coverage,0.5409,PyAnnote,ptses
VoxConverse,,3.1,Exact,DER,0.12138,PyAnnote,ylgug
VoxConverse,,3.1,Exact,JER,0.6734,PyAnnote,ylgug
VoxConverse,,3.1,Exact,Purity,0.99171,PyAnnote,ylgug
VoxConverse,,3.1,Exact,Coverage,0.9246,PyAnnote,ylgug
VoxConverse,,3.1,Exact,DER,0.0545,PyAnnote,euqef
VoxConverse,,3.1,Exact,JER,0.05397,PyAnnote,euqef
VoxConverse,,3.1,Exact,Purity,1.0,PyAnnote,euqef
VoxConverse,,3.1,Exact,Coverage,1.0,PyAnnote,euqef
VoxConverse,,3.1,Exact,DER,0.1208,PyAnnote,zowse
VoxConverse,,3.1,Exact,JER,0.24603,PyAnnote,zowse
VoxConverse,,3.1,Exact,Purity,0.96653,PyAnnote,zowse
VoxConverse,,3.1,Exact,Coverage,0.96379,PyAnnote,zowse
VoxConverse,,3.1,Exact,DER,0.09983,PyAnnote,mxdpo
VoxConverse,,3.1,Exact,JER,0.52496,PyAnnote,mxdpo
VoxConverse,,3.1,Exact,Purity,0.98814,PyAnnote,mxdpo
VoxConverse,,3.1,Exact,Coverage,0.99912,PyAnnote,mxdpo
VoxConverse,,3.1,Exact,DER,0.04939,PyAnnote,gwloo
VoxConverse,,3.1,Exact,JER,0.04823,PyAnnote,gwloo
VoxConverse,,3.1,Exact,Purity,1.0,PyAnnote,gwloo
VoxConverse,,3.1,Exact,Coverage,1.0,PyAnnote,gwloo
VoxConverse,,3.1,Exact,DER,0.09858,PyAnnote,nqcpi
VoxConverse,,3.1,Exact,JER,0.40447,PyAnnote,nqcpi
VoxConverse,,3.1,Exact,Purity,0.9155,PyAnnote,nqcpi
VoxConverse,,3.1,Exact,Coverage,0.96794,PyAnnote,nqcpi
VoxConverse,,3.1,Exact,DER,0.05462,PyAnnote,eguui
VoxConverse,,3.1,Exact,JER,0.1088,PyAnnote,eguui
VoxConverse,,3.1,Exact,Purity,0.6718,PyAnnote,eguui
VoxConverse,,3.1,Exact,Coverage,0.6718,PyAnnote,eguui
VoxConverse,,3.1,Exact,DER,0.78612,PyAnnote,vylyk
VoxConverse,,3.1,Exact,JER,0.91291,PyAnnote,vylyk
VoxConverse,,3.1,Exact,Purity,0.94277,PyAnnote,vylyk
VoxConverse,,3.1,Exact,Coverage,0.64937,PyAnnote,vylyk
VoxConverse,,3.1,Exact,DER,0.23746,PyAnnote,xmyyy
VoxConverse,,3.1,Exact,JER,0.40401,PyAnnote,xmyyy
VoxConverse,,3.1,Exact,Purity,0.94321,PyAnnote,xmyyy
VoxConverse,,3.1,Exact,Coverage,0.9243,PyAnnote,xmyyy
VoxConverse,,3.1,Exact,DER,0.10681,PyAnnote,thnuq
VoxConverse,,3.1,Exact,JER,0.27696,PyAnnote,thnuq
VoxConverse,,3.1,Exact,Purity,0.98403,PyAnnote,thnuq
VoxConverse,,3.1,Exact,Coverage,0.98534,PyAnnote,thnuq
VoxConverse,,3.1,Exact,DER,0.23494,PyAnnote,crylr
VoxConverse,,3.1,Exact,JER,0.39538,PyAnnote,crylr
VoxConverse,,3.1,Exact,Purity,0.95284,PyAnnote,crylr
VoxConverse,,3.1,Exact,Coverage,0.83515,PyAnnote,crylr
VoxConverse,,3.1,Exact,DER,0.13816,PyAnnote,sexgc
VoxConverse,,3.1,Exact,JER,0.41244,PyAnnote,sexgc
VoxConverse,,3.1,Exact,Purity,0.82271,PyAnnote,sexgc
VoxConverse,,3.1,Exact,Coverage,0.80598,PyAnnote,sexgc
VoxConverse,,3.1,Exact,DER,0.06974,PyAnnote,kmunk
VoxConverse,,3.1,Exact,JER,0.09778,PyAnnote,kmunk
VoxConverse,,3.1,Exact,Purity,0.93015,PyAnnote,kmunk
VoxConverse,,3.1,Exact,Coverage,0.93015,PyAnnote,kmunk
VoxConverse,,3.1,Exact,DER,0.17144,PyAnnote,wprog
VoxConverse,,3.1,Exact,JER,0.13283,PyAnnote,wprog
VoxConverse,,3.1,Exact,Purity,0.99776,PyAnnote,wprog
VoxConverse,,3.1,Exact,Coverage,0.99776,PyAnnote,wprog
VoxConverse,,3.1,Exact,DER,0.05387,PyAnnote,fvhrk
VoxConverse,,3.1,Exact,JER,0.05082,PyAnnote,fvhrk
VoxConverse,,3.1,Exact,Purity,0.99945,PyAnnote,fvhrk
VoxConverse,,3.1,Exact,Coverage,0.99945,PyAnnote,fvhrk
VoxConverse,,3.1,Exact,DER,0.1413,PyAnnote,yzvon
VoxConverse,,3.1,Exact,JER,0.6529,PyAnnote,yzvon
VoxConverse,,3.1,Exact,Purity,0.96114,PyAnnote,yzvon
VoxConverse,,3.1,Exact,Coverage,0.90481,PyAnnote,yzvon
VoxConverse,,3.1,Exact,DER,0.06599,PyAnnote,jrfaz
VoxConverse,,3.1,Exact,JER,0.07249,PyAnnote,jrfaz
VoxConverse,,3.1,Exact,Purity,0.85727,PyAnnote,jrfaz
VoxConverse,,3.1,Exact,Coverage,0.85727,PyAnnote,jrfaz
VoxConverse,,3.1,Exact,DER,0.21076,PyAnnote,mxduo
VoxConverse,,3.1,Exact,JER,0.48517,PyAnnote,mxduo
VoxConverse,,3.1,Exact,Purity,0.95262,PyAnnote,mxduo
VoxConverse,,3.1,Exact,Coverage,0.86148,PyAnnote,mxduo
VoxConverse,,3.1,Exact,DER,0.05329,PyAnnote,tkybe
VoxConverse,,3.1,Exact,JER,0.06237,PyAnnote,tkybe
VoxConverse,,3.1,Exact,Purity,0.98684,PyAnnote,tkybe
VoxConverse,,3.1,Exact,Coverage,0.98684,PyAnnote,tkybe
VoxConverse,,3.1,Exact,DER,0.05088,PyAnnote,wdvva
VoxConverse,,3.1,Exact,JER,0.05542,PyAnnote,wdvva
VoxConverse,,3.1,Exact,Purity,0.7214,PyAnnote,wdvva
VoxConverse,,3.1,Exact,Coverage,0.7214,PyAnnote,wdvva
VoxConverse,,3.1,Exact,DER,0.09357,PyAnnote,kvkje
VoxConverse,,3.1,Exact,JER,0.08238,PyAnnote,kvkje
VoxConverse,,3.1,Exact,Purity,0.9969,PyAnnote,kvkje
VoxConverse,,3.1,Exact,Coverage,0.9969,PyAnnote,kvkje
VoxConverse,,3.1,Exact,DER,0.26467,PyAnnote,fxnwf
VoxConverse,,3.1,Exact,JER,0.51498,PyAnnote,fxnwf
VoxConverse,,3.1,Exact,Purity,0.82156,PyAnnote,fxnwf
VoxConverse,,3.1,Exact,Coverage,0.83819,PyAnnote,fxnwf
VoxConverse,,3.1,Exact,DER,0.3186,PyAnnote,dzxut
VoxConverse,,3.1,Exact,JER,0.72415,PyAnnote,dzxut
VoxConverse,,3.1,Exact,Purity,0.76309,PyAnnote,dzxut
VoxConverse,,3.1,Exact,Coverage,0.87272,PyAnnote,dzxut
VoxConverse,,3.1,Exact,DER,0.0393,PyAnnote,wibky
VoxConverse,,3.1,Exact,JER,0.03802,PyAnnote,wibky
VoxConverse,,3.1,Exact,Purity,1.0,PyAnnote,wibky
VoxConverse,,3.1,Exact,Coverage,1.0,PyAnnote,wibky
VoxConverse,,3.1,Exact,DER,0.22938,PyAnnote,qadia
VoxConverse,,3.1,Exact,JER,0.37364,PyAnnote,qadia
VoxConverse,,3.1,Exact,Purity,0.9414,PyAnnote,qadia
VoxConverse,,3.1,Exact,Coverage,0.83677,PyAnnote,qadia
VoxConverse,,3.1,Exact,DER,0.11183,PyAnnote,aepyx
VoxConverse,,3.1,Exact,JER,0.14258,PyAnnote,aepyx
VoxConverse,,3.1,Exact,Purity,0.937,PyAnnote,aepyx
VoxConverse,,3.1,Exact,Coverage,0.937,PyAnnote,aepyx
VoxConverse,,3.1,Exact,DER,0.35795,PyAnnote,xtzoq
VoxConverse,,3.1,Exact,JER,0.65458,PyAnnote,xtzoq
VoxConverse,,3.1,Exact,Purity,0.62741,PyAnnote,xtzoq
VoxConverse,,3.1,Exact,Coverage,0.74437,PyAnnote,xtzoq
VoxConverse,,3.1,Exact,DER,0.06729,PyAnnote,zsgto
VoxConverse,,3.1,Exact,JER,0.15767,PyAnnote,zsgto
VoxConverse,,3.1,Exact,Purity,0.98605,PyAnnote,zsgto
VoxConverse,,3.1,Exact,Coverage,0.98605,PyAnnote,zsgto
VoxConverse,,3.1,Exact,DER,0.21083,PyAnnote,mhwyr
VoxConverse,,3.1,Exact,JER,0.48423,PyAnnote,mhwyr
VoxConverse,,3.1,Exact,Purity,0.80067,PyAnnote,mhwyr
VoxConverse,,3.1,Exact,Coverage,0.78088,PyAnnote,mhwyr
VoxConverse,,3.1,Exact,DER,0.37968,PyAnnote,ralnu
VoxConverse,,3.1,Exact,JER,0.65414,PyAnnote,ralnu
VoxConverse,,3.1,Exact,Purity,0.64465,PyAnnote,ralnu
VoxConverse,,3.1,Exact,Coverage,0.77521,PyAnnote,ralnu
VoxConverse,,3.1,Exact,DER,0.00577,PyAnnote,cpebh
VoxConverse,,3.1,Exact,JER,0.00575,PyAnnote,cpebh
VoxConverse,,3.1,Exact,Purity,1.0,PyAnnote,cpebh
VoxConverse,,3.1,Exact,Coverage,1.0,PyAnnote,cpebh
VoxConverse,,3.1,Exact,DER,0.08229,PyAnnote,ofbxh
VoxConverse,,3.1,Exact,JER,0.08524,PyAnnote,ofbxh
VoxConverse,,3.1,Exact,Purity,0.99281,PyAnnote,ofbxh
VoxConverse,,3.1,Exact,Coverage,0.99281,PyAnnote,ofbxh
VoxConverse,,3.1,Exact,DER,0.05208,PyAnnote,vzuru
VoxConverse,,3.1,Exact,JER,0.10789,PyAnnote,vzuru
VoxConverse,,3.1,Exact,Purity,0.97547,PyAnnote,vzuru
VoxConverse,,3.1,Exact,Coverage,0.97544,PyAnnote,vzuru
VoxConverse,,3.1,Exact,DER,0.0922,PyAnnote,leneg
VoxConverse,,3.1,Exact,JER,0.08928,PyAnnote,leneg
VoxConverse,,3.1,Exact,Purity,0.9618,PyAnnote,leneg
VoxConverse,,3.1,Exact,Coverage,0.9618,PyAnnote,leneg
VoxConverse,,3.1,Exact,DER,0.13506,PyAnnote,xffsa
VoxConverse,,3.1,Exact,JER,0.70318,PyAnnote,xffsa
VoxConverse,,3.1,Exact,Purity,0.90134,PyAnnote,xffsa
VoxConverse,,3.1,Exact,Coverage,0.85054,PyAnnote,xffsa
VoxConverse,,3.1,Exact,DER,0.34304,PyAnnote,ktvto
VoxConverse,,3.1,Exact,JER,0.77573,PyAnnote,ktvto
VoxConverse,,3.1,Exact,Purity,0.79865,PyAnnote,ktvto
VoxConverse,,3.1,Exact,Coverage,0.66692,PyAnnote,ktvto
VoxConverse,,3.1,Exact,DER,0.27603,PyAnnote,ybhwz
VoxConverse,,3.1,Exact,JER,0.61281,PyAnnote,ybhwz
VoxConverse,,3.1,Exact,Purity,0.91704,PyAnnote,ybhwz
VoxConverse,,3.1,Exact,Coverage,0.78665,PyAnnote,ybhwz
VoxConverse,,3.1,Exact,DER,0.27796,PyAnnote,diysk
VoxConverse,,3.1,Exact,JER,0.53782,PyAnnote,diysk
VoxConverse,,3.1,Exact,Purity,0.73785,PyAnnote,diysk
VoxConverse,,3.1,Exact,Coverage,0.73311,PyAnnote,diysk
VoxConverse,,3.1,Exact,DER,0.14625,PyAnnote,jwggf
VoxConverse,,3.1,Exact,JER,0.44321,PyAnnote,jwggf
VoxConverse,,3.1,Exact,Purity,0.98027,PyAnnote,jwggf
VoxConverse,,3.1,Exact,Coverage,0.96507,PyAnnote,jwggf
VoxConverse,,3.1,Exact,DER,0.32083,PyAnnote,bmsyn
VoxConverse,,3.1,Exact,JER,0.41229,PyAnnote,bmsyn
VoxConverse,,3.1,Exact,Purity,0.77777,PyAnnote,bmsyn
VoxConverse,,3.1,Exact,Coverage,0.77412,PyAnnote,bmsyn
VoxConverse,,3.1,Exact,DER,0.21296,PyAnnote,cadba
VoxConverse,,3.1,Exact,JER,0.3591,PyAnnote,cadba
VoxConverse,,3.1,Exact,Purity,0.82833,PyAnnote,cadba
VoxConverse,,3.1,Exact,Coverage,0.83647,PyAnnote,cadba
VoxConverse,,3.1,Exact,DER,0.05953,PyAnnote,rmvsh
VoxConverse,,3.1,Exact,JER,0.04275,PyAnnote,rmvsh
VoxConverse,,3.1,Exact,Purity,1.0,PyAnnote,rmvsh
VoxConverse,,3.1,Exact,Coverage,1.0,PyAnnote,rmvsh
VoxConverse,,3.1,Exact,DER,0.05042,PyAnnote,qwepo
VoxConverse,,3.1,Exact,JER,0.1572,PyAnnote,qwepo
VoxConverse,,3.1,Exact,Purity,0.76738,PyAnnote,qwepo
VoxConverse,,3.1,Exact,Coverage,0.76738,PyAnnote,qwepo
VoxConverse,,3.1,Exact,DER,0.17496,PyAnnote,mkhie
VoxConverse,,3.1,Exact,JER,0.38556,PyAnnote,mkhie
VoxConverse,,3.1,Exact,Purity,0.96224,PyAnnote,mkhie
VoxConverse,,3.1,Exact,Coverage,0.86796,PyAnnote,mkhie
VoxConverse,,3.1,Exact,DER,0.11937,PyAnnote,zqidv
VoxConverse,,3.1,Exact,JER,0.16657,PyAnnote,zqidv
VoxConverse,,3.1,Exact,Purity,0.91099,PyAnnote,zqidv
VoxConverse,,3.1,Exact,Coverage,0.91099,PyAnnote,zqidv
VoxConverse,,3.1,Exact,DER,0.11082,PyAnnote,nitgx
VoxConverse,,3.1,Exact,JER,0.18035,PyAnnote,nitgx
VoxConverse,,3.1,Exact,Purity,0.87376,PyAnnote,nitgx
VoxConverse,,3.1,Exact,Coverage,0.87323,PyAnnote,nitgx
VoxConverse,,3.1,Exact,DER,0.08416,PyAnnote,cvofp
VoxConverse,,3.1,Exact,JER,0.08484,PyAnnote,cvofp
VoxConverse,,3.1,Exact,Purity,0.98089,PyAnnote,cvofp
VoxConverse,,3.1,Exact,Coverage,0.98089,PyAnnote,cvofp
VoxConverse,,3.1,Exact,DER,0.58459,PyAnnote,jzkzt
VoxConverse,,3.1,Exact,JER,0.81791,PyAnnote,jzkzt
VoxConverse,,3.1,Exact,Purity,0.69634,PyAnnote,jzkzt
VoxConverse,,3.1,Exact,Coverage,0.55745,PyAnnote,jzkzt
VoxConverse,,3.1,Exact,DER,0.11611,PyAnnote,pgtkk
VoxConverse,,3.1,Exact,JER,0.40844,PyAnnote,pgtkk
VoxConverse,,3.1,Exact,Purity,0.92837,PyAnnote,pgtkk
VoxConverse,,3.1,Exact,Coverage,0.92843,PyAnnote,pgtkk
VoxConverse,,3.1,Exact,DER,0.07638,PyAnnote,xkgos
VoxConverse,,3.1,Exact,JER,0.30766,PyAnnote,xkgos
VoxConverse,,3.1,Exact,Purity,0.93955,PyAnnote,xkgos
VoxConverse,,3.1,Exact,Coverage,0.93425,PyAnnote,xkgos
VoxConverse,,3.1,Exact,DER,0.12499,PyAnnote,bgvvt
VoxConverse,,3.1,Exact,JER,0.09939,PyAnnote,bgvvt
VoxConverse,,3.1,Exact,Purity,0.98698,PyAnnote,bgvvt
VoxConverse,,3.1,Exact,Coverage,0.98698,PyAnnote,bgvvt
VoxConverse,,3.1,Exact,DER,0.09551,PyAnnote,xggbk
VoxConverse,,3.1,Exact,JER,0.25519,PyAnnote,xggbk
VoxConverse,,3.1,Exact,Purity,0.96311,PyAnnote,xggbk
VoxConverse,,3.1,Exact,Coverage,0.94948,PyAnnote,xggbk
VoxConverse,,3.1,Exact,DER,0.13203,PyAnnote,epygx
VoxConverse,,3.1,Exact,JER,0.27898,PyAnnote,epygx
VoxConverse,,3.1,Exact,Purity,0.96325,PyAnnote,epygx
VoxConverse,,3.1,Exact,Coverage,0.96199,PyAnnote,epygx
VoxConverse,,3.1,Exact,DER,0.11807,PyAnnote,oubab
VoxConverse,,3.1,Exact,JER,0.16774,PyAnnote,oubab
VoxConverse,,3.1,Exact,Purity,0.87329,PyAnnote,oubab
