Data Set,Set,Version,Approach,Metric,Value,Method,File
MSDWild Few,Few,2.1,Baseline,Coverage,0.82798,PyAnnote,00099
MSDWild Few,Few,2.1,Baseline,DER,0.16221,PyAnnote,01719
MSDWild Few,Few,2.1,Baseline,JER,0.60665,PyAnnote,01719
MSDWild Few,Few,2.1,Baseline,Purity,0.95238,PyAnnote,01719
MSDWild Few,Few,2.1,Baseline,Coverage,0.97347,PyAnnote,01719
MSDWild Few,Few,2.1,Baseline,DER,0.56321,PyAnnote,01772
MSDWild Few,Few,2.1,Baseline,JER,0.63077,PyAnnote,01772
MSDWild Few,Few,2.1,Baseline,Purity,0.50486,PyAnnote,01772
MSDWild Few,Few,2.1,Baseline,Coverage,0.52837,PyAnnote,01772
MSDWild Few,Few,2.1,Baseline,DER,0.48486,PyAnnote,00431
MSDWild Few,Few,2.1,Baseline,JER,0.61869,PyAnnote,00431
MSDWild Few,Few,2.1,Baseline,Purity,0.6871,PyAnnote,00431
MSDWild Few,Few,2.1,Baseline,Coverage,0.90125,PyAnnote,00431
MSDWild Few,Few,2.1,Baseline,DER,0.64824,PyAnnote,02053
MSDWild Few,Few,2.1,Baseline,JER,0.73221,PyAnnote,02053
MSDWild Few,Few,2.1,Baseline,Purity,0.64035,PyAnnote,02053
MSDWild Few,Few,2.1,Baseline,Coverage,0.96935,PyAnnote,02053
MSDWild Few,Few,2.1,Baseline,DER,0.51533,PyAnnote,02731
MSDWild Few,Few,2.1,Baseline,JER,0.72549,PyAnnote,02731
MSDWild Few,Few,2.1,Baseline,Purity,0.65301,PyAnnote,02731
MSDWild Few,Few,2.1,Baseline,Coverage,0.95193,PyAnnote,02731
MSDWild Few,Few,2.1,Baseline,DER,0.08414,PyAnnote,00573
MSDWild Few,Few,2.1,Baseline,JER,0.09121,PyAnnote,00573
MSDWild Few,Few,2.1,Baseline,Purity,0.84132,PyAnnote,00573
MSDWild Few,Few,2.1,Baseline,Coverage,0.84132,PyAnnote,00573
MSDWild Few,Few,2.1,Baseline,DER,0.51616,PyAnnote,00770
MSDWild Few,Few,2.1,Baseline,JER,0.49396,PyAnnote,00770
MSDWild Few,Few,2.1,Baseline,Purity,0.72133,PyAnnote,00770
MSDWild Few,Few,2.1,Baseline,Coverage,0.72133,PyAnnote,00770
MSDWild Few,Few,2.1,Baseline,DER,0.14447,PyAnnote,00604
MSDWild Few,Few,2.1,Baseline,JER,0.20625,PyAnnote,00604
MSDWild Few,Few,2.1,Baseline,Purity,0.67334,PyAnnote,00604
MSDWild Few,Few,2.1,Baseline,Coverage,0.71265,PyAnnote,00604
MSDWild Few,Few,2.1,Baseline,DER,0.43503,PyAnnote,00928
MSDWild Few,Few,2.1,Baseline,JER,0.68915,PyAnnote,00928
MSDWild Few,Few,2.1,Baseline,Purity,0.62398,PyAnnote,00928
MSDWild Few,Few,2.1,Baseline,Coverage,0.77498,PyAnnote,00928
MSDWild Few,Few,2.1,Baseline,DER,0.4328,PyAnnote,00190
MSDWild Few,Few,2.1,Baseline,JER,0.39202,PyAnnote,00190
MSDWild Few,Few,2.1,Baseline,Purity,0.83689,PyAnnote,00190
MSDWild Few,Few,2.1,Baseline,Coverage,0.56633,PyAnnote,00190
MSDWild Few,Few,2.1,Baseline,DER,0.30036,PyAnnote,01452
MSDWild Few,Few,2.1,Baseline,JER,0.57254,PyAnnote,01452
MSDWild Few,Few,2.1,Baseline,Purity,0.74795,PyAnnote,01452
MSDWild Few,Few,2.1,Baseline,Coverage,1.0,PyAnnote,01452
MSDWild Few,Few,2.1,Baseline,DER,0.27882,PyAnnote,00583
MSDWild Few,Few,2.1,Baseline,JER,0.64878,PyAnnote,00583
MSDWild Few,Few,2.1,Baseline,Purity,0.76779,PyAnnote,00583
MSDWild Few,Few,2.1,Baseline,Coverage,0.8513,PyAnnote,00583
MSDWild Few,Few,2.1,Baseline,DER,0.7597,PyAnnote,02189
MSDWild Few,Few,2.1,Baseline,JER,0.69083,PyAnnote,02189
MSDWild Few,Few,2.1,Baseline,Purity,0.63331,PyAnnote,02189
MSDWild Few,Few,2.1,Baseline,Coverage,0.44722,PyAnnote,02189
MSDWild Few,Few,2.1,Baseline,DER,0.65349,PyAnnote,02848
MSDWild Few,Few,2.1,Baseline,JER,0.73033,PyAnnote,02848
MSDWild Few,Few,2.1,Baseline,Purity,0.38315,PyAnnote,02848
MSDWild Few,Few,2.1,Baseline,Coverage,0.70546,PyAnnote,02848
MSDWild Few,Few,2.1,Baseline,DER,0.10532,PyAnnote,01487
MSDWild Few,Few,2.1,Baseline,JER,0.10436,PyAnnote,01487
MSDWild Few,Few,2.1,Baseline,Purity,0.82709,PyAnnote,01487
MSDWild Few,Few,2.1,Baseline,Coverage,0.82709,PyAnnote,01487
MSDWild Few,Few,2.1,Baseline,DER,0.3024,PyAnnote,00474
MSDWild Few,Few,2.1,Baseline,JER,0.5188,PyAnnote,00474
MSDWild Few,Few,2.1,Baseline,Purity,0.6488,PyAnnote,00474
MSDWild Few,Few,2.1,Baseline,Coverage,0.87363,PyAnnote,00474
MSDWild Few,Few,2.1,Baseline,DER,0.13872,PyAnnote,01909
MSDWild Few,Few,2.1,Baseline,JER,0.54589,PyAnnote,01909
MSDWild Few,Few,2.1,Baseline,Purity,0.94258,PyAnnote,01909
MSDWild Few,Few,2.1,Baseline,Coverage,1.0,PyAnnote,01909
MSDWild Few,Few,2.1,Baseline,DER,0.37307,PyAnnote,00689
MSDWild Few,Few,2.1,Baseline,JER,0.56544,PyAnnote,00689
MSDWild Few,Few,2.1,Baseline,Purity,0.57702,PyAnnote,00689
MSDWild Few,Few,2.1,Baseline,Coverage,0.66326,PyAnnote,00689
MSDWild Few,Few,2.1,Baseline,DER,0.44554,PyAnnote,00635
MSDWild Few,Few,2.1,Baseline,JER,0.70209,PyAnnote,00635
MSDWild Few,Few,2.1,Baseline,Purity,0.58686,PyAnnote,00635
MSDWild Few,Few,2.1,Baseline,Coverage,0.81376,PyAnnote,00635
MSDWild Few,Few,2.1,Baseline,DER,0.11952,PyAnnote,03138
MSDWild Few,Few,2.1,Baseline,JER,0.12226,PyAnnote,03138
MSDWild Few,Few,2.1,Baseline,Purity,0.98853,PyAnnote,03138
MSDWild Few,Few,2.1,Baseline,Coverage,0.94573,PyAnnote,03138
MSDWild Few,Few,2.1,Baseline,DER,0.49905,PyAnnote,01826
MSDWild Few,Few,2.1,Baseline,JER,0.68038,PyAnnote,01826
MSDWild Few,Few,2.1,Baseline,Purity,0.64865,PyAnnote,01826
MSDWild Few,Few,2.1,Baseline,Coverage,0.96577,PyAnnote,01826
MSDWild Few,Few,2.1,Baseline,DER,0.56082,PyAnnote,01284
MSDWild Few,Few,2.1,Baseline,JER,0.66312,PyAnnote,01284
MSDWild Few,Few,2.1,Baseline,Purity,0.54026,PyAnnote,01284
MSDWild Few,Few,2.1,Baseline,Coverage,0.87001,PyAnnote,01284
MSDWild Few,Few,2.1,Baseline,DER,0.45855,PyAnnote,01324
MSDWild Few,Few,2.1,Baseline,JER,0.5342,PyAnnote,01324
MSDWild Few,Few,2.1,Baseline,Purity,0.6776,PyAnnote,01324
MSDWild Few,Few,2.1,Baseline,Coverage,0.85012,PyAnnote,01324
MSDWild Few,Few,2.1,Baseline,DER,0.20331,PyAnnote,01866
MSDWild Few,Few,2.1,Baseline,JER,0.21475,PyAnnote,01866
MSDWild Few,Few,2.1,Baseline,Purity,0.85396,PyAnnote,01866
MSDWild Few,Few,2.1,Baseline,Coverage,0.85396,PyAnnote,01866
MSDWild Few,Few,2.1,Baseline,DER,0.27695,PyAnnote,01320
MSDWild Few,Few,2.1,Baseline,JER,0.50765,PyAnnote,01320
MSDWild Few,Few,2.1,Baseline,Purity,0.8088,PyAnnote,01320
MSDWild Few,Few,2.1,Baseline,Coverage,0.92378,PyAnnote,01320
MSDWild Few,Few,2.1,Baseline,DER,0.09559,PyAnnote,01540
MSDWild Few,Few,2.1,Baseline,JER,0.14969,PyAnnote,01540
MSDWild Few,Few,2.1,Baseline,Purity,0.9119,PyAnnote,01540
MSDWild Few,Few,2.1,Baseline,Coverage,0.9119,PyAnnote,01540
MSDWild Few,Few,2.1,Baseline,DER,0.53895,PyAnnote,02624
MSDWild Few,Few,2.1,Baseline,JER,0.76052,PyAnnote,02624
MSDWild Few,Few,2.1,Baseline,Purity,0.49537,PyAnnote,02624
MSDWild Few,Few,2.1,Baseline,Coverage,0.62288,PyAnnote,02624
MSDWild Few,Few,2.1,Baseline,DER,0.5583,PyAnnote,01424
MSDWild Few,Few,2.1,Baseline,JER,0.55612,PyAnnote,01424
MSDWild Few,Few,2.1,Baseline,Purity,0.58352,PyAnnote,01424
MSDWild Few,Few,2.1,Baseline,Coverage,0.49552,PyAnnote,01424
MSDWild Few,Few,2.1,Baseline,DER,0.7586,PyAnnote,01398
MSDWild Few,Few,2.1,Baseline,JER,0.8062,PyAnnote,01398
MSDWild Few,Few,2.1,Baseline,Purity,0.52959,PyAnnote,01398
MSDWild Few,Few,2.1,Baseline,Coverage,0.524,PyAnnote,01398
MSDWild Few,Few,2.1,Baseline,DER,0.66688,PyAnnote,00427
MSDWild Few,Few,2.1,Baseline,JER,0.55093,PyAnnote,00427
MSDWild Few,Few,2.1,Baseline,Purity,0.88492,PyAnnote,00427
MSDWild Few,Few,2.1,Baseline,Coverage,0.41514,PyAnnote,00427
MSDWild Few,Few,2.1,Baseline,DER,0.36288,PyAnnote,01567
MSDWild Few,Few,2.1,Baseline,JER,0.52093,PyAnnote,01567
MSDWild Few,Few,2.1,Baseline,Purity,0.61786,PyAnnote,01567
MSDWild Few,Few,2.1,Baseline,Coverage,0.71645,PyAnnote,01567
MSDWild Few,Few,2.1,Baseline,DER,0.62398,PyAnnote,00407
MSDWild Few,Few,2.1,Baseline,JER,0.69949,PyAnnote,00407
MSDWild Few,Few,2.1,Baseline,Purity,0.43955,PyAnnote,00407
MSDWild Few,Few,2.1,Baseline,Coverage,0.55733,PyAnnote,00407
MSDWild Few,Few,2.1,Baseline,DER,0.1135,PyAnnote,02093
MSDWild Few,Few,2.1,Baseline,JER,0.1297,PyAnnote,02093
MSDWild Few,Few,2.1,Baseline,Purity,0.99013,PyAnnote,02093
MSDWild Few,Few,2.1,Baseline,Coverage,0.99013,PyAnnote,02093
MSDWild Few,Few,2.1,Baseline,DER,0.29787,PyAnnote,01329
MSDWild Few,Few,2.1,Baseline,JER,0.52218,PyAnnote,01329
MSDWild Few,Few,2.1,Baseline,Purity,0.79357,PyAnnote,01329
MSDWild Few,Few,2.1,Baseline,Coverage,0.93539,PyAnnote,01329
MSDWild Few,Few,2.1,Baseline,DER,0.0789,PyAnnote,01070
MSDWild Few,Few,2.1,Baseline,JER,0.11703,PyAnnote,01070
MSDWild Few,Few,2.1,Baseline,Purity,0.9812,PyAnnote,01070
MSDWild Few,Few,2.1,Baseline,Coverage,0.9812,PyAnnote,01070
MSDWild Few,Few,3.1,Baseline,DER,0.06401,PyAnnote,01607
MSDWild Few,Few,3.1,Baseline,JER,0.06402,PyAnnote,01607
MSDWild Few,Few,3.1,Baseline,Purity,0.81313,PyAnnote,01607
MSDWild Few,Few,3.1,Baseline,Coverage,0.81313,PyAnnote,01607
MSDWild Few,Few,3.1,Baseline,DER,0.14947,PyAnnote,00423
MSDWild Few,Few,3.1,Baseline,JER,0.15995,PyAnnote,00423
MSDWild Few,Few,3.1,Baseline,Purity,0.84956,PyAnnote,00423
MSDWild Few,Few,3.1,Baseline,Coverage,0.80231,PyAnnote,00423
MSDWild Few,Few,3.1,Baseline,DER,0.65702,PyAnnote,02464
MSDWild Few,Few,3.1,Baseline,JER,0.67474,PyAnnote,02464
MSDWild Few,Few,3.1,Baseline,Purity,0.57183,PyAnnote,02464
MSDWild Few,Few,3.1,Baseline,Coverage,0.84678,PyAnnote,02464
MSDWild Few,Few,3.1,Baseline,DER,0.57706,PyAnnote,01342
MSDWild Few,Few,3.1,Baseline,JER,0.77337,PyAnnote,01342
MSDWild Few,Few,3.1,Baseline,Purity,0.47784,PyAnnote,01342
MSDWild Few,Few,3.1,Baseline,Coverage,0.90833,PyAnnote,01342
MSDWild Few,Few,3.1,Baseline,DER,0.04957,PyAnnote,00386
MSDWild Few,Few,3.1,Baseline,JER,0.08776,PyAnnote,00386
MSDWild Few,Few,3.1,Baseline,Purity,0.96406,PyAnnote,00386
MSDWild Few,Few,3.1,Baseline,Coverage,0.96406,PyAnnote,00386
MSDWild Few,Few,3.1,Baseline,DER,0.08221,PyAnnote,02364
MSDWild Few,Few,3.1,Baseline,JER,0.10989,PyAnnote,02364
MSDWild Few,Few,3.1,Baseline,Purity,0.82359,PyAnnote,02364
MSDWild Few,Few,3.1,Baseline,Coverage,0.82359,PyAnnote,02364
MSDWild Few,Few,3.1,Baseline,DER,0.05689,PyAnnote,02759
MSDWild Few,Few,3.1,Baseline,JER,0.06597,PyAnnote,02759
MSDWild Few,Few,3.1,Baseline,Purity,0.86172,PyAnnote,02759
MSDWild Few,Few,3.1,Baseline,Coverage,0.86172,PyAnnote,02759
MSDWild Few,Few,3.1,Baseline,DER,0.15898,PyAnnote,02325
MSDWild Few,Few,3.1,Baseline,JER,0.20489,PyAnnote,02325
MSDWild Few,Few,3.1,Baseline,Purity,0.70946,PyAnnote,02325
MSDWild Few,Few,3.1,Baseline,Coverage,0.70946,PyAnnote,02325
MSDWild Few,Few,3.1,Baseline,DER,0.18797,PyAnnote,00475
MSDWild Few,Few,3.1,Baseline,JER,0.32345,PyAnnote,00475
MSDWild Few,Few,3.1,Baseline,Purity,0.88675,PyAnnote,00475
MSDWild Few,Few,3.1,Baseline,Coverage,0.83645,PyAnnote,00475
MSDWild Few,Few,3.1,Baseline,DER,0.12468,PyAnnote,00208
MSDWild Few,Few,3.1,Baseline,JER,0.12832,PyAnnote,00208
MSDWild Few,Few,3.1,Baseline,Purity,0.83787,PyAnnote,00208
MSDWild Few,Few,3.1,Baseline,Coverage,0.83787,PyAnnote,00208
MSDWild Few,Few,3.1,Baseline,DER,0.45518,PyAnnote,02881
MSDWild Few,Few,3.1,Baseline,JER,0.52414,PyAnnote,02881
MSDWild Few,Few,3.1,Baseline,Purity,0.60338,PyAnnote,02881
MSDWild Few,Few,3.1,Baseline,Coverage,0.50878,PyAnnote,02881
MSDWild Few,Few,3.1,Baseline,DER,0.08426,PyAnnote,00572
MSDWild Few,Few,3.1,Baseline,JER,0.09286,PyAnnote,00572
MSDWild Few,Few,3.1,Baseline,Purity,0.8776,PyAnnote,00572
MSDWild Few,Few,3.1,Baseline,Coverage,0.8776,PyAnnote,00572
MSDWild Few,Few,3.1,Baseline,DER,0.4148,PyAnnote,00972
MSDWild Few,Few,3.1,Baseline,JER,0.46028,PyAnnote,00972
MSDWild Few,Few,3.1,Baseline,Purity,0.67979,PyAnnote,00972
MSDWild Few,Few,3.1,Baseline,Coverage,0.57657,PyAnnote,00972
MSDWild Few,Few,3.1,Baseline,DER,0.29652,PyAnnote,01951
MSDWild Few,Few,3.1,Baseline,JER,0.32077,PyAnnote,01951
MSDWild Few,Few,3.1,Baseline,Purity,0.77436,PyAnnote,01951
MSDWild Few,Few,3.1,Baseline,Coverage,0.74369,PyAnnote,01951
MSDWild Few,Few,3.1,Baseline,DER,0.72513,PyAnnote,02271
MSDWild Few,Few,3.1,Baseline,JER,0.66111,PyAnnote,02271
MSDWild Few,Few,3.1,Baseline,Purity,0.81833,PyAnnote,02271
MSDWild Few,Few,3.1,Baseline,Coverage,0.41826,PyAnnote,02271
MSDWild Few,Few,3.1,Baseline,DER,0.30169,PyAnnote,02596
MSDWild Few,Few,3.1,Baseline,JER,0.52038,PyAnnote,02596
MSDWild Few,Few,3.1,Baseline,Purity,0.62053,PyAnnote,02596
MSDWild Few,Few,3.1,Baseline,Coverage,0.72621,PyAnnote,02596
MSDWild Few,Few,3.1,Baseline,DER,0.38259,PyAnnote,00180
MSDWild Few,Few,3.1,Baseline,JER,0.44278,PyAnnote,00180
MSDWild Few,Few,3.1,Baseline,Purity,0.673,PyAnnote,00180
MSDWild Few,Few,3.1,Baseline,Coverage,0.54882,PyAnnote,00180
MSDWild Few,Few,3.1,Baseline,DER,0.27753,PyAnnote,02383
MSDWild Few,Few,3.1,Baseline,JER,0.65326,PyAnnote,02383
MSDWild Few,Few,3.1,Baseline,Purity,0.84831,PyAnnote,02383
MSDWild Few,Few,3.1,Baseline,Coverage,0.93535,PyAnnote,02383
MSDWild Few,Few,3.1,Baseline,DER,0.71712,PyAnnote,01912
MSDWild Few,Few,3.1,Baseline,JER,0.62437,PyAnnote,01912
MSDWild Few,Few,3.1,Baseline,Purity,0.72475,PyAnnote,01912
MSDWild Few,Few,3.1,Baseline,Coverage,0.34859,PyAnnote,01912
MSDWild Few,Few,3.1,Baseline,DER,0.26426,PyAnnote,00700
MSDWild Few,Few,3.1,Baseline,JER,0.23287,PyAnnote,00700
MSDWild Few,Few,3.1,Baseline,Purity,0.92497,PyAnnote,00700
MSDWild Few,Few,3.1,Baseline,Coverage,0.87379,PyAnnote,00700
MSDWild Few,Few,3.1,Baseline,DER,0.13525,PyAnnote,00282
MSDWild Few,Few,3.1,Baseline,JER,0.14968,PyAnnote,00282
MSDWild Few,Few,3.1,Baseline,Purity,0.77887,PyAnnote,00282
MSDWild Few,Few,3.1,Baseline,Coverage,0.77887,PyAnnote,00282
MSDWild Few,Few,3.1,Baseline,DER,0.08231,PyAnnote,00073
MSDWild Few,Few,3.1,Baseline,JER,0.07095,PyAnnote,00073
MSDWild Few,Few,3.1,Baseline,Purity,0.98141,PyAnnote,00073
MSDWild Few,Few,3.1,Baseline,Coverage,0.98141,PyAnnote,00073
MSDWild Few,Few,3.1,Baseline,DER,0.56284,PyAnnote,00902
MSDWild Few,Few,3.1,Baseline,JER,0.5302,PyAnnote,00902
MSDWild Few,Few,3.1,Baseline,Purity,0.76641,PyAnnote,00902
MSDWild Few,Few,3.1,Baseline,Coverage,0.45961,PyAnnote,00902
MSDWild Few,Few,3.1,Baseline,DER,0.06588,PyAnnote,02314
MSDWild Few,Few,3.1,Baseline,JER,0.08151,PyAnnote,02314
MSDWild Few,Few,3.1,Baseline,Purity,0.89725,PyAnnote,02314
MSDWild Few,Few,3.1,Baseline,Coverage,0.89725,PyAnnote,02314
MSDWild Few,Few,3.1,Baseline,DER,0.05078,PyAnnote,01943
MSDWild Few,Few,3.1,Baseline,JER,0.16137,PyAnnote,01943
MSDWild Few,Few,3.1,Baseline,Purity,0.93457,PyAnnote,01943
MSDWild Few,Few,3.1,Baseline,Coverage,0.93457,PyAnnote,01943
MSDWild Few,Few,3.1,Baseline,DER,0.31619,PyAnnote,02589
MSDWild Few,Few,3.1,Baseline,JER,0.34295,PyAnnote,02589
MSDWild Few,Few,3.1,Baseline,Purity,1.0,PyAnnote,02589
MSDWild Few,Few,3.1,Baseline,Coverage,0.75195,PyAnnote,02589
MSDWild Few,Few,3.1,Baseline,DER,0.07065,PyAnnote,00142
MSDWild Few,Few,3.1,Baseline,JER,0.06572,PyAnnote,00142
MSDWild Few,Few,3.1,Baseline,Purity,0.97072,PyAnnote,00142
MSDWild Few,Few,3.1,Baseline,Coverage,0.95405,PyAnnote,00142
MSDWild Few,Few,3.1,Baseline,DER,0.37092,PyAnnote,00066
MSDWild Few,Few,3.1,Baseline,JER,0.54915,PyAnnote,00066
MSDWild Few,Few,3.1,Baseline,Purity,0.79882,PyAnnote,00066
MSDWild Few,Few,3.1,Baseline,Coverage,0.77491,PyAnnote,00066
MSDWild Few,Few,3.1,Baseline,DER,0.20379,PyAnnote,02074
MSDWild Few,Few,3.1,Baseline,JER,0.38584,PyAnnote,02074
MSDWild Few,Few,3.1,Baseline,Purity,0.82809,PyAnnote,02074
MSDWild Few,Few,3.1,Baseline,Coverage,0.80237,PyAnnote,02074
MSDWild Few,Few,3.1,Baseline,DER,0.32194,PyAnnote,02365
MSDWild Few,Few,3.1,Baseline,JER,0.53392,PyAnnote,02365
MSDWild Few,Few,3.1,Baseline,Purity,0.59365,PyAnnote,02365
MSDWild Few,Few,3.1,Baseline,Coverage,0.7031,PyAnnote,02365
MSDWild Few,Few,3.1,Baseline,DER,0.21737,PyAnnote,02021
MSDWild Few,Few,3.1,Baseline,JER,0.61902,PyAnnote,02021
MSDWild Few,Few,3.1,Baseline,Purity,0.75596,PyAnnote,02021
MSDWild Few,Few,3.1,Baseline,Coverage,0.8137,PyAnnote,02021
MSDWild Few,Few,3.1,Baseline,DER,0.136,PyAnnote,00701
MSDWild Few,Few,3.1,Baseline,JER,0.15176,PyAnnote,00701
MSDWild Few,Few,3.1,Baseline,Purity,0.96255,PyAnnote,00701
MSDWild Few,Few,3.1,Baseline,Coverage,0.93254,PyAnnote,00701
MSDWild Few,Few,3.1,Baseline,DER,0.3838,PyAnnote,01296
MSDWild Few,Few,3.1,Baseline,JER,0.32762,PyAnnote,01296
MSDWild Few,Few,3.1,Baseline,Purity,0.75253,PyAnnote,01296
MSDWild Few,Few,3.1,Baseline,Coverage,0.60196,PyAnnote,01296
MSDWild Few,Few,3.1,Baseline,DER,0.24836,PyAnnote,02976
MSDWild Few,Few,3.1,Baseline,JER,0.61131,PyAnnote,02976
MSDWild Few,Few,3.1,Baseline,Purity,0.76654,PyAnnote,02976
MSDWild Few,Few,3.1,Baseline,Coverage,0.88664,PyAnnote,02976
MSDWild Few,Few,3.1,Baseline,DER,0.14619,PyAnnote,01777
MSDWild Few,Few,3.1,Baseline,JER,0.15486,PyAnnote,01777
MSDWild Few,Few,3.1,Baseline,Purity,0.76736,PyAnnote,01777
MSDWild Few,Few,3.1,Baseline,Coverage,0.76736,PyAnnote,01777
MSDWild Few,Few,3.1,Baseline,DER,0.48188,PyAnnote,02340
MSDWild Few,Few,3.1,Baseline,JER,0.52094,PyAnnote,02340
MSDWild Few,Few,3.1,Baseline,Purity,0.56668,PyAnnote,02340
MSDWild Few,Few,3.1,Baseline,Coverage,0.67803,PyAnnote,02340
MSDWild Few,Few,3.1,Baseline,DER,0.36187,PyAnnote,02683
MSDWild Few,Few,3.1,Baseline,JER,0.56574,PyAnnote,02683
MSDWild Few,Few,3.1,Baseline,Purity,0.50701,PyAnnote,02683
MSDWild Few,Few,3.1,Baseline,Coverage,0.5584,PyAnnote,02683
MSDWild Few,Few,3.1,Baseline,DER,0.55936,PyAnnote,01660
MSDWild Few,Few,3.1,Baseline,JER,0.73909,PyAnnote,01660
MSDWild Few,Few,3.1,Baseline,Purity,0.57707,PyAnnote,01660
MSDWild Few,Few,3.1,Baseline,Coverage,0.65077,PyAnnote,01660
MSDWild Few,Few,3.1,Baseline,DER,0.10843,PyAnnote,00677
MSDWild Few,Few,3.1,Baseline,JER,0.50931,PyAnnote,00677
MSDWild Few,Few,3.1,Baseline,Purity,0.93546,PyAnnote,00677
MSDWild Few,Few,3.1,Baseline,Coverage,0.98451,PyAnnote,00677
MSDWild Few,Few,3.1,Baseline,DER,0.55995,PyAnnote,01848
MSDWild Few,Few,3.1,Baseline,JER,0.60143,PyAnnote,01848
MSDWild Few,Few,3.1,Baseline,Purity,0.59807,PyAnnote,01848
MSDWild Few,Few,3.1,Baseline,Coverage,0.44961,PyAnnote,01848
MSDWild Few,Few,3.1,Baseline,DER,0.27519,PyAnnote,02934
MSDWild Few,Few,3.1,Baseline,JER,0.56605,PyAnnote,02934
MSDWild Few,Few,3.1,Baseline,Purity,0.77786,PyAnnote,02934
MSDWild Few,Few,3.1,Baseline,Coverage,0.81223,PyAnnote,02934
MSDWild Few,Few,3.1,Baseline,DER,0.12658,PyAnnote,00788
MSDWild Few,Few,3.1,Baseline,JER,0.12468,PyAnnote,00788
MSDWild Few,Few,3.1,Baseline,Purity,0.8776,PyAnnote,00788
MSDWild Few,Few,3.1,Baseline,Coverage,0.8776,PyAnnote,00788
MSDWild Few,Few,3.1,Baseline,DER,0.06276,PyAnnote,01230
MSDWild Few,Few,3.1,Baseline,JER,0.0646,PyAnnote,01230
MSDWild Few,Few,3.1,Baseline,Purity,0.85071,PyAnnote,01230
MSDWild Few,Few,3.1,Baseline,Coverage,0.85071,PyAnnote,01230
MSDWild Few,Few,3.1,Baseline,DER,0.08251,PyAnnote,02138
MSDWild Few,Few,3.1,Baseline,JER,0.08807,PyAnnote,02138
MSDWild Few,Few,3.1,Baseline,Purity,0.8697,PyAnnote,02138
MSDWild Few,Few,3.1,Baseline,Coverage,0.8697,PyAnnote,02138
MSDWild Few,Few,3.1,Baseline,DER,0.64872,PyAnnote,01432
MSDWild Few,Few,3.1,Baseline,JER,0.76587,PyAnnote,01432
MSDWild Few,Few,3.1,Baseline,Purity,0.54145,PyAnnote,01432
MSDWild Few,Few,3.1,Baseline,Coverage,1.0,PyAnnote,01432
MSDWild Few,Few,3.1,Baseline,DER,0.40254,PyAnnote,01002
MSDWild Few,Few,3.1,Baseline,JER,0.48491,PyAnnote,01002
MSDWild Few,Few,3.1,Baseline,Purity,0.6367,PyAnnote,01002
MSDWild Few,Few,3.1,Baseline,Coverage,0.60716,PyAnnote,01002
MSDWild Few,Few,3.1,Baseline,DER,0.50676,PyAnnote,01281
MSDWild Few,Few,3.1,Baseline,JER,0.58626,PyAnnote,01281
MSDWild Few,Few,3.1,Baseline,Purity,0.56278,PyAnnote,01281
MSDWild Few,Few,3.1,Baseline,Coverage,0.72877,PyAnnote,01281
MSDWild Few,Few,3.1,Baseline,DER,0.36093,PyAnnote,01520
MSDWild Few,Few,3.1,Baseline,JER,0.46687,PyAnnote,01520
MSDWild Few,Few,3.1,Baseline,Purity,0.62516,PyAnnote,01520
MSDWild Few,Few,3.1,Baseline,Coverage,0.69597,PyAnnote,01520
MSDWild Few,Few,3.1,Baseline,DER,0.18213,PyAnnote,02305
MSDWild Few,Few,3.1,Baseline,JER,0.20514,PyAnnote,02305
MSDWild Few,Few,3.1,Baseline,Purity,0.93884,PyAnnote,02305
MSDWild Few,Few,3.1,Baseline,Coverage,0.90575,PyAnnote,02305
MSDWild Few,Few,3.1,Baseline,DER,0.06461,PyAnnote,01443
MSDWild Few,Few,3.1,Baseline,JER,0.07395,PyAnnote,01443
MSDWild Few,Few,3.1,Baseline,Purity,0.89438,PyAnnote,01443
MSDWild Few,Few,3.1,Baseline,Coverage,0.89438,PyAnnote,01443
MSDWild Few,Few,3.1,Baseline,DER,0.15355,PyAnnote,02123
MSDWild Few,Few,3.1,Baseline,JER,0.1688,PyAnnote,02123
MSDWild Few,Few,3.1,Baseline,Purity,0.7641,PyAnnote,02123
MSDWild Few,Few,3.1,Baseline,Coverage,0.74309,PyAnnote,02123
MSDWild Few,Few,3.1,Baseline,DER,0.12162,PyAnnote,03054
MSDWild Few,Few,3.1,Baseline,JER,0.29897,PyAnnote,03054
MSDWild Few,Few,3.1,Baseline,Purity,0.93718,PyAnnote,03054
MSDWild Few,Few,3.1,Baseline,Coverage,0.91198,PyAnnote,03054
MSDWild Few,Few,3.1,Baseline,DER,0.05611,PyAnnote,02452
MSDWild Few,Few,3.1,Baseline,JER,0.05687,PyAnnote,02452
MSDWild Few,Few,3.1,Baseline,Purity,0.94942,PyAnnote,02452
MSDWild Few,Few,3.1,Baseline,Coverage,0.94942,PyAnnote,02452
MSDWild Few,Few,3.1,Baseline,DER,0.45227,PyAnnote,02852
MSDWild Few,Few,3.1,Baseline,JER,0.63021,PyAnnote,02852
MSDWild Few,Few,3.1,Baseline,Purity,0.72486,PyAnnote,02852
MSDWild Few,Few,3.1,Baseline,Coverage,0.78276,PyAnnote,02852
MSDWild Few,Few,3.1,Baseline,DER,0.07184,PyAnnote,00036
MSDWild Few,Few,3.1,Baseline,JER,0.13184,PyAnnote,00036
MSDWild Few,Few,3.1,Baseline,Purity,0.88063,PyAnnote,00036
