D,Spk,OS,SNR,JER
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(29.0 - 35.0],11.592
(18.792 - 30.494],[1 - 2],[0.0 - 1.0],(20.0 - 24.8],15.931
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(24.8 - 29.0],5.915
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(24.8 - 29.0],8.581
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(20.0 - 24.8],18.532
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(7.0 - 10.0],16.323
(30.494 - 34.87],[1 - 2],(1.0 - 2.0],(16.0 - 20.0],14.171
(18.792 - 30.494],[1 - 2],[0.0 - 1.0],(16.0 - 20.0],21.165
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(16.0 - 20.0],14.256
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(7.0 - 10.0],19.542
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(10.0 - 13.0],25.277
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(35.0 - 59.0],5.816
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(20.0 - 24.8],12.567
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(20.0 - 24.8],13.451
(30.494 - 34.87],[1 - 2],(5.0 - 9.0],(13.0 - 16.0],21.751
(18.792 - 30.494],[1 - 2],[0.0 - 1.0],(16.0 - 20.0],17.326
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(24.8 - 29.0],12.321
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(20.0 - 24.8],6.075
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(24.8 - 29.0],11.66
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(16.0 - 20.0],21.94
(30.494 - 34.87],[1 - 2],(1.0 - 2.0],(16.0 - 20.0],20.906
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(35.0 - 59.0],5.294
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(13.0 - 16.0],14.678
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(24.8 - 29.0],4.719
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(10.0 - 13.0],30.904
(18.792 - 30.494],[1 - 2],[0.0 - 1.0],(24.8 - 29.0],11.487
(18.792 - 30.494],[1 - 2],[0.0 - 1.0],(16.0 - 20.0],20.19
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(24.8 - 29.0],9.242
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(24.8 - 29.0],14.139
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(29.0 - 35.0],5.092
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(24.8 - 29.0],16.251
(30.494 - 34.87],[1 - 2],(2.0 - 3.0],(13.0 - 16.0],15.393
(18.792 - 30.494],[1 - 2],[0.0 - 1.0],(20.0 - 24.8],11.826
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(16.0 - 20.0],22.866
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(16.0 - 20.0],8.492
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(24.8 - 29.0],15.627
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(24.8 - 29.0],6.035
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(29.0 - 35.0],4.72
(18.792 - 30.494],[1 - 2],[0.0 - 1.0],(20.0 - 24.8],19.418
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(16.0 - 20.0],6.113
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(24.8 - 29.0],7.595
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(35.0 - 59.0],96.209
(30.494 - 34.87],(5 - 7],[0.0 - 1.0],(29.0 - 35.0],22.523
(18.792 - 30.494],(5 - 7],[0.0 - 1.0],(24.8 - 29.0],18.543
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(35.0 - 59.0],98.276
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(35.0 - 59.0],89.377
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(35.0 - 59.0],85.396
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(35.0 - 59.0],98.101
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(29.0 - 35.0],95.965
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(29.0 - 35.0],96.301
(34.87 - 95.677],(5 - 7],[0.0 - 1.0],(35.0 - 59.0],48.249
(18.792 - 30.494],(5 - 7],[0.0 - 1.0],(24.8 - 29.0],32.005
(18.792 - 30.494],(5 - 7],[0.0 - 1.0],(35.0 - 59.0],9.857
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(35.0 - 59.0],69.993
(34.87 - 95.677],(7 - 10],[0.0 - 1.0],(35.0 - 59.0],78.881
(34.87 - 95.677],(5 - 7],[0.0 - 1.0],(35.0 - 59.0],11.35
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(35.0 - 59.0],98.121
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(35.0 - 59.0],95.868
(34.87 - 95.677],(7 - 10],[0.0 - 1.0],(35.0 - 59.0],29.444
(34.87 - 95.677],(7 - 10],[0.0 - 1.0],(35.0 - 59.0],10.699
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(35.0 - 59.0],96.421
(5.318 - 18.792],(4 - 5],[0.0 - 1.0],(35.0 - 59.0],7.921
(18.792 - 30.494],(4 - 5],[0.0 - 1.0],(20.0 - 24.8],18.021
(34.87 - 95.677],(7 - 10],[0.0 - 1.0],(35.0 - 59.0],36.58
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(35.0 - 59.0],91.276
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(35.0 - 59.0],72.852
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(35.0 - 59.0],88.204
(34.87 - 95.677],(7 - 10],[0.0 - 1.0],(29.0 - 35.0],75.729
(34.87 - 95.677],(7 - 10],[0.0 - 1.0],(24.8 - 29.0],95.601
(34.87 - 95.677],(5 - 7],[0.0 - 1.0],(29.0 - 35.0],72.186
(34.87 - 95.677],(7 - 10],[0.0 - 1.0],(35.0 - 59.0],69.999
(34.87 - 95.677],(7 - 10],[0.0 - 1.0],(35.0 - 59.0],80.693
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(29.0 - 35.0],93.343
(34.87 - 95.677],(7 - 10],[0.0 - 1.0],(29.0 - 35.0],82.404
(34.87 - 95.677],(7 - 10],[0.0 - 1.0],(35.0 - 59.0],76.565
(34.87 - 95.677],(4 - 5],[0.0 - 1.0],(35.0 - 59.0],17.136
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(35.0 - 59.0],90.05
(34.87 - 95.677],(7 - 10],[0.0 - 1.0],(29.0 - 35.0],70.425
(18.792 - 30.494],(7 - 10],[0.0 - 1.0],(24.8 - 29.0],23.583
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(24.8 - 29.0],41.241
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(35.0 - 59.0],86.069
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(35.0 - 59.0],7.718
(18.792 - 30.494],(5 - 7],[0.0 - 1.0],(35.0 - 59.0],23.712
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(35.0 - 59.0],95.401
(34.87 - 95.677],(7 - 10],[0.0 - 1.0],(24.8 - 29.0],50.449
(0.411 - 0.522],[1 - 2],[0.0 - 1.0],(10.0 - 13.0],59.117
(0.335 - 0.411],(2 - 3],(9.0 - 14.0],(4.0 - 7.0],86.954
(0.713 - 1.071],[1 - 2],(3.0 - 5.0],[0.0 - 4.0],49.1
(0.335 - 0.411],(2 - 3],[0.0 - 1.0],[0.0 - 4.0],85.715
(0.713 - 1.071],[1 - 2],(5.0 - 9.0],(4.0 - 7.0],36.019
(0.713 - 1.071],(2 - 3],[0.0 - 1.0],[0.0 - 4.0],89.452
(0.713 - 1.071],[1 - 2],(3.0 - 5.0],(24.8 - 29.0],16.542
(1.071 - 2.033],(3 - 4],(2.0 - 3.0],(7.0 - 10.0],54.665
(0.411 - 0.522],(3 - 4],(14.0 - 93.0],[0.0 - 4.0],88.098
(0.522 - 0.713],[1 - 2],(5.0 - 9.0],(7.0 - 10.0],69.034
(0.522 - 0.713],[1 - 2],(9.0 - 14.0],(13.0 - 16.0],58.246
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],(10.0 - 13.0],12.855
(1.071 - 2.033],(3 - 4],(9.0 - 14.0],(10.0 - 13.0],81.668
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],(4.0 - 7.0],43.313
(1.071 - 2.033],[1 - 2],(3.0 - 5.0],(7.0 - 10.0],56.376
(1.071 - 2.033],[1 - 2],(2.0 - 3.0],(24.8 - 29.0],13.973
(0.522 - 0.713],(2 - 3],(14.0 - 93.0],(7.0 - 10.0],53.706
(0.335 - 0.411],(2 - 3],(14.0 - 93.0],[0.0 - 4.0],82.322
(0.411 - 0.522],(3 - 4],(5.0 - 9.0],[0.0 - 4.0],92.392
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],(13.0 - 16.0],20.966
(0.335 - 0.411],(3 - 4],(3.0 - 5.0],(13.0 - 16.0],80.566
(5.318 - 18.792],[1 - 2],(9.0 - 14.0],(4.0 - 7.0],20.718
(0.411 - 0.522],(3 - 4],(5.0 - 9.0],(7.0 - 10.0],83.89
(0.522 - 0.713],[1 - 2],(5.0 - 9.0],(4.0 - 7.0],73.484
(0.522 - 0.713],[1 - 2],[0.0 - 1.0],(7.0 - 10.0],16.605
(1.071 - 2.033],(2 - 3],(9.0 - 14.0],(10.0 - 13.0],81.104
(0.411 - 0.522],[1 - 2],[0.0 - 1.0],(16.0 - 20.0],19.781
(0.335 - 0.411],[1 - 2],(9.0 - 14.0],(13.0 - 16.0],63.337
(0.522 - 0.713],[1 - 2],(5.0 - 9.0],(16.0 - 20.0],21.635
(2.033 - 5.318],(2 - 3],(3.0 - 5.0],(20.0 - 24.8],62.516
(0.522 - 0.713],[1 - 2],[0.0 - 1.0],(7.0 - 10.0],19.93
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],(16.0 - 20.0],24.507
(0.335 - 0.411],[1 - 2],(5.0 - 9.0],(10.0 - 13.0],22.906
(0.335 - 0.411],[1 - 2],(14.0 - 93.0],[0.0 - 4.0],69.783
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],(16.0 - 20.0],14.241
(1.071 - 2.033],[1 - 2],(3.0 - 5.0],(16.0 - 20.0],24.147
(0.411 - 0.522],[1 - 2],[0.0 - 1.0],[0.0 - 4.0],73.606
(0.411 - 0.522],[1 - 2],[0.0 - 1.0],(4.0 - 7.0],73.975
(2.033 - 5.318],[1 - 2],(2.0 - 3.0],(13.0 - 16.0],17.218
(0.411 - 0.522],(2 - 3],(14.0 - 93.0],(7.0 - 10.0],51.72
(2.033 - 5.318],[1 - 2],[0.0 - 1.0],(29.0 - 35.0],16.795
(0.522 - 0.713],(3 - 4],(9.0 - 14.0],(7.0 - 10.0],84.387
(5.318 - 18.792],[1 - 2],(2.0 - 3.0],(13.0 - 16.0],12.669
(0.522 - 0.713],[1 - 2],[0.0 - 1.0],(35.0 - 59.0],16.504
(0.335 - 0.411],[1 - 2],(9.0 - 14.0],(10.0 - 13.0],67.176
(1.071 - 2.033],(2 - 3],[0.0 - 1.0],(13.0 - 16.0],42.174
(0.411 - 0.522],(2 - 3],(9.0 - 14.0],(4.0 - 7.0],78.503
(0.335 - 0.411],(2 - 3],(5.0 - 9.0],(4.0 - 7.0],82.723
(0.522 - 0.713],(3 - 4],(5.0 - 9.0],(7.0 - 10.0],90.113
(0.713 - 1.071],(2 - 3],(3.0 - 5.0],(20.0 - 24.8],71.355
(0.335 - 0.411],[1 - 2],(3.0 - 5.0],(10.0 - 13.0],17.301
(0.522 - 0.713],(2 - 3],(3.0 - 5.0],(16.0 - 20.0],74.908
(0.411 - 0.522],[1 - 2],(9.0 - 14.0],(13.0 - 16.0],73.11
(0.522 - 0.713],[1 - 2],(9.0 - 14.0],(10.0 - 13.0],44.901
(1.071 - 2.033],[1 - 2],(5.0 - 9.0],(24.8 - 29.0],17.687
(0.713 - 1.071],[1 - 2],(3.0 - 5.0],[0.0 - 4.0],86.364
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],(20.0 - 24.8],22.628
(1.071 - 2.033],[1 - 2],(14.0 - 93.0],(4.0 - 7.0],63.282
(0.522 - 0.713],[1 - 2],(1.0 - 2.0],(7.0 - 10.0],59.582
(0.522 - 0.713],[1 - 2],(2.0 - 3.0],(10.0 - 13.0],30.57
(0.522 - 0.713],[1 - 2],(9.0 - 14.0],(10.0 - 13.0],22.587
(0.411 - 0.522],[1 - 2],(5.0 - 9.0],(13.0 - 16.0],11.732
(2.033 - 5.318],[1 - 2],(1.0 - 2.0],[0.0 - 4.0],45.246
(1.071 - 2.033],(2 - 3],(3.0 - 5.0],(16.0 - 20.0],36.096
(0.522 - 0.713],(2 - 3],(1.0 - 2.0],[0.0 - 4.0],88.932
(2.033 - 5.318],[1 - 2],(3.0 - 5.0],(4.0 - 7.0],48.005
(2.033 - 5.318],[1 - 2],(5.0 - 9.0],(10.0 - 13.0],31.554
(0.522 - 0.713],[1 - 2],[0.0 - 1.0],(16.0 - 20.0],9.843
(1.071 - 2.033],[1 - 2],(9.0 - 14.0],(16.0 - 20.0],35.394
(0.335 - 0.411],[1 - 2],(5.0 - 9.0],(4.0 - 7.0],38.235
(0.335 - 0.411],[1 - 2],(3.0 - 5.0],(4.0 - 7.0],55.251
(0.522 - 0.713],(3 - 4],(9.0 - 14.0],[0.0 - 4.0],86.754
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],(24.8 - 29.0],8.546
(0.411 - 0.522],[1 - 2],(5.0 - 9.0],(7.0 - 10.0],52.611
(0.713 - 1.071],(2 - 3],[0.0 - 1.0],[0.0 - 4.0],89.9
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],[0.0 - 4.0],71.947
(0.713 - 1.071],[1 - 2],(9.0 - 14.0],(10.0 - 13.0],61.058
(0.411 - 0.522],(3 - 4],(14.0 - 93.0],(7.0 - 10.0],59.263
(0.522 - 0.713],(2 - 3],[0.0 - 1.0],(16.0 - 20.0],77.23
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],(7.0 - 10.0],30.689
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],(7.0 - 10.0],49.115
(0.713 - 1.071],[1 - 2],(2.0 - 3.0],(13.0 - 16.0],22.506
(0.411 - 0.522],(2 - 3],[0.0 - 1.0],(4.0 - 7.0],58.623
(0.335 - 0.411],(2 - 3],(14.0 - 93.0],(7.0 - 10.0],83.196
(0.522 - 0.713],[1 - 2],[0.0 - 1.0],(13.0 - 16.0],53.649
(2.033 - 5.318],(3 - 4],(14.0 - 93.0],[0.0 - 4.0],52.237
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],(35.0 - 59.0],18.292
(1.071 - 2.033],[1 - 2],(5.0 - 9.0],(13.0 - 16.0],18.009
(0.522 - 0.713],[1 - 2],[0.0 - 1.0],(7.0 - 10.0],30.251
(0.713 - 1.071],[1 - 2],(5.0 - 9.0],(7.0 - 10.0],25.659
(0.411 - 0.522],(2 - 3],(5.0 - 9.0],(4.0 - 7.0],85.085
(1.071 - 2.033],[1 - 2],(1.0 - 2.0],(29.0 - 35.0],16.832
(0.335 - 0.411],[1 - 2],(14.0 - 93.0],[0.0 - 4.0],52.768
(0.411 - 0.522],(2 - 3],(2.0 - 3.0],(10.0 - 13.0],84.956
(1.071 - 2.033],[1 - 2],(9.0 - 14.0],(10.0 - 13.0],35.502
(0.522 - 0.713],[1 - 2],[0.0 - 1.0],(35.0 - 59.0],13.547
(0.522 - 0.713],[1 - 2],(2.0 - 3.0],(7.0 - 10.0],66.001
(0.522 - 0.713],[1 - 2],[0.0 - 1.0],(7.0 - 10.0],77.416
(0.411 - 0.522],(2 - 3],[0.0 - 1.0],(4.0 - 7.0],38.545
(0.522 - 0.713],[1 - 2],(3.0 - 5.0],[0.0 - 4.0],78.352
(0.411 - 0.522],[1 - 2],[0.0 - 1.0],(24.8 - 29.0],6.257
(0.522 - 0.713],[1 - 2],[0.0 - 1.0],(16.0 - 20.0],6.131
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],(7.0 - 10.0],69.847
(0.522 - 0.713],(3 - 4],[0.0 - 1.0],(10.0 - 13.0],87.77
(0.411 - 0.522],[1 - 2],(9.0 - 14.0],(10.0 - 13.0],25.992
(0.411 - 0.522],[1 - 2],[0.0 - 1.0],(29.0 - 35.0],25.235
(2.033 - 5.318],[1 - 2],(1.0 - 2.0],(10.0 - 13.0],29.459
(1.071 - 2.033],(2 - 3],(5.0 - 9.0],(7.0 - 10.0],81.38
(0.411 - 0.522],[1 - 2],(9.0 - 14.0],(7.0 - 10.0],70.561
(0.335 - 0.411],(2 - 3],[0.0 - 1.0],[0.0 - 4.0],89.332
(0.411 - 0.522],[1 - 2],[0.0 - 1.0],(4.0 - 7.0],72.99
(5.318 - 18.792],[1 - 2],(5.0 - 9.0],(16.0 - 20.0],12.612
(0.411 - 0.522],(2 - 3],[0.0 - 1.0],(7.0 - 10.0],80.859
(2.033 - 5.318],[1 - 2],(5.0 - 9.0],(13.0 - 16.0],17.104
(0.522 - 0.713],(2 - 3],(1.0 - 2.0],(7.0 - 10.0],82.325
(0.713 - 1.071],(2 - 3],[0.0 - 1.0],(20.0 - 24.8],31.059
(2.033 - 5.318],[1 - 2],(9.0 - 14.0],(24.8 - 29.0],33.897
(1.071 - 2.033],[1 - 2],[0.0 - 1.0],(35.0 - 59.0],27.229
(0.522 - 0.713],[1 - 2],(5.0 - 9.0],(4.0 - 7.0],24.558
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],[0.0 - 4.0],74.071
(0.335 - 0.411],[1 - 2],(5.0 - 9.0],(20.0 - 24.8],27.381
(2.033 - 5.318],(2 - 3],(5.0 - 9.0],(4.0 - 7.0],87.894
(1.071 - 2.033],[1 - 2],(5.0 - 9.0],(13.0 - 16.0],21.724
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],(16.0 - 20.0],8.306
(0.713 - 1.071],[1 - 2],(3.0 - 5.0],(4.0 - 7.0],55.562
(0.411 - 0.522],[1 - 2],[0.0 - 1.0],(10.0 - 13.0],54.687
(1.071 - 2.033],[1 - 2],(3.0 - 5.0],(16.0 - 20.0],20.983
(2.033 - 5.318],(2 - 3],(2.0 - 3.0],(20.0 - 24.8],55.426
(0.713 - 1.071],(2 - 3],(5.0 - 9.0],(7.0 - 10.0],57.211
(1.071 - 2.033],[1 - 2],[0.0 - 1.0],(13.0 - 16.0],67.836
(5.318 - 18.792],[1 - 2],(2.0 - 3.0],(35.0 - 59.0],15.286
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],(13.0 - 16.0],18.907
(2.033 - 5.318],(2 - 3],(3.0 - 5.0],(4.0 - 7.0],82.721
(0.411 - 0.522],(2 - 3],[0.0 - 1.0],(4.0 - 7.0],86.161
(1.071 - 2.033],(2 - 3],(14.0 - 93.0],[0.0 - 4.0],80.666
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],(29.0 - 35.0],17.364
(0.713 - 1.071],(2 - 3],(3.0 - 5.0],(13.0 - 16.0],49.776
(1.071 - 2.033],[1 - 2],[0.0 - 1.0],[0.0 - 4.0],35.507
(1.071 - 2.033],(2 - 3],(3.0 - 5.0],(16.0 - 20.0],78.754
(0.411 - 0.522],[1 - 2],(14.0 - 93.0],(10.0 - 13.0],71.9
(0.713 - 1.071],(3 - 4],(9.0 - 14.0],[0.0 - 4.0],67.2
(0.522 - 0.713],(3 - 4],(9.0 - 14.0],(4.0 - 7.0],89.425
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],(13.0 - 16.0],19.404
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],(13.0 - 16.0],11.346
(0.522 - 0.713],[1 - 2],(1.0 - 2.0],(20.0 - 24.8],9.774
(0.411 - 0.522],(2 - 3],(14.0 - 93.0],[0.0 - 4.0],84.08
(0.713 - 1.071],[1 - 2],(5.0 - 9.0],(4.0 - 7.0],37.131
(0.411 - 0.522],[1 - 2],(3.0 - 5.0],[0.0 - 4.0],81.848
(0.411 - 0.522],(2 - 3],[0.0 - 1.0],(10.0 - 13.0],82.22
(0.335 - 0.411],[1 - 2],(5.0 - 9.0],(16.0 - 20.0],15.239
(0.411 - 0.522],(2 - 3],(14.0 - 93.0],[0.0 - 4.0],85.1
(0.713 - 1.071],(2 - 3],(14.0 - 93.0],(4.0 - 7.0],84.227
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],(7.0 - 10.0],78.6
(2.033 - 5.318],(3 - 4],(3.0 - 5.0],(16.0 - 20.0],65.552
(0.522 - 0.713],[1 - 2],(3.0 - 5.0],(4.0 - 7.0],61.193
(0.713 - 1.071],(2 - 3],(9.0 - 14.0],(4.0 - 7.0],30.407
(1.071 - 2.033],[1 - 2],(5.0 - 9.0],(16.0 - 20.0],28.701
(0.411 - 0.522],[1 - 2],(5.0 - 9.0],(7.0 - 10.0],52.324
(0.411 - 0.522],(2 - 3],(5.0 - 9.0],[0.0 - 4.0],90.333
(2.033 - 5.318],[1 - 2],(9.0 - 14.0],(10.0 - 13.0],30.508
(1.071 - 2.033],[1 - 2],(2.0 - 3.0],(16.0 - 20.0],23.99
(0.335 - 0.411],(2 - 3],[0.0 - 1.0],[0.0 - 4.0],73.048
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],(16.0 - 20.0],23.598
(5.318 - 18.792],[1 - 2],[0.0 - 1.0],[0.0 - 4.0],84.449
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],(24.8 - 29.0],79.357
(1.071 - 2.033],(2 - 3],(9.0 - 14.0],(4.0 - 7.0],61.105
(0.335 - 0.411],(2 - 3],(5.0 - 9.0],(7.0 - 10.0],58.873
(0.713 - 1.071],(3 - 4],(9.0 - 14.0],[0.0 - 4.0],56.311
(0.411 - 0.522],[1 - 2],(5.0 - 9.0],(7.0 - 10.0],52.711
(0.411 - 0.522],(2 - 3],(14.0 - 93.0],(4.0 - 7.0],89.163
(0.411 - 0.522],(2 - 3],(3.0 - 5.0],(20.0 - 24.8],43.322
(0.522 - 0.713],(3 - 4],(9.0 - 14.0],(7.0 - 10.0],71.662
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],(16.0 - 20.0],11.636
(0.713 - 1.071],[1 - 2],(5.0 - 9.0],(7.0 - 10.0],24.239
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],(35.0 - 59.0],61.243
(0.335 - 0.411],(2 - 3],(14.0 - 93.0],[0.0 - 4.0],51.866
(1.071 - 2.033],(2 - 3],(2.0 - 3.0],(7.0 - 10.0],86.633
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],(10.0 - 13.0],60.873
(0.713 - 1.071],[1 - 2],(5.0 - 9.0],(24.8 - 29.0],27.187
(0.713 - 1.071],(2 - 3],(3.0 - 5.0],(13.0 - 16.0],76.277
(2.033 - 5.318],[1 - 2],(5.0 - 9.0],(7.0 - 10.0],17.257
(0.411 - 0.522],(2 - 3],[0.0 - 1.0],(7.0 - 10.0],75.623
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],(10.0 - 13.0],77.361
(1.071 - 2.033],(2 - 3],(3.0 - 5.0],(7.0 - 10.0],58.131
(1.071 - 2.033],(2 - 3],(2.0 - 3.0],(16.0 - 20.0],42.37
(0.335 - 0.411],(2 - 3],(5.0 - 9.0],(7.0 - 10.0],82.65
(0.411 - 0.522],(3 - 4],(14.0 - 93.0],[0.0 - 4.0],89.153
(0.713 - 1.071],[1 - 2],(2.0 - 3.0],(20.0 - 24.8],11.039
(0.335 - 0.411],(2 - 3],(3.0 - 5.0],(10.0 - 13.0],60.006
(0.335 - 0.411],(3 - 4],(14.0 - 93.0],[0.0 - 4.0],71.509
(2.033 - 5.318],[1 - 2],(14.0 - 93.0],[0.0 - 4.0],35.242
(0.411 - 0.522],(3 - 4],(5.0 - 9.0],(7.0 - 10.0],84.821
(0.522 - 0.713],(2 - 3],[0.0 - 1.0],(13.0 - 16.0],83.763
(0.411 - 0.522],(3 - 4],(2.0 - 3.0],(7.0 - 10.0],82.741
(5.318 - 18.792],[1 - 2],(5.0 - 9.0],(24.8 - 29.0],19.348
(1.071 - 2.033],[1 - 2],[0.0 - 1.0],(16.0 - 20.0],19.416
(1.071 - 2.033],(2 - 3],(1.0 - 2.0],(20.0 - 24.8],73.109
(5.318 - 18.792],[1 - 2],[0.0 - 1.0],[0.0 - 4.0],63.654
(0.335 - 0.411],[1 - 2],(5.0 - 9.0],(16.0 - 20.0],54.726
(0.522 - 0.713],(2 - 3],[0.0 - 1.0],[0.0 - 4.0],92.134
(1.071 - 2.033],[1 - 2],(1.0 - 2.0],(24.8 - 29.0],11.08
(0.713 - 1.071],[1 - 2],(1.0 - 2.0],(10.0 - 13.0],46.36
(0.522 - 0.713],(3 - 4],(9.0 - 14.0],[0.0 - 4.0],87.222
(0.335 - 0.411],(3 - 4],(14.0 - 93.0],[0.0 - 4.0],78.904
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],(4.0 - 7.0],73.355
(1.071 - 2.033],[1 - 2],[0.0 - 1.0],(24.8 - 29.0],5.629
(0.522 - 0.713],[1 - 2],(2.0 - 3.0],[0.0 - 4.0],53.952
(0.522 - 0.713],(2 - 3],(1.0 - 2.0],(13.0 - 16.0],74.191
(1.071 - 2.033],[1 - 2],(14.0 - 93.0],[0.0 - 4.0],45.022
(0.522 - 0.713],[1 - 2],[0.0 - 1.0],(10.0 - 13.0],9.609
(1.071 - 2.033],[1 - 2],(1.0 - 2.0],(24.8 - 29.0],16.362
(0.335 - 0.411],[1 - 2],(5.0 - 9.0],(24.8 - 29.0],24.882
(2.033 - 5.318],[1 - 2],(2.0 - 3.0],(35.0 - 59.0],26.71
(1.071 - 2.033],[1 - 2],(1.0 - 2.0],(7.0 - 10.0],61.781
(0.522 - 0.713],[1 - 2],[0.0 - 1.0],(35.0 - 59.0],12.283
(2.033 - 5.318],[1 - 2],(5.0 - 9.0],(13.0 - 16.0],16.248
(2.033 - 5.318],(2 - 3],(9.0 - 14.0],(13.0 - 16.0],23.706
(0.522 - 0.713],[1 - 2],[0.0 - 1.0],(20.0 - 24.8],11.167
(0.522 - 0.713],[1 - 2],(5.0 - 9.0],(16.0 - 20.0],52.47
(0.335 - 0.411],(3 - 4],[0.0 - 1.0],(4.0 - 7.0],90.395
(0.713 - 1.071],(2 - 3],(1.0 - 2.0],(13.0 - 16.0],87.731
(0.411 - 0.522],(3 - 4],(5.0 - 9.0],(10.0 - 13.0],90.968
(2.033 - 5.318],[1 - 2],(5.0 - 9.0],(13.0 - 16.0],16.719
(2.033 - 5.318],[1 - 2],(2.0 - 3.0],(10.0 - 13.0],30.403
(0.522 - 0.713],[1 - 2],(9.0 - 14.0],(7.0 - 10.0],67.263
(0.713 - 1.071],(2 - 3],(5.0 - 9.0],(13.0 - 16.0],64.564
(2.033 - 5.318],(3 - 4],(1.0 - 2.0],(24.8 - 29.0],67.126
(1.071 - 2.033],[1 - 2],[0.0 - 1.0],(24.8 - 29.0],6.751
(0.411 - 0.522],[1 - 2],(2.0 - 3.0],(10.0 - 13.0],66.886
(1.071 - 2.033],[1 - 2],(1.0 - 2.0],[0.0 - 4.0],56.323
(1.071 - 2.033],[1 - 2],(1.0 - 2.0],(35.0 - 59.0],19.903
(0.522 - 0.713],[1 - 2],[0.0 - 1.0],(7.0 - 10.0],73.51
