D,Spk,OS,SNR,DER
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(7.0 - 10.0],188.262
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(10.0 - 13.0],267.821
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(35.0 - 59.0],26.308
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(20.0 - 24.8],57.719
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(20.0 - 24.8],29.174
(30.494 - 34.87],[1 - 2],(5.0 - 9.0],(13.0 - 16.0],280.657
(18.792 - 30.494],[1 - 2],[0.0 - 1.0],(16.0 - 20.0],46.084
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(24.8 - 29.0],16.09
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(20.0 - 24.8],50.536
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(24.8 - 29.0],16.682
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(16.0 - 20.0],38.469
(30.494 - 34.87],[1 - 2],(1.0 - 2.0],(16.0 - 20.0],97.851
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(35.0 - 59.0],16.744
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(13.0 - 16.0],139.639
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(24.8 - 29.0],73.58
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(10.0 - 13.0],149.099
(18.792 - 30.494],[1 - 2],[0.0 - 1.0],(24.8 - 29.0],47.04
(18.792 - 30.494],[1 - 2],[0.0 - 1.0],(16.0 - 20.0],42.143
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(24.8 - 29.0],55.95
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(24.8 - 29.0],32.278
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(29.0 - 35.0],40.814
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(24.8 - 29.0],29.517
(30.494 - 34.87],[1 - 2],(2.0 - 3.0],(13.0 - 16.0],245.421
(18.792 - 30.494],[1 - 2],[0.0 - 1.0],(20.0 - 24.8],44.151
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(16.0 - 20.0],82.471
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(16.0 - 20.0],131.947
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(24.8 - 29.0],30.174
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(24.8 - 29.0],22.413
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(29.0 - 35.0],23.879
(18.792 - 30.494],[1 - 2],[0.0 - 1.0],(20.0 - 24.8],32.905
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(16.0 - 20.0],138.9
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(24.8 - 29.0],35.116
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(35.0 - 59.0],2.376
(30.494 - 34.87],(5 - 7],[0.0 - 1.0],(29.0 - 35.0],7.666
(18.792 - 30.494],(5 - 7],[0.0 - 1.0],(24.8 - 29.0],9.334
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(35.0 - 59.0],37.949
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(35.0 - 59.0],4.501
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(35.0 - 59.0],8.643
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(35.0 - 59.0],3.939
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(29.0 - 35.0],3.732
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(29.0 - 35.0],23.796
(34.87 - 95.677],(5 - 7],[0.0 - 1.0],(35.0 - 59.0],10.512
(18.792 - 30.494],(5 - 7],[0.0 - 1.0],(24.8 - 29.0],2.735
(18.792 - 30.494],(5 - 7],[0.0 - 1.0],(35.0 - 59.0],10.714
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(35.0 - 59.0],9.311
(34.87 - 95.677],(7 - 10],[0.0 - 1.0],(35.0 - 59.0],8.748
(34.87 - 95.677],(5 - 7],[0.0 - 1.0],(35.0 - 59.0],11.408
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(35.0 - 59.0],15.749
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(35.0 - 59.0],7.349
(34.87 - 95.677],(7 - 10],[0.0 - 1.0],(35.0 - 59.0],6.942
(34.87 - 95.677],(7 - 10],[0.0 - 1.0],(35.0 - 59.0],6.452
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(35.0 - 59.0],15.583
(5.318 - 18.792],(4 - 5],[0.0 - 1.0],(35.0 - 59.0],3.424
(18.792 - 30.494],(4 - 5],[0.0 - 1.0],(20.0 - 24.8],5.922
(34.87 - 95.677],(7 - 10],[0.0 - 1.0],(35.0 - 59.0],10.051
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(35.0 - 59.0],9.121
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(35.0 - 59.0],15.83
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(35.0 - 59.0],3.487
(34.87 - 95.677],(7 - 10],[0.0 - 1.0],(29.0 - 35.0],8.964
(34.87 - 95.677],(7 - 10],[0.0 - 1.0],(24.8 - 29.0],5.456
(34.87 - 95.677],(5 - 7],[0.0 - 1.0],(29.0 - 35.0],3.426
(34.87 - 95.677],(7 - 10],[0.0 - 1.0],(35.0 - 59.0],8.647
(34.87 - 95.677],(7 - 10],[0.0 - 1.0],(35.0 - 59.0],9.13
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(29.0 - 35.0],4.679
(34.87 - 95.677],(7 - 10],[0.0 - 1.0],(29.0 - 35.0],11.135
(34.87 - 95.677],(7 - 10],[0.0 - 1.0],(35.0 - 59.0],9.801
(34.87 - 95.677],(4 - 5],[0.0 - 1.0],(35.0 - 59.0],3.573
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(35.0 - 59.0],10.28
(34.87 - 95.677],(7 - 10],[0.0 - 1.0],(29.0 - 35.0],10.099
(18.792 - 30.494],(7 - 10],[0.0 - 1.0],(24.8 - 29.0],22.153
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(24.8 - 29.0],4.956
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(35.0 - 59.0],3.274
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(35.0 - 59.0],4.243
(18.792 - 30.494],(5 - 7],[0.0 - 1.0],(35.0 - 59.0],6.278
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(35.0 - 59.0],6.541
(34.87 - 95.677],(7 - 10],[0.0 - 1.0],(24.8 - 29.0],24.661
(0.411 - 0.522],[1 - 2],[0.0 - 1.0],(10.0 - 13.0],16.362
(0.335 - 0.411],(2 - 3],(9.0 - 14.0],(4.0 - 7.0],54.757
(0.713 - 1.071],[1 - 2],(3.0 - 5.0],[0.0 - 4.0],17.385
(0.335 - 0.411],(2 - 3],[0.0 - 1.0],[0.0 - 4.0],50.384
(0.713 - 1.071],[1 - 2],(5.0 - 9.0],(4.0 - 7.0],25.682
(0.713 - 1.071],(2 - 3],[0.0 - 1.0],[0.0 - 4.0],67.895
(0.713 - 1.071],[1 - 2],(3.0 - 5.0],(24.8 - 29.0],6.78
(1.071 - 2.033],(3 - 4],(2.0 - 3.0],(7.0 - 10.0],21.737
(0.411 - 0.522],(3 - 4],(14.0 - 93.0],[0.0 - 4.0],56.337
(0.522 - 0.713],[1 - 2],(5.0 - 9.0],(7.0 - 10.0],14.306
(0.522 - 0.713],[1 - 2],(9.0 - 14.0],(13.0 - 16.0],7.691
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],(10.0 - 13.0],2.589
(1.071 - 2.033],(3 - 4],(9.0 - 14.0],(10.0 - 13.0],37.952
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],(4.0 - 7.0],46.63
(1.071 - 2.033],[1 - 2],(3.0 - 5.0],(7.0 - 10.0],14.878
(1.071 - 2.033],[1 - 2],(2.0 - 3.0],(24.8 - 29.0],5.689
(0.522 - 0.713],(2 - 3],(14.0 - 93.0],(7.0 - 10.0],37.836
(0.335 - 0.411],(2 - 3],(14.0 - 93.0],[0.0 - 4.0],40.593
(0.411 - 0.522],(3 - 4],(5.0 - 9.0],[0.0 - 4.0],44.316
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],(13.0 - 16.0],11.942
(0.335 - 0.411],(3 - 4],(3.0 - 5.0],(13.0 - 16.0],33.839
(5.318 - 18.792],[1 - 2],(9.0 - 14.0],(4.0 - 7.0],11.105
(0.411 - 0.522],(3 - 4],(5.0 - 9.0],(7.0 - 10.0],38.077
(0.522 - 0.713],[1 - 2],(5.0 - 9.0],(4.0 - 7.0],36.093
(0.522 - 0.713],[1 - 2],[0.0 - 1.0],(7.0 - 10.0],13.6
(1.071 - 2.033],(2 - 3],(9.0 - 14.0],(10.0 - 13.0],33.945
(0.411 - 0.522],[1 - 2],[0.0 - 1.0],(16.0 - 20.0],12.01
(0.335 - 0.411],[1 - 2],(9.0 - 14.0],(13.0 - 16.0],41.478
(0.522 - 0.713],[1 - 2],(5.0 - 9.0],(16.0 - 20.0],20.932
(2.033 - 5.318],(2 - 3],(3.0 - 5.0],(20.0 - 24.8],37.103
(0.522 - 0.713],[1 - 2],[0.0 - 1.0],(7.0 - 10.0],14.947
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],(16.0 - 20.0],31.619
(0.335 - 0.411],[1 - 2],(5.0 - 9.0],(10.0 - 13.0],23.678
(0.335 - 0.411],[1 - 2],(14.0 - 93.0],[0.0 - 4.0],41.48
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],(16.0 - 20.0],17.009
(1.071 - 2.033],[1 - 2],(3.0 - 5.0],(16.0 - 20.0],14.243
(0.411 - 0.522],[1 - 2],[0.0 - 1.0],[0.0 - 4.0],8.426
(0.411 - 0.522],[1 - 2],[0.0 - 1.0],(4.0 - 7.0],71.712
(2.033 - 5.318],[1 - 2],(2.0 - 3.0],(13.0 - 16.0],11.88
(0.411 - 0.522],(2 - 3],(14.0 - 93.0],(7.0 - 10.0],29.867
(2.033 - 5.318],[1 - 2],[0.0 - 1.0],(29.0 - 35.0],9.226
(0.522 - 0.713],(3 - 4],(9.0 - 14.0],(7.0 - 10.0],43.327
(5.318 - 18.792],[1 - 2],(2.0 - 3.0],(13.0 - 16.0],6.461
(0.522 - 0.713],[1 - 2],[0.0 - 1.0],(35.0 - 59.0],11.982
(0.335 - 0.411],[1 - 2],(9.0 - 14.0],(10.0 - 13.0],22.676
(1.071 - 2.033],(2 - 3],[0.0 - 1.0],(13.0 - 16.0],37.168
(0.411 - 0.522],(2 - 3],(9.0 - 14.0],(4.0 - 7.0],30.169
(0.335 - 0.411],(2 - 3],(5.0 - 9.0],(4.0 - 7.0],57.599
(0.522 - 0.713],(3 - 4],(5.0 - 9.0],(7.0 - 10.0],43.955
(0.713 - 1.071],(2 - 3],(3.0 - 5.0],(20.0 - 24.8],16.941
(0.335 - 0.411],[1 - 2],(3.0 - 5.0],(10.0 - 13.0],13.94
(0.522 - 0.713],(2 - 3],(3.0 - 5.0],(16.0 - 20.0],15.742
(0.411 - 0.522],[1 - 2],(9.0 - 14.0],(13.0 - 16.0],53.8
(0.522 - 0.713],[1 - 2],(9.0 - 14.0],(10.0 - 13.0],33.952
(1.071 - 2.033],[1 - 2],(5.0 - 9.0],(24.8 - 29.0],5.491
(0.713 - 1.071],[1 - 2],(3.0 - 5.0],[0.0 - 4.0],65.702
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],(20.0 - 24.8],22.946
(1.071 - 2.033],[1 - 2],(14.0 - 93.0],(4.0 - 7.0],35.09
(0.522 - 0.713],[1 - 2],(1.0 - 2.0],(7.0 - 10.0],49.329
(0.522 - 0.713],[1 - 2],(2.0 - 3.0],(10.0 - 13.0],10.793
(0.522 - 0.713],[1 - 2],(9.0 - 14.0],(10.0 - 13.0],22.227
(0.411 - 0.522],[1 - 2],(5.0 - 9.0],(13.0 - 16.0],7.256
(2.033 - 5.318],[1 - 2],(1.0 - 2.0],[0.0 - 4.0],27.703
(1.071 - 2.033],(2 - 3],(3.0 - 5.0],(16.0 - 20.0],32.043
(0.522 - 0.713],(2 - 3],(1.0 - 2.0],[0.0 - 4.0],89.251
(2.033 - 5.318],[1 - 2],(3.0 - 5.0],(4.0 - 7.0],30.813
(2.033 - 5.318],[1 - 2],(5.0 - 9.0],(10.0 - 13.0],20.708
(0.522 - 0.713],[1 - 2],[0.0 - 1.0],(16.0 - 20.0],4.523
(1.071 - 2.033],[1 - 2],(9.0 - 14.0],(16.0 - 20.0],37.596
(0.335 - 0.411],[1 - 2],(5.0 - 9.0],(4.0 - 7.0],15.298
(0.335 - 0.411],[1 - 2],(3.0 - 5.0],(4.0 - 7.0],12.658
(0.522 - 0.713],(3 - 4],(9.0 - 14.0],[0.0 - 4.0],52.342
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],(24.8 - 29.0],7.065
(0.411 - 0.522],[1 - 2],(5.0 - 9.0],(7.0 - 10.0],6.928
(0.713 - 1.071],(2 - 3],[0.0 - 1.0],[0.0 - 4.0],77.005
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],[0.0 - 4.0],38.651
(0.713 - 1.071],[1 - 2],(9.0 - 14.0],(10.0 - 13.0],9.025
(0.411 - 0.522],(3 - 4],(14.0 - 93.0],(7.0 - 10.0],37.979
(0.522 - 0.713],(2 - 3],[0.0 - 1.0],(16.0 - 20.0],27.753
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],(7.0 - 10.0],14.877
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],(7.0 - 10.0],38.38
(0.713 - 1.071],[1 - 2],(2.0 - 3.0],(13.0 - 16.0],5.078
(0.411 - 0.522],(2 - 3],[0.0 - 1.0],(4.0 - 7.0],37.092
(0.335 - 0.411],(2 - 3],(14.0 - 93.0],(7.0 - 10.0],59.251
(0.522 - 0.713],[1 - 2],[0.0 - 1.0],(13.0 - 16.0],6.73
(2.033 - 5.318],(3 - 4],(14.0 - 93.0],[0.0 - 4.0],71.674
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],(35.0 - 59.0],10.198
(1.071 - 2.033],[1 - 2],(5.0 - 9.0],(13.0 - 16.0],10.333
(0.522 - 0.713],[1 - 2],[0.0 - 1.0],(7.0 - 10.0],72.513
(0.713 - 1.071],[1 - 2],(5.0 - 9.0],(7.0 - 10.0],14.619
(0.411 - 0.522],(2 - 3],(5.0 - 9.0],(4.0 - 7.0],43.232
(1.071 - 2.033],[1 - 2],(1.0 - 2.0],(29.0 - 35.0],26.021
(0.335 - 0.411],[1 - 2],(14.0 - 93.0],[0.0 - 4.0],22.384
(0.411 - 0.522],(2 - 3],(2.0 - 3.0],(10.0 - 13.0],56.174
(1.071 - 2.033],[1 - 2],(9.0 - 14.0],(10.0 - 13.0],17.032
(0.522 - 0.713],[1 - 2],[0.0 - 1.0],(35.0 - 59.0],10.813
(0.522 - 0.713],[1 - 2],(2.0 - 3.0],(7.0 - 10.0],41.672
(0.522 - 0.713],[1 - 2],[0.0 - 1.0],(7.0 - 10.0],72.668
(0.411 - 0.522],(2 - 3],[0.0 - 1.0],(4.0 - 7.0],63.301
(0.522 - 0.713],[1 - 2],(3.0 - 5.0],[0.0 - 4.0],18.797
(0.411 - 0.522],[1 - 2],[0.0 - 1.0],(24.8 - 29.0],21.614
(0.522 - 0.713],[1 - 2],[0.0 - 1.0],(16.0 - 20.0],4.757
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],(7.0 - 10.0],51.967
(0.522 - 0.713],(3 - 4],[0.0 - 1.0],(10.0 - 13.0],76.837
(0.411 - 0.522],[1 - 2],(9.0 - 14.0],(10.0 - 13.0],23.751
(0.411 - 0.522],[1 - 2],[0.0 - 1.0],(29.0 - 35.0],18.213
(2.033 - 5.318],[1 - 2],(1.0 - 2.0],(10.0 - 13.0],13.487
(1.071 - 2.033],(2 - 3],(5.0 - 9.0],(7.0 - 10.0],30.698
(0.411 - 0.522],[1 - 2],(9.0 - 14.0],(7.0 - 10.0],44.197
(0.335 - 0.411],(2 - 3],[0.0 - 1.0],[0.0 - 4.0],41.553
(0.411 - 0.522],[1 - 2],[0.0 - 1.0],(4.0 - 7.0],51.224
(5.318 - 18.792],[1 - 2],(5.0 - 9.0],(16.0 - 20.0],8.951
(0.411 - 0.522],(2 - 3],[0.0 - 1.0],(7.0 - 10.0],55.712
(2.033 - 5.318],[1 - 2],(5.0 - 9.0],(13.0 - 16.0],6.522
(0.522 - 0.713],(2 - 3],(1.0 - 2.0],(7.0 - 10.0],46.45
(0.713 - 1.071],(2 - 3],[0.0 - 1.0],(20.0 - 24.8],67.421
(2.033 - 5.318],[1 - 2],(9.0 - 14.0],(24.8 - 29.0],18.782
(1.071 - 2.033],[1 - 2],[0.0 - 1.0],(35.0 - 59.0],7.184
(0.522 - 0.713],[1 - 2],(5.0 - 9.0],(4.0 - 7.0],12.594
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],[0.0 - 4.0],60.224
(0.335 - 0.411],[1 - 2],(5.0 - 9.0],(20.0 - 24.8],21.487
(2.033 - 5.318],(2 - 3],(5.0 - 9.0],(4.0 - 7.0],69.495
(1.071 - 2.033],[1 - 2],(5.0 - 9.0],(13.0 - 16.0],16.625
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],(16.0 - 20.0],8.421
(0.713 - 1.071],[1 - 2],(3.0 - 5.0],(4.0 - 7.0],45.159
(0.411 - 0.522],[1 - 2],[0.0 - 1.0],(10.0 - 13.0],21.995
(1.071 - 2.033],[1 - 2],(3.0 - 5.0],(16.0 - 20.0],10.528
(2.033 - 5.318],(2 - 3],(2.0 - 3.0],(20.0 - 24.8],21.174
(0.713 - 1.071],(2 - 3],(5.0 - 9.0],(7.0 - 10.0],17.007
(1.071 - 2.033],[1 - 2],[0.0 - 1.0],(13.0 - 16.0],34.676
(5.318 - 18.792],[1 - 2],(2.0 - 3.0],(35.0 - 59.0],8.251
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],(13.0 - 16.0],10.77
(2.033 - 5.318],(2 - 3],(3.0 - 5.0],(4.0 - 7.0],50.532
(0.411 - 0.522],(2 - 3],[0.0 - 1.0],(4.0 - 7.0],64.593
(1.071 - 2.033],(2 - 3],(14.0 - 93.0],[0.0 - 4.0],50.588
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],(29.0 - 35.0],26.426
(0.713 - 1.071],(2 - 3],(3.0 - 5.0],(13.0 - 16.0],27.468
(1.071 - 2.033],[1 - 2],[0.0 - 1.0],[0.0 - 4.0],16.096
(1.071 - 2.033],(2 - 3],(3.0 - 5.0],(16.0 - 20.0],37.445
(0.411 - 0.522],[1 - 2],(14.0 - 93.0],(10.0 - 13.0],50.676
(0.713 - 1.071],(3 - 4],(9.0 - 14.0],[0.0 - 4.0],45.408
(0.522 - 0.713],(3 - 4],(9.0 - 14.0],(4.0 - 7.0],67.926
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],(13.0 - 16.0],48.932
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],(13.0 - 16.0],8.582
(0.522 - 0.713],[1 - 2],(1.0 - 2.0],(20.0 - 24.8],4.699
(0.411 - 0.522],(2 - 3],(14.0 - 93.0],[0.0 - 4.0],61.274
(0.713 - 1.071],[1 - 2],(5.0 - 9.0],(4.0 - 7.0],9.749
(0.411 - 0.522],[1 - 2],(3.0 - 5.0],[0.0 - 4.0],48.089
(0.411 - 0.522],(2 - 3],[0.0 - 1.0],(10.0 - 13.0],54.976
(0.335 - 0.411],[1 - 2],(5.0 - 9.0],(16.0 - 20.0],32.067
(0.411 - 0.522],(2 - 3],(14.0 - 93.0],[0.0 - 4.0],33.2
(0.713 - 1.071],(2 - 3],(14.0 - 93.0],(4.0 - 7.0],69.498
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],(7.0 - 10.0],31.12
(2.033 - 5.318],(3 - 4],(3.0 - 5.0],(16.0 - 20.0],38.625
(0.522 - 0.713],[1 - 2],(3.0 - 5.0],(4.0 - 7.0],54.215
(0.713 - 1.071],(2 - 3],(9.0 - 14.0],(4.0 - 7.0],31.091
(1.071 - 2.033],[1 - 2],(5.0 - 9.0],(16.0 - 20.0],28.432
(0.411 - 0.522],[1 - 2],(5.0 - 9.0],(7.0 - 10.0],11.898
(0.411 - 0.522],(2 - 3],(5.0 - 9.0],[0.0 - 4.0],73.058
(2.033 - 5.318],[1 - 2],(9.0 - 14.0],(10.0 - 13.0],37.362
(1.071 - 2.033],[1 - 2],(2.0 - 3.0],(16.0 - 20.0],11.719
(0.335 - 0.411],(2 - 3],[0.0 - 1.0],[0.0 - 4.0],9.281
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],(16.0 - 20.0],13.046
(5.318 - 18.792],[1 - 2],[0.0 - 1.0],[0.0 - 4.0],46.63
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],(24.8 - 29.0],36.024
(1.071 - 2.033],(2 - 3],(9.0 - 14.0],(4.0 - 7.0],29.507
(0.335 - 0.411],(2 - 3],(5.0 - 9.0],(7.0 - 10.0],14.691
(0.713 - 1.071],(3 - 4],(9.0 - 14.0],[0.0 - 4.0],32.137
(0.411 - 0.522],[1 - 2],(5.0 - 9.0],(7.0 - 10.0],10.09
(0.411 - 0.522],(2 - 3],(14.0 - 93.0],(4.0 - 7.0],49.607
(0.411 - 0.522],(2 - 3],(3.0 - 5.0],(20.0 - 24.8],17.079
(0.522 - 0.713],(3 - 4],(9.0 - 14.0],(7.0 - 10.0],45.518
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],(16.0 - 20.0],12.939
(0.713 - 1.071],[1 - 2],(5.0 - 9.0],(7.0 - 10.0],13.525
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],(35.0 - 59.0],13.983
(0.335 - 0.411],(2 - 3],(14.0 - 93.0],[0.0 - 4.0],28.234
(1.071 - 2.033],(2 - 3],(2.0 - 3.0],(7.0 - 10.0],62.899
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],(10.0 - 13.0],18.977
(0.713 - 1.071],[1 - 2],(5.0 - 9.0],(24.8 - 29.0],14.7
(0.713 - 1.071],(2 - 3],(3.0 - 5.0],(13.0 - 16.0],25.291
(2.033 - 5.318],[1 - 2],(5.0 - 9.0],(7.0 - 10.0],5.608
(0.411 - 0.522],(2 - 3],[0.0 - 1.0],(7.0 - 10.0],37.112
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],(10.0 - 13.0],58.723
(1.071 - 2.033],(2 - 3],(3.0 - 5.0],(7.0 - 10.0],17.977
(1.071 - 2.033],(2 - 3],(2.0 - 3.0],(16.0 - 20.0],12.221
(0.335 - 0.411],(2 - 3],(5.0 - 9.0],(7.0 - 10.0],49.865
(0.411 - 0.522],(3 - 4],(14.0 - 93.0],[0.0 - 4.0],58.692
(0.713 - 1.071],[1 - 2],(2.0 - 3.0],(20.0 - 24.8],7.094
(0.335 - 0.411],(2 - 3],(3.0 - 5.0],(10.0 - 13.0],23.963
(0.335 - 0.411],(3 - 4],(14.0 - 93.0],[0.0 - 4.0],52.959
(2.033 - 5.318],[1 - 2],(14.0 - 93.0],[0.0 - 4.0],9.529
(0.411 - 0.522],(3 - 4],(5.0 - 9.0],(7.0 - 10.0],47.447
(0.522 - 0.713],(2 - 3],[0.0 - 1.0],(13.0 - 16.0],56.245
(0.411 - 0.522],(3 - 4],(2.0 - 3.0],(7.0 - 10.0],19.314
(5.318 - 18.792],[1 - 2],(5.0 - 9.0],(24.8 - 29.0],7.161
(1.071 - 2.033],[1 - 2],[0.0 - 1.0],(16.0 - 20.0],8.843
(1.071 - 2.033],(2 - 3],(1.0 - 2.0],(20.0 - 24.8],18.096
(5.318 - 18.792],[1 - 2],[0.0 - 1.0],[0.0 - 4.0],22.455
(0.335 - 0.411],[1 - 2],(5.0 - 9.0],(16.0 - 20.0],16.684
(0.522 - 0.713],(2 - 3],[0.0 - 1.0],[0.0 - 4.0],114.428
(1.071 - 2.033],[1 - 2],(1.0 - 2.0],(24.8 - 29.0],6.588
(0.713 - 1.071],[1 - 2],(1.0 - 2.0],(10.0 - 13.0],26.821
(0.522 - 0.713],(3 - 4],(9.0 - 14.0],[0.0 - 4.0],55.936
(0.335 - 0.411],(3 - 4],(14.0 - 93.0],[0.0 - 4.0],57.033
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],(4.0 - 7.0],4.039
(1.071 - 2.033],[1 - 2],[0.0 - 1.0],(24.8 - 29.0],3.245
(0.522 - 0.713],[1 - 2],(2.0 - 3.0],[0.0 - 4.0],46.106
(0.522 - 0.713],(2 - 3],(1.0 - 2.0],(13.0 - 16.0],27.519
(1.071 - 2.033],[1 - 2],(14.0 - 93.0],[0.0 - 4.0],13.469
(0.522 - 0.713],[1 - 2],[0.0 - 1.0],(10.0 - 13.0],15.675
(1.071 - 2.033],[1 - 2],(1.0 - 2.0],(24.8 - 29.0],8.078
(0.335 - 0.411],[1 - 2],(5.0 - 9.0],(24.8 - 29.0],7.761
(2.033 - 5.318],[1 - 2],(2.0 - 3.0],(35.0 - 59.0],47.727
(1.071 - 2.033],[1 - 2],(1.0 - 2.0],(7.0 - 10.0],25.348
(0.522 - 0.713],[1 - 2],[0.0 - 1.0],(35.0 - 59.0],9.331
(2.033 - 5.318],[1 - 2],(5.0 - 9.0],(13.0 - 16.0],6.276
(2.033 - 5.318],(2 - 3],(9.0 - 14.0],(13.0 - 16.0],15.898
(0.522 - 0.713],[1 - 2],[0.0 - 1.0],(20.0 - 24.8],7.48
(0.522 - 0.713],[1 - 2],(5.0 - 9.0],(16.0 - 20.0],5.745
(0.335 - 0.411],(3 - 4],[0.0 - 1.0],(4.0 - 7.0],62.344
(0.713 - 1.071],(2 - 3],(1.0 - 2.0],(13.0 - 16.0],37.834
(0.411 - 0.522],(3 - 4],(5.0 - 9.0],(10.0 - 13.0],58.867
(2.033 - 5.318],[1 - 2],(5.0 - 9.0],(13.0 - 16.0],8.009
(2.033 - 5.318],[1 - 2],(2.0 - 3.0],(10.0 - 13.0],20.843
(0.522 - 0.713],[1 - 2],(9.0 - 14.0],(7.0 - 10.0],46.561
(0.713 - 1.071],(2 - 3],(5.0 - 9.0],(13.0 - 16.0],46.912
(2.033 - 5.318],(3 - 4],(1.0 - 2.0],(24.8 - 29.0],14.537
(1.071 - 2.033],[1 - 2],[0.0 - 1.0],(24.8 - 29.0],6.448
(0.411 - 0.522],[1 - 2],(2.0 - 3.0],(10.0 - 13.0],54.589
(1.071 - 2.033],[1 - 2],(1.0 - 2.0],[0.0 - 4.0],16.503
(1.071 - 2.033],[1 - 2],(1.0 - 2.0],(35.0 - 59.0],10.847
(0.522 - 0.713],[1 - 2],[0.0 - 1.0],(7.0 - 10.0],25.33
(0.411 - 0.522],(2 - 3],[0.0 - 1.0],(4.0 - 7.0],59.501
(1.071 - 2.033],(3 - 4],[0.0 - 1.0],(4.0 - 7.0],48.011
(1.071 - 2.033],(3 - 4],(9.0 - 14.0],(4.0 - 7.0],31.467
(2.033 - 5.318],[1 - 2],(5.0 - 9.0],(13.0 - 16.0],16.851
(0.335 - 0.411],(2 - 3],(5.0 - 9.0],(16.0 - 20.0],39.675
(0.335 - 0.411],[1 - 2],(1.0 - 2.0],(13.0 - 16.0],7.854
(0.713 - 1.071],(3 - 4],(14.0 - 93.0],(10.0 - 13.0],46.717
(1.071 - 2.033],(2 - 3],(9.0 - 14.0],(4.0 - 7.0],50.361
(0.522 - 0.713],[1 - 2],[0.0 - 1.0],(35.0 - 59.0],5.472
