D,Spk,OS,SNR,DER
(0.335 - 0.411],[1 - 2],(5.0 - 9.0],(20.0 - 24.8],21.097
(1.071 - 2.033],[1 - 2],[0.0 - 1.0],(4.0 - 7.0],28.109
(0.522 - 0.713],[1 - 2],(1.0 - 2.0],(35.0 - 59.0],16.373
(0.411 - 0.522],[1 - 2],(14.0 - 93.0],(7.0 - 10.0],3.976
(0.713 - 1.071],[1 - 2],(2.0 - 3.0],(7.0 - 10.0],20.439
(1.071 - 2.033],[1 - 2],(14.0 - 93.0],[0.0 - 4.0],21.928
(0.522 - 0.713],[1 - 2],[0.0 - 1.0],(10.0 - 13.0],23.037
(0.522 - 0.713],(3 - 4],(9.0 - 14.0],(4.0 - 7.0],82.32
(0.713 - 1.071],[1 - 2],(3.0 - 5.0],(29.0 - 35.0],18.889
(0.713 - 1.071],(2 - 3],(9.0 - 14.0],(4.0 - 7.0],40.021
(0.411 - 0.522],(2 - 3],[0.0 - 1.0],[0.0 - 4.0],38.666
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],(4.0 - 7.0],2.941
(0.335 - 0.411],(2 - 3],(5.0 - 9.0],(7.0 - 10.0],16.137
(0.522 - 0.713],(2 - 3],(9.0 - 14.0],(10.0 - 13.0],32.194
(0.335 - 0.411],[1 - 2],(3.0 - 5.0],(7.0 - 10.0],62.064
(0.411 - 0.522],(2 - 3],(14.0 - 93.0],(16.0 - 20.0],24.883
(0.522 - 0.713],(2 - 3],[0.0 - 1.0],(7.0 - 10.0],56.256
(0.522 - 0.713],[1 - 2],(14.0 - 93.0],(4.0 - 7.0],16.99
(0.713 - 1.071],(2 - 3],[0.0 - 1.0],(13.0 - 16.0],55.533
(0.335 - 0.411],(3 - 4],(14.0 - 93.0],(7.0 - 10.0],36.187
(0.522 - 0.713],(3 - 4],(5.0 - 9.0],(10.0 - 13.0],44.602
(0.411 - 0.522],[1 - 2],(2.0 - 3.0],(10.0 - 13.0],19.156
(0.522 - 0.713],(3 - 4],(1.0 - 2.0],(4.0 - 7.0],45.989
(0.411 - 0.522],[1 - 2],(5.0 - 9.0],(4.0 - 7.0],22.452
(0.522 - 0.713],[1 - 2],(9.0 - 14.0],(10.0 - 13.0],10.797
(0.411 - 0.522],[1 - 2],(2.0 - 3.0],(4.0 - 7.0],15.355
(0.335 - 0.411],(3 - 4],(14.0 - 93.0],[0.0 - 4.0],81.132
(0.411 - 0.522],(2 - 3],(14.0 - 93.0],[0.0 - 4.0],78.957
(0.335 - 0.411],(2 - 3],(5.0 - 9.0],(7.0 - 10.0],32.723
(5.318 - 18.792],[1 - 2],[0.0 - 1.0],(10.0 - 13.0],34.498
(0.335 - 0.411],(2 - 3],(1.0 - 2.0],(13.0 - 16.0],43.105
(0.522 - 0.713],[1 - 2],[0.0 - 1.0],(10.0 - 13.0],12.18
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],(35.0 - 59.0],2.074
(0.522 - 0.713],(2 - 3],[0.0 - 1.0],(4.0 - 7.0],44.416
(0.335 - 0.411],(2 - 3],[0.0 - 1.0],(10.0 - 13.0],18.319
(0.411 - 0.522],[1 - 2],(3.0 - 5.0],(10.0 - 13.0],56.284
(0.522 - 0.713],[1 - 2],(9.0 - 14.0],(4.0 - 7.0],11.602
(0.713 - 1.071],(3 - 4],[0.0 - 1.0],(4.0 - 7.0],57.928
(0.713 - 1.071],(2 - 3],(9.0 - 14.0],(13.0 - 16.0],61.917
(0.713 - 1.071],(2 - 3],[0.0 - 1.0],(7.0 - 10.0],35.972
(0.335 - 0.411],[1 - 2],(3.0 - 5.0],(35.0 - 59.0],30.051
(0.411 - 0.522],[1 - 2],(2.0 - 3.0],(4.0 - 7.0],55.995
(18.792 - 30.494],[1 - 2],(3.0 - 5.0],(20.0 - 24.8],12.303
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],[0.0 - 4.0],27.345
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],(16.0 - 20.0],4.449
(2.033 - 5.318],[1 - 2],(1.0 - 2.0],(10.0 - 13.0],9.536
(1.071 - 2.033],[1 - 2],[0.0 - 1.0],(29.0 - 35.0],11.382
(1.071 - 2.033],[1 - 2],(3.0 - 5.0],(7.0 - 10.0],14.869
(1.071 - 2.033],[1 - 2],[0.0 - 1.0],(13.0 - 16.0],18.004
(0.411 - 0.522],[1 - 2],(1.0 - 2.0],(10.0 - 13.0],29.553
(5.318 - 18.792],(2 - 3],(3.0 - 5.0],(16.0 - 20.0],21.671
(0.335 - 0.411],[1 - 2],(9.0 - 14.0],(10.0 - 13.0],12.328
(1.071 - 2.033],(2 - 3],(2.0 - 3.0],(20.0 - 24.8],29.001
(0.411 - 0.522],[1 - 2],(2.0 - 3.0],(4.0 - 7.0],54.155
(0.713 - 1.071],(2 - 3],(5.0 - 9.0],(4.0 - 7.0],25.315
(0.411 - 0.522],[1 - 2],[0.0 - 1.0],(16.0 - 20.0],6.61
(0.335 - 0.411],[1 - 2],(3.0 - 5.0],(13.0 - 16.0],4.957
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],[0.0 - 4.0],50.363
(0.522 - 0.713],[1 - 2],(9.0 - 14.0],(10.0 - 13.0],6.401
(0.522 - 0.713],[1 - 2],(3.0 - 5.0],[0.0 - 4.0],26.393
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],(4.0 - 7.0],46.132
(0.713 - 1.071],(2 - 3],(5.0 - 9.0],(7.0 - 10.0],50.78
(1.071 - 2.033],[1 - 2],(3.0 - 5.0],(16.0 - 20.0],12.468
(1.071 - 2.033],[1 - 2],(2.0 - 3.0],(4.0 - 7.0],57.813
(1.071 - 2.033],(2 - 3],(1.0 - 2.0],(16.0 - 20.0],57.706
(0.335 - 0.411],[1 - 2],(5.0 - 9.0],(4.0 - 7.0],15.545
(0.411 - 0.522],[1 - 2],(14.0 - 93.0],(4.0 - 7.0],43.208
(0.411 - 0.522],[1 - 2],(3.0 - 5.0],(10.0 - 13.0],36.172
(2.033 - 5.318],[1 - 2],(1.0 - 2.0],(16.0 - 20.0],23.4
(0.522 - 0.713],(3 - 4],(14.0 - 93.0],(7.0 - 10.0],59.723
(0.411 - 0.522],(2 - 3],(3.0 - 5.0],[0.0 - 4.0],53.281
(0.335 - 0.411],[1 - 2],(9.0 - 14.0],(7.0 - 10.0],12.477
(0.411 - 0.522],[1 - 2],(3.0 - 5.0],(10.0 - 13.0],38.259
(0.411 - 0.522],[1 - 2],[0.0 - 1.0],(35.0 - 59.0],7.159
(0.335 - 0.411],[1 - 2],(14.0 - 93.0],[0.0 - 4.0],32.644
(0.713 - 1.071],[1 - 2],(1.0 - 2.0],(10.0 - 13.0],17.725
(1.071 - 2.033],[1 - 2],(5.0 - 9.0],(10.0 - 13.0],9.414
(0.411 - 0.522],(2 - 3],(5.0 - 9.0],[0.0 - 4.0],29.423
(0.411 - 0.522],[1 - 2],[0.0 - 1.0],(20.0 - 24.8],49.51
(0.713 - 1.071],[1 - 2],(5.0 - 9.0],(29.0 - 35.0],12.967
(5.318 - 18.792],(3 - 4],(9.0 - 14.0],(29.0 - 35.0],19.011
(0.522 - 0.713],[1 - 2],(3.0 - 5.0],(7.0 - 10.0],46.546
(0.713 - 1.071],(2 - 3],[0.0 - 1.0],[0.0 - 4.0],66.214
(0.411 - 0.522],(3 - 4],(3.0 - 5.0],(16.0 - 20.0],57.192
(0.411 - 0.522],[1 - 2],(5.0 - 9.0],(4.0 - 7.0],31.728
(0.713 - 1.071],[1 - 2],(1.0 - 2.0],(7.0 - 10.0],11.443
(0.713 - 1.071],[1 - 2],(3.0 - 5.0],(35.0 - 59.0],10.447
(1.071 - 2.033],[1 - 2],[0.0 - 1.0],(29.0 - 35.0],14.27
(1.071 - 2.033],[1 - 2],[0.0 - 1.0],(7.0 - 10.0],10.843
(0.335 - 0.411],(3 - 4],[0.0 - 1.0],(13.0 - 16.0],40.01
(0.522 - 0.713],(2 - 3],[0.0 - 1.0],(7.0 - 10.0],24.95
(2.033 - 5.318],[1 - 2],(1.0 - 2.0],(24.8 - 29.0],5.153
(0.411 - 0.522],[1 - 2],[0.0 - 1.0],[0.0 - 4.0],44.373
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],(4.0 - 7.0],6.615
(0.411 - 0.522],(2 - 3],(9.0 - 14.0],[0.0 - 4.0],48.359
(0.411 - 0.522],(2 - 3],(3.0 - 5.0],(10.0 - 13.0],59.903
(1.071 - 2.033],[1 - 2],(3.0 - 5.0],(16.0 - 20.0],17.318
(0.522 - 0.713],(2 - 3],[0.0 - 1.0],(7.0 - 10.0],59.158
(0.411 - 0.522],(2 - 3],(14.0 - 93.0],(10.0 - 13.0],35.059
(2.033 - 5.318],[1 - 2],(5.0 - 9.0],(10.0 - 13.0],24.012
(0.411 - 0.522],(2 - 3],(14.0 - 93.0],(16.0 - 20.0],37.195
(1.071 - 2.033],[1 - 2],(2.0 - 3.0],(13.0 - 16.0],5.769
(0.522 - 0.713],[1 - 2],(9.0 - 14.0],(13.0 - 16.0],10.36
(0.335 - 0.411],(2 - 3],(1.0 - 2.0],(4.0 - 7.0],24.826
(2.033 - 5.318],[1 - 2],[0.0 - 1.0],(35.0 - 59.0],40.021
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],(35.0 - 59.0],10.188
(0.713 - 1.071],[1 - 2],(5.0 - 9.0],(4.0 - 7.0],24.361
(1.071 - 2.033],[1 - 2],(1.0 - 2.0],(16.0 - 20.0],8.221
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],(4.0 - 7.0],41.537
(0.522 - 0.713],(2 - 3],(14.0 - 93.0],(7.0 - 10.0],19.322
(2.033 - 5.318],[1 - 2],[0.0 - 1.0],(13.0 - 16.0],23.597
(0.522 - 0.713],[1 - 2],(5.0 - 9.0],(13.0 - 16.0],14.185
(0.411 - 0.522],[1 - 2],(14.0 - 93.0],[0.0 - 4.0],114.087
(0.411 - 0.522],[1 - 2],(1.0 - 2.0],(24.8 - 29.0],8.519
(0.522 - 0.713],(2 - 3],(9.0 - 14.0],(4.0 - 7.0],40.681
(0.335 - 0.411],(2 - 3],(3.0 - 5.0],(16.0 - 20.0],20.379
(0.411 - 0.522],(2 - 3],(5.0 - 9.0],(7.0 - 10.0],53.164
(0.522 - 0.713],[1 - 2],(2.0 - 3.0],[0.0 - 4.0],12.603
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],(29.0 - 35.0],16.554
(0.335 - 0.411],(2 - 3],(3.0 - 5.0],(7.0 - 10.0],45.227
(0.522 - 0.713],(2 - 3],(2.0 - 3.0],(4.0 - 7.0],45.293
(0.411 - 0.522],[1 - 2],[0.0 - 1.0],(13.0 - 16.0],3.733
(1.071 - 2.033],(3 - 4],(3.0 - 5.0],(4.0 - 7.0],24.836
(0.522 - 0.713],[1 - 2],(3.0 - 5.0],(16.0 - 20.0],9.729
(0.335 - 0.411],[1 - 2],(2.0 - 3.0],(20.0 - 24.8],12.162
(0.335 - 0.411],[1 - 2],(2.0 - 3.0],(10.0 - 13.0],29.552
(1.071 - 2.033],[1 - 2],[0.0 - 1.0],[0.0 - 4.0],43.285
(0.522 - 0.713],(2 - 3],(5.0 - 9.0],(4.0 - 7.0],30.523
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],[0.0 - 4.0],43.51
(1.071 - 2.033],[1 - 2],[0.0 - 1.0],(16.0 - 20.0],10.711
(0.522 - 0.713],[1 - 2],(9.0 - 14.0],(4.0 - 7.0],13.978
(5.318 - 18.792],[1 - 2],[0.0 - 1.0],(29.0 - 35.0],10.976
(0.411 - 0.522],(2 - 3],(9.0 - 14.0],(4.0 - 7.0],40.361
(1.071 - 2.033],(3 - 4],(3.0 - 5.0],(7.0 - 10.0],13.965
(0.713 - 1.071],(3 - 4],[0.0 - 1.0],(4.0 - 7.0],32.632
(0.522 - 0.713],[1 - 2],(1.0 - 2.0],(4.0 - 7.0],29.582
(1.071 - 2.033],(3 - 4],(14.0 - 93.0],(7.0 - 10.0],55.802
(0.713 - 1.071],(2 - 3],(5.0 - 9.0],(4.0 - 7.0],21.135
(0.713 - 1.071],(3 - 4],(9.0 - 14.0],(10.0 - 13.0],55.094
(0.335 - 0.411],(2 - 3],[0.0 - 1.0],[0.0 - 4.0],46.947
(0.411 - 0.522],[1 - 2],[0.0 - 1.0],[0.0 - 4.0],40.254
(0.713 - 1.071],(2 - 3],(14.0 - 93.0],(4.0 - 7.0],28.516
(0.522 - 0.713],(3 - 4],(3.0 - 5.0],(4.0 - 7.0],65.956
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],[0.0 - 4.0],5.611
(1.071 - 2.033],(2 - 3],(14.0 - 93.0],(7.0 - 10.0],26.446
(0.522 - 0.713],[1 - 2],[0.0 - 1.0],[0.0 - 4.0],65.976
(1.071 - 2.033],[1 - 2],(3.0 - 5.0],(10.0 - 13.0],17.872
(0.713 - 1.071],(3 - 4],(9.0 - 14.0],(10.0 - 13.0],40.732
(1.071 - 2.033],(2 - 3],(14.0 - 93.0],(7.0 - 10.0],37.923
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],(35.0 - 59.0],8.17
(2.033 - 5.318],(2 - 3],[0.0 - 1.0],(24.8 - 29.0],13.217
(1.071 - 2.033],[1 - 2],(3.0 - 5.0],(7.0 - 10.0],48.405
(2.033 - 5.318],[1 - 2],(2.0 - 3.0],(24.8 - 29.0],20.808
(0.335 - 0.411],(2 - 3],[0.0 - 1.0],(7.0 - 10.0],17.431
(0.522 - 0.713],(2 - 3],[0.0 - 1.0],(16.0 - 20.0],16.2
(0.335 - 0.411],(3 - 4],(14.0 - 93.0],(10.0 - 13.0],52.489
(1.071 - 2.033],[1 - 2],[0.0 - 1.0],(10.0 - 13.0],14.134
(2.033 - 5.318],[1 - 2],[0.0 - 1.0],(4.0 - 7.0],12.722
(0.713 - 1.071],[1 - 2],(9.0 - 14.0],(16.0 - 20.0],11.109
(0.713 - 1.071],(2 - 3],(14.0 - 93.0],[0.0 - 4.0],47.818
(0.522 - 0.713],[1 - 2],[0.0 - 1.0],(4.0 - 7.0],63.052
(0.713 - 1.071],[1 - 2],(5.0 - 9.0],[0.0 - 4.0],48.188
(0.713 - 1.071],[1 - 2],(3.0 - 5.0],[0.0 - 4.0],55.795
(0.335 - 0.411],[1 - 2],(5.0 - 9.0],(13.0 - 16.0],29.652
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],(7.0 - 10.0],33.437
(0.522 - 0.713],[1 - 2],[0.0 - 1.0],(10.0 - 13.0],8.231
(1.071 - 2.033],[1 - 2],[0.0 - 1.0],(10.0 - 13.0],9.307
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],(13.0 - 16.0],12.736
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],(10.0 - 13.0],24.145
(0.713 - 1.071],[1 - 2],(3.0 - 5.0],(24.8 - 29.0],13.366
(0.411 - 0.522],[1 - 2],[0.0 - 1.0],(20.0 - 24.8],26.135
(0.335 - 0.411],(2 - 3],(5.0 - 9.0],[0.0 - 4.0],28.614
(1.071 - 2.033],[1 - 2],(5.0 - 9.0],(13.0 - 16.0],18.799
(0.411 - 0.522],[1 - 2],[0.0 - 1.0],(13.0 - 16.0],60.967
(0.522 - 0.713],[1 - 2],(14.0 - 93.0],[0.0 - 4.0],20.776
(0.335 - 0.411],[1 - 2],(9.0 - 14.0],(29.0 - 35.0],9.145
(1.071 - 2.033],[1 - 2],[0.0 - 1.0],(7.0 - 10.0],4.204
(0.713 - 1.071],[1 - 2],(1.0 - 2.0],(10.0 - 13.0],4.276
(1.071 - 2.033],(2 - 3],(14.0 - 93.0],[0.0 - 4.0],58.674
(0.713 - 1.071],[1 - 2],(5.0 - 9.0],(16.0 - 20.0],12.638
(0.335 - 0.411],[1 - 2],(5.0 - 9.0],(4.0 - 7.0],34.153
(0.335 - 0.411],[1 - 2],(9.0 - 14.0],[0.0 - 4.0],13.949
(0.335 - 0.411],[1 - 2],(2.0 - 3.0],(7.0 - 10.0],17.352
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],[0.0 - 4.0],64.872
(2.033 - 5.318],[1 - 2],(9.0 - 14.0],(20.0 - 24.8],13.042
(0.411 - 0.522],(2 - 3],(14.0 - 93.0],(7.0 - 10.0],29.907
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],[0.0 - 4.0],33.959
(0.335 - 0.411],(3 - 4],(9.0 - 14.0],(13.0 - 16.0],26.889
(2.033 - 5.318],[1 - 2],(1.0 - 2.0],(10.0 - 13.0],11.207
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],(7.0 - 10.0],39.337
(0.411 - 0.522],[1 - 2],(14.0 - 93.0],[0.0 - 4.0],53.698
(0.713 - 1.071],[1 - 2],(14.0 - 93.0],[0.0 - 4.0],16.181
(0.713 - 1.071],[1 - 2],(5.0 - 9.0],(13.0 - 16.0],49.061
(0.713 - 1.071],(3 - 4],(9.0 - 14.0],[0.0 - 4.0],62.487
(0.522 - 0.713],(3 - 4],(1.0 - 2.0],(4.0 - 7.0],62.235
(0.335 - 0.411],[1 - 2],(2.0 - 3.0],(7.0 - 10.0],45.64
(0.411 - 0.522],(3 - 4],(14.0 - 93.0],(7.0 - 10.0],38.709
(2.033 - 5.318],(4 - 5],(9.0 - 14.0],(7.0 - 10.0],42.884
(0.411 - 0.522],(5 - 7],(9.0 - 14.0],[0.0 - 4.0],27.898
(0.335 - 0.411],(4 - 5],[0.0 - 1.0],[0.0 - 4.0],48.671
(0.713 - 1.071],(4 - 5],(9.0 - 14.0],(4.0 - 7.0],41.901
(0.522 - 0.713],(4 - 5],(9.0 - 14.0],(13.0 - 16.0],70.572
(5.318 - 18.792],(4 - 5],[0.0 - 1.0],(10.0 - 13.0],5.357
(1.071 - 2.033],(4 - 5],(9.0 - 14.0],(10.0 - 13.0],62.391
(1.071 - 2.033],(4 - 5],(9.0 - 14.0],[0.0 - 4.0],45.853
(0.411 - 0.522],(4 - 5],(9.0 - 14.0],[0.0 - 4.0],65.368
(0.713 - 1.071],(5 - 7],(5.0 - 9.0],[0.0 - 4.0],59.072
(0.522 - 0.713],(4 - 5],(14.0 - 93.0],(13.0 - 16.0],49.107
(0.411 - 0.522],(4 - 5],(5.0 - 9.0],[0.0 - 4.0],54.433
(0.335 - 0.411],(5 - 7],(14.0 - 93.0],[0.0 - 4.0],41.007
(0.411 - 0.522],(5 - 7],(14.0 - 93.0],[0.0 - 4.0],52.385
(0.713 - 1.071],(7 - 10],(5.0 - 9.0],(7.0 - 10.0],84.281
(0.335 - 0.411],(5 - 7],(3.0 - 5.0],(4.0 - 7.0],65.02
(0.522 - 0.713],(4 - 5],(5.0 - 9.0],(10.0 - 13.0],45.543
(1.071 - 2.033],(4 - 5],[0.0 - 1.0],(13.0 - 16.0],23.132
(0.713 - 1.071],(4 - 5],(9.0 - 14.0],(16.0 - 20.0],47.1
(0.522 - 0.713],(4 - 5],(14.0 - 93.0],(7.0 - 10.0],57.329
(2.033 - 5.318],(4 - 5],[0.0 - 1.0],(10.0 - 13.0],18.937
(1.071 - 2.033],(4 - 5],[0.0 - 1.0],(13.0 - 16.0],20.334
(0.522 - 0.713],(4 - 5],[0.0 - 1.0],(10.0 - 13.0],65.732
(0.335 - 0.411],(4 - 5],(5.0 - 9.0],(4.0 - 7.0],52.367
(0.335 - 0.411],(5 - 7],(14.0 - 93.0],(7.0 - 10.0],49.366
(1.071 - 2.033],(4 - 5],(1.0 - 2.0],[0.0 - 4.0],108.297
(2.033 - 5.318],(5 - 7],(2.0 - 3.0],(4.0 - 7.0],30.472
(2.033 - 5.318],(4 - 5],(9.0 - 14.0],(7.0 - 10.0],41.763
(1.071 - 2.033],(5 - 7],(14.0 - 93.0],(7.0 - 10.0],67.927
(0.713 - 1.071],(4 - 5],(5.0 - 9.0],[0.0 - 4.0],78.183
(0.411 - 0.522],(4 - 5],(5.0 - 9.0],(4.0 - 7.0],19.671
(1.071 - 2.033],(5 - 7],(14.0 - 93.0],(10.0 - 13.0],40.078
(0.522 - 0.713],(4 - 5],[0.0 - 1.0],(13.0 - 16.0],74.932
(0.522 - 0.713],(5 - 7],(5.0 - 9.0],(10.0 - 13.0],21.847
(0.522 - 0.713],(7 - 10],(9.0 - 14.0],(16.0 - 20.0],63.505
(0.411 - 0.522],(5 - 7],(5.0 - 9.0],(4.0 - 7.0],57.786
(1.071 - 2.033],(5 - 7],(5.0 - 9.0],[0.0 - 4.0],88.918
(0.411 - 0.522],(5 - 7],(14.0 - 93.0],[0.0 - 4.0],55.913
(0.335 - 0.411],(5 - 7],(3.0 - 5.0],(4.0 - 7.0],63.512
(1.071 - 2.033],(4 - 5],[0.0 - 1.0],(20.0 - 24.8],31.993
(0.335 - 0.411],(4 - 5],(14.0 - 93.0],(4.0 - 7.0],53.921
(0.411 - 0.522],(4 - 5],(14.0 - 93.0],[0.0 - 4.0],56.906
(0.411 - 0.522],(4 - 5],[0.0 - 1.0],(16.0 - 20.0],17.486
(2.033 - 5.318],(5 - 7],(14.0 - 93.0],(13.0 - 16.0],39.166
(0.335 - 0.411],(7 - 10],(9.0 - 14.0],[0.0 - 4.0],71.099
(0.335 - 0.411],(7 - 10],(14.0 - 93.0],[0.0 - 4.0],58.465
(1.071 - 2.033],(7 - 10],(9.0 - 14.0],(7.0 - 10.0],51.618
(0.713 - 1.071],(5 - 7],(14.0 - 93.0],[0.0 - 4.0],85.372
(0.522 - 0.713],(4 - 5],(14.0 - 93.0],[0.0 - 4.0],61.738
(0.522 - 0.713],(4 - 5],(14.0 - 93.0],[0.0 - 4.0],62.681
(0.335 - 0.411],(7 - 10],(14.0 - 93.0],(4.0 - 7.0],43.913
(2.033 - 5.318],(4 - 5],(9.0 - 14.0],(10.0 - 13.0],47.863
(0.411 - 0.522],(3 - 4],(5.0 - 9.0],[0.0 - 4.0],48.868
(0.335 - 0.411],(4 - 5],(14.0 - 93.0],[0.0 - 4.0],60.574
(0.335 - 0.411],(4 - 5],(14.0 - 93.0],[0.0 - 4.0],70.327
(0.335 - 0.411],(7 - 10],(14.0 - 93.0],(7.0 - 10.0],60.383
(0.335 - 0.411],(5 - 7],(14.0 - 93.0],(4.0 - 7.0],50.367
(0.713 - 1.071],(3 - 4],(3.0 - 5.0],[0.0 - 4.0],55.063
(0.713 - 1.071],(7 - 10],(3.0 - 5.0],[0.0 - 4.0],75.793
(0.335 - 0.411],(5 - 7],(9.0 - 14.0],[0.0 - 4.0],61.687
(0.522 - 0.713],(4 - 5],(9.0 - 14.0],[0.0 - 4.0],60.379
(0.411 - 0.522],(5 - 7],(14.0 - 93.0],[0.0 - 4.0],134.885
(2.033 - 5.318],(4 - 5],(3.0 - 5.0],[0.0 - 4.0],61.61
(1.071 - 2.033],(4 - 5],(9.0 - 14.0],(4.0 - 7.0],45.216
(1.071 - 2.033],(7 - 10],(9.0 - 14.0],(10.0 - 13.0],68.982
(0.713 - 1.071],(4 - 5],(5.0 - 9.0],[0.0 - 4.0],42.339
(0.522 - 0.713],(4 - 5],[0.0 - 1.0],[0.0 - 4.0],36.677
(0.713 - 1.071],(4 - 5],(14.0 - 93.0],(4.0 - 7.0],49.021
(0.411 - 0.522],(4 - 5],[0.0 - 1.0],(13.0 - 16.0],28.249
(0.522 - 0.713],(5 - 7],(2.0 - 3.0],(10.0 - 13.0],60.891
(18.792 - 30.494],(5 - 7],[0.0 - 1.0],(20.0 - 24.8],7.292
(1.071 - 2.033],(4 - 5],(5.0 - 9.0],(10.0 - 13.0],54.333
(0.713 - 1.071],(4 - 5],(9.0 - 14.0],(4.0 - 7.0],65.818
(0.411 - 0.522],(5 - 7],(14.0 - 93.0],(4.0 - 7.0],34.488
(0.522 - 0.713],(4 - 5],(14.0 - 93.0],[0.0 - 4.0],30.844
(0.411 - 0.522],(4 - 5],(14.0 - 93.0],[0.0 - 4.0],73.565
(0.335 - 0.411],(5 - 7],[0.0 - 1.0],(7.0 - 10.0],41.111
(0.335 - 0.411],(2 - 3],(14.0 - 93.0],[0.0 - 4.0],64.211
(0.335 - 0.411],(4 - 5],(5.0 - 9.0],[0.0 - 4.0],29.769
(0.522 - 0.713],(4 - 5],[0.0 - 1.0],(4.0 - 7.0],57.177
(0.522 - 0.713],(4 - 5],(1.0 - 2.0],(7.0 - 10.0],57.963
(1.071 - 2.033],(4 - 5],(5.0 - 9.0],(7.0 - 10.0],76.069
(1.071 - 2.033],(4 - 5],(1.0 - 2.0],[0.0 - 4.0],60.027
(0.522 - 0.713],(4 - 5],(14.0 - 93.0],(7.0 - 10.0],71.266
(0.522 - 0.713],(4 - 5],(9.0 - 14.0],(7.0 - 10.0],54.467
(0.713 - 1.071],(4 - 5],(9.0 - 14.0],[0.0 - 4.0],60.77
(0.411 - 0.522],(7 - 10],[0.0 - 1.0],[0.0 - 4.0],79.322
(0.713 - 1.071],(4 - 5],(1.0 - 2.0],[0.0 - 4.0],25.807
(0.713 - 1.071],(3 - 4],(1.0 - 2.0],(10.0 - 13.0],37.73
(2.033 - 5.318],(4 - 5],(3.0 - 5.0],(20.0 - 24.8],27.284
(0.713 - 1.071],(4 - 5],(9.0 - 14.0],(7.0 - 10.0],35.839
(0.522 - 0.713],(5 - 7],(14.0 - 93.0],(7.0 - 10.0],62.225
(0.522 - 0.713],(4 - 5],(2.0 - 3.0],(10.0 - 13.0],35.584
(0.335 - 0.411],(5 - 7],(14.0 - 93.0],(13.0 - 16.0],65.315
(0.713 - 1.071],(7 - 10],(5.0 - 9.0],(7.0 - 10.0],53.757
(0.335 - 0.411],(4 - 5],(14.0 - 93.0],[0.0 - 4.0],40.924
(0.411 - 0.522],(7 - 10],(9.0 - 14.0],(4.0 - 7.0],99.307
(0.411 - 0.522],(5 - 7],(9.0 - 14.0],(4.0 - 7.0],77.335
(0.335 - 0.411],(5 - 7],(9.0 - 14.0],[0.0 - 4.0],59.677
(1.071 - 2.033],(7 - 10],(14.0 - 93.0],(4.0 - 7.0],65.075
(5.318 - 18.792],(4 - 5],(2.0 - 3.0],(10.0 - 13.0],47.957
(0.411 - 0.522],(7 - 10],(1.0 - 2.0],(13.0 - 16.0],71.657
(0.411 - 0.522],(5 - 7],(14.0 - 93.0],[0.0 - 4.0],50.424
(0.522 - 0.713],(4 - 5],[0.0 - 1.0],(24.8 - 29.0],29.772
(0.713 - 1.071],(5 - 7],[0.0 - 1.0],(4.0 - 7.0],44.825
(0.713 - 1.071],(7 - 10],(3.0 - 5.0],(4.0 - 7.0],85.605
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(16.0 - 20.0],21.824
(5.318 - 18.792],(2 - 3],[0.0 - 1.0],(13.0 - 16.0],11.862
(30.494 - 34.87],(2 - 3],(3.0 - 5.0],(29.0 - 35.0],38.928
(18.792 - 30.494],(2 - 3],(5.0 - 9.0],(20.0 - 24.8],34.719
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(24.8 - 29.0],21.692
(18.792 - 30.494],(2 - 3],[0.0 - 1.0],(24.8 - 29.0],12.672
(30.494 - 34.87],(2 - 3],(5.0 - 9.0],(24.8 - 29.0],29.329
(18.792 - 30.494],(2 - 3],[0.0 - 1.0],(20.0 - 24.8],15.908
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(29.0 - 35.0],14.75
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(29.0 - 35.0],14.508
(30.494 - 34.87],(2 - 3],(5.0 - 9.0],(13.0 - 16.0],15.515
(5.318 - 18.792],(2 - 3],[0.0 - 1.0],(24.8 - 29.0],14.869
(30.494 - 34.87],(2 - 3],(1.0 - 2.0],(24.8 - 29.0],20.72
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(35.0 - 59.0],11.025
