D,Spk,OS,SNR,DER
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(7.0 - 10.0],24.786
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(10.0 - 13.0],11.253
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(35.0 - 59.0],11.106
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(20.0 - 24.8],16.44
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(20.0 - 24.8],12.548
(30.494 - 34.87],[1 - 2],(5.0 - 9.0],(13.0 - 16.0],31.555
(18.792 - 30.494],[1 - 2],[0.0 - 1.0],(16.0 - 20.0],15.102
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(24.8 - 29.0],7.854
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(20.0 - 24.8],9.518
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(24.8 - 29.0],21.844
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(16.0 - 20.0],27.117
(30.494 - 34.87],[1 - 2],(1.0 - 2.0],(16.0 - 20.0],19.96
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(35.0 - 59.0],6.508
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(13.0 - 16.0],17.68
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(24.8 - 29.0],10.496
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(10.0 - 13.0],40.009
(18.792 - 30.494],[1 - 2],[0.0 - 1.0],(24.8 - 29.0],11.392
(18.792 - 30.494],[1 - 2],[0.0 - 1.0],(16.0 - 20.0],28.543
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(24.8 - 29.0],15.095
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(24.8 - 29.0],16.326
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(29.0 - 35.0],11.505
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(24.8 - 29.0],23.105
(30.494 - 34.87],[1 - 2],(2.0 - 3.0],(13.0 - 16.0],29.259
(18.792 - 30.494],[1 - 2],[0.0 - 1.0],(20.0 - 24.8],14.601
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(16.0 - 20.0],36.407
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(16.0 - 20.0],23.377
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(24.8 - 29.0],11.91
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(24.8 - 29.0],9.586
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(29.0 - 35.0],10.684
(18.792 - 30.494],[1 - 2],[0.0 - 1.0],(20.0 - 24.8],29.364
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(16.0 - 20.0],20.22
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(24.8 - 29.0],16.442
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(35.0 - 59.0],58.594
(30.494 - 34.87],(5 - 7],[0.0 - 1.0],(29.0 - 35.0],24.796
(18.792 - 30.494],(5 - 7],[0.0 - 1.0],(24.8 - 29.0],26.13
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(35.0 - 59.0],77.365
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(35.0 - 59.0],31.428
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(35.0 - 59.0],32.588
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(35.0 - 59.0],41.738
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(29.0 - 35.0],35.033
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(29.0 - 35.0],48.778
(34.87 - 95.677],(5 - 7],[0.0 - 1.0],(35.0 - 59.0],26.366
(18.792 - 30.494],(5 - 7],[0.0 - 1.0],(24.8 - 29.0],16.089
(18.792 - 30.494],(5 - 7],[0.0 - 1.0],(35.0 - 59.0],28.964
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(35.0 - 59.0],33.697
(34.87 - 95.677],(7 - 10],[0.0 - 1.0],(35.0 - 59.0],37.663
(34.87 - 95.677],(5 - 7],[0.0 - 1.0],(35.0 - 59.0],18.253
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(35.0 - 59.0],36.149
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(35.0 - 59.0],57.892
(34.87 - 95.677],(7 - 10],[0.0 - 1.0],(35.0 - 59.0],21.111
(34.87 - 95.677],(7 - 10],[0.0 - 1.0],(35.0 - 59.0],20.885
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(35.0 - 59.0],38.113
(5.318 - 18.792],(4 - 5],[0.0 - 1.0],(35.0 - 59.0],14.337
(18.792 - 30.494],(4 - 5],[0.0 - 1.0],(20.0 - 24.8],41.906
(34.87 - 95.677],(7 - 10],[0.0 - 1.0],(35.0 - 59.0],37.926
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(35.0 - 59.0],39.024
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(35.0 - 59.0],48.587
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(35.0 - 59.0],26.939
(34.87 - 95.677],(7 - 10],[0.0 - 1.0],(29.0 - 35.0],34.836
(34.87 - 95.677],(7 - 10],[0.0 - 1.0],(24.8 - 29.0],61.024
(34.87 - 95.677],(5 - 7],[0.0 - 1.0],(29.0 - 35.0],11.527
(34.87 - 95.677],(7 - 10],[0.0 - 1.0],(35.0 - 59.0],29.154
(34.87 - 95.677],(7 - 10],[0.0 - 1.0],(35.0 - 59.0],27.694
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(29.0 - 35.0],34.417
(34.87 - 95.677],(7 - 10],[0.0 - 1.0],(29.0 - 35.0],61.135
(34.87 - 95.677],(7 - 10],[0.0 - 1.0],(35.0 - 59.0],16.412
(34.87 - 95.677],(4 - 5],[0.0 - 1.0],(35.0 - 59.0],31.933
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(35.0 - 59.0],37.018
(34.87 - 95.677],(7 - 10],[0.0 - 1.0],(29.0 - 35.0],75.939
(18.792 - 30.494],(7 - 10],[0.0 - 1.0],(24.8 - 29.0],30.514
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(24.8 - 29.0],31.647
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(35.0 - 59.0],18.84
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(35.0 - 59.0],15.31
(18.792 - 30.494],(5 - 7],[0.0 - 1.0],(35.0 - 59.0],15.146
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(35.0 - 59.0],37.076
(34.87 - 95.677],(7 - 10],[0.0 - 1.0],(24.8 - 29.0],37.141
(0.411 - 0.522],[1 - 2],[0.0 - 1.0],(10.0 - 13.0],25.187
(0.335 - 0.411],(2 - 3],(9.0 - 14.0],(4.0 - 7.0],62.715
(0.713 - 1.071],[1 - 2],(3.0 - 5.0],[0.0 - 4.0],33.231
(0.335 - 0.411],(2 - 3],[0.0 - 1.0],[0.0 - 4.0],54.199
(0.713 - 1.071],[1 - 2],(5.0 - 9.0],(4.0 - 7.0],17.289
(0.713 - 1.071],(2 - 3],[0.0 - 1.0],[0.0 - 4.0],95.024
(0.713 - 1.071],[1 - 2],(3.0 - 5.0],(24.8 - 29.0],16.195
(1.071 - 2.033],(3 - 4],(2.0 - 3.0],(7.0 - 10.0],20.084
(0.411 - 0.522],(3 - 4],(14.0 - 93.0],[0.0 - 4.0],58.809
(0.522 - 0.713],[1 - 2],(5.0 - 9.0],(7.0 - 10.0],18.748
(0.522 - 0.713],[1 - 2],(9.0 - 14.0],(13.0 - 16.0],34.042
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],(10.0 - 13.0],24.454
(1.071 - 2.033],(3 - 4],(9.0 - 14.0],(10.0 - 13.0],55.883
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],(4.0 - 7.0],59.617
(1.071 - 2.033],[1 - 2],(3.0 - 5.0],(7.0 - 10.0],25.781
(1.071 - 2.033],[1 - 2],(2.0 - 3.0],(24.8 - 29.0],13.532
(0.522 - 0.713],(2 - 3],(14.0 - 93.0],(7.0 - 10.0],45.214
(0.335 - 0.411],(2 - 3],(14.0 - 93.0],[0.0 - 4.0],77.011
(0.411 - 0.522],(3 - 4],(5.0 - 9.0],[0.0 - 4.0],65.285
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],(13.0 - 16.0],17.44
(0.335 - 0.411],(3 - 4],(3.0 - 5.0],(13.0 - 16.0],39.101
(5.318 - 18.792],[1 - 2],(9.0 - 14.0],(4.0 - 7.0],22.741
(0.411 - 0.522],(3 - 4],(5.0 - 9.0],(7.0 - 10.0],61.679
(0.522 - 0.713],[1 - 2],(5.0 - 9.0],(4.0 - 7.0],64.36
(0.522 - 0.713],[1 - 2],[0.0 - 1.0],(7.0 - 10.0],19.475
(1.071 - 2.033],(2 - 3],(9.0 - 14.0],(10.0 - 13.0],43.875
(0.411 - 0.522],[1 - 2],[0.0 - 1.0],(16.0 - 20.0],19.19
(0.335 - 0.411],[1 - 2],(9.0 - 14.0],(13.0 - 16.0],53.606
(0.522 - 0.713],[1 - 2],(5.0 - 9.0],(16.0 - 20.0],15.063
(2.033 - 5.318],(2 - 3],(3.0 - 5.0],(20.0 - 24.8],55.918
(0.522 - 0.713],[1 - 2],[0.0 - 1.0],(7.0 - 10.0],21.178
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],(16.0 - 20.0],52.21
(0.335 - 0.411],[1 - 2],(5.0 - 9.0],(10.0 - 13.0],23.878
(0.335 - 0.411],[1 - 2],(14.0 - 93.0],[0.0 - 4.0],55.67
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],(16.0 - 20.0],15.851
(1.071 - 2.033],[1 - 2],(3.0 - 5.0],(16.0 - 20.0],13.6
(0.411 - 0.522],[1 - 2],[0.0 - 1.0],[0.0 - 4.0],39.265
(0.411 - 0.522],[1 - 2],[0.0 - 1.0],(4.0 - 7.0],58.523
(2.033 - 5.318],[1 - 2],(2.0 - 3.0],(13.0 - 16.0],35.659
(0.411 - 0.522],(2 - 3],(14.0 - 93.0],(7.0 - 10.0],56.858
(2.033 - 5.318],[1 - 2],[0.0 - 1.0],(29.0 - 35.0],16.071
(0.522 - 0.713],(3 - 4],(9.0 - 14.0],(7.0 - 10.0],66.435
(5.318 - 18.792],[1 - 2],(2.0 - 3.0],(13.0 - 16.0],19.688
(0.522 - 0.713],[1 - 2],[0.0 - 1.0],(35.0 - 59.0],18.236
(0.335 - 0.411],[1 - 2],(9.0 - 14.0],(10.0 - 13.0],27.032
(1.071 - 2.033],(2 - 3],[0.0 - 1.0],(13.0 - 16.0],67.494
(0.411 - 0.522],(2 - 3],(9.0 - 14.0],(4.0 - 7.0],60.585
(0.335 - 0.411],(2 - 3],(5.0 - 9.0],(4.0 - 7.0],56.581
(0.522 - 0.713],(3 - 4],(5.0 - 9.0],(7.0 - 10.0],56.016
(0.713 - 1.071],(2 - 3],(3.0 - 5.0],(20.0 - 24.8],37.632
(0.335 - 0.411],[1 - 2],(3.0 - 5.0],(10.0 - 13.0],41.739
(0.522 - 0.713],(2 - 3],(3.0 - 5.0],(16.0 - 20.0],55.776
(0.411 - 0.522],[1 - 2],(9.0 - 14.0],(13.0 - 16.0],57.128
(0.522 - 0.713],[1 - 2],(9.0 - 14.0],(10.0 - 13.0],39.8
(1.071 - 2.033],[1 - 2],(5.0 - 9.0],(24.8 - 29.0],16.946
(0.713 - 1.071],[1 - 2],(3.0 - 5.0],[0.0 - 4.0],99.664
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],(20.0 - 24.8],29.099
(1.071 - 2.033],[1 - 2],(14.0 - 93.0],(4.0 - 7.0],39.717
(0.522 - 0.713],[1 - 2],(1.0 - 2.0],(7.0 - 10.0],37.878
(0.522 - 0.713],[1 - 2],(2.0 - 3.0],(10.0 - 13.0],26.839
(0.522 - 0.713],[1 - 2],(9.0 - 14.0],(10.0 - 13.0],23.278
(0.411 - 0.522],[1 - 2],(5.0 - 9.0],(13.0 - 16.0],11.161
(2.033 - 5.318],[1 - 2],(1.0 - 2.0],[0.0 - 4.0],44.264
(1.071 - 2.033],(2 - 3],(3.0 - 5.0],(16.0 - 20.0],39.961
(0.522 - 0.713],(2 - 3],(1.0 - 2.0],[0.0 - 4.0],94.717
(2.033 - 5.318],[1 - 2],(3.0 - 5.0],(4.0 - 7.0],57.489
(2.033 - 5.318],[1 - 2],(5.0 - 9.0],(10.0 - 13.0],64.118
(0.522 - 0.713],[1 - 2],[0.0 - 1.0],(16.0 - 20.0],12.449
(1.071 - 2.033],[1 - 2],(9.0 - 14.0],(16.0 - 20.0],38.705
(0.335 - 0.411],[1 - 2],(5.0 - 9.0],(4.0 - 7.0],73.655
(0.335 - 0.411],[1 - 2],(3.0 - 5.0],(4.0 - 7.0],23.541
(0.522 - 0.713],(3 - 4],(9.0 - 14.0],[0.0 - 4.0],77.271
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],(24.8 - 29.0],5.173
(0.411 - 0.522],[1 - 2],(5.0 - 9.0],(7.0 - 10.0],27.554
(0.713 - 1.071],(2 - 3],[0.0 - 1.0],[0.0 - 4.0],89.667
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],[0.0 - 4.0],68.431
(0.713 - 1.071],[1 - 2],(9.0 - 14.0],(10.0 - 13.0],28.63
(0.411 - 0.522],(3 - 4],(14.0 - 93.0],(7.0 - 10.0],44.024
(0.522 - 0.713],(2 - 3],[0.0 - 1.0],(16.0 - 20.0],55.327
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],(7.0 - 10.0],58.96
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],(7.0 - 10.0],25.455
(0.713 - 1.071],[1 - 2],(2.0 - 3.0],(13.0 - 16.0],10.432
(0.411 - 0.522],(2 - 3],[0.0 - 1.0],(4.0 - 7.0],44.727
(0.335 - 0.411],(2 - 3],(14.0 - 93.0],(7.0 - 10.0],72.916
(0.522 - 0.713],[1 - 2],[0.0 - 1.0],(13.0 - 16.0],19.805
(2.033 - 5.318],(3 - 4],(14.0 - 93.0],[0.0 - 4.0],63.554
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],(35.0 - 59.0],16.122
(1.071 - 2.033],[1 - 2],(5.0 - 9.0],(13.0 - 16.0],29.201
(0.522 - 0.713],[1 - 2],[0.0 - 1.0],(7.0 - 10.0],40.766
(0.713 - 1.071],[1 - 2],(5.0 - 9.0],(7.0 - 10.0],44.752
(0.411 - 0.522],(2 - 3],(5.0 - 9.0],(4.0 - 7.0],80.568
(1.071 - 2.033],[1 - 2],(1.0 - 2.0],(29.0 - 35.0],30.286
(0.335 - 0.411],[1 - 2],(14.0 - 93.0],[0.0 - 4.0],58.026
(0.411 - 0.522],(2 - 3],(2.0 - 3.0],(10.0 - 13.0],85.711
(1.071 - 2.033],[1 - 2],(9.0 - 14.0],(10.0 - 13.0],72.764
(0.522 - 0.713],[1 - 2],[0.0 - 1.0],(35.0 - 59.0],18.114
(0.522 - 0.713],[1 - 2],(2.0 - 3.0],(7.0 - 10.0],62.32
(0.522 - 0.713],[1 - 2],[0.0 - 1.0],(7.0 - 10.0],74.095
(0.411 - 0.522],(2 - 3],[0.0 - 1.0],(4.0 - 7.0],35.992
(0.522 - 0.713],[1 - 2],(3.0 - 5.0],[0.0 - 4.0],88.829
(0.411 - 0.522],[1 - 2],[0.0 - 1.0],(24.8 - 29.0],34.08
(0.522 - 0.713],[1 - 2],[0.0 - 1.0],(16.0 - 20.0],9.941
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],(7.0 - 10.0],49.102
(0.522 - 0.713],(3 - 4],[0.0 - 1.0],(10.0 - 13.0],59.845
(0.411 - 0.522],[1 - 2],(9.0 - 14.0],(10.0 - 13.0],22.034
(0.411 - 0.522],[1 - 2],[0.0 - 1.0],(29.0 - 35.0],35.512
(2.033 - 5.318],[1 - 2],(1.0 - 2.0],(10.0 - 13.0],28.039
(1.071 - 2.033],(2 - 3],(5.0 - 9.0],(7.0 - 10.0],48.368
(0.411 - 0.522],[1 - 2],(9.0 - 14.0],(7.0 - 10.0],61.514
(0.335 - 0.411],(2 - 3],[0.0 - 1.0],[0.0 - 4.0],79.106
(0.411 - 0.522],[1 - 2],[0.0 - 1.0],(4.0 - 7.0],61.038
(5.318 - 18.792],[1 - 2],(5.0 - 9.0],(16.0 - 20.0],18.228
(0.411 - 0.522],(2 - 3],[0.0 - 1.0],(7.0 - 10.0],74.062
(2.033 - 5.318],[1 - 2],(5.0 - 9.0],(13.0 - 16.0],20.561
(0.522 - 0.713],(2 - 3],(1.0 - 2.0],(7.0 - 10.0],73.566
(0.713 - 1.071],(2 - 3],[0.0 - 1.0],(20.0 - 24.8],59.213
(2.033 - 5.318],[1 - 2],(9.0 - 14.0],(24.8 - 29.0],34.657
(1.071 - 2.033],[1 - 2],[0.0 - 1.0],(35.0 - 59.0],16.315
(0.522 - 0.713],[1 - 2],(5.0 - 9.0],(4.0 - 7.0],17.161
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],[0.0 - 4.0],74.816
(0.335 - 0.411],[1 - 2],(5.0 - 9.0],(20.0 - 24.8],28.162
(2.033 - 5.318],(2 - 3],(5.0 - 9.0],(4.0 - 7.0],96.621
(1.071 - 2.033],[1 - 2],(5.0 - 9.0],(13.0 - 16.0],27.136
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],(16.0 - 20.0],15.199
(0.713 - 1.071],[1 - 2],(3.0 - 5.0],(4.0 - 7.0],39.145
(0.411 - 0.522],[1 - 2],[0.0 - 1.0],(10.0 - 13.0],37.306
(1.071 - 2.033],[1 - 2],(3.0 - 5.0],(16.0 - 20.0],30.365
(2.033 - 5.318],(2 - 3],(2.0 - 3.0],(20.0 - 24.8],38.404
(0.713 - 1.071],(2 - 3],(5.0 - 9.0],(7.0 - 10.0],31.43
(1.071 - 2.033],[1 - 2],[0.0 - 1.0],(13.0 - 16.0],41.917
(5.318 - 18.792],[1 - 2],(2.0 - 3.0],(35.0 - 59.0],15.583
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],(13.0 - 16.0],33.97
(2.033 - 5.318],(2 - 3],(3.0 - 5.0],(4.0 - 7.0],63.507
(0.411 - 0.522],(2 - 3],[0.0 - 1.0],(4.0 - 7.0],71.522
(1.071 - 2.033],(2 - 3],(14.0 - 93.0],[0.0 - 4.0],64.012
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],(29.0 - 35.0],27.335
(0.713 - 1.071],(2 - 3],(3.0 - 5.0],(13.0 - 16.0],63.948
(1.071 - 2.033],[1 - 2],[0.0 - 1.0],[0.0 - 4.0],26.301
(1.071 - 2.033],(2 - 3],(3.0 - 5.0],(16.0 - 20.0],58.499
(0.411 - 0.522],[1 - 2],(14.0 - 93.0],(10.0 - 13.0],56.306
(0.713 - 1.071],(3 - 4],(9.0 - 14.0],[0.0 - 4.0],45.785
(0.522 - 0.713],(3 - 4],(9.0 - 14.0],(4.0 - 7.0],70.613
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],(13.0 - 16.0],28.543
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],(13.0 - 16.0],12.897
(0.522 - 0.713],[1 - 2],(1.0 - 2.0],(20.0 - 24.8],10.613
(0.411 - 0.522],(2 - 3],(14.0 - 93.0],[0.0 - 4.0],88.992
(0.713 - 1.071],[1 - 2],(5.0 - 9.0],(4.0 - 7.0],28.038
(0.411 - 0.522],[1 - 2],(3.0 - 5.0],[0.0 - 4.0],72.402
(0.411 - 0.522],(2 - 3],[0.0 - 1.0],(10.0 - 13.0],59.838
(0.335 - 0.411],[1 - 2],(5.0 - 9.0],(16.0 - 20.0],32.645
(0.411 - 0.522],(2 - 3],(14.0 - 93.0],[0.0 - 4.0],83.029
(0.713 - 1.071],(2 - 3],(14.0 - 93.0],(4.0 - 7.0],84.711
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],(7.0 - 10.0],41.446
(2.033 - 5.318],(3 - 4],(3.0 - 5.0],(16.0 - 20.0],52.296
(0.522 - 0.713],[1 - 2],(3.0 - 5.0],(4.0 - 7.0],74.583
(0.713 - 1.071],(2 - 3],(9.0 - 14.0],(4.0 - 7.0],32.28
(1.071 - 2.033],[1 - 2],(5.0 - 9.0],(16.0 - 20.0],25.895
(0.411 - 0.522],[1 - 2],(5.0 - 9.0],(7.0 - 10.0],19.765
(0.411 - 0.522],(2 - 3],(5.0 - 9.0],[0.0 - 4.0],92.228
(2.033 - 5.318],[1 - 2],(9.0 - 14.0],(10.0 - 13.0],41.211
(1.071 - 2.033],[1 - 2],(2.0 - 3.0],(16.0 - 20.0],46.401
(0.335 - 0.411],(2 - 3],[0.0 - 1.0],[0.0 - 4.0],37.967
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],(16.0 - 20.0],24.958
(5.318 - 18.792],[1 - 2],[0.0 - 1.0],[0.0 - 4.0],77.949
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],(24.8 - 29.0],61.007
(1.071 - 2.033],(2 - 3],(9.0 - 14.0],(4.0 - 7.0],37.165
(0.335 - 0.411],(2 - 3],(5.0 - 9.0],(7.0 - 10.0],21.772
(0.713 - 1.071],(3 - 4],(9.0 - 14.0],[0.0 - 4.0],42.589
(0.411 - 0.522],[1 - 2],(5.0 - 9.0],(7.0 - 10.0],18.434
(0.411 - 0.522],(2 - 3],(14.0 - 93.0],(4.0 - 7.0],87.21
(0.411 - 0.522],(2 - 3],(3.0 - 5.0],(20.0 - 24.8],28.499
(0.522 - 0.713],(3 - 4],(9.0 - 14.0],(7.0 - 10.0],86.387
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],(16.0 - 20.0],16.968
(0.713 - 1.071],[1 - 2],(5.0 - 9.0],(7.0 - 10.0],45.731
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],(35.0 - 59.0],35.494
(0.335 - 0.411],(2 - 3],(14.0 - 93.0],[0.0 - 4.0],62.766
(1.071 - 2.033],(2 - 3],(2.0 - 3.0],(7.0 - 10.0],77.727
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],(10.0 - 13.0],32.987
(0.713 - 1.071],[1 - 2],(5.0 - 9.0],(24.8 - 29.0],28.211
(0.713 - 1.071],(2 - 3],(3.0 - 5.0],(13.0 - 16.0],46.668
(2.033 - 5.318],[1 - 2],(5.0 - 9.0],(7.0 - 10.0],12.28
(0.411 - 0.522],(2 - 3],[0.0 - 1.0],(7.0 - 10.0],64.639
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],(10.0 - 13.0],68.993
(1.071 - 2.033],(2 - 3],(3.0 - 5.0],(7.0 - 10.0],17.848
(1.071 - 2.033],(2 - 3],(2.0 - 3.0],(16.0 - 20.0],22.985
(0.335 - 0.411],(2 - 3],(5.0 - 9.0],(7.0 - 10.0],86.622
(0.411 - 0.522],(3 - 4],(14.0 - 93.0],[0.0 - 4.0],73.405
(0.713 - 1.071],[1 - 2],(2.0 - 3.0],(20.0 - 24.8],9.16
(0.335 - 0.411],(2 - 3],(3.0 - 5.0],(10.0 - 13.0],26.531
(0.335 - 0.411],(3 - 4],(14.0 - 93.0],[0.0 - 4.0],74.963
(2.033 - 5.318],[1 - 2],(14.0 - 93.0],[0.0 - 4.0],23.664
(0.411 - 0.522],(3 - 4],(5.0 - 9.0],(7.0 - 10.0],65.308
(0.522 - 0.713],(2 - 3],[0.0 - 1.0],(13.0 - 16.0],68.067
(0.411 - 0.522],(3 - 4],(2.0 - 3.0],(7.0 - 10.0],42.197
(5.318 - 18.792],[1 - 2],(5.0 - 9.0],(24.8 - 29.0],18.505
(1.071 - 2.033],[1 - 2],[0.0 - 1.0],(16.0 - 20.0],30.019
(1.071 - 2.033],(2 - 3],(1.0 - 2.0],(20.0 - 24.8],33.96
(5.318 - 18.792],[1 - 2],[0.0 - 1.0],[0.0 - 4.0],49.626
(0.335 - 0.411],[1 - 2],(5.0 - 9.0],(16.0 - 20.0],25.13
(0.522 - 0.713],(2 - 3],[0.0 - 1.0],[0.0 - 4.0],96.27
(1.071 - 2.033],[1 - 2],(1.0 - 2.0],(24.8 - 29.0],8.733
(0.713 - 1.071],[1 - 2],(1.0 - 2.0],(10.0 - 13.0],50.263
(0.522 - 0.713],(3 - 4],(9.0 - 14.0],[0.0 - 4.0],79.809
(0.335 - 0.411],(3 - 4],(14.0 - 93.0],[0.0 - 4.0],73.457
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],(4.0 - 7.0],29.674
(1.071 - 2.033],[1 - 2],[0.0 - 1.0],(24.8 - 29.0],3.47
(0.522 - 0.713],[1 - 2],(2.0 - 3.0],[0.0 - 4.0],41.351
(0.522 - 0.713],(2 - 3],(1.0 - 2.0],(13.0 - 16.0],40.443
(1.071 - 2.033],[1 - 2],(14.0 - 93.0],[0.0 - 4.0],37.824
(0.522 - 0.713],[1 - 2],[0.0 - 1.0],(10.0 - 13.0],16.15
(1.071 - 2.033],[1 - 2],(1.0 - 2.0],(24.8 - 29.0],13.607
(0.335 - 0.411],[1 - 2],(5.0 - 9.0],(24.8 - 29.0],22.339
(2.033 - 5.318],[1 - 2],(2.0 - 3.0],(35.0 - 59.0],28.386
(1.071 - 2.033],[1 - 2],(1.0 - 2.0],(7.0 - 10.0],34.274
(0.522 - 0.713],[1 - 2],[0.0 - 1.0],(35.0 - 59.0],14.209
(2.033 - 5.318],[1 - 2],(5.0 - 9.0],(13.0 - 16.0],19.549
(2.033 - 5.318],(2 - 3],(9.0 - 14.0],(13.0 - 16.0],30.389
(0.522 - 0.713],[1 - 2],[0.0 - 1.0],(20.0 - 24.8],29.789
(0.522 - 0.713],[1 - 2],(5.0 - 9.0],(16.0 - 20.0],20.527
(0.335 - 0.411],(3 - 4],[0.0 - 1.0],(4.0 - 7.0],80.713
(0.713 - 1.071],(2 - 3],(1.0 - 2.0],(13.0 - 16.0],75.169
(0.411 - 0.522],(3 - 4],(5.0 - 9.0],(10.0 - 13.0],94.156
(2.033 - 5.318],[1 - 2],(5.0 - 9.0],(13.0 - 16.0],17.553
(2.033 - 5.318],[1 - 2],(2.0 - 3.0],(10.0 - 13.0],40.382
(0.522 - 0.713],[1 - 2],(9.0 - 14.0],(7.0 - 10.0],52.713
(0.713 - 1.071],(2 - 3],(5.0 - 9.0],(13.0 - 16.0],50.764
(2.033 - 5.318],(3 - 4],(1.0 - 2.0],(24.8 - 29.0],36.732
(1.071 - 2.033],[1 - 2],[0.0 - 1.0],(24.8 - 29.0],7.14
(0.411 - 0.522],[1 - 2],(2.0 - 3.0],(10.0 - 13.0],65.917
(1.071 - 2.033],[1 - 2],(1.0 - 2.0],[0.0 - 4.0],37.234
(1.071 - 2.033],[1 - 2],(1.0 - 2.0],(35.0 - 59.0],22.996
(0.522 - 0.713],[1 - 2],[0.0 - 1.0],(7.0 - 10.0],61.178
(0.411 - 0.522],(2 - 3],[0.0 - 1.0],(4.0 - 7.0],76.574
(1.071 - 2.033],(3 - 4],[0.0 - 1.0],(4.0 - 7.0],57.05
(1.071 - 2.033],(3 - 4],(9.0 - 14.0],(4.0 - 7.0],44.952
(2.033 - 5.318],[1 - 2],(5.0 - 9.0],(13.0 - 16.0],66.779
(0.335 - 0.411],(2 - 3],(5.0 - 9.0],(16.0 - 20.0],54.679
(0.335 - 0.411],[1 - 2],(1.0 - 2.0],(13.0 - 16.0],62.892
(0.713 - 1.071],(3 - 4],(14.0 - 93.0],(10.0 - 13.0],70.676
(1.071 - 2.033],(2 - 3],(9.0 - 14.0],(4.0 - 7.0],47.827
(0.522 - 0.713],[1 - 2],[0.0 - 1.0],(35.0 - 59.0],14.606
