D,Spk,OS,SNR,JER
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(16.0 - 20.0],19.865
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(7.0 - 10.0],21.387
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(10.0 - 13.0],10.803
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(35.0 - 59.0],10.293
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(20.0 - 24.8],14.901
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(20.0 - 24.8],11.904
(30.494 - 34.87],[1 - 2],(5.0 - 9.0],(13.0 - 16.0],26.364
(18.792 - 30.494],[1 - 2],[0.0 - 1.0],(16.0 - 20.0],13.742
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(24.8 - 29.0],7.56
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(20.0 - 24.8],9.11
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(24.8 - 29.0],20.181
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(16.0 - 20.0],23.247
(30.494 - 34.87],[1 - 2],(1.0 - 2.0],(16.0 - 20.0],18.487
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(35.0 - 59.0],6.242
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(13.0 - 16.0],15.975
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(24.8 - 29.0],9.948
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(10.0 - 13.0],32.989
(18.792 - 30.494],[1 - 2],[0.0 - 1.0],(24.8 - 29.0],10.732
(18.792 - 30.494],[1 - 2],[0.0 - 1.0],(16.0 - 20.0],25.903
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(24.8 - 29.0],14.238
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(24.8 - 29.0],15.114
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(29.0 - 35.0],10.837
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(24.8 - 29.0],20.643
(30.494 - 34.87],[1 - 2],(2.0 - 3.0],(13.0 - 16.0],24.06
(18.792 - 30.494],[1 - 2],[0.0 - 1.0],(20.0 - 24.8],13.192
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(16.0 - 20.0],31.456
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(16.0 - 20.0],20.364
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(24.8 - 29.0],11.054
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(24.8 - 29.0],9.187
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(29.0 - 35.0],10.217
(18.792 - 30.494],[1 - 2],[0.0 - 1.0],(20.0 - 24.8],27.555
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(16.0 - 20.0],17.725
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(24.8 - 29.0],14.957
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(35.0 - 59.0],96.4
(30.494 - 34.87],(5 - 7],[0.0 - 1.0],(29.0 - 35.0],51.847
(18.792 - 30.494],(5 - 7],[0.0 - 1.0],(24.8 - 29.0],23.651
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(35.0 - 59.0],98.403
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(35.0 - 59.0],88.028
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(35.0 - 59.0],89.678
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(35.0 - 59.0],89.38
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(29.0 - 35.0],88.764
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(29.0 - 35.0],84.692
(34.87 - 95.677],(5 - 7],[0.0 - 1.0],(35.0 - 59.0],81.544
(18.792 - 30.494],(5 - 7],[0.0 - 1.0],(24.8 - 29.0],32.897
(18.792 - 30.494],(5 - 7],[0.0 - 1.0],(35.0 - 59.0],15.111
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(35.0 - 59.0],75.939
(34.87 - 95.677],(7 - 10],[0.0 - 1.0],(35.0 - 59.0],87.433
(34.87 - 95.677],(5 - 7],[0.0 - 1.0],(35.0 - 59.0],16.165
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(35.0 - 59.0],87.652
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(35.0 - 59.0],96.007
(34.87 - 95.677],(7 - 10],[0.0 - 1.0],(35.0 - 59.0],32.028
(34.87 - 95.677],(7 - 10],[0.0 - 1.0],(35.0 - 59.0],48.529
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(35.0 - 59.0],81.872
(5.318 - 18.792],(4 - 5],[0.0 - 1.0],(35.0 - 59.0],11.458
(18.792 - 30.494],(4 - 5],[0.0 - 1.0],(20.0 - 24.8],17.61
(34.87 - 95.677],(7 - 10],[0.0 - 1.0],(35.0 - 59.0],32.442
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(35.0 - 59.0],91.167
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(35.0 - 59.0],88.849
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(35.0 - 59.0],88.557
(34.87 - 95.677],(7 - 10],[0.0 - 1.0],(29.0 - 35.0],77.071
(34.87 - 95.677],(7 - 10],[0.0 - 1.0],(24.8 - 29.0],95.446
(34.87 - 95.677],(5 - 7],[0.0 - 1.0],(29.0 - 35.0],57.719
(34.87 - 95.677],(7 - 10],[0.0 - 1.0],(35.0 - 59.0],70.608
(34.87 - 95.677],(7 - 10],[0.0 - 1.0],(35.0 - 59.0],80.384
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(29.0 - 35.0],93.646
(34.87 - 95.677],(7 - 10],[0.0 - 1.0],(29.0 - 35.0],95.124
(34.87 - 95.677],(7 - 10],[0.0 - 1.0],(35.0 - 59.0],75.882
(34.87 - 95.677],(4 - 5],[0.0 - 1.0],(35.0 - 59.0],17.831
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(35.0 - 59.0],90.655
(34.87 - 95.677],(7 - 10],[0.0 - 1.0],(29.0 - 35.0],96.877
(18.792 - 30.494],(7 - 10],[0.0 - 1.0],(24.8 - 29.0],28.211
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(24.8 - 29.0],69.397
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(35.0 - 59.0],86.208
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(35.0 - 59.0],15.29
(18.792 - 30.494],(5 - 7],[0.0 - 1.0],(35.0 - 59.0],26.543
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(35.0 - 59.0],95.559
(34.87 - 95.677],(7 - 10],[0.0 - 1.0],(24.8 - 29.0],53.252
(0.411 - 0.522],[1 - 2],[0.0 - 1.0],(10.0 - 13.0],59.552
(0.335 - 0.411],(2 - 3],(9.0 - 14.0],(4.0 - 7.0],80.02
(0.713 - 1.071],[1 - 2],(3.0 - 5.0],[0.0 - 4.0],32.697
(0.335 - 0.411],(2 - 3],[0.0 - 1.0],[0.0 - 4.0],54.033
(0.713 - 1.071],[1 - 2],(5.0 - 9.0],(4.0 - 7.0],18.027
(0.713 - 1.071],(2 - 3],[0.0 - 1.0],[0.0 - 4.0],92.836
(0.713 - 1.071],[1 - 2],(3.0 - 5.0],(24.8 - 29.0],18.148
(1.071 - 2.033],(3 - 4],(2.0 - 3.0],(7.0 - 10.0],43.237
(0.411 - 0.522],(3 - 4],(14.0 - 93.0],[0.0 - 4.0],63.943
(0.522 - 0.713],[1 - 2],(5.0 - 9.0],(7.0 - 10.0],55.883
(0.522 - 0.713],[1 - 2],(9.0 - 14.0],(13.0 - 16.0],61.424
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],(10.0 - 13.0],30.938
(1.071 - 2.033],(3 - 4],(9.0 - 14.0],(10.0 - 13.0],82.687
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],(4.0 - 7.0],74.967
(1.071 - 2.033],[1 - 2],(3.0 - 5.0],(7.0 - 10.0],57.501
(1.071 - 2.033],[1 - 2],(2.0 - 3.0],(24.8 - 29.0],15.198
(0.522 - 0.713],(2 - 3],(14.0 - 93.0],(7.0 - 10.0],54.211
(0.335 - 0.411],(2 - 3],(14.0 - 93.0],[0.0 - 4.0],84.942
(0.411 - 0.522],(3 - 4],(5.0 - 9.0],[0.0 - 4.0],78.063
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],(13.0 - 16.0],25.175
(0.335 - 0.411],(3 - 4],(3.0 - 5.0],(13.0 - 16.0],79.028
(5.318 - 18.792],[1 - 2],(9.0 - 14.0],(4.0 - 7.0],22.788
(0.411 - 0.522],(3 - 4],(5.0 - 9.0],(7.0 - 10.0],86.005
(0.522 - 0.713],[1 - 2],(5.0 - 9.0],(4.0 - 7.0],76.855
(0.522 - 0.713],[1 - 2],[0.0 - 1.0],(7.0 - 10.0],27.199
(1.071 - 2.033],(2 - 3],(9.0 - 14.0],(10.0 - 13.0],46.773
(0.411 - 0.522],[1 - 2],[0.0 - 1.0],(16.0 - 20.0],20.917
(0.335 - 0.411],[1 - 2],(9.0 - 14.0],(13.0 - 16.0],66.151
(0.522 - 0.713],[1 - 2],(5.0 - 9.0],(16.0 - 20.0],20.567
(2.033 - 5.318],(2 - 3],(3.0 - 5.0],(20.0 - 24.8],78.608
(0.522 - 0.713],[1 - 2],[0.0 - 1.0],(7.0 - 10.0],22.328
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],(16.0 - 20.0],58.98
(0.335 - 0.411],[1 - 2],(5.0 - 9.0],(10.0 - 13.0],25.316
(0.335 - 0.411],[1 - 2],(14.0 - 93.0],[0.0 - 4.0],68.449
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],(16.0 - 20.0],15.655
(1.071 - 2.033],[1 - 2],(3.0 - 5.0],(16.0 - 20.0],20.252
(0.411 - 0.522],[1 - 2],[0.0 - 1.0],[0.0 - 4.0],32.356
(0.411 - 0.522],[1 - 2],[0.0 - 1.0],(4.0 - 7.0],75.457
(2.033 - 5.318],[1 - 2],(2.0 - 3.0],(13.0 - 16.0],38.363
(0.411 - 0.522],(2 - 3],(14.0 - 93.0],(7.0 - 10.0],65.577
(2.033 - 5.318],[1 - 2],[0.0 - 1.0],(29.0 - 35.0],21.148
(0.522 - 0.713],(3 - 4],(9.0 - 14.0],(7.0 - 10.0],85.776
(5.318 - 18.792],[1 - 2],(2.0 - 3.0],(13.0 - 16.0],20.826
(0.522 - 0.713],[1 - 2],[0.0 - 1.0],(35.0 - 59.0],19.915
(0.335 - 0.411],[1 - 2],(9.0 - 14.0],(10.0 - 13.0],52.725
(1.071 - 2.033],(2 - 3],[0.0 - 1.0],(13.0 - 16.0],63.387
(0.411 - 0.522],(2 - 3],(9.0 - 14.0],(4.0 - 7.0],81.356
(0.335 - 0.411],(2 - 3],(5.0 - 9.0],(4.0 - 7.0],80.593
(0.522 - 0.713],(3 - 4],(5.0 - 9.0],(7.0 - 10.0],74.111
(0.713 - 1.071],(2 - 3],(3.0 - 5.0],(20.0 - 24.8],75.421
(0.335 - 0.411],[1 - 2],(3.0 - 5.0],(10.0 - 13.0],49.298
(0.522 - 0.713],(2 - 3],(3.0 - 5.0],(16.0 - 20.0],78.25
(0.411 - 0.522],[1 - 2],(9.0 - 14.0],(13.0 - 16.0],70.975
(0.522 - 0.713],[1 - 2],(9.0 - 14.0],(10.0 - 13.0],44.101
(1.071 - 2.033],[1 - 2],(5.0 - 9.0],(24.8 - 29.0],19.036
(0.713 - 1.071],[1 - 2],(3.0 - 5.0],[0.0 - 4.0],99.699
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],(20.0 - 24.8],29.898
(1.071 - 2.033],[1 - 2],(14.0 - 93.0],(4.0 - 7.0],61.884
(0.522 - 0.713],[1 - 2],(1.0 - 2.0],(7.0 - 10.0],45.422
(0.522 - 0.713],[1 - 2],(2.0 - 3.0],(10.0 - 13.0],29.819
(0.522 - 0.713],[1 - 2],(9.0 - 14.0],(10.0 - 13.0],24.002
(0.411 - 0.522],[1 - 2],(5.0 - 9.0],(13.0 - 16.0],12.771
(2.033 - 5.318],[1 - 2],(1.0 - 2.0],[0.0 - 4.0],65.179
(1.071 - 2.033],(2 - 3],(3.0 - 5.0],(16.0 - 20.0],43.084
(0.522 - 0.713],(2 - 3],(1.0 - 2.0],[0.0 - 4.0],94.227
(2.033 - 5.318],[1 - 2],(3.0 - 5.0],(4.0 - 7.0],51.511
(2.033 - 5.318],[1 - 2],(5.0 - 9.0],(10.0 - 13.0],60.707
(0.522 - 0.713],[1 - 2],[0.0 - 1.0],(16.0 - 20.0],13.308
(1.071 - 2.033],[1 - 2],(9.0 - 14.0],(16.0 - 20.0],39.673
(0.335 - 0.411],[1 - 2],(5.0 - 9.0],(4.0 - 7.0],61.179
(0.335 - 0.411],[1 - 2],(3.0 - 5.0],(4.0 - 7.0],57.368
(0.522 - 0.713],(3 - 4],(9.0 - 14.0],[0.0 - 4.0],91.299
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],(24.8 - 29.0],5.793
(0.411 - 0.522],[1 - 2],(5.0 - 9.0],(7.0 - 10.0],59.466
(0.713 - 1.071],(2 - 3],[0.0 - 1.0],[0.0 - 4.0],94.03
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],[0.0 - 4.0],72.467
(0.713 - 1.071],[1 - 2],(9.0 - 14.0],(10.0 - 13.0],60.884
(0.411 - 0.522],(3 - 4],(14.0 - 93.0],(7.0 - 10.0],41.442
(0.522 - 0.713],(2 - 3],[0.0 - 1.0],(16.0 - 20.0],81.561
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],(7.0 - 10.0],55.471
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],(7.0 - 10.0],25.64
(0.713 - 1.071],[1 - 2],(2.0 - 3.0],(13.0 - 16.0],24.841
(0.411 - 0.522],(2 - 3],[0.0 - 1.0],(4.0 - 7.0],60.822
(0.335 - 0.411],(2 - 3],(14.0 - 93.0],(7.0 - 10.0],84.516
(0.522 - 0.713],[1 - 2],[0.0 - 1.0],(13.0 - 16.0],58.925
(2.033 - 5.318],(3 - 4],(14.0 - 93.0],[0.0 - 4.0],66.001
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],(35.0 - 59.0],21.284
(1.071 - 2.033],[1 - 2],(5.0 - 9.0],(13.0 - 16.0],27.361
(0.522 - 0.713],[1 - 2],[0.0 - 1.0],(7.0 - 10.0],35.689
(0.713 - 1.071],[1 - 2],(5.0 - 9.0],(7.0 - 10.0],43.908
(0.411 - 0.522],(2 - 3],(5.0 - 9.0],(4.0 - 7.0],89.882
(1.071 - 2.033],[1 - 2],(1.0 - 2.0],(29.0 - 35.0],27.074
(0.335 - 0.411],[1 - 2],(14.0 - 93.0],[0.0 - 4.0],57.363
(0.411 - 0.522],(2 - 3],(2.0 - 3.0],(10.0 - 13.0],89.672
(1.071 - 2.033],[1 - 2],(9.0 - 14.0],(10.0 - 13.0],75.37
(0.522 - 0.713],[1 - 2],[0.0 - 1.0],(35.0 - 59.0],15.958
(0.522 - 0.713],[1 - 2],(2.0 - 3.0],(7.0 - 10.0],69.44
(0.522 - 0.713],[1 - 2],[0.0 - 1.0],(7.0 - 10.0],78.452
(0.411 - 0.522],(2 - 3],[0.0 - 1.0],(4.0 - 7.0],37.481
(0.522 - 0.713],[1 - 2],(3.0 - 5.0],[0.0 - 4.0],93.268
(0.411 - 0.522],[1 - 2],[0.0 - 1.0],(24.8 - 29.0],62.123
(0.522 - 0.713],[1 - 2],[0.0 - 1.0],(16.0 - 20.0],12.438
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],(7.0 - 10.0],49.654
(0.522 - 0.713],(3 - 4],[0.0 - 1.0],(10.0 - 13.0],87.07
(0.411 - 0.522],[1 - 2],(9.0 - 14.0],(10.0 - 13.0],21.894
(0.411 - 0.522],[1 - 2],[0.0 - 1.0],(29.0 - 35.0],33.55
(2.033 - 5.318],[1 - 2],(1.0 - 2.0],(10.0 - 13.0],31.563
(1.071 - 2.033],(2 - 3],(5.0 - 9.0],(7.0 - 10.0],51.256
(0.411 - 0.522],[1 - 2],(9.0 - 14.0],(7.0 - 10.0],59.456
(0.335 - 0.411],(2 - 3],[0.0 - 1.0],[0.0 - 4.0],86.595
(0.411 - 0.522],[1 - 2],[0.0 - 1.0],(4.0 - 7.0],57.395
(5.318 - 18.792],[1 - 2],(5.0 - 9.0],(16.0 - 20.0],19.692
(0.411 - 0.522],(2 - 3],[0.0 - 1.0],(7.0 - 10.0],86.198
(2.033 - 5.318],[1 - 2],(5.0 - 9.0],(13.0 - 16.0],21.269
(0.522 - 0.713],(2 - 3],(1.0 - 2.0],(7.0 - 10.0],85.191
(0.713 - 1.071],(2 - 3],[0.0 - 1.0],(20.0 - 24.8],60.38
(2.033 - 5.318],[1 - 2],(9.0 - 14.0],(24.8 - 29.0],43.172
(1.071 - 2.033],[1 - 2],[0.0 - 1.0],(35.0 - 59.0],29.387
(0.522 - 0.713],[1 - 2],(5.0 - 9.0],(4.0 - 7.0],20.438
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],[0.0 - 4.0],70.435
(0.335 - 0.411],[1 - 2],(5.0 - 9.0],(20.0 - 24.8],29.686
(2.033 - 5.318],(2 - 3],(5.0 - 9.0],(4.0 - 7.0],95.286
(1.071 - 2.033],[1 - 2],(5.0 - 9.0],(13.0 - 16.0],28.035
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],(16.0 - 20.0],15.144
(0.713 - 1.071],[1 - 2],(3.0 - 5.0],(4.0 - 7.0],40.212
(0.411 - 0.522],[1 - 2],[0.0 - 1.0],(10.0 - 13.0],60.42
(1.071 - 2.033],[1 - 2],(3.0 - 5.0],(16.0 - 20.0],30.841
(2.033 - 5.318],(2 - 3],(2.0 - 3.0],(20.0 - 24.8],60.425
(0.713 - 1.071],(2 - 3],(5.0 - 9.0],(7.0 - 10.0],46.734
(1.071 - 2.033],[1 - 2],[0.0 - 1.0],(13.0 - 16.0],49.418
(5.318 - 18.792],[1 - 2],(2.0 - 3.0],(35.0 - 59.0],15.953
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],(13.0 - 16.0],34.681
(2.033 - 5.318],(2 - 3],(3.0 - 5.0],(4.0 - 7.0],72.511
(0.411 - 0.522],(2 - 3],[0.0 - 1.0],(4.0 - 7.0],84.138
(1.071 - 2.033],(2 - 3],(14.0 - 93.0],[0.0 - 4.0],78.927
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],(29.0 - 35.0],26.638
(0.713 - 1.071],(2 - 3],(3.0 - 5.0],(13.0 - 16.0],69.938
(1.071 - 2.033],[1 - 2],[0.0 - 1.0],[0.0 - 4.0],24.714
(1.071 - 2.033],(2 - 3],(3.0 - 5.0],(16.0 - 20.0],78.645
(0.411 - 0.522],[1 - 2],(14.0 - 93.0],(10.0 - 13.0],71.413
(0.713 - 1.071],(3 - 4],(9.0 - 14.0],[0.0 - 4.0],67.658
(0.522 - 0.713],(3 - 4],(9.0 - 14.0],(4.0 - 7.0],87.586
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],(13.0 - 16.0],23.694
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],(13.0 - 16.0],13.654
(0.522 - 0.713],[1 - 2],(1.0 - 2.0],(20.0 - 24.8],13.812
(0.411 - 0.522],(2 - 3],(14.0 - 93.0],[0.0 - 4.0],89.951
(0.713 - 1.071],[1 - 2],(5.0 - 9.0],(4.0 - 7.0],28.311
(0.411 - 0.522],[1 - 2],(3.0 - 5.0],[0.0 - 4.0],81.573
(0.411 - 0.522],(2 - 3],[0.0 - 1.0],(10.0 - 13.0],81.722
(0.335 - 0.411],[1 - 2],(5.0 - 9.0],(16.0 - 20.0],28.098
(0.411 - 0.522],(2 - 3],(14.0 - 93.0],[0.0 - 4.0],91.366
(0.713 - 1.071],(2 - 3],(14.0 - 93.0],(4.0 - 7.0],88.401
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],(7.0 - 10.0],65.153
(2.033 - 5.318],(3 - 4],(3.0 - 5.0],(16.0 - 20.0],71.31
(0.522 - 0.713],[1 - 2],(3.0 - 5.0],(4.0 - 7.0],78.973
(0.713 - 1.071],(2 - 3],(9.0 - 14.0],(4.0 - 7.0],33.294
(1.071 - 2.033],[1 - 2],(5.0 - 9.0],(16.0 - 20.0],31.652
(0.411 - 0.522],[1 - 2],(5.0 - 9.0],(7.0 - 10.0],54.519
(0.411 - 0.522],(2 - 3],(5.0 - 9.0],[0.0 - 4.0],93.024
(2.033 - 5.318],[1 - 2],(9.0 - 14.0],(10.0 - 13.0],42.781
(1.071 - 2.033],[1 - 2],(2.0 - 3.0],(16.0 - 20.0],44.17
(0.335 - 0.411],(2 - 3],[0.0 - 1.0],[0.0 - 4.0],76.01
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],(16.0 - 20.0],29.783
(5.318 - 18.792],[1 - 2],[0.0 - 1.0],[0.0 - 4.0],75.121
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],(24.8 - 29.0],77.981
(1.071 - 2.033],(2 - 3],(9.0 - 14.0],(4.0 - 7.0],60.529
(0.335 - 0.411],(2 - 3],(5.0 - 9.0],(7.0 - 10.0],43.658
(0.713 - 1.071],(3 - 4],(9.0 - 14.0],[0.0 - 4.0],58.723
(0.411 - 0.522],[1 - 2],(5.0 - 9.0],(7.0 - 10.0],54.35
(0.411 - 0.522],(2 - 3],(14.0 - 93.0],(4.0 - 7.0],92.948
(0.411 - 0.522],(2 - 3],(3.0 - 5.0],(20.0 - 24.8],46.627
(0.522 - 0.713],(3 - 4],(9.0 - 14.0],(7.0 - 10.0],92.336
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],(16.0 - 20.0],17.935
(0.713 - 1.071],[1 - 2],(5.0 - 9.0],(7.0 - 10.0],45.251
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],(35.0 - 59.0],60.862
(0.335 - 0.411],(2 - 3],(14.0 - 93.0],[0.0 - 4.0],70.58
(1.071 - 2.033],(2 - 3],(2.0 - 3.0],(7.0 - 10.0],88.939
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],(10.0 - 13.0],59.22
(0.713 - 1.071],[1 - 2],(5.0 - 9.0],(24.8 - 29.0],27.59
(0.713 - 1.071],(2 - 3],(3.0 - 5.0],(13.0 - 16.0],66.174
(2.033 - 5.318],[1 - 2],(5.0 - 9.0],(7.0 - 10.0],14.142
(0.411 - 0.522],(2 - 3],[0.0 - 1.0],(7.0 - 10.0],75.058
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],(10.0 - 13.0],78.931
(1.071 - 2.033],(2 - 3],(3.0 - 5.0],(7.0 - 10.0],19.388
(1.071 - 2.033],(2 - 3],(2.0 - 3.0],(16.0 - 20.0],46.642
(0.335 - 0.411],(2 - 3],(5.0 - 9.0],(7.0 - 10.0],91.187
(0.411 - 0.522],(3 - 4],(14.0 - 93.0],[0.0 - 4.0],88.106
(0.713 - 1.071],[1 - 2],(2.0 - 3.0],(20.0 - 24.8],9.708
(0.335 - 0.411],(2 - 3],(3.0 - 5.0],(10.0 - 13.0],50.252
(0.335 - 0.411],(3 - 4],(14.0 - 93.0],[0.0 - 4.0],88.0
(2.033 - 5.318],[1 - 2],(14.0 - 93.0],[0.0 - 4.0],23.75
(0.411 - 0.522],(3 - 4],(5.0 - 9.0],(7.0 - 10.0],86.27
(0.522 - 0.713],(2 - 3],[0.0 - 1.0],(13.0 - 16.0],83.461
(0.411 - 0.522],(3 - 4],(2.0 - 3.0],(7.0 - 10.0],81.848
(5.318 - 18.792],[1 - 2],(5.0 - 9.0],(24.8 - 29.0],20.016
(1.071 - 2.033],[1 - 2],[0.0 - 1.0],(16.0 - 20.0],28.042
(1.071 - 2.033],(2 - 3],(1.0 - 2.0],(20.0 - 24.8],75.312
(5.318 - 18.792],[1 - 2],[0.0 - 1.0],[0.0 - 4.0],50.362
(0.335 - 0.411],[1 - 2],(5.0 - 9.0],(16.0 - 20.0],54.968
(0.522 - 0.713],(2 - 3],[0.0 - 1.0],[0.0 - 4.0],96.969
(1.071 - 2.033],[1 - 2],(1.0 - 2.0],(24.8 - 29.0],8.96
(0.713 - 1.071],[1 - 2],(1.0 - 2.0],(10.0 - 13.0],49.242
(0.522 - 0.713],(3 - 4],(9.0 - 14.0],[0.0 - 4.0],91.454
(0.335 - 0.411],(3 - 4],(14.0 - 93.0],[0.0 - 4.0],87.769
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],(4.0 - 7.0],63.784
(1.071 - 2.033],[1 - 2],[0.0 - 1.0],(24.8 - 29.0],5.611
(0.522 - 0.713],[1 - 2],(2.0 - 3.0],[0.0 - 4.0],49.229
(0.522 - 0.713],(2 - 3],(1.0 - 2.0],(13.0 - 16.0],76.76
(1.071 - 2.033],[1 - 2],(14.0 - 93.0],[0.0 - 4.0],46.218
(0.522 - 0.713],[1 - 2],[0.0 - 1.0],(10.0 - 13.0],11.386
(1.071 - 2.033],[1 - 2],(1.0 - 2.0],(24.8 - 29.0],16.711
(0.335 - 0.411],[1 - 2],(5.0 - 9.0],(24.8 - 29.0],23.061
(2.033 - 5.318],[1 - 2],(2.0 - 3.0],(35.0 - 59.0],29.748
(1.071 - 2.033],[1 - 2],(1.0 - 2.0],(7.0 - 10.0],60.938
(0.522 - 0.713],[1 - 2],[0.0 - 1.0],(35.0 - 59.0],15.176
(2.033 - 5.318],[1 - 2],(5.0 - 9.0],(13.0 - 16.0],20.355
(2.033 - 5.318],(2 - 3],(9.0 - 14.0],(13.0 - 16.0],31.209
(0.522 - 0.713],[1 - 2],[0.0 - 1.0],(20.0 - 24.8],37.199
(0.522 - 0.713],[1 - 2],(5.0 - 9.0],(16.0 - 20.0],54.657
(0.335 - 0.411],(3 - 4],[0.0 - 1.0],(4.0 - 7.0],89.815
(0.713 - 1.071],(2 - 3],(1.0 - 2.0],(13.0 - 16.0],85.825
(0.411 - 0.522],(3 - 4],(5.0 - 9.0],(10.0 - 13.0],94.45
(2.033 - 5.318],[1 - 2],(5.0 - 9.0],(13.0 - 16.0],19.355
(2.033 - 5.318],[1 - 2],(2.0 - 3.0],(10.0 - 13.0],45.555
(0.522 - 0.713],[1 - 2],(9.0 - 14.0],(7.0 - 10.0],69.985
(0.713 - 1.071],(2 - 3],(5.0 - 9.0],(13.0 - 16.0],65.872
(2.033 - 5.318],(3 - 4],(1.0 - 2.0],(24.8 - 29.0],81.921
(1.071 - 2.033],[1 - 2],[0.0 - 1.0],(24.8 - 29.0],7.28
(0.411 - 0.522],[1 - 2],(2.0 - 3.0],(10.0 - 13.0],69.73
(1.071 - 2.033],[1 - 2],(1.0 - 2.0],[0.0 - 4.0],45.84
(1.071 - 2.033],[1 - 2],(1.0 - 2.0],(35.0 - 59.0],22.987
(0.522 - 0.713],[1 - 2],[0.0 - 1.0],(7.0 - 10.0],72.729
(0.411 - 0.522],(2 - 3],[0.0 - 1.0],(4.0 - 7.0],85.291
(1.071 - 2.033],(3 - 4],[0.0 - 1.0],(4.0 - 7.0],72.364
(1.071 - 2.033],(3 - 4],(9.0 - 14.0],(4.0 - 7.0],60.38
(2.033 - 5.318],[1 - 2],(5.0 - 9.0],(13.0 - 16.0],66.623
(0.335 - 0.411],(2 - 3],(5.0 - 9.0],(16.0 - 20.0],82.057
(0.335 - 0.411],[1 - 2],(1.0 - 2.0],(13.0 - 16.0],74.27
(0.713 - 1.071],(3 - 4],(14.0 - 93.0],(10.0 - 13.0],85.936
(1.071 - 2.033],(2 - 3],(9.0 - 14.0],(4.0 - 7.0],64.203
