D,Spk,OS,SNR,DER
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(16.0 - 20.0],16.045
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(7.0 - 10.0],21.986
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(10.0 - 13.0],31.66
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(35.0 - 59.0],5.884
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(20.0 - 24.8],13.966
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(20.0 - 24.8],14.499
(30.494 - 34.87],[1 - 2],(5.0 - 9.0],(13.0 - 16.0],26.217
(18.792 - 30.494],[1 - 2],[0.0 - 1.0],(16.0 - 20.0],20.117
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(24.8 - 29.0],13.471
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(20.0 - 24.8],6.26
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(24.8 - 29.0],12.484
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(16.0 - 20.0],26.661
(30.494 - 34.87],[1 - 2],(1.0 - 2.0],(16.0 - 20.0],23.727
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(35.0 - 59.0],5.349
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(13.0 - 16.0],15.576
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(24.8 - 29.0],4.834
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(10.0 - 13.0],37.936
(18.792 - 30.494],[1 - 2],[0.0 - 1.0],(24.8 - 29.0],12.28
(18.792 - 30.494],[1 - 2],[0.0 - 1.0],(16.0 - 20.0],23.694
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(24.8 - 29.0],9.745
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(24.8 - 29.0],15.75
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(29.0 - 35.0],5.196
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(24.8 - 29.0],18.347
(30.494 - 34.87],[1 - 2],(2.0 - 3.0],(13.0 - 16.0],17.403
(18.792 - 30.494],[1 - 2],[0.0 - 1.0],(20.0 - 24.8],13.171
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(16.0 - 20.0],25.736
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(16.0 - 20.0],8.83
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(24.8 - 29.0],17.812
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(24.8 - 29.0],6.233
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(29.0 - 35.0],4.882
(18.792 - 30.494],[1 - 2],[0.0 - 1.0],(20.0 - 24.8],22.319
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(16.0 - 20.0],6.293
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(24.8 - 29.0],7.768
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(35.0 - 59.0],54.349
(30.494 - 34.87],(5 - 7],[0.0 - 1.0],(29.0 - 35.0],12.038
(18.792 - 30.494],(5 - 7],[0.0 - 1.0],(24.8 - 29.0],17.664
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(35.0 - 59.0],74.429
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(35.0 - 59.0],27.952
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(35.0 - 59.0],27.183
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(35.0 - 59.0],68.885
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(29.0 - 35.0],44.872
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(29.0 - 35.0],53.202
(34.87 - 95.677],(5 - 7],[0.0 - 1.0],(35.0 - 59.0],16.254
(18.792 - 30.494],(5 - 7],[0.0 - 1.0],(24.8 - 29.0],13.585
(18.792 - 30.494],(5 - 7],[0.0 - 1.0],(35.0 - 59.0],13.077
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(35.0 - 59.0],26.854
(34.87 - 95.677],(7 - 10],[0.0 - 1.0],(35.0 - 59.0],41.197
(34.87 - 95.677],(5 - 7],[0.0 - 1.0],(35.0 - 59.0],13.633
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(35.0 - 59.0],74.027
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(35.0 - 59.0],57.406
(34.87 - 95.677],(7 - 10],[0.0 - 1.0],(35.0 - 59.0],15.814
(34.87 - 95.677],(7 - 10],[0.0 - 1.0],(35.0 - 59.0],11.723
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(35.0 - 59.0],58.705
(5.318 - 18.792],(4 - 5],[0.0 - 1.0],(35.0 - 59.0],8.129
(18.792 - 30.494],(4 - 5],[0.0 - 1.0],(20.0 - 24.8],38.128
(34.87 - 95.677],(7 - 10],[0.0 - 1.0],(35.0 - 59.0],19.544
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(35.0 - 59.0],41.724
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(35.0 - 59.0],32.902
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(35.0 - 59.0],22.415
(34.87 - 95.677],(7 - 10],[0.0 - 1.0],(29.0 - 35.0],32.235
(34.87 - 95.677],(7 - 10],[0.0 - 1.0],(24.8 - 29.0],65.554
(34.87 - 95.677],(5 - 7],[0.0 - 1.0],(29.0 - 35.0],17.874
(34.87 - 95.677],(7 - 10],[0.0 - 1.0],(35.0 - 59.0],26.72
(34.87 - 95.677],(7 - 10],[0.0 - 1.0],(35.0 - 59.0],27.799
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(29.0 - 35.0],29.074
(34.87 - 95.677],(7 - 10],[0.0 - 1.0],(29.0 - 35.0],27.515
(34.87 - 95.677],(7 - 10],[0.0 - 1.0],(35.0 - 59.0],18.501
(34.87 - 95.677],(4 - 5],[0.0 - 1.0],(35.0 - 59.0],29.279
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(35.0 - 59.0],31.553
(34.87 - 95.677],(7 - 10],[0.0 - 1.0],(29.0 - 35.0],23.857
(18.792 - 30.494],(7 - 10],[0.0 - 1.0],(24.8 - 29.0],25.051
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(24.8 - 29.0],23.315
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(35.0 - 59.0],16.654
(30.494 - 34.87],[1 - 2],[0.0 - 1.0],(35.0 - 59.0],7.072
(18.792 - 30.494],(5 - 7],[0.0 - 1.0],(35.0 - 59.0],11.966
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(35.0 - 59.0],33.257
(34.87 - 95.677],(7 - 10],[0.0 - 1.0],(24.8 - 29.0],42.06
(0.411 - 0.522],[1 - 2],[0.0 - 1.0],(10.0 - 13.0],22.894
(0.335 - 0.411],(2 - 3],(9.0 - 14.0],(4.0 - 7.0],73.741
(0.713 - 1.071],[1 - 2],(3.0 - 5.0],[0.0 - 4.0],49.417
(0.335 - 0.411],(2 - 3],[0.0 - 1.0],[0.0 - 4.0],76.761
(0.713 - 1.071],[1 - 2],(5.0 - 9.0],(4.0 - 7.0],33.209
(0.713 - 1.071],(2 - 3],[0.0 - 1.0],[0.0 - 4.0],79.742
(0.713 - 1.071],[1 - 2],(3.0 - 5.0],(24.8 - 29.0],14.541
(1.071 - 2.033],(3 - 4],(2.0 - 3.0],(7.0 - 10.0],42.725
(0.411 - 0.522],(3 - 4],(14.0 - 93.0],[0.0 - 4.0],78.121
(0.522 - 0.713],[1 - 2],(5.0 - 9.0],(7.0 - 10.0],43.772
(0.522 - 0.713],[1 - 2],(9.0 - 14.0],(13.0 - 16.0],25.516
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],(10.0 - 13.0],9.828
(1.071 - 2.033],(3 - 4],(9.0 - 14.0],(10.0 - 13.0],48.39
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],(4.0 - 7.0],40.446
(1.071 - 2.033],[1 - 2],(3.0 - 5.0],(7.0 - 10.0],22.903
(1.071 - 2.033],[1 - 2],(2.0 - 3.0],(24.8 - 29.0],12.122
(0.522 - 0.713],(2 - 3],(14.0 - 93.0],(7.0 - 10.0],45.484
(0.335 - 0.411],(2 - 3],(14.0 - 93.0],[0.0 - 4.0],65.823
(0.411 - 0.522],(3 - 4],(5.0 - 9.0],[0.0 - 4.0],82.291
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],(13.0 - 16.0],13.602
(0.335 - 0.411],(3 - 4],(3.0 - 5.0],(13.0 - 16.0],36.859
(5.318 - 18.792],[1 - 2],(9.0 - 14.0],(4.0 - 7.0],19.567
(0.411 - 0.522],(3 - 4],(5.0 - 9.0],(7.0 - 10.0],51.273
(0.522 - 0.713],[1 - 2],(5.0 - 9.0],(4.0 - 7.0],63.602
(0.522 - 0.713],[1 - 2],[0.0 - 1.0],(7.0 - 10.0],13.642
(1.071 - 2.033],(2 - 3],(9.0 - 14.0],(10.0 - 13.0],62.352
(0.411 - 0.522],[1 - 2],[0.0 - 1.0],(16.0 - 20.0],16.719
(0.335 - 0.411],[1 - 2],(9.0 - 14.0],(13.0 - 16.0],41.307
(0.522 - 0.713],[1 - 2],(5.0 - 9.0],(16.0 - 20.0],14.429
(2.033 - 5.318],(2 - 3],(3.0 - 5.0],(20.0 - 24.8],44.799
(0.522 - 0.713],[1 - 2],[0.0 - 1.0],(7.0 - 10.0],18.158
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],(16.0 - 20.0],22.559
(0.335 - 0.411],[1 - 2],(5.0 - 9.0],(10.0 - 13.0],21.579
(0.335 - 0.411],[1 - 2],(14.0 - 93.0],[0.0 - 4.0],56.649
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],(16.0 - 20.0],13.074
(1.071 - 2.033],[1 - 2],(3.0 - 5.0],(16.0 - 20.0],23.778
(0.411 - 0.522],[1 - 2],[0.0 - 1.0],[0.0 - 4.0],59.309
(0.411 - 0.522],[1 - 2],[0.0 - 1.0],(4.0 - 7.0],59.058
(2.033 - 5.318],[1 - 2],(2.0 - 3.0],(13.0 - 16.0],15.189
(0.411 - 0.522],(2 - 3],(14.0 - 93.0],(7.0 - 10.0],38.264
(2.033 - 5.318],[1 - 2],[0.0 - 1.0],(29.0 - 35.0],12.385
(0.522 - 0.713],(3 - 4],(9.0 - 14.0],(7.0 - 10.0],56.574
(5.318 - 18.792],[1 - 2],(2.0 - 3.0],(13.0 - 16.0],11.251
(0.522 - 0.713],[1 - 2],[0.0 - 1.0],(35.0 - 59.0],14.849
(0.335 - 0.411],[1 - 2],(9.0 - 14.0],(10.0 - 13.0],47.745
(1.071 - 2.033],(2 - 3],[0.0 - 1.0],(13.0 - 16.0],39.854
(0.411 - 0.522],(2 - 3],(9.0 - 14.0],(4.0 - 7.0],50.951
(0.335 - 0.411],(2 - 3],(5.0 - 9.0],(4.0 - 7.0],61.068
(0.522 - 0.713],(3 - 4],(5.0 - 9.0],(7.0 - 10.0],73.065
(0.713 - 1.071],(2 - 3],(3.0 - 5.0],(20.0 - 24.8],24.48
(0.335 - 0.411],[1 - 2],(3.0 - 5.0],(10.0 - 13.0],20.02
(0.522 - 0.713],(2 - 3],(3.0 - 5.0],(16.0 - 20.0],40.162
(0.411 - 0.522],[1 - 2],(9.0 - 14.0],(13.0 - 16.0],59.461
(0.522 - 0.713],[1 - 2],(9.0 - 14.0],(10.0 - 13.0],40.312
(1.071 - 2.033],[1 - 2],(5.0 - 9.0],(24.8 - 29.0],15.559
(0.713 - 1.071],[1 - 2],(3.0 - 5.0],[0.0 - 4.0],87.777
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],(20.0 - 24.8],19.022
(1.071 - 2.033],[1 - 2],(14.0 - 93.0],(4.0 - 7.0],40.532
(0.522 - 0.713],[1 - 2],(1.0 - 2.0],(7.0 - 10.0],32.121
(0.522 - 0.713],[1 - 2],(2.0 - 3.0],(10.0 - 13.0],25.312
(0.522 - 0.713],[1 - 2],(9.0 - 14.0],(10.0 - 13.0],19.953
(0.411 - 0.522],[1 - 2],(5.0 - 9.0],(13.0 - 16.0],11.259
(2.033 - 5.318],[1 - 2],(1.0 - 2.0],[0.0 - 4.0],37.467
(1.071 - 2.033],(2 - 3],(3.0 - 5.0],(16.0 - 20.0],31.535
(0.522 - 0.713],(2 - 3],(1.0 - 2.0],[0.0 - 4.0],84.08
(2.033 - 5.318],[1 - 2],(3.0 - 5.0],(4.0 - 7.0],50.385
(2.033 - 5.318],[1 - 2],(5.0 - 9.0],(10.0 - 13.0],28.309
(0.522 - 0.713],[1 - 2],[0.0 - 1.0],(16.0 - 20.0],6.266
(1.071 - 2.033],[1 - 2],(9.0 - 14.0],(16.0 - 20.0],33.606
(0.335 - 0.411],[1 - 2],(5.0 - 9.0],(4.0 - 7.0],43.517
(0.335 - 0.411],[1 - 2],(3.0 - 5.0],(4.0 - 7.0],17.279
(0.522 - 0.713],(3 - 4],(9.0 - 14.0],[0.0 - 4.0],57.016
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],(24.8 - 29.0],8.146
(0.411 - 0.522],[1 - 2],(5.0 - 9.0],(7.0 - 10.0],12.384
(0.713 - 1.071],(2 - 3],[0.0 - 1.0],[0.0 - 4.0],81.707
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],[0.0 - 4.0],63.629
(0.713 - 1.071],[1 - 2],(9.0 - 14.0],(10.0 - 13.0],25.801
(0.411 - 0.522],(3 - 4],(14.0 - 93.0],(7.0 - 10.0],44.37
(0.522 - 0.713],(2 - 3],[0.0 - 1.0],(16.0 - 20.0],38.993
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],(7.0 - 10.0],27.097
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],(7.0 - 10.0],51.941
(0.713 - 1.071],[1 - 2],(2.0 - 3.0],(13.0 - 16.0],6.363
(0.411 - 0.522],(2 - 3],[0.0 - 1.0],(4.0 - 7.0],38.79
(0.335 - 0.411],(2 - 3],(14.0 - 93.0],(7.0 - 10.0],64.701
(0.522 - 0.713],[1 - 2],[0.0 - 1.0],(13.0 - 16.0],8.516
(2.033 - 5.318],(3 - 4],(14.0 - 93.0],[0.0 - 4.0],47.49
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],(35.0 - 59.0],12.636
(1.071 - 2.033],[1 - 2],(5.0 - 9.0],(13.0 - 16.0],18.048
(0.522 - 0.713],[1 - 2],[0.0 - 1.0],(7.0 - 10.0],34.823
(0.713 - 1.071],[1 - 2],(5.0 - 9.0],(7.0 - 10.0],26.173
(0.411 - 0.522],(2 - 3],(5.0 - 9.0],(4.0 - 7.0],69.867
(1.071 - 2.033],[1 - 2],(1.0 - 2.0],(29.0 - 35.0],16.63
(0.335 - 0.411],[1 - 2],(14.0 - 93.0],[0.0 - 4.0],52.319
(0.411 - 0.522],(2 - 3],(2.0 - 3.0],(10.0 - 13.0],72.857
(1.071 - 2.033],[1 - 2],(9.0 - 14.0],(10.0 - 13.0],32.453
(0.522 - 0.713],[1 - 2],[0.0 - 1.0],(35.0 - 59.0],15.541
(0.522 - 0.713],[1 - 2],(2.0 - 3.0],(7.0 - 10.0],52.5
(0.522 - 0.713],[1 - 2],[0.0 - 1.0],(7.0 - 10.0],71.743
(0.411 - 0.522],(2 - 3],[0.0 - 1.0],(4.0 - 7.0],36.839
(0.522 - 0.713],[1 - 2],(3.0 - 5.0],[0.0 - 4.0],63.44
(0.411 - 0.522],[1 - 2],[0.0 - 1.0],(24.8 - 29.0],10.173
(0.522 - 0.713],[1 - 2],[0.0 - 1.0],(16.0 - 20.0],6.86
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],(7.0 - 10.0],59.457
(0.522 - 0.713],(3 - 4],[0.0 - 1.0],(10.0 - 13.0],63.724
(0.411 - 0.522],[1 - 2],(9.0 - 14.0],(10.0 - 13.0],26.085
(0.411 - 0.522],[1 - 2],[0.0 - 1.0],(29.0 - 35.0],17.853
(2.033 - 5.318],[1 - 2],(1.0 - 2.0],(10.0 - 13.0],24.586
(1.071 - 2.033],(2 - 3],(5.0 - 9.0],(7.0 - 10.0],68.048
(0.411 - 0.522],[1 - 2],(9.0 - 14.0],(7.0 - 10.0],57.851
(0.335 - 0.411],(2 - 3],[0.0 - 1.0],[0.0 - 4.0],84.886
(0.411 - 0.522],[1 - 2],[0.0 - 1.0],(4.0 - 7.0],67.038
(5.318 - 18.792],[1 - 2],(5.0 - 9.0],(16.0 - 20.0],10.979
(0.411 - 0.522],(2 - 3],[0.0 - 1.0],(7.0 - 10.0],61.719
(2.033 - 5.318],[1 - 2],(5.0 - 9.0],(13.0 - 16.0],17.307
(0.522 - 0.713],(2 - 3],(1.0 - 2.0],(7.0 - 10.0],61.031
(0.713 - 1.071],(2 - 3],[0.0 - 1.0],(20.0 - 24.8],38.982
(2.033 - 5.318],[1 - 2],(9.0 - 14.0],(24.8 - 29.0],24.223
(1.071 - 2.033],[1 - 2],[0.0 - 1.0],(35.0 - 59.0],13.243
(0.522 - 0.713],[1 - 2],(5.0 - 9.0],(4.0 - 7.0],22.927
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],[0.0 - 4.0],63.475
(0.335 - 0.411],[1 - 2],(5.0 - 9.0],(20.0 - 24.8],25.564
(2.033 - 5.318],(2 - 3],(5.0 - 9.0],(4.0 - 7.0],84.661
(1.071 - 2.033],[1 - 2],(5.0 - 9.0],(13.0 - 16.0],20.508
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],(16.0 - 20.0],7.665
(0.713 - 1.071],[1 - 2],(3.0 - 5.0],(4.0 - 7.0],58.005
(0.411 - 0.522],[1 - 2],[0.0 - 1.0],(10.0 - 13.0],27.327
(1.071 - 2.033],[1 - 2],(3.0 - 5.0],(16.0 - 20.0],19.932
(2.033 - 5.318],(2 - 3],(2.0 - 3.0],(20.0 - 24.8],27.878
(0.713 - 1.071],(2 - 3],(5.0 - 9.0],(7.0 - 10.0],45.691
(1.071 - 2.033],[1 - 2],[0.0 - 1.0],(13.0 - 16.0],42.8
(5.318 - 18.792],[1 - 2],(2.0 - 3.0],(35.0 - 59.0],14.773
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],(13.0 - 16.0],16.793
(2.033 - 5.318],(2 - 3],(3.0 - 5.0],(4.0 - 7.0],70.836
(0.411 - 0.522],(2 - 3],[0.0 - 1.0],(4.0 - 7.0],71.591
(1.071 - 2.033],(2 - 3],(14.0 - 93.0],[0.0 - 4.0],63.013
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],(29.0 - 35.0],15.381
(0.713 - 1.071],(2 - 3],(3.0 - 5.0],(13.0 - 16.0],34.702
(1.071 - 2.033],[1 - 2],[0.0 - 1.0],[0.0 - 4.0],35.067
(1.071 - 2.033],(2 - 3],(3.0 - 5.0],(16.0 - 20.0],52.226
(0.411 - 0.522],[1 - 2],(14.0 - 93.0],(10.0 - 13.0],56.801
(0.713 - 1.071],(3 - 4],(9.0 - 14.0],[0.0 - 4.0],46.205
(0.522 - 0.713],(3 - 4],(9.0 - 14.0],(4.0 - 7.0],72.936
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],(13.0 - 16.0],20.658
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],(13.0 - 16.0],10.729
(0.522 - 0.713],[1 - 2],(1.0 - 2.0],(20.0 - 24.8],8.593
(0.411 - 0.522],(2 - 3],(14.0 - 93.0],[0.0 - 4.0],70.116
(0.713 - 1.071],[1 - 2],(5.0 - 9.0],(4.0 - 7.0],33.468
(0.411 - 0.522],[1 - 2],(3.0 - 5.0],[0.0 - 4.0],72.731
(0.411 - 0.522],(2 - 3],[0.0 - 1.0],(10.0 - 13.0],55.144
(0.335 - 0.411],[1 - 2],(5.0 - 9.0],(16.0 - 20.0],17.248
(0.411 - 0.522],(2 - 3],(14.0 - 93.0],[0.0 - 4.0],66.545
(0.713 - 1.071],(2 - 3],(14.0 - 93.0],(4.0 - 7.0],73.06
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],(7.0 - 10.0],64.769
(2.033 - 5.318],(3 - 4],(3.0 - 5.0],(16.0 - 20.0],40.497
(0.522 - 0.713],[1 - 2],(3.0 - 5.0],(4.0 - 7.0],62.981
(0.713 - 1.071],(2 - 3],(9.0 - 14.0],(4.0 - 7.0],30.11
(1.071 - 2.033],[1 - 2],(5.0 - 9.0],(16.0 - 20.0],23.203
(0.411 - 0.522],[1 - 2],(5.0 - 9.0],(7.0 - 10.0],14.491
(0.411 - 0.522],(2 - 3],(5.0 - 9.0],[0.0 - 4.0],88.005
(2.033 - 5.318],[1 - 2],(9.0 - 14.0],(10.0 - 13.0],25.516
(1.071 - 2.033],[1 - 2],(2.0 - 3.0],(16.0 - 20.0],24.53
(0.335 - 0.411],(2 - 3],[0.0 - 1.0],[0.0 - 4.0],26.005
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],(16.0 - 20.0],16.746
(5.318 - 18.792],[1 - 2],[0.0 - 1.0],[0.0 - 4.0],80.176
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],(24.8 - 29.0],61.744
(1.071 - 2.033],(2 - 3],(9.0 - 14.0],(4.0 - 7.0],37.821
(0.335 - 0.411],(2 - 3],(5.0 - 9.0],(7.0 - 10.0],51.599
(0.713 - 1.071],(3 - 4],(9.0 - 14.0],[0.0 - 4.0],40.936
(0.411 - 0.522],[1 - 2],(5.0 - 9.0],(7.0 - 10.0],13.518
(0.411 - 0.522],(2 - 3],(14.0 - 93.0],(4.0 - 7.0],76.638
(0.411 - 0.522],(2 - 3],(3.0 - 5.0],(20.0 - 24.8],25.478
(0.522 - 0.713],(3 - 4],(9.0 - 14.0],(7.0 - 10.0],61.548
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],(16.0 - 20.0],11.269
(0.713 - 1.071],[1 - 2],(5.0 - 9.0],(7.0 - 10.0],24.765
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],(35.0 - 59.0],29.671
(0.335 - 0.411],(2 - 3],(14.0 - 93.0],[0.0 - 4.0],38.976
(1.071 - 2.033],(2 - 3],(2.0 - 3.0],(7.0 - 10.0],74.162
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],(10.0 - 13.0],31.452
(0.713 - 1.071],[1 - 2],(5.0 - 9.0],(24.8 - 29.0],26.114
(0.713 - 1.071],(2 - 3],(3.0 - 5.0],(13.0 - 16.0],49.828
(2.033 - 5.318],[1 - 2],(5.0 - 9.0],(7.0 - 10.0],15.003
(0.411 - 0.522],(2 - 3],[0.0 - 1.0],(7.0 - 10.0],61.648
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],(10.0 - 13.0],63.169
(1.071 - 2.033],(2 - 3],(3.0 - 5.0],(7.0 - 10.0],55.044
(1.071 - 2.033],(2 - 3],(2.0 - 3.0],(16.0 - 20.0],15.543
(0.335 - 0.411],(2 - 3],(5.0 - 9.0],(7.0 - 10.0],59.898
(0.411 - 0.522],(3 - 4],(14.0 - 93.0],[0.0 - 4.0],77.013
(0.713 - 1.071],[1 - 2],(2.0 - 3.0],(20.0 - 24.8],10.008
(0.335 - 0.411],(2 - 3],(3.0 - 5.0],(10.0 - 13.0],49.244
(0.335 - 0.411],(3 - 4],(14.0 - 93.0],[0.0 - 4.0],63.967
(2.033 - 5.318],[1 - 2],(14.0 - 93.0],[0.0 - 4.0],37.443
(0.411 - 0.522],(3 - 4],(5.0 - 9.0],(7.0 - 10.0],54.492
(0.522 - 0.713],(2 - 3],[0.0 - 1.0],(13.0 - 16.0],65.653
(0.411 - 0.522],(3 - 4],(2.0 - 3.0],(7.0 - 10.0],38.896
(5.318 - 18.792],[1 - 2],(5.0 - 9.0],(24.8 - 29.0],17.791
(1.071 - 2.033],[1 - 2],[0.0 - 1.0],(16.0 - 20.0],18.687
(1.071 - 2.033],(2 - 3],(1.0 - 2.0],(20.0 - 24.8],25.155
(5.318 - 18.792],[1 - 2],[0.0 - 1.0],[0.0 - 4.0],56.348
(0.335 - 0.411],[1 - 2],(5.0 - 9.0],(16.0 - 20.0],26.396
(0.522 - 0.713],(2 - 3],[0.0 - 1.0],[0.0 - 4.0],102.281
(1.071 - 2.033],[1 - 2],(1.0 - 2.0],(24.8 - 29.0],10.818
(0.713 - 1.071],[1 - 2],(1.0 - 2.0],(10.0 - 13.0],48.164
(0.522 - 0.713],(3 - 4],(9.0 - 14.0],[0.0 - 4.0],62.57
(0.335 - 0.411],(3 - 4],(14.0 - 93.0],[0.0 - 4.0],65.751
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],(4.0 - 7.0],48.185
(1.071 - 2.033],[1 - 2],[0.0 - 1.0],(24.8 - 29.0],3.94
(0.522 - 0.713],[1 - 2],(2.0 - 3.0],[0.0 - 4.0],47.295
(0.522 - 0.713],(2 - 3],(1.0 - 2.0],(13.0 - 16.0],32.805
(1.071 - 2.033],[1 - 2],(14.0 - 93.0],[0.0 - 4.0],39.978
(0.522 - 0.713],[1 - 2],[0.0 - 1.0],(10.0 - 13.0],11.309
(1.071 - 2.033],[1 - 2],(1.0 - 2.0],(24.8 - 29.0],12.418
(0.335 - 0.411],[1 - 2],(5.0 - 9.0],(24.8 - 29.0],27.365
(2.033 - 5.318],[1 - 2],(2.0 - 3.0],(35.0 - 59.0],26.034
(1.071 - 2.033],[1 - 2],(1.0 - 2.0],(7.0 - 10.0],31.994
(0.522 - 0.713],[1 - 2],[0.0 - 1.0],(35.0 - 59.0],9.989
(2.033 - 5.318],[1 - 2],(5.0 - 9.0],(13.0 - 16.0],16.258
(2.033 - 5.318],(2 - 3],(9.0 - 14.0],(13.0 - 16.0],21.964
(0.522 - 0.713],[1 - 2],[0.0 - 1.0],(20.0 - 24.8],8.06
(0.522 - 0.713],[1 - 2],(5.0 - 9.0],(16.0 - 20.0],15.902
(0.335 - 0.411],(3 - 4],[0.0 - 1.0],(4.0 - 7.0],76.578
(0.713 - 1.071],(2 - 3],(1.0 - 2.0],(13.0 - 16.0],74.898
(0.411 - 0.522],(3 - 4],(5.0 - 9.0],(10.0 - 13.0],78.484
(2.033 - 5.318],[1 - 2],(5.0 - 9.0],(13.0 - 16.0],15.437
(2.033 - 5.318],[1 - 2],(2.0 - 3.0],(10.0 - 13.0],25.449
(0.522 - 0.713],[1 - 2],(9.0 - 14.0],(7.0 - 10.0],47.035
(0.713 - 1.071],(2 - 3],(5.0 - 9.0],(13.0 - 16.0],49.886
(2.033 - 5.318],(3 - 4],(1.0 - 2.0],(24.8 - 29.0],27.785
(1.071 - 2.033],[1 - 2],[0.0 - 1.0],(24.8 - 29.0],6.829
(0.411 - 0.522],[1 - 2],(2.0 - 3.0],(10.0 - 13.0],51.159
(1.071 - 2.033],[1 - 2],(1.0 - 2.0],[0.0 - 4.0],52.881
(1.071 - 2.033],[1 - 2],(1.0 - 2.0],(35.0 - 59.0],18.144
(0.522 - 0.713],[1 - 2],[0.0 - 1.0],(7.0 - 10.0],57.902
(0.411 - 0.522],(2 - 3],[0.0 - 1.0],(4.0 - 7.0],80.785
(1.071 - 2.033],(3 - 4],[0.0 - 1.0],(4.0 - 7.0],81.515
(1.071 - 2.033],(3 - 4],(9.0 - 14.0],(4.0 - 7.0],39.958
(2.033 - 5.318],[1 - 2],(5.0 - 9.0],(13.0 - 16.0],25.793
(0.335 - 0.411],(2 - 3],(5.0 - 9.0],(16.0 - 20.0],23.289
(0.335 - 0.411],[1 - 2],(1.0 - 2.0],(13.0 - 16.0],10.119
(0.713 - 1.071],(3 - 4],(14.0 - 93.0],(10.0 - 13.0],58.968
(1.071 - 2.033],(2 - 3],(9.0 - 14.0],(4.0 - 7.0],60.159
